ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,24584357-1d61-44ae-bc25-b2477d93911f,1,,,3890481,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 8225, 'name': 'Roman Bürki'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 38}, {'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8216, 'name': 'Sven Bender'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 6}, {'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 13206, 'name': 'Erik Durm'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 37}, {'player': {'id': 11458, 'name': 'Marcel Schmelzer'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 29}, {'player': {'id': 8816, 'name': 'Julian Weigl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 10287, 'name': 'İlkay Gündoğan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3275, 'name': 'Henrikh Mkhitaryan'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3712, 'name': 'Pierre-Emerick Aubameyang'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Borussia Dortmund,180,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,236c857d-58b6-4bb2-91ff-cba1eae824d3,2,,,3890481,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8218, 'name': 'Arjen Robben'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b28be44c-6f07-4829-86ca-fc28b9563366,3,,,3890481,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,['8ce97a84-c220-40cb-8a6c-73278e20168b'],0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8ce97a84-c220-40cb-8a6c-73278e20168b,4,,,3890481,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Dortmund,180,['b28be44c-6f07-4829-86ca-fc28b9563366'],0,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,52365bd5-31fe-4c0d-8961-fff1bf6773d6,2105,,,3890481,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Bayern Munich,169,['c69d39d8-5fdd-4910-8967-c86127f76955'],0,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c69d39d8-5fdd-4910-8967-c86127f76955,2106,,,3890481,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Bayern Munich,169,['52365bd5-31fe-4c0d-8961-fff1bf6773d6'],0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.153855,,,,,,,,,,,,,7da63b6f-f6e6-4c7d-9d08-f0fe4ab63c6f,5,,"[60.0, 40.0]",3890481,0,,,,,0.32175055,,Right Foot,,"[63.6, 41.2]",Ground Pass,3.7947333,,,,Henrikh Mkhitaryan,3275.0,,,,,,Kick Off,1,From Kick Off,Pierre-Emerick Aubameyang,3712.0,Center Forward,2,Borussia Dortmund,180,['105764bf-7043-414f-93e9-8b12c21d026e'],0,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:00.981,Pass,
,,,,,,,,,,,,,,,,1.391781,,,,,,,,,,,,,03f29935-1943-41e2-818b-017be4771655,8,,"[63.6, 39.5]",3890481,0,,,,,-2.7482514,,Right Foot,,"[48.9, 33.4]",Ground Pass,15.915401,,,,İlkay Gündoğan,10287.0,,,,,,,1,From Kick Off,Henrikh Mkhitaryan,3275.0,Right Wing,2,Borussia Dortmund,180,['c892941b-490e-4f8a-bc1c-b1234aec1df2'],2,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:02.434,Pass,
,,,,,,,,,,,,,,,,1.484258,,,,,,,,,,,,,8d132905-a566-45f5-be96-d013aa3dd8ab,11,,"[48.5, 33.4]",3890481,0,,,,,1.6100774,,Right Foot,,"[47.6, 56.3]",Ground Pass,22.917679,,,,Łukasz Piszczek,5658.0,,,,,,,1,From Kick Off,İlkay Gündoğan,10287.0,Left Defensive Midfield,2,Borussia Dortmund,180,['b6d6c380-32c6-4717-847e-0b64fa055db8'],4,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:04.818,Pass,
,,,,,,,,,,,,,,,,0.72397,,,,,,,,,,,,,cde33d0c-8156-4da9-b0f6-1ffbca0dabf2,13,,"[47.6, 56.3]",3890481,0,,,,,-1.0608243,,Right Foot,,"[50.9, 50.4]",Ground Pass,6.7601776,,,,Julian Weigl,8816.0,,,,,,,1,From Kick Off,Łukasz Piszczek,5658.0,Right Center Back,2,Borussia Dortmund,180,['f0c6aea6-caf4-4a90-a834-088e512598d9'],6,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:06.302,Pass,
