50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,1ffbd816-723e-49df-88a6-df53fc3a63c8,1,,,,3890502,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8969, 'name': 'Lars Bender'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 38}, {'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5555, 'name': 'Julian Brandt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,8883589c-68ac-45ff-943a-8cb464ffb7c7,2,,,,3890502,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 31}, {'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 34}, {'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 3186, 'name': 'Julian Draxler'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Wolfsburg,179,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,84fecb3b-8730-4e39-97b6-1bcc7249da2a,3,,,,3890502,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['db94bd1a-b416-46dd-a23f-aaf81f868c3b'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,db94bd1a-b416-46dd-a23f-aaf81f868c3b,4,,,,3890502,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['84fecb3b-8730-4e39-97b6-1bcc7249da2a'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,03e2b432-71c3-4ab7-aae2-12c4db9c4468,1973,,,,3890502,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Bayer Leverkusen,904,['8b54ea45-acfd-49d6-a158-804329645882'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,8b54ea45-acfd-49d6-a158-804329645882,1974,,,,3890502,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Bayer Leverkusen,904,['03e2b432-71c3-4ab7-aae2-12c4db9c4468'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.067071,,,,,,,,,,bc8a7a09-1eea-4d99-8c73-d514c9da41fa,5,,,"[60.0, 40.0]",3890502,0,,,,,-2.896614,,Right Foot,,,"[59.2, 39.8]",,Ground Pass,,0.82462114,,,,,Hakan Çalhanoğlu,7039.0,,,,,Kick Off,1,From Kick Off,Stefan Kießling,11394.0,Center Forward,2,Bayer Leverkusen,904,['d6037102-e2dd-464f-962d-c09db9a2c403'],0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.448,Pass,
,,,,,,,,,,,,,,,1.018793,,,,,,,,,,4e451ebb-5b5d-455a-945d-fe6042b1b11f,8,,,"[64.3, 38.1]",3890502,0,,,,,2.7170312,,Right Foot,,,"[57.0, 41.4]",,Ground Pass,,8.011242,,,,,Christoph Kramer,8805.0,,,,,,1,From Kick Off,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,2,Bayer Leverkusen,904,['d94cb07b-d72b-4d96-bf34-7034bd1be779'],3,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:03.595,Pass,
,,,,,,,,,,,,,,,2.022704,,,,,,,,,,6f5f9bf9-e5af-4925-b0e0-c3967df64787,11,,,"[56.6, 40.6]",3890502,0,,,,,-1.7768337,,Right Foot,,,"[50.1, 9.5]",,Ground Pass,,31.772,,,,,Wendell Nascimento Borges,8212.0,,,,,,1,From Kick Off,Christoph Kramer,8805.0,Left Defensive Midfield,2,Bayer Leverkusen,904,['7bcc6190-4f56-4ea9-a327-d441295f166d'],5,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:05.477,Pass,
,,,,,,,,,,,,,,,2.054121,,,,,,,,,,06964350-357a-49a3-8bac-18317e44721a,14,,,"[49.9, 9.5]",3890502,0,,,,,2.1439695,,Left Foot,,,"[35.7, 31.5]",,Ground Pass,,26.184729,,,,,André Ramalho Silva,9363.0,,,,,,1,From Kick Off,Wendell Nascimento Borges,8212.0,Left Back,2,Bayer Leverkusen,904,['183d0ce1-ebf9-4a50-9cdc-5be4eef60688'],8,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:08.947,Pass,
