50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.332429,,,,,,,,,,,,b69ed48e-23ae-4d23-bdab-8c26fd0fe903,14,,,"[11.3, 46.8]",3890281,0,,,,,0.94967955,,Right Foot,,,,"[19.1, 57.7]",,Ground Pass,,13.4033575,,,Jeong-Ho Hong,40543.0,,,,,,1,From Kick Off,Marwin Hitz,8314.0,Goalkeeper,2,Augsburg,172,['af2648ef-f863-42ca-b47b-1c9bd1f1807b'],9,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:09.936,Pass,
,,,,,,,,,,,,,,,,,,,1.629858,,,,,,,,,,,,873b1d3d-54c5-4122-b65e-256b2ab2f29c,17,,,"[19.1, 57.7]",3890281,0,,,,,-0.9242832,,Right Foot,,,,"[35.1, 36.5]",,Ground Pass,,26.56012,,,Daniel Baier,8317.0,,,,,,1,From Kick Off,Jeong-Ho Hong,40543.0,Right Center Back,2,Augsburg,172,['266c5b7c-08f6-4a66-ae1b-27a0c3dcca17'],12,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:12.567,Pass,
,,,,,,,,,,,,,,,,,,,1.988666,,,,,,,,,,,,52bb2414-db56-4327-a5e8-c33b1c78bf9a,19,,,"[32.6, 36.0]",3890281,0,,,,,2.9284308,,Right Foot,,,,"[9.5, 41.0]",,Ground Pass,,23.634932,,,Marwin Hitz,8314.0,,,,,,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Augsburg,172,['be090e95-aebf-439c-bb80-bb4a6f257e20'],14,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:14.197,Pass,
,,,,,,,,,,,,,,,,,,,3.727063,,,,,,,,,,,,7f0a9988-d00b-4422-941b-399164153ca0,23,,,"[12.0, 41.9]",3890281,0,,,,,-0.04733304,,Right Foot,,,,"[88.0, 38.3]",,High Pass,,76.08521,,,Caiuby Francisco da Silva,8303.0,,,,,,1,From Kick Off,Marwin Hitz,8314.0,Goalkeeper,2,Augsburg,172,"['b66408b7-a4c3-4be9-8e13-77005a00e785', 'f995fc6e-4782-41ba-b469-68f8f8db5693']",16,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:16.265,Pass,True
,,,,,,,,,,,,,,,,,,,4.099007,,,,,,,,,,,,c47413fc-ef83-4123-b780-b0c6d854e9de,26,,,"[88.0, 38.3]",3890281,0,,,,True,-0.38376546,,,,,,"[119.7, 25.5]",,High Pass,,34.186695,Out,,Tobias Werner,400620.0,,,,,,1,From Kick Off,Caiuby Francisco da Silva,8303.0,Center Forward,2,Augsburg,172,"['3ce9dcad-5fda-46c2-974f-c01562c47bf5', '4ddffaa5-1951-4fc9-950c-6a2f7f5f513d']",19,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:19.992,Pass,True
,,,,,,,,,,,,,,,,,,,5.852219,,,,,,,,,,,,b0067f1b-f757-4e32-a5dd-1b348bb9ca78,28,,,"[7.0, 44.1]",3890281,0,,,,,0.33971998,,Left Foot,,,,"[104.9, 78.7]",,High Pass,,103.83434,,,Moritz Hartmann,40464.0,,,,,Goal Kick,1,From Goal Kick,Ramazan Özcan,12319.0,Goalkeeper,3,Ingolstadt,189,['da073c49-80f1-46e1-b615-d7409378243a'],48,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:48.515,Pass,
,,,,,,,,,,,,,,,,,,,0.108274,,,,,,,,,,,,d3ac76d9-7430-41a5-acbf-9bb03905dfac,35,,,"[1.9, 4.0]",3890281,0,,,,,0.16514868,,Left Foot,,,,"[3.1, 4.2]",,Low Pass,,1.2165525,Incomplete,,,,,,,,,1,From Goal Kick,Philipp Max,8319.0,Left Back,3,Ingolstadt,189,['6c818f3b-c183-44e3-8a54-26331c109a4d'],58,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:58.030,Pass,
,,,,,,,,,,,,,,,,,,,1.589771,,,,,,,,,,,,0c1de860-7429-4a2f-b68c-501359ec3482,37,,,"[7.2, 0.1]",3890281,1,,,,,0.1882215,,,,,,"[32.4, 4.9]",,High Pass,,25.65307,Incomplete,,Caiuby Francisco da Silva,8303.0,,,,,Throw-in,1,From Throw In,Philipp Max,8319.0,Left Back,4,Augsburg,172,"['051fdd76-a376-4436-b09a-3da495680084', '516d96f2-4493-480e-862d-4106501d5464']",9,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:09.055,Pass,
,,,,,,,,,,,,,,,,,,,2.013634,,,,,,,,,,,,051fdd76-a376-4436-b09a-3da495680084,39,,,"[87.7, 75.2]",3890281,1,,,,,-0.38895687,,Head,,,,"[106.0, 67.7]",,High Pass,,19.77726,Incomplete,,Lukas Hinterseer,9103.0,,,,,Interception,1,From Throw In,Tobias Levels,40460.0,Right Back,4,Augsburg,172,"['0c1de860-7429-4a2f-b68c-501359ec3482', '1751fbf7-6f4b-4f25-9506-5761609ea7ff', '6eafb553-0d40-47ee-9b9c-0e26987fdc2b']",10,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:10.645,Pass,
,,,,,,,,,,,,,,,,,,,1.12191,,,,,,,,,,,,6eafb553-0d40-47ee-9b9c-0e26987fdc2b,41,,,"[14.1, 12.4]",3890281,1,,,,True,0.12062367,,,,,,"[27.3, 14.0]",,Low Pass,,13.296617,Incomplete,,Halil Altıntop,40462.0,,,,,Recovery,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,4,Augsburg,172,"['051fdd76-a376-4436-b09a-3da495680084', '95700a0c-62c6-463c-8173-6b4baf34f782', 'b19955e1-7e4f-4747-b164-2a446710e07e', 'e95009c7-42fe-4310-970c-f8c13a054f83']",12,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:12.659,Pass,True
,,,,,,,,,,,,,,,,,,,0.666824,,,,,,,,,,,,01baa1ac-0755-4edd-bbd4-d8f2d6b16ec2,49,,,"[91.4, 77.3]",3890281,1,,,,,0.07677189,,Right Foot,,,,"[99.2, 77.9]",,Low Pass,,7.823043,,,Moritz Hartmann,40464.0,,,,,Recovery,1,Regular Play,Tobias Levels,40460.0,Right Back,5,Ingolstadt,189,"['8b6d0db9-9e35-4ced-8839-bf84c438a5d6', 'e34fba55-df33-4261-8890-68a7bead19d7']",16,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:16.729,Pass,True
,,,,,,,,,,,,,,,,,,,1.011717,,,,,,,,,,,,4023517e-f91e-4764-b0d1-a6c6a8d51865,56,,,"[25.8, 0.1]",3890281,1,,,,,1.7386923,,,,,,"[24.8, 6.0]",,Low Pass,,5.9841456,,,Daniel Baier,8317.0,,,,,Throw-in,1,From Throw In,Philipp Max,8319.0,Left Back,6,Augsburg,172,['7b02e723-3e0a-41ea-a549-54acf25a1af4'],31,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:31.750,Pass,
,,,,,,,,,,,,,,,,,,,1.041866,,,,,,,,,,,,46a02c3d-eca0-47f6-b468-627166016a7c,58,,,"[24.8, 6.0]",3890281,1,,,,,-1.7004988,,Right Foot,,,,"[24.2, 1.4]",,Ground Pass,,4.6389656,,,Philipp Max,8319.0,,,,,,1,From Throw In,Daniel Baier,8317.0,Left Defensive Midfield,6,Augsburg,172,['34730869-05ec-4272-adf3-c26cea817d39'],32,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:32.761,Pass,
,,,,,,,,,,,,,,,,,,,2.433638,,,,,,,,,,,,eb82d139-ad21-499d-b388-227fb38e2af1,60,,,"[24.2, 1.4]",3890281,1,,,,,0.48294148,,Left Foot,,,,"[59.1, 19.7]",,High Pass,,39.406853,,,Caiuby Francisco da Silva,8303.0,,,,,,1,From Throw In,Philipp Max,8319.0,Left Back,6,Augsburg,172,['6e72f551-ce79-451e-82d9-0fc6e64dae3d'],33,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:33.803,Pass,
,,,,,,,,,,,,,,,,,,,0.761637,,,,,,,,,,,,c40adb09-12f1-4ec7-a7a1-3bc8909a5d87,65,,,"[59.8, 69.1]",3890281,1,,,,,-0.16357388,,Right Foot,,,,"[70.1, 67.4]",,Ground Pass,,10.439348,,,Pascal Groß,3097.0,,,,,Recovery,1,From Throw In,Tobias Levels,40460.0,Right Back,6,Augsburg,172,['39569667-1a7b-4c75-b433-488d46b20157'],38,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:38.762,Pass,
,,,,,,,,,,,,,,,,,,,1.130156,,,,,,,,,,,,7a4f1662-2824-4ab7-b46c-0b3581a24040,67,,,"[70.1, 67.4]",3890281,1,,,,,-1.6797383,,Right Foot,,,,"[69.4, 61.0]",,Ground Pass,,6.4381676,Incomplete,,Tobias Levels,40460.0,,,,,,1,From Throw In,Pascal Groß,3097.0,Right Center Midfield,6,Augsburg,172,"['5e8cc613-a6b4-454f-94b1-e57e6bf80d01', 'dc7162a6-40fe-44bc-991b-604815e949b0']",39,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:01:39.523,Pass,
,,,,,,,,,,,,,,,,,,,1.213678,,,,,,,,,,,,d84fd8c4-1814-435c-9340-2d5bac31607a,72,,,"[49.8, 26.2]",3890281,1,,,,,2.048332,,Right Foot,,,,"[42.4, 40.5]",,Ground Pass,,16.101242,,,Jeong-Ho Hong,40543.0,,,,,,1,From Throw In,Raúl Marcelo Bobadilla,8807.0,Right Wing,6,Augsburg,172,"['279c6dd7-cc40-48f3-a66d-da286ef2e80c', '36d5f5f2-cacd-41cf-a438-f716b2876d5c']",42,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:42.192,Pass,True
,,,,,,,,,,,,,,,,,,,1.637885,,,,,,,,,,,,f9ab9fa0-e466-42f8-983b-271eb998d938,75,,,"[44.3, 44.7]",3890281,1,,,,,1.1320103,,Right Foot,,,,"[55.0, 67.5]",,Ground Pass,,25.18591,,,Paul Verhaegh,8237.0,,,,,,1,From Throw In,Jeong-Ho Hong,40543.0,Right Center Back,6,Augsburg,172,['d6d5a8ab-2105-4795-8510-dc09cc4dc8cd'],44,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:44.299,Pass,
,,,,,,,,,,,,,,,,,,,1.962243,,,,,,,,,,,,9e71d02d-05a3-46b9-9373-368300e8a914,78,,,"[57.1, 73.1]",3890281,1,,,,,-2.1995926,,Right Foot,,,,"[45.9, 57.7]",,Ground Pass,,19.042059,,,Jeong-Ho Hong,40543.0,,,,,,1,From Throw In,Paul Verhaegh,8237.0,Right Back,6,Augsburg,172,['935b246f-a003-4827-b0f8-bef206d0940c'],47,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:47.213,Pass,
,,,,,,,,,,,,,,,,,,,1.90461,,,,,,,,,,,,91539944-6f21-4031-a3df-cc37f09584b4,82,,,"[44.1, 56.3]",3890281,1,,,,,-1.8390086,,Right Foot,,,,"[35.8, 26.1]",,Ground Pass,,31.319801,,,Ragnar Klavan,4174.0,,,,,,1,From Throw In,Jeong-Ho Hong,40543.0,Right Center Back,6,Augsburg,172,"['3dae62cb-f33d-4274-8552-dd2083852d33', 'd1b66b46-41c1-45fe-b8b3-1225073df304']",50,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:50.096,Pass,True
,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,5a374509-d534-45bd-a1d6-f41680930920,85,,,"[29.8, 30.7]",3890281,1,,,,,1.6515918,,Left Foot,,,,"[27.8, 55.4]",,Ground Pass,,24.78084,,,Jeong-Ho Hong,40543.0,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,6,Augsburg,172,['02570f01-93b1-4b27-b6dc-5749be5c3150'],53,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:53.332,Pass,
,,,,,,,,,,,,,,,,,,,2.7835,,,,,,,,,,,,1aee0986-9df2-4798-bb7f-9577db6f3175,88,,,"[36.0, 57.0]",3890281,1,,,,,-1.1114746,,Right Foot,,,,"[63.5, 1.4]",,High Pass,,62.029106,,,Philipp Max,8319.0,,True,,,,1,From Throw In,Jeong-Ho Hong,40543.0,Right Center Back,6,Augsburg,172,['539566d4-5764-4225-a7c1-45a695fbd169'],57,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:57.059,Pass,
,,,,,,,,,,,,,,,,,,,1.713933,,,,,,,,,,,,33bb11ab-1645-4033-a339-b8b669ecc543,90,,,"[63.5, 0.3]",3890281,1,,,,,0.19270076,,Head,,,,"[79.9, 3.5]",,Low Pass,,16.709278,Incomplete,,Tobias Werner,400620.0,,,,,,1,From Throw In,Philipp Max,8319.0,Left Back,6,Augsburg,172,"['32c6a121-c567-494d-ac81-8a18cd3996fb', '9c77742b-de98-423d-abc7-1a66bcf359c5']",59,,,,,,,,,,,,,,,,,,Augsburg,172,00:01:59.842,Pass,
,,,,,,,,,,,,,,,,,,,0.145082,,,,,,,,,,,,52025e25-801c-4964-862b-d2e59098f758,93,,,"[69.2, 2.4]",3890281,2,,,,True,1.5707964,,,,,,"[69.2, 3.8]",,Low Pass,,1.4,Incomplete,,Halil Altıntop,40462.0,,,,,Recovery,1,From Throw In,Philipp Max,8319.0,Left Back,6,Augsburg,172,"['65dc7d88-1c5d-429d-be8e-d83ed08177be', 'b102cd02-be91-4483-a836-74b1c676d931', 'e56234ed-3a58-45c6-9b69-86ce4f7fc8f3']",4,,,,,,,,,,,,,,,,,,Augsburg,172,00:02:04.004,Pass,True
,,,,,,,,,,,,,,,,,,,0.146973,,,,,,,,,,,,0ac7885b-6780-4625-aeca-8dc973e00799,98,,,"[43.3, 52.6]",3890281,2,,,,,-2.6011732,,Right Foot,,,,"[41.3, 51.4]",,Ground Pass,,2.3323808,Incomplete,,Benjamin Hübner,8405.0,,,,,Recovery,1,From Throw In,Roger de Oliveira Bernardo,40459.0,Center Defensive Midfield,6,Augsburg,172,"['16f7e5f5-794c-477e-92e4-e4ec4be7f0e9', '831a3161-6f95-47a7-9307-9f0c1f84ce29', 'ec23e8e5-f4db-46bd-ace0-31b618a0db5d']",7,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:07.049,Pass,True
,,,,,,,,,,,,,,,,,,,3.377694,,,,,,,,,,,,dfc83568-197d-4495-8fa1-3b67fe5f59a6,108,,,"[7.0, 36.1]",3890281,3,,,,,-0.31496525,,Left Foot,,,,"[77.9, 13.0]",,High Pass,,74.56822,Incomplete,,Lukas Hinterseer,9103.0,,,,,Goal Kick,1,From Goal Kick,Ramazan Özcan,12319.0,Goalkeeper,8,Ingolstadt,189,"['04b43468-a411-4c1c-8882-fa511acadc57', 'dbb56b03-1a1e-4e17-b68c-dd7eb03bfdf5']",36,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:36.560,Pass,
,,,,,,,,,,,,,,,,,,,2.100022,,,,,,,,,,,,fc1cc2a0-1a75-4fcc-8fc3-d9bd3f5104c4,112,,,"[92.5, 0.1]",3890281,3,,,,,0.21700089,,,,,,"[117.9, 5.7]",,Low Pass,,26.009998,,,Lukas Hinterseer,9103.0,,,,,Throw-in,1,From Throw In,Markus Suttner,3221.0,Left Back,9,Ingolstadt,189,['f51b7cd1-09b3-4946-816a-96c12369eec4'],49,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:49.879,Pass,
,,,,,,,,,,,,,,,,,,,0.710155,,,,,,,,,,,,e53bb61f-4dcc-4625-9941-c787e8829f07,115,,,"[116.8, 3.9]",3890281,3,,,,,2.6267078,,Right Foot,,,,"[109.2, 8.2]",,Ground Pass,,8.732124,,,Mathew Leckie,5481.0,,,,,,1,From Throw In,Lukas Hinterseer,9103.0,Center Forward,9,Ingolstadt,189,['763676ad-f6a8-4547-af75-29a531b61543'],53,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:03:53.621,Pass,
,,,,,,,,,,,,,,,,,,,0.680158,,,,,,,,,,,,476bce4f-8db0-460d-9d52-b30cbe4c4aef,120,,,"[8.3, 72.4]",3890281,3,,,,,0.3274002,,Right Foot,,,,"[13.6, 74.2]",,Ground Pass,,5.5973206,,,Raúl Marcelo Bobadilla,8807.0,,,,,Recovery,1,Regular Play,Jeong-Ho Hong,40543.0,Right Center Back,10,Augsburg,172,['cfde9092-bf37-4226-bc36-160841b0120c'],55,,,,,,,,,,,,,,,,,,Augsburg,172,00:03:55.024,Pass,
,,,,,,,,,,,,,,,,,,,0.816076,,,,,,,,,,,,19e04afd-330b-4f50-90ce-03cbae72b8a1,122,,,"[13.6, 74.2]",3890281,3,,,,,-1.9219502,,Right Foot,,,,"[9.9, 64.1]",,Ground Pass,,10.756393,,,Paul Verhaegh,8237.0,,,,,,1,Regular Play,Raúl Marcelo Bobadilla,8807.0,Right Wing,10,Augsburg,172,['33d51e5f-136b-4a32-8e45-d7fa01c492af'],55,,,,,,,,,,,,,,,,,,Augsburg,172,00:03:55.704,Pass,
,,,,,,,,,,,,,,,,,,,1.112109,,,,,,,,,,,,b348d60f-3c46-4ccf-8c6e-9b4dee99798c,126,,,"[10.4, 64.3]",3890281,3,,,,,-0.5747759,,Right Foot,,,,"[28.0, 52.9]",,Low Pass,,20.969501,,,Halil Altıntop,40462.0,,,,,,1,Regular Play,Paul Verhaegh,8237.0,Right Back,10,Augsburg,172,"['7f1711c5-4f78-4977-a48a-5f1338d49979', 'e09af257-9a6a-4fcf-a2c3-27ea80bae18d']",57,,,,,,,,,,,,,,,,,,Augsburg,172,00:03:57.171,Pass,True
,,,,,,,,,,,,,,,,,,,2.539125,,,,,,,,,,,,1777bd45-6820-46fd-aa1a-034b5fbe2915,134,,,"[29.9, 54.0]",3890281,4,,,,,-2.3733077,,Right Foot,,,,"[9.1, 33.9]",,Ground Pass,,28.924902,,,Marwin Hitz,8314.0,,,,,Free Kick,1,From Free Kick,Jeong-Ho Hong,40543.0,Right Center Back,11,Augsburg,172,['6f949864-5511-432d-910c-65931ef93c3d'],20,,,,,,,,,,,,,,,,,,Augsburg,172,00:04:20.599,Pass,
