50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e265b844-a706-4251-a626-1c7ac031faed,1,,,3890395,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8918, 'name': 'Roberto Hilbert'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8222, 'name': 'Kevin Kampl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 44}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 38}, {'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3287db94-0507-4979-ace5-3b74fa841fec,2,,,3890395,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 12320, 'name': 'Tony Jantschke'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 8545, 'name': 'Julian Korb'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 17}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 5835, 'name': 'Josip Drmic'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Borussia Mönchengladbach,185,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,03f86e19-0b65-40cf-863e-23db40cda27f,3,,,3890395,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['fb13aa43-c790-48e7-b6fc-098408c798f1'],0,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fb13aa43-c790-48e7-b6fc-098408c798f1,4,,,3890395,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['03f86e19-0b65-40cf-863e-23db40cda27f'],0,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9abc9f88-5dc2-4038-b16d-9161570acfd6,1838,,,3890395,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Borussia Mönchengladbach,185,['68abb44e-81fe-4747-931a-4b801b88a68d'],0,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,68abb44e-81fe-4747-931a-4b801b88a68d,1839,,,3890395,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,99,Borussia Mönchengladbach,185,['9abc9f88-5dc2-4038-b16d-9161570acfd6'],0,,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.465463,,,,,,,,,,,,,2057bfa3-91a8-4cd6-b03f-1643cbf577a3,5,,"[60.0, 40.0]",3890395,0,,,,,1.5707964,,Right Foot,,,,"[60.0, 41.3]",,Ground Pass,,1.3,,,,Javier Hernández Balcázar,3058.0,,,,,,Kick Off,1,From Kick Off,Kevin Kampl,8222.0,Left Defensive Midfield,2,Bayer Leverkusen,904,['8620e11e-a6cf-413f-891e-6bd9c6f01895'],0,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.360,Pass,
,,,,,,,,,,,,,,,,,1.652286,,,,,,,,,,,,,2fd2133c-23e0-44f1-8396-88573e6688eb,7,,"[60.0, 40.4]",3890395,0,,,,,-2.6394153,,Right Foot,,,,"[42.7, 30.9]",,Ground Pass,,19.736767,,,,Ömer Toprak,8573.0,,,,,,,1,From Kick Off,Javier Hernández Balcázar,3058.0,Right Center Forward,2,Bayer Leverkusen,904,['bdf7b021-6847-41f2-a6aa-74efe864db42'],0,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.825,Pass,
,,,,,,,,,,,,,,,,,1.812031,,,,,,,,,,,,,20b5ae87-3ccd-4178-8eda-eb5c57c8781d,10,,"[42.5, 32.2]",3890395,0,,,,,0.39581382,,Left Foot,,,,"[77.2, 46.7]",,High Pass,,37.60771,,Incomplete,,Stefan Kießling,11394.0,,,,,,,1,From Kick Off,Ömer Toprak,8573.0,Left Center Back,2,Bayer Leverkusen,904,"['03ea445d-124f-4fb2-b0fd-474cee0431e9', '45c3c546-e0c2-49f7-b99a-d00d6e95d495']",3,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:03.724,Pass,
,,,,,,,,,,,,,,,,,0.905976,,,,,,,,,,,,,97ee8eb4-d105-4c92-be8a-e772e61a701a,14,,"[77.0, 26.8]",3890395,0,,,,,0.9600704,,Head,,,,"[80.5, 31.8]",,High Pass,,6.1032777,,,,Javier Hernández Balcázar,3058.0,,,,,,Recovery,1,From Kick Off,Hakan Çalhanoğlu,7039.0,Left Midfield,2,Bayer Leverkusen,904,['7f1a6314-82fb-48d8-8ea9-7b5ab0e28492'],7,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:07.378,Pass,
