50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bd5b4d60-0b40-4bb7-982c-801cc8a531de,1,,,,3890266,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4683, 'name': 'Adam Hloušek'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 8557, 'name': 'Martin Harnik'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 9409, 'name': 'Daniel Ginczek'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 33}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9a68951a-afb1-4f9b-abea-7a7fd888b0cd,2,,,,3890266,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9459, 'name': 'Paweł Olkowski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 8829, 'name': 'Frederik Hillesborg Sørensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 8825, 'name': 'Miloš Jojić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 31}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a3bb0f24-7293-48ac-a9b2-e7d28a48710a,3,,,,3890266,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['da327517-7567-4e47-9472-886fc8526350'],0,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,da327517-7567-4e47-9472-886fc8526350,4,,,,3890266,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['a3bb0f24-7293-48ac-a9b2-e7d28a48710a'],0,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4577e447-9088-4f03-8aab-af7996ade969,1569,,,,3890266,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,99,FC Köln,186,['96339c65-b95a-4551-a59f-6f774c74acf1'],0,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,96339c65-b95a-4551-a59f-6f774c74acf1,1570,,,,3890266,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,99,FC Köln,186,['4577e447-9088-4f03-8aab-af7996ade969'],0,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.261532,,,,,,,,,,,,,2ffca52e-7097-40d7-bb87-a2a5ca867ef0,5,,,"[60.0, 40.0]",3890266,0,,True,,,-1.59936,,Left Foot,,,,"[59.9, 36.5]",,Ground Pass,,3.5014284,,,Daniel Ginczek,9409.0,,,,,Kick Off,1,From Kick Off,Filip Kostić,5591.0,Left Midfield,2,VfB Stuttgart,174,['5eb2cbe2-4c00-487b-bf9a-9030bf5d9ac9'],0,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.311,Pass,
,,,,,,,,,,,,,,,,,,,,1.702001,,,,,,,,,,,,,899d4e06-c08b-4157-a46d-40aa11a9ff3f,7,,,"[59.1, 38.3]",3890266,0,,,,,3.0563297,,Right Foot,,,,"[47.4, 39.3]",,Ground Pass,,11.742658,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,1,From Kick Off,Daniel Ginczek,9409.0,Left Center Forward,2,VfB Stuttgart,174,['c56f04c4-1c9b-40d8-9aba-93ea494a5612'],0,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.708,Pass,
,,,,,,,,,,,,,,,,,,,,0.402769,,,,,,,,,,,,,1797b686-69b5-4efc-b23a-26f6e0c90577,10,,,"[47.4, 39.3]",3890266,0,,,,,-2.0344439,,Left Foot,,,,"[45.9, 36.3]",,Ground Pass,,3.354102,,,Timo Baumgartl,8956.0,,,,,,1,From Kick Off,Emiliano Adrián Insúa Zapata,12626.0,Left Back,2,VfB Stuttgart,174,['08099666-0ea3-449e-ad68-1a010acd8578'],2,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:02.879,Pass,
,,,,,,,,,,,,,,,,,,,,2.985569,,,,,,,,,,,,,087f8c65-bbbf-4dcb-b57a-95afd48bd662,14,,,"[45.9, 36.5]",3890266,0,,,,,-0.14298637,,Right Foot,,,,"[97.3, 29.1]",,High Pass,,51.929955,Incomplete,,Adam Hloušek,4683.0,,,,,,1,From Kick Off,Timo Baumgartl,8956.0,Right Center Back,2,VfB Stuttgart,174,"['3c441613-169f-4fae-be5c-91fcc4662e24', 'cb62c010-7a40-4482-a5be-425c00755974', 'fe865e0b-929a-435f-90e1-2f22083df998']",3,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:03.403,Pass,True
