50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.254008,,,,,,,,,,,,,578d1cc0-d731-473a-9001-72d94a4ca913,16,,"[33.4, 39.3]",3890288,0,,,,True,0.018689413,,,,,"[44.1, 39.5]",,High Pass,,10.701869,,,Incomplete,,Lars Bender,8969.0,,,,,,Recovery,1,From Kick Off,Jonathan Tah,8221.0,Right Center Back,2,Darmstadt 98,872,"['13de5c8e-f999-44c7-bf15-cdac8aeb0446', '39088e1a-079e-4c7f-9245-07e310bc09de', '98605e27-5546-4902-b750-0932e47f6988', 'ee5851ef-e13a-4e89-80df-1b67915d0f70']",11,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:11.201,Pass,True
,,,,,,,,,,,,,,,,2.513417,,,,,,,,,,,,,ee5851ef-e13a-4e89-80df-1b67915d0f70,19,,"[76.0, 40.6]",3890288,0,,,,,1.3208177,,Right Foot,,,"[82.0, 64.1]",,High Pass,,24.253866,,,,,Marcel Heller,9401.0,,,,,,Recovery,1,From Kick Off,Jérôme Gondorf,8388.0,Left Defensive Midfield,2,Darmstadt 98,872,"['578d1cc0-d731-473a-9001-72d94a4ca913', 'ebc3f44b-bd1f-4a40-a2a4-1eb617d39850']",12,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:12.455,Pass,
,,,,,,,,,,,,,,,,3.72905,,,,,,,,,,,,,be553b26-6594-457a-9b8d-d213f592bcec,22,,"[82.0, 62.8]",3890288,0,,,,,0.37128678,,Right Foot,,,"[106.4, 72.3]",,High Pass,,26.184156,,,Incomplete,,Jérôme Gondorf,8388.0,,,,,,,1,From Kick Off,Marcel Heller,9401.0,Right Midfield,2,Darmstadt 98,872,"['6ff6bb07-f14b-46d5-84a7-650572fc056e', 'e2a9ea31-851d-4983-98d0-48fc94686bd0']",14,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:14.968,Pass,
,,,,,,,,,,,,,,,,0.473182,,,,,,,,,,,,,6ff6bb07-f14b-46d5-84a7-650572fc056e,25,,"[13.7, 7.8]",3890288,0,,,,,-0.36035797,,Right Foot,,,"[20.6, 5.2]",,Low Pass,,7.3736014,,,,,Wendell Nascimento Borges,8212.0,,,,,,Recovery,1,From Kick Off,Kyriakos Papadopoulos,8313.0,Left Center Back,2,Darmstadt 98,872,"['be553b26-6594-457a-9b8d-d213f592bcec', 'c22ea3b7-07de-4a1c-810d-4328a30bab10']",18,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:18.697,Pass,
,,,,,,,,,,,,,,,,1.764704,,,,,,,,,,,,,45801615-a64f-4ce6-9efe-0952544ecdf2,28,,"[99.5, 80.0]",3890288,0,,,,,-1.1322612,,,,,"[111.6, 54.2]",,High Pass,,28.49649,,,Incomplete,,Jan Rosenthal,40477.0,,,,,,Throw-in,1,From Throw In,György Garics,20522.0,Right Back,3,Darmstadt 98,872,"['4242309c-1b0d-4980-bf92-f73410951337', 'bab5c058-9382-4a89-8b58-93c4c4396dc6']",32,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:32.377,Pass,
,,,,,,,,,,,,,,,,1.120846,,,,,,,,,,,,,d2b0cef9-ff71-4d4f-84f2-c6a5b31f81e0,32,,"[120.0, 80.0]",3890288,1,,,,,-1.7498664,,Left Foot,,,"[113.9, 46.3]",,High Pass,True,34.247627,,,Incomplete,,Peter Niemeyer,40467.0,,,,Inswinging,,Corner,1,From Corner,Konstantin Rausch,11134.0,Left Midfield,4,Darmstadt 98,872,"['16591df1-674b-4e0e-956a-151f3ade97e6', '60548006-e09d-41cc-8e19-c29043f01051']",6,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:06.764,Pass,
,,,,,,,,,,,,,,,,0.551842,,,,,,,,,,,,,aace7f11-326a-4a60-983b-b0749c899593,37,,"[115.4, 76.5]",3890288,1,,,,,-1.6666554,,Left Foot,,,"[114.9, 71.3]",,High Pass,,5.2239833,,,Incomplete,,Dominik Stroh-Engel,40481.0,,,,,,,1,From Corner,Konstantin Rausch,11134.0,Left Midfield,4,Darmstadt 98,872,"['3a4561c0-7dde-4c79-a019-e93b5a4994aa', 'fdf6711f-6e38-46a8-b2f0-7750e2156711']",10,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:10.395,Pass,
,,,,,,,,,,,,,,,,1.847569,,,,,,,,,,,,,09e708dd-bf1c-464d-bba5-da66ef08dd74,40,,"[114.9, 75.3]",3890288,1,,,,,-2.3959463,50030417-d333-4408-ba23-dcd10a23b030,Left Foot,,,"[96.6, 58.4]",,Ground Pass,,24.909838,,,,,György Garics,20522.0,True,,,,,Free Kick,1,From Free Kick,Konstantin Rausch,11134.0,Left Midfield,5,Darmstadt 98,872,['d6bcee2a-ab9f-43ba-b6b5-d6608bf86f8a'],47,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:47.738,Pass,
,,,,,,,,,,,,,,,,2.842625,,,,,,,,,,,,,82b656cf-f24b-405c-bec1-93ded4b15277,44,,"[5.9, 40.3]",3890288,1,,True,,,0.7707521,,Keeper Arm,,,"[44.0, 77.3]",,Low Pass,,53.109417,,,,,Roberto Hilbert,8918.0,,,,,,,1,From Keeper,Bernd Leno,15581.0,Goalkeeper,6,Bayer Leverkusen,904,['862033a1-34fe-4c14-89e4-135d55e31f56'],53,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:53.709,Pass,
,,,,,,,,,,,,,,,,0.743575,,,,,,,,,,,,,8fdfe65a-4c23-4084-a020-4f881c20f2fa,46,,"[56.7, 76.2]",3890288,1,,,,,-0.6998929,,Right Foot,,,"[68.1, 66.6]",,Ground Pass,,14.903691,,,Incomplete,,Christoph Kramer,8805.0,,,,,,,1,From Keeper,Roberto Hilbert,8918.0,Right Back,6,Bayer Leverkusen,904,"['6dc3537a-c41d-47a2-b0b6-5cc45cbb24c1', 'd5584fff-c162-4fa4-9ec2-21e7eb149c7e']",58,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:01:58.450,Pass,
,,,,,,,,,,,,,,,,1.933614,,,,,,,,,,,,,c4544703-2ced-494e-8099-66814d0462cc,50,,"[39.3, 2.5]",3890288,2,,,,,0.44419926,,Left Foot,,,"[74.6, 19.3]",,Low Pass,,39.09386,,,Incomplete,,Dominik Stroh-Engel,40481.0,,,,,,,1,From Keeper,Peter Niemeyer,40467.0,Right Defensive Midfield,6,Bayer Leverkusen,904,"['07bf2120-7c37-4453-b32f-f72120461da6', 'a1659c45-bec9-4a2b-b2ea-0fb048a34b9e']",1,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:01.768,Pass,
,,,,,,,,,,,,,,,,0.995875,,,,,,,,,,,,,f3771c6e-6b2a-479b-8e1b-503098a3c9c0,54,,"[45.2, 63.6]",3890288,2,,,,,0.65217143,,Right Foot,,,"[61.7, 76.2]",,Ground Pass,,20.76078,,,,,Roberto Hilbert,8918.0,,,,,,,1,From Keeper,Kyriakos Papadopoulos,8313.0,Left Center Back,6,Bayer Leverkusen,904,['f122fbf7-722d-4a41-93eb-f1472aa937d8'],5,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:05.658,Pass,
,,,,,,,,,,,,,,,,0.779001,,,,,,,,,,,,,104b96ed-3b07-4d8b-b203-661247a06eb9,58,,"[70.7, 77.6]",3890288,2,,,,,-0.9424647,,Right Foot,,,"[80.0, 64.8]",,Ground Pass,,15.82182,,,,,Hakan Çalhanoğlu,7039.0,,,,,,,1,From Keeper,Roberto Hilbert,8918.0,Right Back,6,Bayer Leverkusen,904,['8c70ec45-c2c8-4a26-a69c-8e58525b1baa'],8,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:08.494,Pass,
,,,,,,,,,,,,,,,,1.099911,,,,,,,,,,,,,59bd4a8b-fa82-4c10-b951-509419e1da2b,63,,"[45.4, 19.7]",3890288,2,,,,,2.64517,,Right Foot,,,"[35.8, 24.9]",,Ground Pass,,10.917875,,,,,Jérôme Gondorf,8388.0,,,,,,Recovery,1,Regular Play,Peter Niemeyer,40467.0,Right Defensive Midfield,7,Darmstadt 98,872,['c518fab2-8843-4ca7-822a-0549d4323885'],10,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:10.698,Pass,
,,,,,,,,,,,,,,,,1.674255,,,,,,,,,,,,,7fe4d55f-5d96-4585-b5e4-390be01c99af,66,,"[38.5, 25.3]",3890288,2,,,,,1.8300598,,Right Foot,,,"[31.1, 53.2]",,Ground Pass,,28.864685,,,,,György Garics,20522.0,,,,,,,1,Regular Play,Jérôme Gondorf,8388.0,Left Defensive Midfield,7,Darmstadt 98,872,['4a076ea4-b19e-488e-9e24-f0c153e4e9d2'],11,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:11.892,Pass,
,,,,,,,,,,,,,,,,6.250334,,,,,,,,,,,,,4c8371ed-1c9d-4796-9181-876bdff378f3,69,,"[41.8, 51.8]",3890288,2,,,,,-0.5620178,,Right Foot,,,"[96.9, 17.1]",,High Pass,,65.11605,,,Incomplete,,Dominik Stroh-Engel,40481.0,,,,,,,1,Regular Play,György Garics,20522.0,Right Back,7,Darmstadt 98,872,"['26dea128-6ccc-4f87-a77b-0e038194f672', '905cf299-a9d3-4fc4-abc8-49e138583325']",14,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:14.814,Pass,
,,,,,,,,,,,,,,,,1.709061,,,,,,,,,,,,,6cd2dbb1-ffc1-4f25-a8d9-c9695c7eb200,73,,"[25.2, 58.1]",3890288,2,,,,,-1.5436844,,Right Foot,,,"[26.0, 28.6]",,Ground Pass,,29.510845,,,,,Wendell Nascimento Borges,8212.0,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Right Center Back,8,Bayer Leverkusen,904,['ded8bbf3-09b5-493e-a8ba-ad1e1c877561'],24,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:24.133,Pass,
,,,,,,,,,,,,,,,,1.529842,,,,,,,,,,,,,2cf7abaa-d8ba-486c-88b5-849bc36ff96e,77,,"[61.3, 27.1]",3890288,2,,,,,-0.9240379,,Left Foot,,,"[68.7, 17.3]",,Ground Pass,,12.280066,,,,,Hakan Çalhanoğlu,7039.0,,,,,,,1,Regular Play,Wendell Nascimento Borges,8212.0,Left Back,8,Bayer Leverkusen,904,['9f4796ec-bae8-4043-822c-4925543ec144'],31,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:31.355,Pass,
,,,,,,,,,,,,,,,,1.332228,,,,,,,,,,,,,f1803dd3-abf4-47eb-9804-27b8fbe5859c,80,,"[70.9, 15.4]",3890288,2,,,,,-0.98279375,,Left Foot,,,"[80.5, 1.0]",,Ground Pass,,17.306646,,,,,Julian Brandt,5555.0,,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,8,Bayer Leverkusen,904,['5d986ca6-2834-44b0-a664-2d0dfc14f08d'],33,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:33.358,Pass,
,,,,,,,,,,,,,,,,1.629601,,,,,,,,,,,,,44f9ebbe-ba6f-4c96-96aa-0424edfc71b9,83,,"[75.0, 0.8]",3890288,2,,,,,3.0684252,,Right Foot,,,"[55.9, 2.2]",,Ground Pass,,19.15124,,,,,Lars Bender,8969.0,,,,,,,1,Regular Play,Julian Brandt,5555.0,Left Midfield,8,Bayer Leverkusen,904,['db982bb4-d480-43bf-986d-4ac4cfc39913'],36,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:36.708,Pass,
,,,,,,,,,,,,,,,,0.986224,,,,,,,,,,,,,64095f4b-17c1-4586-951c-31748cf18ca3,87,,"[50.9, 4.4]",3890288,2,,,,,1.5707964,,Right Foot,,,"[50.9, 21.5]",,Ground Pass,,17.1,,,,,Christoph Kramer,8805.0,,,,,,,1,Regular Play,Lars Bender,8969.0,Left Defensive Midfield,8,Bayer Leverkusen,904,"['5b58a8e9-8b12-4d17-a3f8-ea5180e720ac', 'f89a8cb5-c7d4-41cf-a53e-f3f662d91c7a']",39,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:39.528,Pass,True
,,,,,,,,,,,,,,,,1.875823,,,,,,,,,,,,,6047de5c-ca58-4e75-98ac-1b58dfbe2c9e,90,,"[50.6, 22.9]",3890288,2,,,,,2.4432225,,Left Foot,,,"[42.5, 29.7]",,Ground Pass,,10.575916,,,,,Kyriakos Papadopoulos,8313.0,,,,,,,1,Regular Play,Christoph Kramer,8805.0,Right Defensive Midfield,8,Bayer Leverkusen,904,['7567cfd2-5acc-455e-af66-93fac8aef33b'],41,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:41.550,Pass,
,,,,,,,,,,,,,,,,1.445274,,,,,,,,,,,,,f7ffb83f-38c9-4fa2-8ba8-9c47555dda7d,93,,"[42.5, 30.7]",3890288,2,,,,,-1.350092,,Right Foot,,,"[46.0, 15.1]",,Ground Pass,,15.987808,,,,,Christoph Kramer,8805.0,,,,,,,1,Regular Play,Kyriakos Papadopoulos,8313.0,Left Center Back,8,Bayer Leverkusen,904,['1ab94c82-c907-45d4-a328-96aeac3ace56'],44,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:44.438,Pass,
,,,,,,,,,,,,,,,,0.848835,,,,,,,,,,,,,c707e8d0-7fc6-40b8-ae20-3d3628e6db66,96,,"[53.6, 14.1]",3890288,2,,,,,-0.2215288,,Right Foot,,,"[64.7, 11.6]",,Ground Pass,,11.378049,,,,,Hakan Çalhanoğlu,7039.0,,,,,,,1,Regular Play,Christoph Kramer,8805.0,Right Defensive Midfield,8,Bayer Leverkusen,904,['6c3be384-3e07-4b2c-ad92-2a863edb8836'],47,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:47.409,Pass,
,,,,,,,,,,,,,,,,0.599254,,,,,,,,,,,,,07b3b77f-d879-4f0f-871b-ad747b062379,99,,"[72.5, 6.6]",3890288,2,,,,,0.1671018,,Right Foot,,,"[80.8, 8.0]",,Ground Pass,,8.417244,,,,,Julian Brandt,5555.0,,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,8,Bayer Leverkusen,904,['994177c5-fb90-41e8-b422-bd26091f0c50'],50,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:50.851,Pass,
,,,,,,,,,,,,,,,,0.778757,,,,,,,,,,,,,f1c7abcd-cf11-4f46-826f-5284b5c31a49,101,,"[80.8, 8.0]",3890288,2,,,,,-2.557957,,Right Foot,,,"[75.5, 4.5]",,Ground Pass,,6.351378,,,,,Hakan Çalhanoğlu,7039.0,,,,,,,1,Regular Play,Julian Brandt,5555.0,Left Midfield,8,Bayer Leverkusen,904,['a9e4c849-efcd-4e0f-929e-877644e2df0a'],51,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:51.450,Pass,
,,,,,,,,,,,,,,,,1.849587,,,,,,,,,,,,,cec352f9-7811-4341-bbf4-4dd60217a7d6,104,,"[75.5, 4.5]",3890288,2,,,,,0.06915362,,Right Foot,,,"[98.6, 6.1]",,High Pass,,23.155344,,,,,Stefan Kießling,11394.0,,,,,,,1,Regular Play,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,8,Bayer Leverkusen,904,['3b14b44b-c6a3-4ebb-bbb7-fdd1ca8dabab'],52,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:02:52.269,Pass,
,,,,,,,,,,,,,,,,1.550317,,,,,,,,,,,,,0f71213e-319c-4621-b7b1-94ef3de98c66,111,,"[17.7, 79.1]",3890288,3,,,,,-0.331687,,Right Foot,,,"[50.8, 67.7]",,High Pass,,35.00814,,,,,Dominik Stroh-Engel,40481.0,,,,,,,1,Regular Play,György Garics,20522.0,Right Back,10,Darmstadt 98,872,['60dbdb80-b328-4f28-be67-cae79a7aecce'],2,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:02.929,Pass,
,,,,,,,,,,,,,,,,1.993988,,,,,,,,,,,,,fa7e7c15-cc18-46e1-a6ea-aa26421b152a,115,,"[45.4, 56.4]",3890288,3,,,,,-1.4108832,,Right Foot,,,"[51.4, 19.2]",,High Pass,,37.680763,,,,,Konstantin Rausch,11134.0,,,,,,Recovery,1,Regular Play,Jan Rosenthal,40477.0,Center Attacking Midfield,10,Darmstadt 98,872,['d09b0925-8d3a-4b02-89a7-2bbee435cd85'],6,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:06.304,Pass,
,,,,,,,,,,,,,,,,1.292291,,,,,,,,,,,,,e817a962-18f5-48c1-ab40-3a5487a5aac1,118,,"[51.4, 6.9]",3890288,3,,,,,2.812361,,Right Foot,,,"[39.4, 11.0]",,Ground Pass,,12.681088,,,,,Fabian Holland,9222.0,,,,,,,1,Regular Play,Konstantin Rausch,11134.0,Left Midfield,10,Darmstadt 98,872,['920f968e-b27b-4ab3-8bd4-092fb52c0c7e'],9,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:09.765,Pass,
,,,,,,,,,,,,,,,,3.059625,,,,,,,,,,,,,8d936f0e-328f-469f-b87c-7ccb27d36829,121,,"[39.4, 11.0]",3890288,3,,,,,0.40966922,,Left Foot,,,"[87.3, 31.8]",,Low Pass,,52.221165,,,Incomplete,,Jan Rosenthal,40477.0,,,,,,,1,Regular Play,Fabian Holland,9222.0,Left Back,10,Darmstadt 98,872,"['52073a40-c6fc-4bfd-9228-ef5ba01e1748', '59b1fa67-5824-46ad-a60d-9d5f2f9a717a']",13,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:03:13.107,Pass,
