50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,724f19eb-758d-4d11-b275-c815f1c043bc,1,,,3890363,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 26677, 'name': 'Álvaro Domínguez Soto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 13}]}",Borussia Mönchengladbach,185,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,661e237e-0a04-4349-b66c-dc6e175632b4,2,,,3890363,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 34}, {'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 12304, 'name': 'Alfredo Morales'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Ingolstadt,189,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bfc48b2c-e228-475e-92de-751e4d1920b2,3,,,3890363,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,['5bc0bbb5-d7b0-4272-8d93-8d7490e61ffc'],0,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5bc0bbb5-d7b0-4272-8d93-8d7490e61ffc,4,,,3890363,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,['bfc48b2c-e228-475e-92de-751e4d1920b2'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,207bfe12-a3ee-4bef-87ba-58c66adeda3f,1727,,,3890363,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,108,Ingolstadt,189,['8e6c0ea8-dcec-4f65-b02c-f3d569e1e0a9'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8e6c0ea8-dcec-4f65-b02c-f3d569e1e0a9,1728,,,3890363,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,108,Ingolstadt,189,['207bfe12-a3ee-4bef-87ba-58c66adeda3f'],0,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.468169,,,,,,,,,,,,,aeaaa20e-6df2-4212-a4e6-d88d80cccccb,5,,"[60.0, 40.0]",3890363,0,,,,2.095592,,Right Foot,,,,"[58.9, 41.9]",Ground Pass,,2.1954498,,,Raffael Caetano de Araújo,8810.0,,,,,,Kick Off,1,From Kick Off,Fabian Johnson,11283.0,Left Midfield,2,Borussia Mönchengladbach,185,['0306d6a5-f797-40e1-8be4-f3dafeaeb9ee'],0,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.345,Pass,
,,,,,,,,,,,,,,,,,,,1.408767,,,,,,,,,,,,,0782e17b-578f-4c9c-a147-cf97a4520509,8,,"[59.7, 43.5]",3890363,0,,,,-2.6138735,,Right Foot,,,,"[42.2, 33.3]",Ground Pass,,20.255617,,,Álvaro Domínguez Soto,26677.0,,,,,,,1,From Kick Off,Raffael Caetano de Araújo,8810.0,Right Center Forward,2,Borussia Mönchengladbach,185,['2cd4485e-4470-4ffc-bbea-a8d65576ea70'],1,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:01.008,Pass,
,,,,,,,,,,,,,,,,,,,2.983774,,,,,,,,,,,,,df14ccdf-fc66-4d50-a293-ce5537b2d2f5,11,,"[40.5, 32.6]",3890363,0,,,,0.8737457,,Left Foot,,,,"[79.6, 79.3]",High Pass,,60.907307,Out,,Oscar Wendt,8809.0,,,True,,,,1,From Kick Off,Álvaro Domínguez Soto,26677.0,Left Center Back,2,Borussia Mönchengladbach,185,['f7c66ea4-df7e-40aa-a25e-048a5f76e23f'],3,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:03.414,Pass,
,,,,,,,,,,,,,,,,,,,1.580681,,,,,,,,,,,,,7ffba1bc-b8e8-4e15-af14-6deddb67a3f0,14,,"[47.2, 0.1]",3890363,0,,,,0.47703966,,,,,,"[65.0, 9.3]",High Pass,,20.036966,Unknown,,Lukas Hinterseer,9103.0,,,,,,Throw-in,1,From Throw In,Markus Suttner,3221.0,Left Back,3,Ingolstadt,189,['a23f9d04-f3bd-4690-86f6-cba6707c0622'],14,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:14.083,Pass,
