50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.801245,,,,,,,,,,,,,2a1ea9f1-238c-480c-bccb-5cd4fcf1f098,17,,,"[22.0, 48.7]",3890352,0,,,,,-1.5294406,,Right Foot,,,"[23.2, 19.7]",Ground Pass,,29.024817,,,Niklas Süle,6322.0,,,,,,1,From Kick Off,Tobias Strobl,12321.0,Right Center Back,2,Hoffenheim,175,['1ce278a7-595a-4977-be06-6c228372db0f'],7,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:07.920,Pass,
,,,,,,,,,,,,,,,,1.827514,,,,,,,,,,,,,8c8b1274-ff30-4ed6-8873-be70a0935234,21,,,"[23.6, 21.5]",3890352,0,,,,,2.448713,,Left Foot,,,"[7.7, 34.7]",Ground Pass,,20.665188,,,Oliver Baumann,8393.0,,,,,,1,From Kick Off,Niklas Süle,6322.0,Left Center Back,2,Hoffenheim,175,"['4dfba3ee-a2ae-41b4-9e67-8246a81d9b93', 'e7645233-04a8-4e4d-bea8-44805890b2cb']",10,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:10.444,Pass,True
,,,,,,,,,,,,,,,,1.715914,,,,,,,,,,,,,c1fb13ba-d635-4d52-9051-9bb3ab373620,24,,,"[13.9, 35.3]",3890352,0,,,,,-1.3814744,,Right Foot,,,"[17.1, 18.6]",Ground Pass,,17.003822,,,Niklas Süle,6322.0,,,,,,1,From Kick Off,Oliver Baumann,8393.0,Goalkeeper,2,Hoffenheim,175,['ecda9cd7-2c94-4137-887e-afb99eb7bec1'],13,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:13.986,Pass,
,,,,,,,,,,,,,,,,1.383313,,,,,,,,,,,,,9a829667-2542-4f34-9af0-4bb6463a647d,27,,,"[17.3, 17.9]",3890352,0,,,,,-0.9690751,,Right Foot,,,"[27.6, 2.9]",Ground Pass,,18.195879,,,Jin-Su Kim,40538.0,,,,,,1,From Kick Off,Niklas Süle,6322.0,Left Center Back,2,Hoffenheim,175,['2f345237-feaf-4bc4-a3c9-c0c191edfea1'],16,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:16.311,Pass,
,,,,,,,,,,,,,,,,1.875862,,,,,,,,,,,,,68e5ec96-6237-4617-add0-6032f261903a,31,,,"[24.1, 5.6]",3890352,0,,,,,3.0354838,,Left Foot,,,"[7.2, 7.4]",Ground Pass,,16.995588,,,Niklas Süle,6322.0,,,,,,1,From Kick Off,Jin-Su Kim,40538.0,Left Back,2,Hoffenheim,175,"['8e353507-39ee-41ff-90da-dda911eb661f', 'f3942442-5ab1-4940-a7e3-fd10f6beb7c1']",20,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:20.172,Pass,True
,,,,,,,,,,,,,,,,2.210987,,,,,,,,,,,,,ad066775-d621-4c8a-9e5d-d32095ab3619,34,,,"[7.9, 7.8]",3890352,0,,,,,-0.017324999,,Left Foot,,,"[48.3, 7.1]",High Pass,,40.406063,Incomplete,,Mark Uth,8387.0,,,,,,1,From Kick Off,Niklas Süle,6322.0,Left Center Back,2,Hoffenheim,175,"['87e18c2a-915a-44a4-9586-4ceeba5cb70f', '97ffb9f1-d69a-4195-b14f-705cdf3e88eb', 'aef7e770-01cf-4dac-b2e0-dfb8b0d41d5f']",22,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:22.048,Pass,True
,,,,,,,,,,,,,,,,1.31682,,,,,,,,,,,,,87e18c2a-915a-44a4-9586-4ceeba5cb70f,36,,,"[71.8, 73.0]",3890352,0,,,,,-0.51669514,,Right Foot,,,"[80.6, 68.0]",Low Pass,,10.121264,,,Matthias Lehmann,8827.0,,,,,Recovery,1,Regular Play,Marcel Risse,8823.0,Right Back,3,FC Köln,186,"['2da263e7-c8cf-4f5b-8d7a-c5abeaf48f09', 'ad066775-d621-4c8a-9e5d-d32095ab3619']",24,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:24.259,Pass,
,,,,,,,,,,,,,,,,2.372968,,,,,,,,,,,,,27cc8460-58b1-4705-bc95-2ca14f1a47dc,39,,,"[79.8, 67.6]",3890352,0,,,,,-0.10110337,,Right Foot,,,"[93.6, 66.2]",Low Pass,,13.870832,Incomplete,,Yūya Ōsako,5679.0,,,,,,1,Regular Play,Matthias Lehmann,8827.0,Right Defensive Midfield,3,FC Köln,186,"['778efda9-adac-4478-a3b9-0cf27436c9a9', 'bc2fef0c-812b-4e18-adf7-18da3fbc378b', 'e1c0bf34-40a5-4154-b172-f406a1fae7a9']",25,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:25.576,Pass,True
,,,,,,,,,,,,,,,,1.901164,,,,,,,,,,,,,e1c0bf34-40a5-4154-b172-f406a1fae7a9,41,,,"[26.5, 13.9]",3890352,0,,,,,0.3704227,,Right Foot,,,"[57.4, 25.9]",High Pass,,33.148304,Incomplete,,Eduardo Jesús Vargas Rojas,27317.0,,,,,Recovery,1,Regular Play,Niklas Süle,6322.0,Left Center Back,3,FC Köln,186,"['033f40f8-91b3-41d4-b585-1126b4ff728f', '27cc8460-58b1-4705-bc95-2ca14f1a47dc', '9b50cb95-fe23-42ed-b313-8f190dea9164']",27,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:27.949,Pass,
,,,,,,,,,,,,,,,,1.247087,,,,,,,,,,,,,9b50cb95-fe23-42ed-b313-8f190dea9164,43,,,"[62.7, 54.2]",3890352,0,,,,,0.2551824,,Other,,,"[69.6, 56.0]",Low Pass,,7.1309185,,,Matthias Lehmann,8827.0,,,,,Recovery,1,Regular Play,Frederik Hillesborg Sørensen,8829.0,Right Center Back,3,FC Köln,186,"['1f915c04-5ecc-485b-a4e2-c08d6cd34ac6', 'e1c0bf34-40a5-4154-b172-f406a1fae7a9']",29,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:29.850,Pass,
,,,,,,,,,,,,,,,,0.773387,,,,,,,,,,,,,a14fc5de-613b-4c39-9b32-6aded9d6f36e,45,,,"[69.6, 56.0]",3890352,0,,,,,-2.4366655,,Left Foot,,,"[62.9, 50.3]",High Pass,,8.79659,,,Kevin Vogt,8397.0,,,,,,1,Regular Play,Matthias Lehmann,8827.0,Right Defensive Midfield,3,FC Köln,186,['fac827ec-e4a7-401b-a004-b2f3e3d8c89a'],31,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:31.097,Pass,
,,,,,,,,,,,,,,,,1.534918,,,,,,,,,,,,,0aa49c00-b3d7-4b29-9703-344e7285ea3a,48,,,"[62.5, 50.3]",3890352,0,,,,,0.75191784,,Head,,,"[73.3, 60.4]",High Pass,,14.7868185,,,Yūya Ōsako,5679.0,,,,,,1,Regular Play,Kevin Vogt,8397.0,Left Defensive Midfield,3,FC Köln,186,"['0ccbe323-f20e-476a-b5ac-ec78e4fcd631', '2f45f438-6344-4568-883c-da58e202b812']",31,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:31.870,Pass,True
,,,,,,,,,,,,,,,,2.523699,,,,,,,,,,,,,440a1d5e-a382-4409-a111-d3443975f3a2,52,,,"[68.8, 58.6]",3890352,0,,,,,-1.30318,,Left Foot,,,"[73.9, 40.0]",High Pass,,19.286524,Incomplete,,Kazuki Nagasawa,37264.0,,,,,,1,Regular Play,Yūya Ōsako,5679.0,Right Midfield,3,FC Köln,186,"['49add01f-ab88-4de7-a425-6b4929e711eb', 'a28a4bd1-84fc-4437-a8cc-29d93dd754e4']",34,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:34.041,Pass,
,,,,,,,,,,,,,,,,3.027078,,,,,,,,,,,,,49add01f-ab88-4de7-a425-6b4929e711eb,55,,,"[46.2, 40.1]",3890352,0,,,,True,1.1374999,,,,,"[56.1, 61.5]",Low Pass,,23.579016,Incomplete,,Eduardo Jesús Vargas Rojas,27317.0,,,,,Recovery,1,Regular Play,Sebastian Rudy,6039.0,Right Midfield,3,FC Köln,186,"['02b118e2-4f55-47ef-94ab-10143b0a1387', '440a1d5e-a382-4409-a111-d3443975f3a2', '7dc52b02-9668-47ca-85d7-9ae228789edc', '87001d75-3985-4aaa-90bc-f4d3f492083f']",36,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:36.565,Pass,True
,,,,,,,,,,,,,,,,2.732174,,,,,,,,,,,,,7dc52b02-9668-47ca-85d7-9ae228789edc,58,,,"[64.0, 18.6]",3890352,0,,,,,2.5659657,,Left Foot,,,"[45.2, 30.8]",Low Pass,,22.411604,,,Dominique Heintz,8828.0,,,,,Recovery,1,Regular Play,Jonas Hector,6040.0,Left Back,3,FC Köln,186,"['093d36fc-6a26-4d80-9159-0ae482d3e53d', '49add01f-ab88-4de7-a425-6b4929e711eb', 'c97e11da-6307-46d9-90a2-f71ebf534820']",39,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:39.592,Pass,True
,,,,,,,,,,,,,,,,1.864604,,,,,,,,,,,,,c7c10c6b-8121-413c-9f52-dda29c5621af,61,,,"[43.9, 32.0]",3890352,0,,,,,2.0488834,,Left Foot,,,"[32.5, 54.0]",Ground Pass,,24.778215,,,Frederik Hillesborg Sørensen,8829.0,,,,,,1,Regular Play,Dominique Heintz,8828.0,Left Center Back,3,FC Köln,186,['613e9d74-e9dd-4a5f-be56-e921e91caae5'],43,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:43.024,Pass,
,,,,,,,,,,,,,,,,1.495848,,,,,,,,,,,,,2a34c94a-e8a5-4649-81eb-896a4401fef6,64,,,"[32.5, 54.0]",3890352,0,,,,,-1.561947,,Right Foot,,,"[32.7, 31.4]",Ground Pass,,22.600885,,,Dominique Heintz,8828.0,,,,,,1,Regular Play,Frederik Hillesborg Sørensen,8829.0,Right Center Back,3,FC Köln,186,['22826d27-80f7-4aac-8f7e-880c9949a9a1'],45,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:45.974,Pass,
,,,,,,,,,,,,,,,,1.473407,,,,,,,,,,,,,16e0b7d1-699e-4437-bd75-ded2490f498a,68,,,"[47.0, 20.1]",3890352,0,,,,,-0.5721457,,Left Foot,,,"[72.0, 4.0]",Ground Pass,,29.735668,,,Jonas Hector,6040.0,,,,,,1,Regular Play,Dominique Heintz,8828.0,Left Center Back,3,FC Köln,186,"['427973c9-8731-4988-a5e7-a4c6e5f9941a', 'e0231d67-f4b2-407d-87de-32ce764eb3f1']",50,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:50.666,Pass,True
,,,,,,,,,,,,,,,,0.787478,,,,,,,,,,,,,18030b72-02b5-440c-a6e5-069a23713714,72,,,"[73.2, 4.4]",3890352,0,,,,,1.2802856,,Left Foot,,,"[76.1, 14.1]",Ground Pass,,10.1242285,,,Kazuki Nagasawa,37264.0,,,,,,1,Regular Play,Jonas Hector,6040.0,Left Back,3,FC Köln,186,"['5b41f7a3-20b7-49e0-8af5-8be2adee8a37', '6841f4f8-1217-4d0d-9bf1-b8692d555129']",52,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:52.178,Pass,True
,,,,,,,,,,,,,,,,1.044215,,,,,,,,,,,,,88a3aa89-bf76-48a3-b589-00e179b91a9c,77,,,"[75.2, 11.9]",3890352,0,,,,,-1.6325732,,Right Foot,,,"[74.6, 2.2]",Ground Pass,,9.718539,,,Jonas Hector,6040.0,,,,,,1,Regular Play,Kazuki Nagasawa,37264.0,Left Midfield,3,FC Köln,186,"['9e820ecd-8a17-4592-9427-a549f19ec616', 'd735d767-aa60-469e-a1e1-4e30f02fcf43']",53,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:53.434,Pass,True
,,,,,,,,,,,,,,,,3.143738,,,,,,,,,,,,,d9560eaf-7e59-4946-af21-01eae69e5c0c,80,,,"[74.6, 2.2]",3890352,0,,,,,0.9514233,,Left Foot,,,"[97.7, 34.6]",High Pass,,39.79158,Incomplete,,Anthony Modeste,23486.0,,,,,,1,Regular Play,Jonas Hector,6040.0,Left Back,3,FC Köln,186,"['6f3c7193-c62a-4cd1-8a72-d00c7f5e64f8', 'ddfdd7c5-4a68-41c5-a011-d3c8a36a8c2f']",54,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:54.559,Pass,
,,,,,,,,,,,,,,,,1.832573,,,,,,,,,,,,,6f3c7193-c62a-4cd1-8a72-d00c7f5e64f8,82,,,"[22.4, 45.5]",3890352,0,,,,True,0.7115776,,,,,"[39.1, 59.9]",High Pass,,22.051077,Incomplete,,Sebastian Rudy,6039.0,,,,,Recovery,1,Regular Play,Niklas Süle,6322.0,Left Center Back,3,FC Köln,186,"['1517090f-2ac8-4f6d-9af2-bbceeefcfcc4', '6e075bdb-acb1-4693-af56-bcc7318513dc', '85d93be3-9d59-40b0-bdf3-eb22c8f29c0d', 'd9560eaf-7e59-4946-af21-01eae69e5c0c']",57,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:57.702,Pass,True
,,,,,,,,,,,,,,,,0.594,,,,,,,,,,,,,26234c70-9e34-4383-af98-42ba6c378690,90,,,"[58.3, 80.0]",3890352,1,,True,,,-1.7506498,,,,,"[56.5, 70.1]",Low Pass,,10.062305,,,Pirmin Schwegler,8556.0,,,,,Throw-in,1,From Throw In,Pavel Kadeřábek,9397.0,Right Back,4,Hoffenheim,175,['c8579dfe-a676-4931-a6c2-28e756688e46'],11,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:11.444,Pass,
,,,,,,,,,,,,,,,,0.930685,,,,,,,,,,,,,596b2dca-2046-436f-ba6b-f9bcf283bd0a,92,,,"[56.5, 70.1]",3890352,1,,True,,,1.380808,,Right Foot,,,"[58.0, 77.9]",Ground Pass,,7.942921,,,Pavel Kadeřábek,9397.0,,,,,,1,From Throw In,Pirmin Schwegler,8556.0,Right Defensive Midfield,4,Hoffenheim,175,['6acbb54d-b485-4136-8b3a-0b38dfd9e3f9'],12,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:12.038,Pass,
,,,,,,,,,,,,,,,,0.744353,,,,,,,,,,,,,c026e8ef-5898-42ab-8985-5b84a7da73ce,94,,,"[59.0, 78.3]",3890352,1,,,,,-2.158799,,Right Foot,,,"[51.6, 67.2]",Ground Pass,,13.34054,,,Pirmin Schwegler,8556.0,,,,,,1,From Throw In,Pavel Kadeřábek,9397.0,Right Back,4,Hoffenheim,175,['b46e92f3-e75f-4c08-b6c7-d1a24b5cbf92'],12,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:12.996,Pass,
,,,,,,,,,,,,,,,,1.265147,,,,,,,,,,,,,e7b617d3-9430-413d-a3fe-8c04338385d4,100,,,"[32.3, 69.6]",3890352,1,,,,,-1.1922507,,Right Foot,,,"[39.3, 52.0]",Ground Pass,,18.940962,,,Eugen Polanski,8404.0,,,,,Free Kick,1,From Free Kick,Tobias Strobl,12321.0,Right Center Back,5,Hoffenheim,175,['6456ce38-52da-4f79-852f-56645b804c94'],23,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:23.869,Pass,
,,,,,,,,,,,,,,,,1.867931,,,,,,,,,,,,,b3a37e20-a5e6-4080-99f8-4ecd189f2859,103,,,"[39.5, 51.7]",3890352,1,,,,,-1.8309509,,Right Foot,,,"[32.1, 23.9]",Ground Pass,,28.768038,,,Niklas Süle,6322.0,,,,,,1,From Free Kick,Eugen Polanski,8404.0,Left Defensive Midfield,5,Hoffenheim,175,['fb4625ab-268b-4f98-9cc7-27e2822ef874'],26,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:26.317,Pass,
,,,,,,,,,,,,,,,,1.10192,,,,,,,,,,,,,b751ebd7-4281-4d13-ab9c-839c2132f613,106,,,"[33.0, 23.5]",3890352,1,,,,,-1.1470388,,Right Foot,,,"[41.3, 5.1]",Ground Pass,,20.18539,,,Jin-Su Kim,40538.0,,,,,,1,From Free Kick,Niklas Süle,6322.0,Left Center Back,5,Hoffenheim,175,['e3684840-6357-486b-8d58-6cb22aace09b'],29,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:29.106,Pass,
,,,,,,,,,,,,,,,,1.720816,,,,,,,,,,,,,d79a63bc-06b9-4b0a-88d0-03f8cf177c50,110,,,"[40.4, 6.7]",3890352,1,,,,,2.552337,,Left Foot,,,"[22.0, 19.0]",Ground Pass,,22.132555,,,Niklas Süle,6322.0,,,,,,1,From Free Kick,Jin-Su Kim,40538.0,Left Back,5,Hoffenheim,175,"['15d19f23-fbcf-46bd-9cbb-ff6d704e67d3', 'bce233d2-08e5-41ee-8261-3cada0eabbbc']",31,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:31.410,Pass,True
,,,,,,,,,,,,,,,,1.763686,,,,,,,,,,,,,b854e831-116f-4878-b5bc-a2e8162e5833,113,,,"[16.0, 22.3]",3890352,1,,,,,1.8453716,,Right Foot,,,"[10.0, 43.6]",Ground Pass,,22.12894,,,Oliver Baumann,8393.0,,,,,,1,From Free Kick,Niklas Süle,6322.0,Left Center Back,5,Hoffenheim,175,['a416a228-e033-4972-bd18-3bf048d5ae91'],34,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:34.287,Pass,
,,,,,,,,,,,,,,,,2.082925,,,,,,,,,,,,,f3dbbaa2-b0f9-4480-a134-22cb7555fad6,116,,,"[15.3, 46.3]",3890352,1,,,,,1.3897036,,Right Foot,,,"[19.2, 67.6]",Ground Pass,,21.654099,,,Tobias Strobl,12321.0,,,,,,1,From Free Kick,Oliver Baumann,8393.0,Goalkeeper,5,Hoffenheim,175,['c7101029-4d66-4611-bf65-750e3f2e9e11'],38,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:38.728,Pass,
