50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.214234,,,,,,,,,,,,,9d68d66c-0c32-4fac-a486-713ae34fdbda,15,,"[28.9, 22.0]",3890448,0,,,,-1.1812485,,Right Foot,,,,"[36.7, 3.0]",Ground Pass,,20.538744,,,,,Matthias Ostrzolek,8547.0,,,,,,1,From Kick Off,Emir Spahić,26791.0,Left Center Back,2,Hamburger SV,171,['25902d4c-60a1-478e-811b-0e034ef88937'],7,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:07.960,Pass,
,,,,,,,,,,,,,,,,1.417838,,,,,,,,,,,,,29925cf6-9896-44d9-916b-461c9d064c7e,18,,"[35.3, 2.5]",3890448,0,,,,-0.029117981,,Left Foot,,,,"[55.9, 1.9]",Ground Pass,,20.608736,,,,,Josip Drmic,5835.0,,,,,,1,From Kick Off,Matthias Ostrzolek,8547.0,Left Back,2,Hamburger SV,171,['52059dd6-fdd5-40ac-b6ff-91b651711232'],10,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:10.303,Pass,
,,,,,,,,,,,,,,,,0.381558,,,,,,,,,,,,,125c7054-64c6-46e4-a9b6-ce0854301293,24,,"[73.1, 79.0]",3890448,0,,,,-3.1093457,,Left Foot,,,,"[66.9, 78.8]",Ground Pass,,6.203225,,,,,Yanni Regäsel,20950.0,,,,,Recovery,1,From Kick Off,Stefan Aigner,21156.0,Right Wing,2,Hamburger SV,171,['0dc3329f-e478-428d-9098-7aa04cde85cf'],13,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:13.307,Pass,
,,,,,,,,,,,,,,,,0.776946,,,,,,,,,,,,,c46f8aa6-85e1-41ef-9893-8f5d7d7b7665,29,,"[51.8, 3.1]",3890448,0,,,,2.4980915,,Right Foot,,,,"[47.8, 6.1]",Ground Pass,,5.0,,,,,Lewis Harry Holtby,8891.0,,,,,Recovery,1,From Kick Off,Josip Drmic,5835.0,Left Wing,2,Hamburger SV,171,"['68b161a5-8223-46f5-b2b3-73d9e089f97e', 'ed355b69-4f78-4806-8a73-b8c5d0d96024']",14,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:14.954,Pass,True
,,,,,,,,,,,,,,,,1.289731,,,,,,,,,,,,,06eb33f1-2b70-41a0-bf42-980cb0a66a05,32,,"[48.6, 5.5]",3890448,0,,,,0.11242713,,Left Foot,,,,"[73.4, 8.3]",High Pass,,24.957563,,,,,Artoms Rudņevs,40473.0,,,,,,1,From Kick Off,Lewis Harry Holtby,8891.0,Left Defensive Midfield,2,Hamburger SV,171,"['af38ac67-4db9-4835-bf19-34485d48e6ce', 'df72c06b-b826-4961-af97-333bb4847c62']",15,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:15.731,Pass,True
,,,,,,,,,,,,,,,,0.756621,,,,,,,,,,,,,2707e90e-264f-4eb2-bf8d-55dc6f6414e4,35,,"[73.4, 8.3]",3890448,0,,,True,2.0928879,,,,,,"[69.2, 15.6]",Low Pass,,8.421995,,,,,Aaron Hunt,8308.0,,,,,,1,From Kick Off,Artoms Rudņevs,40473.0,Center Forward,2,Hamburger SV,171,"['9c4e392e-af02-4f50-9707-41359f12e647', 'f6d0fc6e-1576-4344-ac94-157739427a1e']",17,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:17.061,Pass,True
,,,,,,,,,,,,,,,,1.711469,,,,,,,,,,,,,c656c273-666d-4bf8-8276-5e80223c9736,38,,"[72.6, 16.3]",3890448,0,,,,-0.032246884,,Left Foot,,,,"[94.3, 15.6]",High Pass,,21.711287,,,,,Artoms Rudņevs,40473.0,,,,,,1,From Kick Off,Aaron Hunt,8308.0,Center Attacking Midfield,2,Hamburger SV,171,['a33a4bcc-4b2d-43c0-b5d3-c0b351c3b7d4'],18,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:18.682,Pass,
,,,,,,,,,,,,,,,,2.182481,,,,,,,,,,,,,61bf7e39-1617-43c4-a5ab-4ad32c91f49f,41,,"[112.9, 13.0]",3890448,0,,,,2.0692558,,Left Foot,True,,,"[91.4, 52.5]",Ground Pass,,44.972214,,,Incomplete,,Gotoku Sakai,6339.0,,,,,,1,From Kick Off,Artoms Rudņevs,40473.0,Center Forward,2,Hamburger SV,171,"['afb589f2-09f9-407d-a255-29e15ab1c8ec', 'c91b9076-8b50-4a57-ad12-70dad26184f1']",23,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:23.302,Pass,
,,,,,,,,,,,,,,,,0.19728,,,,,,,,,,,,,90b1feaa-3b18-4578-a2aa-6e02b79a8081,51,,"[90.7, 77.7]",3890448,0,,,,-0.9600704,,Right Foot,,,,"[91.4, 76.7]",Ground Pass,,1.2206556,,,Incomplete,,Artoms Rudņevs,40473.0,,,,,,1,From Kick Off,Nicolai Müller,8302.0,Right Wing,2,Hamburger SV,171,"['01f02dc2-a5c4-4d78-9343-a23ae41d95a9', '0e44a50d-a913-435e-8ba2-4d1c0526fc6f', '556926eb-bba7-434d-812c-d989f68894f1']",31,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:31.319,Pass,True
,,,,,,,,,,,,,,,,1.688125,,,,,,,,,,,,,1db978c1-689d-4a26-b7e9-0fe2227a151d,55,,"[30.3, 0.1]",3890448,0,,,,2.2469962,,,,,,"[16.9, 16.8]",Low Pass,,21.411446,,,,,David Ángel Abraham,8678.0,,,,,Throw-in,1,From Throw In,Makoto Hasebe,5681.0,Left Back,3,Eintracht Frankfurt,184,['657d4f4c-7d39-4b35-bacb-5d5deee44633'],37,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:37.350,Pass,
,,,,,,,,,,,,,,,,3.992051,,,,,,,,,,,,,9f4a0fd7-6adf-4061-a5f2-bdfb946fc0fe,58,,"[20.6, 22.0]",3890448,0,,,,0.13649932,,Right Foot,,,,"[80.3, 30.2]",High Pass,,60.260517,,,Incomplete,,Alexander Meier,23268.0,,,,,,1,From Throw In,David Ángel Abraham,8678.0,Left Center Back,3,Eintracht Frankfurt,184,"['7deb6f5b-a22b-4abd-be13-89bdd3158a91', '9640257f-0b1a-4a5d-9062-c4978623fe13']",41,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:41.338,Pass,
,,,,,,,,,,,,,,,,1.505295,,,,,,,,,,,,,07caf5e1-5a18-4e83-b2a9-19fa57a86240,62,,"[43.7, 51.9]",3890448,0,,,,1.0160476,,Right Foot,,,,"[58.2, 75.3]",Ground Pass,,27.528349,,,,,Gotoku Sakai,6339.0,,,,,,1,From Throw In,Emir Spahić,26791.0,Left Center Back,3,Eintracht Frankfurt,184,['ad58df19-9da1-41c5-a740-e3c0be96f0b6'],49,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:49.384,Pass,
,,,,,,,,,,,,,,,,1.057498,,,,,,,,,,,,,2c796547-4e08-4788-ad81-86645d0a9947,65,,"[57.6, 77.5]",3890448,0,,,,0.17427044,,Right Foot,,,,"[71.8, 80.0]",High Pass,,14.418391,,,Out,,Aaron Hunt,8308.0,,,,,,1,From Throw In,Gotoku Sakai,6339.0,Right Back,3,Eintracht Frankfurt,184,['4745d894-a822-4b07-96de-f2c53d39c71f'],50,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:50.954,Pass,
,,,,,,,,,,,,,,,,0.990374,,,,,,,,,,,,,5ac22a7f-b500-44bd-a70b-6990833437b4,67,,"[49.2, 0.1]",3890448,1,,,,0.8416767,,,,,,"[55.9, 7.6]",Low Pass,,10.056838,,,,,Marco Russ,8812.0,,,,,Throw-in,1,From Throw In,Makoto Hasebe,5681.0,Left Back,4,Eintracht Frankfurt,184,['59eaee13-4179-4c4c-ab1c-12ee080e9d55'],1,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:01.405,Pass,
,,,,,,,,,,,,,,,,1.502615,,,,,,,,,,,,,8c7f2108-f89b-429a-9c7b-26c282bce927,70,,"[55.9, 7.6]",3890448,1,,,,-2.6674743,,Right Foot,,,,"[48.3, 3.7]",Low Pass,,8.542248,,,,,Makoto Hasebe,5681.0,,,,,,1,From Throw In,Marco Russ,8812.0,Left Defensive Midfield,4,Eintracht Frankfurt,184,['c3b31db2-83d2-45e2-9e42-4acd7cb51c3e'],2,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:02.435,Pass,
,,,,,,,,,,,,,,,,1.405731,,,,,,,,,,,,,7956a687-f0ce-4de9-b507-ce8c9c99cc44,74,,"[48.1, 4.3]",3890448,1,,,,0.14574812,,Right Foot,,,,"[59.0, 5.9]",High Pass,,11.016806,,,,,Szabolcs Huszti,18888.0,,,,,,1,From Throw In,Makoto Hasebe,5681.0,Left Back,4,Eintracht Frankfurt,184,['0c80495e-78c7-4841-8640-e77b28d67e5e'],4,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:04.523,Pass,
,,,,,,,,,,,,,,,,0.116587,,,,,,,,,,,,,6ed0ca10-2562-48f5-ae41-becf5769bad1,85,,"[69.8, 2.1]",3890448,1,,,,2.300696,,Right Foot,,,,"[68.1, 4.0]",Low Pass,,2.5495098,,,Incomplete,,Makoto Hasebe,5681.0,,,,,,1,From Throw In,Alexander Meier,23268.0,Center Forward,4,Eintracht Frankfurt,184,"['a15ec3ab-7e46-48e3-bcd1-fe8e2f665cf3', 'ae33b7e1-66d2-4a2a-ad65-2cd2ce80cadb', 'c3fd06ea-37a2-410d-a448-510cd0416ffe', 'ec28d87d-b7c7-4a92-afb2-43734b391331']",10,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:10.300,Pass,True
,,,,,,,,,,,,,,,,1.243585,,,,,,,,,,,,,d1712492-ba1b-4f02-bc11-646f109bc543,88,,"[70.9, 0.1]",3890448,1,,,,0.3755706,,,,,,"[88.4, 7.0]",High Pass,,18.811167,,,Incomplete,,Alexander Meier,23268.0,,,,,Throw-in,1,From Throw In,Makoto Hasebe,5681.0,Left Back,5,Eintracht Frankfurt,184,"['89993745-1f16-43cf-9767-ce9bfd1fcd79', 'd7dbb8b6-f547-4883-9bd5-7f4a3e67f4c2']",20,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:20.201,Pass,
,,,,,,,,,,,,,,,,1.602356,,,,,,,,,,,,,d7dbb8b6-f547-4883-9bd5-7f4a3e67f4c2,91,,"[31.7, 73.1]",3890448,1,,,True,-1.7189564,,,,,,"[30.7, 66.4]",High Pass,,6.7742157,,,,,Johan Danon Djourou-Gbadjere,6359.0,,,,,Recovery,1,Regular Play,Gideon Jung,8323.0,Right Defensive Midfield,6,Hamburger SV,171,"['46e0a34a-1715-447f-bb90-5cd303279481', '54e4a4c9-5b23-427e-bb14-0c08589607fe', 'd1712492-ba1b-4f02-bc11-646f109bc543']",21,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:21.444,Pass,True
,,,,,,,,,,,,,,,,0.918614,,,,,,,,,,,,,989ad4d1-0076-4a42-890c-c5b7d9069ae4,94,,"[30.7, 66.4]",3890448,1,,,,0.6340227,,Right Foot,,,,"[37.5, 71.4]",Ground Pass,,8.440379,,,,,Nicolai Müller,8302.0,,,,,,1,Regular Play,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,6,Hamburger SV,171,['9c1d13fc-3f2d-45c7-9c1c-435d51d18853'],23,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:23.118,Pass,
,,,,,,,,,,,,,,,,1.847361,,,,,,,,,,,,,06d21fca-e949-40a5-a1e0-742a7433346f,97,,"[37.3, 71.4]",3890448,1,,,,-0.7830001,,Right Foot,,,,"[58.2, 50.6]",High Pass,,29.486437,,,Incomplete,,Artoms Rudņevs,40473.0,,,,,,1,Regular Play,Nicolai Müller,8302.0,Right Wing,6,Hamburger SV,171,"['680f8503-9c49-465f-884e-6ca742da8d1c', '7df8f0ed-0a49-46cc-954c-57e6ee54b44b', '979bafc1-d03e-450d-bc4f-cf4fd2308d1f']",24,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:24.036,Pass,True
,,,,,,,,,,,,,,,,4.461306,,,,,,,,,,,,,7df8f0ed-0a49-46cc-954c-57e6ee54b44b,99,,"[61.9, 29.5]",3890448,1,,,,0.067025095,,Right Foot,,,,"[120.0, 33.4]",High Pass,,58.230747,,,Out,,Alexander Meier,23268.0,,,,,Recovery,1,Regular Play,Carlos Augusto Zambrano Ochandarte,36359.0,Right Center Back,6,Hamburger SV,171,"['06d21fca-e949-40a5-a1e0-742a7433346f', '85cb095a-c9f6-4c97-a325-bca4bc489a17']",25,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:25.884,Pass,
,,,,,,,,,,,,,,,,3.280689,,,,,,,,,,,,,0feb4edd-6dcf-448f-8b82-7eaa4c52c654,101,,"[6.0, 44.0]",3890448,1,,,,0.22776596,,Right Foot,,,,"[66.4, 58.0]",High Pass,,62.00129,,,Incomplete,,Artoms Rudņevs,40473.0,,,,,Goal Kick,1,From Goal Kick,René Adler,8560.0,Goalkeeper,7,Hamburger SV,171,"['1b851981-4b96-477a-bb7c-49e314ce9fdb', 'd4d18258-6d5f-4f86-9b0e-c9448501977e']",54,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:54.344,Pass,
,,,,,,,,,,,,,,,,4.850094,,,,,,,,,,,,,d4d18258-6d5f-4f86-9b0e-c9448501977e,103,,"[53.7, 22.1]",3890448,1,,,,0.07336475,,Head,,,,"[98.6, 25.4]",High Pass,,45.021107,,,Incomplete,,Marco Jhonfai Fabián De La Mora,6317.0,,,,,Recovery,1,From Goal Kick,Marco Russ,8812.0,Left Defensive Midfield,7,Hamburger SV,171,"['0feb4edd-6dcf-448f-8b82-7eaa4c52c654', '419554be-c698-456d-853d-5ee53c7e026a', '7739a152-dd0d-43a6-86d4-e890d32fa4e4']",57,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:57.625,Pass,
,,,,,,,,,,,,,,,,1.436161,,,,,,,,,,,,,7739a152-dd0d-43a6-86d4-e890d32fa4e4,105,,"[21.5, 54.7]",3890448,2,,,,-2.4347725,,Right Foot,,,,"[7.8, 43.0]",Ground Pass,,18.016104,,,,,René Adler,8560.0,,,,,Recovery,1,From Goal Kick,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,7,Hamburger SV,171,"['b6f39c84-c36a-4679-aabb-6b0e0f889f99', 'd4d18258-6d5f-4f86-9b0e-c9448501977e']",2,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:02.475,Pass,
,,,,,,,,,,,,,,,,1.648456,,,,,,,,,,,,,72123de2-7071-4094-aa19-f70db45c8cbd,108,,"[11.8, 35.5]",3890448,2,,,,-0.14389174,,Left Foot,,,,"[53.9, 29.4]",High Pass,,42.539627,,,Incomplete,,Aaron Hunt,8308.0,,,,,,1,From Goal Kick,René Adler,8560.0,Goalkeeper,7,Hamburger SV,171,"['172d25df-563c-49e6-a15d-f94c060c949b', 'bc0e035f-9bc4-4c07-a600-97065bc75df6']",6,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:06.019,Pass,
,,,,,,,,,,,,,,,,1.126243,,,,,,,,,,,,,bc0e035f-9bc4-4c07-a600-97065bc75df6,110,,"[66.2, 50.7]",3890448,2,,,,0.9585351,,Right Foot,,,,"[75.4, 63.8]",Ground Pass,,16.00781,,,,,Stefan Aigner,21156.0,,,,,Recovery,1,Regular Play,Marc Stendera,10896.0,Right Defensive Midfield,8,Eintracht Frankfurt,184,"['72123de2-7071-4094-aa19-f70db45c8cbd', 'bbf9e78c-9733-45a4-a6c8-580f3dbdd321']",7,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:07.668,Pass,
,,,,,,,,,,,,,,,,1.464034,,,,,,,,,,,,,46821c16-a72f-4e29-9c44-967a89288d19,114,,"[68.1, 70.6]",3890448,2,,,,2.4769907,,Right Foot,,,,"[58.4, 78.2]",Ground Pass,,12.322743,,,,,Yanni Regäsel,20950.0,,,,,,1,Regular Play,Stefan Aigner,21156.0,Right Wing,8,Eintracht Frankfurt,184,"['3f91b853-5b93-4c64-8c84-09569213453c', 'c201b751-3318-4f0a-a227-8d7b9a976c70']",10,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:10.279,Pass,True
,,,,,,,,,,,,,,,,0.664893,,,,,,,,,,,,,59a6b274-c195-4677-8925-cca6143a5791,117,,"[62.9, 78.4]",3890448,2,,,,0.013512691,,Right Foot,,,,"[70.3, 78.5]",Ground Pass,,7.400676,,,Incomplete,,Stefan Aigner,21156.0,,,,,,1,Regular Play,Yanni Regäsel,20950.0,Right Back,8,Eintracht Frankfurt,184,"['7cfd6d45-ab32-4dc1-a83a-ceaab2b4682e', 'be0667ae-1c4a-4303-b2da-13e6548747e5']",12,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:12.682,Pass,
,,,,,,,,,,,,,,,,1.989562,,,,,,,,,,,,,8acec26f-c403-422f-b06d-18cdd928e334,125,,"[43.2, 5.2]",3890448,2,,,,0.28965694,,Left Foot,,,,"[68.7, 12.8]",High Pass,,26.608458,,,,,Artoms Rudņevs,40473.0,,,,,Recovery,1,Regular Play,Matthias Ostrzolek,8547.0,Left Back,9,Hamburger SV,171,"['2ae9b387-a27a-4e38-b3f9-8c87b46e6be4', '92dd5146-76e9-4acd-9376-4ee3c495b5dc']",16,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:16.014,Pass,True
,,,,,,,,,,,,,,,,0.882625,,,,,,,,,,,,,d0f94a87-be83-45ee-ac48-31d0c874aff6,127,,"[68.7, 12.8]",3890448,2,,,,-1.1672614,,Head,,,,"[72.5, 3.9]",High Pass,,9.677293,,,,,Aaron Hunt,8308.0,,,,,,1,Regular Play,Artoms Rudņevs,40473.0,Center Forward,9,Hamburger SV,171,['415b5878-7617-4e0a-86bd-5b6059e70bcb'],18,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:18.004,Pass,
