50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7cdd3c6d-3ef8-4cd7-b254-b9b79666741b,1,,,3890497,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8670, 'name': 'Timothy Chandler'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 400621, 'name': 'Tohouri Zahoui Constant Djakpa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 400619, 'name': 'Stefan Reinartz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 21156, 'name': 'Stefan Aigner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 18888, 'name': 'Szabolcs Huszti'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 35240, 'name': 'Änis Ben-Hatira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 32}, {'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Eintracht Frankfurt,184,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4666306c-0e7e-4ccf-b60d-b4e274b5390e,2,,,3890497,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 23341, 'name': 'Alexander Milosevic'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 12316, 'name': 'Oliver Sorg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 30287, 'name': 'Ceyhun Gülselam'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5694, 'name': 'Hotaru Yamaguchi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 24914, 'name': 'Edgar Prib'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 20359, 'name': 'Hugo Miguel Pereira de Almeida'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 22}, {'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,791a5e39-6407-4c3b-b7e3-a62b62bc5ff1,3,,,3890497,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['d2bccbd6-e680-4f96-81e8-2923ebf6b6b2'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d2bccbd6-e680-4f96-81e8-2923ebf6b6b2,4,,,3890497,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Eintracht Frankfurt,184,['791a5e39-6407-4c3b-b7e3-a62b62bc5ff1'],0,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,713b5328-1a91-4277-b41a-0c3b754366e5,1813,,,3890497,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Hannover 96,178,['3a0d6d99-6cf8-4cde-8850-3ffcbc527075'],0,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3a0d6d99-6cf8-4cde-8850-3ffcbc527075,1814,,,3890497,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Hannover 96,178,['713b5328-1a91-4277-b41a-0c3b754366e5'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.299791,,,,,,,,,,,,,,0caa6ba3-0a1b-4cb3-9793-f69650d49df4,5,,"[61.0, 40.1]",3890497,0,,,,,1.7818897,,Left Foot,,,"[60.4, 42.9]",,Ground Pass,,2.8635643,,,,Haris Seferović,5543.0,,,,,Kick Off,1,From Kick Off,Szabolcs Huszti,18888.0,Center Attacking Midfield,2,Eintracht Frankfurt,184,['56d6acaa-39d1-48ef-85b1-5e1d92d8af7f'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.489,Pass,
,,,,,,,,,,,,,,,,,1.224058,,,,,,,,,,,,,,049743c1-4d29-4629-9d0b-cabe4d4a1341,8,,"[59.7, 41.2]",3890497,0,,,,,-2.6331034,,Right Foot,,,"[47.5, 34.4]",,Ground Pass,,13.967104,,,,Stefan Reinartz,400619.0,,,,,,1,From Kick Off,Haris Seferović,5543.0,Center Forward,2,Eintracht Frankfurt,184,['1cbe13cd-4be0-49b3-b960-db781d7b7844'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.843,Pass,
,,,,,,,,,,,,,,,,,1.55264,,,,,,,,,,,,,,a92263b8-0744-445c-84e4-e659e4926eca,11,,"[47.5, 34.8]",3890497,0,,,,,2.1642218,,Right Foot,,,"[33.2, 56.0]",,Ground Pass,,25.572056,,,,Carlos Augusto Zambrano Ochandarte,36359.0,,,,,,1,From Kick Off,Stefan Reinartz,400619.0,Left Defensive Midfield,2,Eintracht Frankfurt,184,['e93aba84-5224-4fac-a0fe-8561109900b1'],2,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:02.637,Pass,
,,,,,,,,,,,,,,,,,1.759228,,,,,,,,,,,,,,30617187-0ec7-44e6-a95c-63ee9083ae32,14,,"[32.8, 57.7]",3890497,0,,,,,1.3485669,,Right Foot,,,"[37.5, 78.5]",,Ground Pass,,21.3244,,,,Timothy Chandler,8670.0,,,,,,1,From Kick Off,Carlos Augusto Zambrano Ochandarte,36359.0,Right Center Back,2,Eintracht Frankfurt,184,['b0c5bba8-2f7a-4545-85f5-ea084d37e26e'],5,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:05.258,Pass,
