50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.491182,,,,,,,,,,,,,3ea6040e-d293-4c38-9497-fadea8d62887,13,,"[56.4, 56.6]",3890379,0,,,,-0.19321148,,Head,,,,"[65.6, 54.8]",,High Pass,,9.3744335,,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,1,Regular Play,Anthony Ujah,12624.0,Left Center Forward,3,Werder Bremen,176,['e6682b25-34da-4fab-80fc-000a135c26a8'],9,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:09.268,Pass,
,,,,,,,,,,,,,,,,1.229413,,,,,,,,,,,,,9b66b1b0-4737-42df-8df5-69f4fd76ba0a,16,,"[66.2, 54.8]",3890379,0,,,,-1.9061207,,Right Foot,,,,"[63.9, 48.2]",,Low Pass,,6.9892774,Incomplete,,Zlatko Junuzović,8762.0,,,,,,1,Regular Play,Claudio Miguel Pizarro Bossio,11132.0,Right Center Forward,3,Werder Bremen,176,"['2ff1b1b4-ec86-4711-adcc-a0541b610941', '431537ba-abe9-408b-9c59-c9a2dc61fde0', '53784d1d-8fea-4476-8301-e7d82e875b4b']",10,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:10.759,Pass,True
,,,,,,,,,,,,,,,,4.734222,,,,,,,,,,,,,2ff1b1b4-ec86-4711-adcc-a0541b610941,19,,"[56.2, 31.9]",3890379,0,,,,-0.14092018,,Right Foot,,,,"[99.2, 25.8]",,High Pass,,43.43052,Incomplete,,Michael Gregoritsch,8309.0,,,,,Recovery,1,Regular Play,Gideon Jung,8323.0,Right Defensive Midfield,3,Werder Bremen,176,"['214db867-ba13-442d-b7ce-97573c47ff56', '3057fe81-294e-43d9-8429-b2e3fbc5d1cd', '9b66b1b0-4737-42df-8df5-69f4fd76ba0a', 'b155bbd9-beb0-4f45-90a9-9c616e2ac657']",11,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:11.988,Pass,True
,,,,,,,,,,,,,,,,1.108681,,,,,,,,,,,,,77f2552f-5879-44aa-b36d-73733df13f16,22,,"[79.2, 0.1]",3890379,0,,,,0.17311311,,,,,,"[97.5, 3.3]",,Low Pass,,18.577675,Incomplete,,Michael Gregoritsch,8309.0,,,,,Throw-in,1,From Throw In,Matthias Ostrzolek,8547.0,Left Back,4,Hamburger SV,171,"['0d708b5d-4670-4b61-a717-d214b788e756', '53945554-9874-48d5-8bb2-bea7f481351f']",27,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:27.682,Pass,
,,,,,,,,,,,,,,,,0.984862,,,,,,,,,,,,,b2b4c7b9-a416-4662-bed4-943f563b8f1a,25,,"[96.2, 0.1]",3890379,0,,,,1.3258177,,,,,,"[97.9, 6.9]",,Low Pass,,7.0092797,,,Michael Gregoritsch,8309.0,,,,,Throw-in,1,From Throw In,Matthias Ostrzolek,8547.0,Left Back,5,Hamburger SV,171,['f71d5cc0-1026-461c-acd3-14ce169251af'],35,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:35.966,Pass,
,,,,,,,,,,,,,,,,1.088506,,,,,,,,,,,,,3780876f-a97f-4208-97e7-f2f5fe81087c,28,,"[98.6, 6.9]",3890379,0,,,,-1.9040406,,Left Foot,,,,"[96.8, 1.7]",,Low Pass,,5.5027266,,,Matthias Ostrzolek,8547.0,,,,,,1,From Throw In,Michael Gregoritsch,8309.0,Center Attacking Midfield,5,Hamburger SV,171,"['7af6a312-bd14-4352-a396-4f0edb24d6d2', 'fcd849e7-45fb-4214-8991-282a3713f9da']",36,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:36.951,Pass,True
,,,,,,,,,,,,,,,,0.067612,,,,,,,,,,,,,2d50f05c-7e4e-4d55-bd08-94350d0e130a,30,,"[96.4, 1.9]",3890379,0,,,,1.315614,,Left Foot,,,,"[97.0, 4.2]",,Ground Pass,,2.376973,Incomplete,,Michael Gregoritsch,8309.0,,,,,,1,From Throw In,Matthias Ostrzolek,8547.0,Left Back,5,Hamburger SV,171,"['c08525d8-c6a7-46ab-95fb-ba990e3d113d', 'fed6c7fd-d8f2-4937-a709-65d94920d604']",38,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:38.039,Pass,
,,,,,,,,,,,,,,,,0.804913,,,,,,,,,,,,,d3ea8224-b58a-4bcb-9bf3-61b48a859f96,33,,"[29.8, 74.3]",3890379,0,,,,-2.9718144,,Right Foot,,,,"[22.8, 73.1]",,Ground Pass,,7.1021123,,,Theodor Gebre Selassie,8396.0,,,,,Recovery,1,Regular Play,Fin Bartels,8389.0,Right Midfield,6,Werder Bremen,176,['22ff586b-0117-4042-9619-e89db69a3e51'],39,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:39.130,Pass,
,,,,,,,,,,,,,,,,0.955036,,,,,,,,,,,,,55c52213-dd0d-46d2-b40e-426448093880,35,,"[22.8, 73.1]",3890379,0,,,,-0.17073521,,Left Foot,,,,"[43.1, 69.6]",,Ground Pass,,20.599514,,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,1,Regular Play,Theodor Gebre Selassie,8396.0,Right Back,6,Werder Bremen,176,['694bcd1f-09cd-453c-bc2e-4e77436ff2d8'],39,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:39.935,Pass,
,,,,,,,,,,,,,,,,3.03655,,,,,,,,,,,,,720fc3d8-4883-455c-9903-6573b3c32ab2,39,,"[44.4, 72.3]",3890379,0,,,,0.08192151,,Right Foot,,,,"[91.9, 76.2]",,High Pass,,47.659836,,,Fin Bartels,8389.0,,,,,,1,Regular Play,Claudio Miguel Pizarro Bossio,11132.0,Right Center Forward,6,Werder Bremen,176,['70c4749e-cc5f-45fc-8524-724439099e9a'],44,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:44.877,Pass,
,,,,,,,,,,,,,,,,0.063346,,,,,,,,,,,,,b2fd0ca1-be44-4045-835b-ae050e250c9a,42,,"[112.3, 67.3]",3890379,0,,,,-1.3370532,,Right Foot,,,,"[112.8, 65.2]",,Ground Pass,,2.1587033,Incomplete,,Anthony Ujah,12624.0,,,,,,1,Regular Play,Fin Bartels,8389.0,Right Midfield,6,Werder Bremen,176,"['3ddfec93-2df2-42d9-85f6-cf0409f03833', '8497dc6a-5096-43be-8474-96fbd45837e6']",50,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:50.292,Pass,
,,,,,,,,,,,,,,,,1.280845,,,,,,,,,,,,,5ddf8d3c-0f18-4c8c-b714-b78064b33c62,45,,"[120.0, 80.0]",3890379,1,,,,-1.7825888,,Right Foot,,,,"[113.7, 50.7]",,High Pass,,29.969652,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Zlatko Junuzović,8762.0,Left Defensive Midfield,7,Werder Bremen,176,['b16c50d5-07ea-4789-b6ba-c9b5cecf2829'],19,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:19.616,Pass,
,,,,,,,,,,,,,,,,1.800231,,,,,,,,,,,,,91d1ce76-0614-4152-9934-223927c6c5d7,49,,"[104.2, 78.2]",3890379,1,,,,-1.3540045,e0f81d6c-bd1e-42ff-9911-d00479933864,Left Foot,True,,,"[112.9, 38.7]",,High Pass,,40.446754,,,Jannik Vestergaard,8815.0,True,,,,,1,From Corner,Zlatko Junuzović,8762.0,Left Defensive Midfield,7,Werder Bremen,176,['242ea64b-5b9d-469b-91ff-a9c21243164e'],24,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:24.712,Pass,
,,,,,,,,,,,,,,,,3.018254,,,,,,,,,,,,,6bfa0094-3ca0-493b-931c-b4fa123bf9bd,54,,"[6.0, 44.0]",3890379,1,,,,0.24569371,,Right Foot,,,,"[71.8, 60.5]",,High Pass,,67.837234,Incomplete,,Michael Gregoritsch,8309.0,,,,,Goal Kick,1,From Goal Kick,René Adler,8560.0,Goalkeeper,8,Hamburger SV,171,"['2f29e5a0-d754-4496-baa3-d8ec8ff63309', '99c47f1e-8c0a-4964-86b9-f479a636d085']",53,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:53.675,Pass,
,,,,,,,,,,,,,,,,1.741682,,,,,,,,,,,,,99c47f1e-8c0a-4964-86b9-f479a636d085,56,,"[48.3, 19.6]",3890379,1,,,,0.56761914,,Head,,,,"[70.1, 33.5]",,High Pass,,25.8544,Incomplete,,Claudio Miguel Pizarro Bossio,11132.0,,,,,Recovery,1,From Goal Kick,Jannik Vestergaard,8815.0,Left Center Back,8,Hamburger SV,171,"['656db912-b88c-4222-ac10-c67b74dc99bb', '6bfa0094-3ca0-493b-931c-b4fa123bf9bd', 'd7556f1c-3d23-490b-8534-6b48fb74e96d']",56,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:01:56.693,Pass,
,,,,,,,,,,,,,,,,0.563337,,,,,,,,,,,,,656db912-b88c-4222-ac10-c67b74dc99bb,58,,"[50.0, 46.6]",3890379,1,,,,0.044089057,,Head,,,,"[56.8, 46.9]",,Low Pass,,6.8066144,,,Lewis Harry Holtby,8891.0,,,,,Recovery,1,From Goal Kick,Cleber Janderson Pereira Reis,40468.0,Left Center Back,8,Hamburger SV,171,"['95f6ecf3-6866-474a-9212-963187e939ed', '99c47f1e-8c0a-4964-86b9-f479a636d085']",58,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:58.435,Pass,
,,,,,,,,,,,,,,,,0.722429,,,,,,,,,,,,,356daa01-129d-4f6b-9d49-fe4cc14627a5,60,,"[56.8, 46.9]",3890379,1,,,,-0.055498507,,Left Foot,,,,"[62.2, 46.6]",,Ground Pass,,5.408327,Incomplete,,,,,,,,,1,From Goal Kick,Lewis Harry Holtby,8891.0,Left Defensive Midfield,8,Hamburger SV,171,['4c7e50ee-24a2-4ede-80e2-7b376e82f876'],58,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:58.998,Pass,
,,,,,,,,,,,,,,,,0.649879,,,,,,,,,,,,,9d29d9a6-c587-4498-a00d-14da610c575c,63,,"[62.5, 36.6]",3890379,2,,,,1.2548261,,Right Foot,,,,"[64.2, 41.8]",,Ground Pass,,5.470832,,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,1,Regular Play,Philipp Bargfrede,8390.0,Right Defensive Midfield,9,Werder Bremen,176,['7cd8303a-108b-41c2-88f3-9b8bb10b1b04'],0,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:00.216,Pass,
,,,,,,,,,,,,,,,,0.910159,,,,,,,,,,,,,90b726f7-473a-4ae6-9eda-8dd6a3526dd6,67,,"[64.4, 43.1]",3890379,2,,,,1.1278712,,Right Foot,,,,"[68.1, 50.9]",,Ground Pass,,8.633076,,,Fin Bartels,8389.0,,,,,,1,Regular Play,Claudio Miguel Pizarro Bossio,11132.0,Right Center Forward,9,Werder Bremen,176,"['4acf25d6-719f-4cd8-a5b8-dc21bf787769', '5541417e-b623-4974-882b-aee682c41802']",1,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:01.360,Pass,True
,,,,,,,,,,,,,,,,2.446142,,,,,,,,,,,,,a2b8543d-69b4-497a-8977-193d1e421141,70,,"[84.7, 52.9]",3890379,2,,,,0.87985307,,Right Foot,,,,"[97.6, 68.5]",,Ground Pass,,20.242777,,,Anthony Ujah,12624.0,,,,,,1,Regular Play,Fin Bartels,8389.0,Right Midfield,9,Werder Bremen,176,['6503ee2d-e910-454e-b649-9c44caa8beb2'],4,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:04.122,Pass,
,,,,,,,,,,,,,,,,0.619256,,,,,,,,,,,,,544d1af4-f7ad-425e-a577-0c2037e1755e,73,,"[95.1, 60.1]",3890379,2,,,,-1.9789454,,Right Foot,,,,"[91.9, 52.7]",,Ground Pass,,8.062258,,,Claudio Miguel Pizarro Bossio,11132.0,,,,,,1,Regular Play,Anthony Ujah,12624.0,Left Center Forward,9,Werder Bremen,176,['93ac5c2b-ed20-4bbd-898f-04d36b0e092a'],7,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:07.995,Pass,
,,,,,,,,,,,,,,,,0.956069,,,,,,,,,,,,,b145c3d2-0438-4611-a802-08b434e29b9e,78,,"[24.8, 32.4]",3890379,2,,,,-0.55587083,,Right Foot,,,,"[31.4, 28.3]",,Ground Pass,,7.7698135,Incomplete,,Lewis Harry Holtby,8891.0,,,,,Recovery,1,Regular Play,Gideon Jung,8323.0,Right Defensive Midfield,9,Werder Bremen,176,"['0aaaef0b-c901-49eb-9eb0-fb81dc0022a4', '21002ba1-bad8-437e-a5d2-6bf76b15be8d', '64a44246-6519-4a79-8202-4da963a362f6']",9,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:09.322,Pass,True
,,,,,,,,,,,,,,,,0.408042,,,,,,,,,,,,,64a44246-6519-4a79-8202-4da963a362f6,81,,"[88.7, 51.8]",3890379,2,,,,-0.9006743,,Left Foot,,,,"[92.9, 46.5]",,Ground Pass,,6.762396,,,Claudio Miguel Pizarro Bossio,11132.0,,,,,Recovery,1,Regular Play,Philipp Bargfrede,8390.0,Right Defensive Midfield,9,Werder Bremen,176,"['03d58c23-1800-4b0b-a625-a82df12c8709', 'b145c3d2-0438-4611-a802-08b434e29b9e']",10,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:10.278,Pass,
,,,,,,,,,,,,,,,,0.960722,,,,,,,,,,,,,08ddb044-a9ef-4573-b2b9-023b94369b97,85,,"[91.1, 45.6]",3890379,2,,,,1.9513026,,Right Foot,,,,"[89.7, 49.1]",,Ground Pass,,3.7696154,Incomplete,,Philipp Bargfrede,8390.0,,,,,,1,Regular Play,Claudio Miguel Pizarro Bossio,11132.0,Right Center Forward,9,Werder Bremen,176,"['61856127-8856-4e0f-8ec4-8bc181d4b17b', 'a979a08b-72c2-4b75-ba7d-95bd0d7543de', 'ef6448cf-e494-4ed9-bec7-ec4efeacd45e']",12,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:02:12.234,Pass,True
,,,,,,,,,,,,,,,,0.570765,,,,,,,,,,,,,61856127-8856-4e0f-8ec4-8bc181d4b17b,87,,"[30.4, 31.0]",3890379,2,,,,0.25962964,,Left Foot,,,,"[36.8, 32.7]",,Ground Pass,,6.6219335,,,Michael Gregoritsch,8309.0,,,,,Recovery,1,Regular Play,Lewis Harry Holtby,8891.0,Left Defensive Midfield,10,Hamburger SV,171,"['08ddb044-a9ef-4573-b2b9-023b94369b97', '21dd7fa2-1831-4aba-b67e-c840de054571']",13,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:13.194,Pass,
,,,,,,,,,,,,,,,,0.575452,,,,,,,,,,,,,01c2c913-912d-467a-a940-bbb3323df55a,91,,"[37.6, 32.5]",3890379,2,,,,1.4959365,,Left Foot,,,,"[38.2, 40.5]",,Ground Pass,,8.022469,,,Nicolai Müller,8302.0,,,,,,1,Regular Play,Michael Gregoritsch,8309.0,Center Attacking Midfield,10,Hamburger SV,171,['e66a70ba-c39d-4037-8924-494506bc7d2e'],13,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:13.877,Pass,
,,,,,,,,,,,,,,,,1.121997,,,,,,,,,,,,,cf784edd-9b86-4a8c-afa8-e3cb042ea37e,95,,"[87.0, 43.8]",3890379,2,,,,1.1924336,,Right Foot,,,,"[93.4, 59.9]",,Ground Pass,,17.325415,,,Pierre-Michel Lasogga,8895.0,,,,,,1,Regular Play,Nicolai Müller,8302.0,Right Wing,10,Hamburger SV,171,"['2358c35e-df1b-4f3d-8297-6d212f7d48ba', '5f69cfb2-3fbf-4bda-a267-e1031dab4d57']",19,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:19.980,Pass,True
,,,,,,,,,,,,,,,,2.291051,,,,,,,,,,,,,8f2b6dd9-494e-4808-955b-9b13694cfd62,98,,"[93.6, 58.8]",3890379,2,,,,-1.2506381,810c710c-e439-420b-9f57-c693bb201d98,Right Foot,,,,"[106.1, 21.1]",True,High Pass,,39.718258,,,Ivo Iličević,24740.0,,,,,,1,Regular Play,Pierre-Michel Lasogga,8895.0,Center Forward,10,Hamburger SV,171,['c3720200-f969-45ac-9425-fc22ba4d380d'],22,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:22.796,Pass,
,,,,,,,,,,,,,,,,1.578821,,,,,,,,,,,,,c71e9d69-3d1a-424e-92c1-0c623321b1c9,103,,"[61.0, 40.1]",3890379,3,,,,-2.7566352,,Right Foot,,,,"[49.4, 35.4]",,Ground Pass,,12.515989,,,Zlatko Junuzović,8762.0,,,,,Kick Off,1,From Kick Off,Claudio Miguel Pizarro Bossio,11132.0,Right Center Forward,11,Werder Bremen,176,['c11260bb-4a47-44dd-9457-2bb1189c79c9'],20,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:03:20.209,Pass,
,,,,,,,,,,,,,,,,1.360526,,,,,,,,,,,,,91eebea9-2f47-4336-a3ad-481d28b5c336,106,,"[46.1, 35.9]",3890379,3,,,,2.0513914,,Right Foot,,,,"[33.9, 59.3]",,Ground Pass,,26.38939,,,Assani Lukimya-Mulongoti,51388.0,,,,,,1,From Kick Off,Zlatko Junuzović,8762.0,Left Defensive Midfield,11,Werder Bremen,176,['7240a66d-43e6-4010-bcbf-3d8740a20249'],22,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:03:22.821,Pass,
,,,,,,,,,,,,,,,,1.713289,,,,,,,,,,,,,77179924-ca33-488b-b40f-680839a6dded,109,,"[37.5, 57.4]",3890379,3,,,,-1.725549,,Right Foot,,,,"[33.6, 32.4]",,Ground Pass,,25.302372,,,Jannik Vestergaard,8815.0,,,,,,1,From Kick Off,Assani Lukimya-Mulongoti,51388.0,Right Center Back,11,Werder Bremen,176,['d417772b-66bc-4a19-901a-42ea09258f07'],27,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:03:27.080,Pass,
