ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.64069,,,,,,,,,,,3a41327d-d2af-4f28-be8f-512ee90735cd,19,,"[16.4, 25.3]",3890284,0,,,,,-0.66390646,,Right Foot,,,"[35.7, 10.2]",,Ground Pass,,24.505102,,Marcel Schmelzer,11458.0,,,,,,,1,Regular Play,Roman Bürki,8225.0,Goalkeeper,3,Borussia Dortmund,180,['0f045963-75c2-4e52-a262-16c090295d67'],14,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:14.374,Pass,
,,,,,,,,,,,,0.869998,,,,,,,,,,,4aaca0ed-93b6-470d-885f-e5c9988683ab,22,,"[37.5, 10.2]",3890284,0,,,,,1.0338856,,Right Foot,,,"[45.0, 22.8]",,Ground Pass,,14.663219,,Julian Weigl,8816.0,,,,,,,1,Regular Play,Marcel Schmelzer,11458.0,Left Back,3,Borussia Dortmund,180,['78d5f73d-bfad-4998-aac9-5aa29b3f7024'],17,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:17.392,Pass,
,,,,,,,,,,,,0.718611,,,,,,,,,,,375580d9-27ef-45ef-a8f3-43eec77f7cd7,25,,"[45.0, 23.5]",3890284,0,,,,,-0.24124037,,Right Foot,,,"[57.6, 20.4]",,Ground Pass,,12.975746,,Shinji Kagawa,5684.0,,,,,,,1,Regular Play,Julian Weigl,8816.0,Center Defensive Midfield,3,Borussia Dortmund,180,['a67c63ea-37d6-4742-8423-bf201bd7064c'],19,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:19.323,Pass,
,,,,,,,,,,,,1.099895,,,,,,,,,,,37b947b5-395f-49d9-b197-98a73aa088f9,28,,"[67.0, 20.6]",3890284,0,,,,,-1.6575347,,Right Foot,,,"[65.4, 2.2]",,Ground Pass,,18.469435,,Marcel Schmelzer,11458.0,,,,,,,1,Regular Play,Shinji Kagawa,5684.0,Left Center Midfield,3,Borussia Dortmund,180,['8c16111a-dc24-4deb-a931-6ea6706c2970'],23,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:23.169,Pass,
,,,,,,,,,,,,0.997311,,,,,,,,,,,0390c1c4-f1da-46da-9d47-82a9381059ac,31,,"[65.4, 2.2]",3890284,0,,,,,1.9884061,,Right Foot,,,"[58.7, 17.3]",,Ground Pass,,16.519686,,Julian Weigl,8816.0,,,,,,,1,Regular Play,Marcel Schmelzer,11458.0,Left Back,3,Borussia Dortmund,180,['9ca435e3-ee4c-409c-b7e7-dfd429cdde2d'],24,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:24.460,Pass,
,,,,,,,,,,,,1.321336,,,,,,,,,,,92b44f09-42cf-4ec5-a86d-23a12fca6bac,34,,"[58.3, 19.4]",3890284,0,,,,,1.3697053,,Right Foot,,,"[63.6, 45.4]",,Ground Pass,,26.534695,,İlkay Gündoğan,10287.0,,,,,,,1,Regular Play,Julian Weigl,8816.0,Center Defensive Midfield,3,Borussia Dortmund,180,['b4f8ac63-794b-4d57-97e9-a69d9f3b199d'],26,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:26.971,Pass,
,,,,,,,,,,,,1.687142,,,,,,,,,,,69ca7608-de30-4187-8c28-1c5517ef30b8,37,,"[65.8, 50.7]",3890284,0,,,,,1.0057209,,Right Foot,,,"[80.7, 74.2]",,Ground Pass,,27.825527,,Matthias Ginter,8808.0,,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Right Center Midfield,3,Borussia Dortmund,180,['a820f873-c8fd-4c33-bd87-0200584a47b3'],29,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:29.678,Pass,
,,,,,,,,,,,,1.355464,,,,,,,,,,,c7a58b6a-0812-416d-9782-34dfd303ce84,39,,"[80.7, 74.4]",3890284,0,,,,,-2.8592649,,Right Foot,,,"[67.6, 70.6]",,Ground Pass,,13.640015,,Marco Reus,5559.0,,,,,,,1,Regular Play,Matthias Ginter,8808.0,Right Back,3,Borussia Dortmund,180,['f16497dc-20ea-4914-8003-9800a506eb85'],31,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:31.365,Pass,
,,,,,,,,,,,,0.768654,,,,,,,,,,,cf90a2e0-7352-4884-85fc-e7a88344686f,42,,"[66.9, 71.4]",3890284,0,,,,,-1.8288035,,Left Foot,,,"[63.1, 57.0]",,Ground Pass,,14.892951,,İlkay Gündoğan,10287.0,,,,,,,1,Regular Play,Marco Reus,5559.0,Right Wing,3,Borussia Dortmund,180,['5d102cb9-bb57-42e4-aa2f-0ec20483a9ce'],32,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:32.999,Pass,
,,,,,,,,,,,,0.997942,,,,,,,,,,,254a932f-f54c-456b-a69a-db6c39481da6,45,,"[63.1, 57.0]",3890284,0,,,,,3.1415927,,Right Foot,,,"[48.5, 57.0]",,Ground Pass,,14.6,,Sokratis Papastathopoulos,8244.0,,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Right Center Midfield,3,Borussia Dortmund,180,['45a15ba7-eca3-4a0f-84b3-24009d305b6c'],34,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:34.074,Pass,
,,,,,,,,,,,,2.551388,,,,,,,,,,,7432c183-d81a-4f1e-987d-4b48b795b5fa,48,,"[43.7, 59.8]",3890284,0,,,,,-1.4986029,,Left Foot,,,"[46.6, 19.7]",,Ground Pass,,40.204727,,Mats Hummels,5572.0,,,True,,,,1,Regular Play,Sokratis Papastathopoulos,8244.0,Right Center Back,3,Borussia Dortmund,180,['b2435a39-5f1a-4562-b02d-c212f2466db2'],36,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:36.420,Pass,
,,,,,,,,,,,,0.973375,,,,,,,,,,,2a1f1e06-ddd6-4ed7-b05b-4f8693f24171,51,,"[50.3, 19.0]",3890284,0,,,,,-0.2914568,,Right Foot,,,"[61.3, 15.7]",,Ground Pass,,11.484337,,Shinji Kagawa,5684.0,,,,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,3,Borussia Dortmund,180,['0eb2cac9-27f5-4391-839b-819c9182ede1'],41,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:41.897,Pass,
,,,,,,,,,,,,0.992644,,,,,,,,,,,8cf652c0-6771-431d-b65a-8c7af983c139,54,,"[67.6, 20.8]",3890284,0,,,,,1.8970513,,Right Foot,,,"[63.1, 34.1]",,Ground Pass,,14.040655,,Julian Weigl,8816.0,,,,,,,1,Regular Play,Shinji Kagawa,5684.0,Left Center Midfield,3,Borussia Dortmund,180,['a1301c43-b775-4cee-bce7-009de3ec8b32'],45,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:45.924,Pass,
,,,,,,,,,,,,0.96339,,,,,,,,,,,85f7ed45-eaa7-48cf-9b34-fa441cb351d0,57,,"[63.1, 38.6]",3890284,0,,,,,1.3452867,,Right Foot,,,"[67.0, 55.6]",,Ground Pass,,17.441616,,İlkay Gündoğan,10287.0,,,,,,,1,Regular Play,Julian Weigl,8816.0,Center Defensive Midfield,3,Borussia Dortmund,180,['ddda778b-296c-4149-91e4-862aa0b65925'],48,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:48.021,Pass,
,,,,,,,,,,,,2.653689,,,,,,,,,,,98e0f2e1-7f9f-4054-93c8-494d54d44deb,60,,"[73.6, 58.5]",3890284,0,,,,,-1.674263,,Right Foot,,,"[69.0, 14.2]",,Ground Pass,,44.538185,,Mats Hummels,5572.0,,,True,,,,1,Regular Play,İlkay Gündoğan,10287.0,Right Center Midfield,3,Borussia Dortmund,180,['3a7b21f8-2f7b-493a-ab0c-c3be0c7db35f'],52,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:52.368,Pass,
,,,,,,,,,,,,0.955372,,,,,,,,,,,ae8b5940-facf-485b-906e-8715f4488ae4,63,,"[80.7, 25.7]",3890284,0,,,,,1.6155425,,Right Foot,,,"[79.5, 52.5]",,Ground Pass,,26.826853,,İlkay Gündoğan,10287.0,,,,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,3,Borussia Dortmund,180,['57fddf1c-dad7-46c9-bac0-c2bac0157bbd'],57,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:57.665,Pass,
,,,,,,,,,,,,2.018367,,,,,,,,,,,136811b1-06ee-4109-b427-463e86599bef,66,,"[80.9, 39.4]",3890284,1,,,,,-1.7590178,,Right Foot,,,"[77.7, 22.6]",,Ground Pass,,17.102047,,Mats Hummels,5572.0,,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Right Center Midfield,3,Borussia Dortmund,180,['443c3809-3e80-4e4e-aae7-c59c5a1c7e63'],3,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:03.260,Pass,
,,,,,,,,,,,,1.852301,,,,,,,,,,,5862b273-70a7-4e78-b247-34497c90274d,69,,"[76.0, 24.4]",3890284,1,,,,,0.72957385,,Right Foot,,,"[111.9, 56.5]",,High Pass,,48.15828,Incomplete,Marco Reus,5559.0,,,,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,3,Borussia Dortmund,180,"['20724cc6-6ed5-4d78-a2bb-9b113f986aa0', 'c49dfd06-9cb8-48a6-9c8b-27cb8c1c12a6']",6,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:06.431,Pass,
,,,,,,,,,,,,1.74531,,,,,,,,,,,709350e4-1b2a-48d5-b037-f21ca3e2cd12,73,,"[82.0, 60.0]",3890284,1,,,,,1.0202014,,Right Foot,,,"[91.7, 75.8]",,Low Pass,,18.539957,,Matthias Ginter,8808.0,,,,,,Recovery,1,Regular Play,Marco Reus,5559.0,Right Wing,3,Borussia Dortmund,180,"['870fb4c7-a164-4ef3-9145-5104e00c18cf', 'bfc67d29-e0b9-4ac2-b650-e91d258d8787']",11,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:11.251,Pass,True
,,,,,,,,,,,,1.439611,,,,,,,,,,,beca0bb1-e276-4c61-a520-b62a923b6ac6,76,,"[91.7, 75.8]",3890284,1,,,,,-2.744884,,Right Foot,,,"[76.9, 69.6]",,Ground Pass,,16.046183,,İlkay Gündoğan,10287.0,,,,,,,1,Regular Play,Matthias Ginter,8808.0,Right Back,3,Borussia Dortmund,180,['2ccab8c6-113a-4433-86de-f358618cc5f3'],13,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:13.443,Pass,
,,,,,,,,,,,,1.370178,,,,,,,,,,,563ab956-5db5-422b-87c1-2ee98c193ed0,79,,"[74.5, 68.0]",3890284,1,,,,,0.61340547,,Right Foot,,,"[87.0, 76.8]",,Ground Pass,,15.286922,,Matthias Ginter,8808.0,,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Right Center Midfield,3,Borussia Dortmund,180,['55860755-ed50-4699-9e0f-326bc956cb86'],17,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:17.493,Pass,
,,,,,,,,,,,,1.633342,,,,,,,,,,,1ce8018a-f41f-4968-89e0-854a48fd2a1e,82,,"[87.2, 76.4]",3890284,1,,,,,-2.9060476,,Right Foot,,,"[72.2, 72.8]",,Ground Pass,,15.425952,,İlkay Gündoğan,10287.0,,,,,,,1,Regular Play,Matthias Ginter,8808.0,Right Back,3,Borussia Dortmund,180,['d9b0b144-29dd-4ccb-bd6b-aa811d6ad622'],19,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:19.702,Pass,
,,,,,,,,,,,,0.807001,,,,,,,,,,,884dd27b-864d-45a4-a42f-7fc92038adba,85,,"[72.2, 74.2]",3890284,1,,,,,-1.4972451,,Right Foot,,,"[73.6, 55.2]",,Ground Pass,,19.05151,,Julian Weigl,8816.0,,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Right Center Midfield,3,Borussia Dortmund,180,['174adc35-4e66-4eb8-8797-0e38529581e8'],21,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:21.799,Pass,
,,,,,,,,,,,,0.649699,,,,,,,,,,,5cc68e4e-6c65-4cad-800a-3193e3af17d3,88,,"[74.7, 61.1]",3890284,1,,,,,2.4095788,,Right Foot,,,"[67.8, 67.3]",,Ground Pass,,9.276314,,İlkay Gündoğan,10287.0,,,,,,,1,Regular Play,Julian Weigl,8816.0,Center Defensive Midfield,3,Borussia Dortmund,180,['a7bbc59e-8ad4-4456-b86c-05df9b40ee7e'],23,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:23.804,Pass,
,,,,,,,,,,,,1.787352,,,,,,,,,,,d657f8d9-d8fe-4070-bf13-c985a4f3f413,91,,"[67.8, 66.0]",3890284,1,,,,,-1.6652772,,Left Foot,,,"[64.0, 25.9]",,Ground Pass,,40.279648,,Mats Hummels,5572.0,,,True,,,,1,Regular Play,İlkay Gündoğan,10287.0,Right Center Midfield,3,Borussia Dortmund,180,['dfe3e74f-37dc-4c26-a03a-ad8f332c2455'],25,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:25.826,Pass,
,,,,,,,,,,,,1.003725,,,,,,,,,,,e0c1565e-5840-41be-a5c7-034d7acda305,94,,"[77.1, 27.9]",3890284,1,,,,,1.8680762,,Left Foot,,,"[71.8, 45.2]",,Ground Pass,,18.093645,,Julian Weigl,8816.0,,,,,,,1,Regular Play,Mats Hummels,5572.0,Left Center Back,3,Borussia Dortmund,180,['cc8711e1-7383-4039-b562-f368aec8eda8'],31,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:31.533,Pass,
,,,,,,,,,,,,1.86495,,,,,,,,,,,ac1d1f7c-5390-4f63-8c64-1fc4f8528649,97,,"[71.6, 46.3]",3890284,1,,,,,-1.2412279,,Right Foot,,,"[86.0, 4.2]",,Ground Pass,,44.494606,,Marcel Schmelzer,11458.0,,,True,,,,1,Regular Play,Julian Weigl,8816.0,Center Defensive Midfield,3,Borussia Dortmund,180,['35e7fbae-8746-435d-bfba-cb504c9a4aea'],33,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:33.897,Pass,
,,,,,,,,,,,,0.981649,,,,,,,,,,,f31634ef-b143-4d0c-a96f-4c800aa4b186,101,,"[87.2, 4.4]",3890284,1,,,,,2.1453407,,Left Foot,,,"[76.0, 21.7]",,Ground Pass,,20.608978,,Shinji Kagawa,5684.0,,,,,,,1,Regular Play,Marcel Schmelzer,11458.0,Left Back,3,Borussia Dortmund,180,['b5235678-7828-4f58-990c-04534c7ebb4f'],36,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:36.877,Pass,
,,,,,,,,,,,,3.994761,,,,,,,,,,,505878d7-300d-47c9-9752-3f58892654c0,104,,"[74.5, 23.9]",3890284,1,,,,,0.8148335,,Right Foot,,,"[119.0, 71.1]",,High Pass,,64.86979,,Matthias Ginter,8808.0,,,True,,,,1,Regular Play,Shinji Kagawa,5684.0,Left Center Midfield,3,Borussia Dortmund,180,['7f3e7b50-4ba4-4cde-b03f-7fe336b6cabe'],38,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:38.955,Pass,
,,,,,,,,,,,,1.121232,,,,,,,,,,,72028976-d8d4-47d1-ad59-f4f5386b1cd4,107,,"[7.0, 36.1]",3890284,2,,True,,,-1.0972481,,Right Foot,,,"[17.3, 16.0]",,Ground Pass,,22.585394,,John Anthony Brooks,12327.0,,,,,,Goal Kick,1,From Goal Kick,Thomas Kraft,17313.0,Goalkeeper,4,Hertha Berlin,173,['ac51072a-0452-4783-9ed9-c26834c461e7'],6,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:06.694,Pass,
,,,,,,,,,,,,2.653334,,,,,,,,,,,4959eeb2-7e1b-42a6-9597-fcde5ac49268,109,,"[19.7, 18.5]",3890284,2,,,,,1.5562444,,Left Foot,,,"[20.4, 66.6]",,Ground Pass,,48.105095,,Sebastian Langkamp,8580.0,,,True,,,,1,From Goal Kick,John Anthony Brooks,12327.0,Left Center Back,4,Hertha Berlin,173,['e7f9874f-02d6-4c2e-a37c-1816e47c363f'],9,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:09.424,Pass,
,,,,,,,,,,,,2.053607,,,,,,,,,,,589499b6-cf2a-4f18-ad75-974e9236b5da,113,,"[34.8, 62.3]",3890284,2,,,,,-0.27589664,,Right Foot,,,"[73.3, 51.4]",,High Pass,,40.01325,Incomplete,Genki Haraguchi,5697.0,,,,,,,1,From Goal Kick,Sebastian Langkamp,8580.0,Right Center Back,4,Hertha Berlin,173,"['51a79a22-8dea-4565-8f7a-d0a7da5ff009', '9037c465-1f6b-413b-b5ff-d6ca4d16bf84', '95e27b10-ef0e-4e14-9c3c-be2cf654a1d0']",17,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:02:17.336,Pass,True
,,,,,,,,,,,,1.867225,,,,,,,,,,,c00f496a-e7ff-426c-a824-d3f6ca335a14,119,,"[31.2, 60.3]",3890284,2,,,,,-2.4920433,,Left Foot,,,"[7.5, 42.3]",,Ground Pass,,29.760544,,Roman Bürki,8225.0,,,,,,,1,Regular Play,Matthias Ginter,8808.0,Right Back,5,Borussia Dortmund,180,['625ce9fb-cf77-4a9e-836f-5ec0216649c3'],24,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:24.072,Pass,
,,,,,,,,,,,,1.634004,,,,,,,,,,,2a808955-bbbe-4971-a124-5bdf2ebe8d34,122,,"[7.7, 44.1]",3890284,2,,,,,-0.90952396,,Right Foot,,,"[31.2, 13.9]",,Ground Pass,,38.26604,,Mats Hummels,5572.0,,,,,,,1,Regular Play,Roman Bürki,8225.0,Goalkeeper,5,Borussia Dortmund,180,['ed0767c3-4aca-4f60-bfb3-251b057a707e'],27,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:27.354,Pass,
