50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.138134,,,,,,,,,,,,,7ba29032-fdb3-4015-b614-447c1cea1c5c,21,,"[77.8, 55.8]",3890323,0,,,,1.9390622,,Right Foot,,"[70.7, 74.2]",,Ground Pass,,19.722322,,,Julian Korb,8545.0,,,,,,1,From Kick Off,Lars Edi Stindl,8806.0,Right Center Forward,2,Borussia Mönchengladbach,185,"['4a271973-290f-4785-b0f2-6665e3b154d1', 'fa839da6-1b92-44fa-9e71-134c75f1f043']",8,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:08.482,Pass,True
,,,,,,,,,,,,,,,,,,,0.706377,,,,,,,,,,,,,edd48b46-736d-44da-80a9-0c0883f66450,24,,"[70.7, 74.2]",3890323,0,,,,0.26356387,,Right Foot,,"[77.0, 75.9]",,Ground Pass,,6.5253353,,,Ibrahima Traoré,11285.0,,,,,,1,From Kick Off,Julian Korb,8545.0,Right Back,2,Borussia Mönchengladbach,185,['e7ba8056-899e-4316-b0c3-6acfaa2ce62c'],10,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:10.166,Pass,
,,,,,,,,,,,,,,,,,,,0.598093,,,,,,,,,,,,,e277b48c-b9a3-4459-a0eb-31ffe43a29f5,26,,"[77.0, 75.9]",3890323,0,,,,-0.83571535,,Left Foot,,"[83.6, 68.6]",,Ground Pass,,9.84124,,,Lars Edi Stindl,8806.0,,,,,,1,From Kick Off,Ibrahima Traoré,11285.0,Right Midfield,2,Borussia Mönchengladbach,185,['8cd712be-ce43-439c-8432-02b003a08ed9'],10,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:10.873,Pass,
,,,,,,,,,,,,,,,,,,,0.640513,,,,,,,,,,,,,27a9db38-7fe8-41bc-a819-8f67b0058bdc,30,,"[83.8, 69.8]",3890323,0,,,,-1.9195673,,Right Foot,,"[82.6, 66.5]",,Ground Pass,,3.51141,,,Ibrahima Traoré,11285.0,,,,,,1,From Kick Off,Lars Edi Stindl,8806.0,Right Center Forward,2,Borussia Mönchengladbach,185,"['52ccdd48-151f-4e87-8c6a-376e9492d564', 'ff8c1487-43cf-4ea9-b57f-c0d8ade7a26f']",12,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:12.490,Pass,True
,,,,,,,,,,,,,,,,,,,0.588151,,,,,,,,,,,,,8f24d3e4-c365-4263-9266-4e8d3e666605,34,,"[82.9, 66.0]",3890323,0,,,,-0.75747246,,Left Foot,,"[92.1, 57.3]",,Ground Pass,,12.662148,,,Raffael Caetano de Araújo,8810.0,,,,,,1,From Kick Off,Ibrahima Traoré,11285.0,Right Midfield,2,Borussia Mönchengladbach,185,['62cdc9b5-86c4-4def-af29-c77ea7ca9d18'],13,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:13.419,Pass,
,,,,,,,,,,,,,,,,,,,0.671054,,,,,,,,,,,,,4616d4e9-1f13-4032-a33a-ee583f707493,37,,"[92.1, 57.3]",3890323,0,,,,1.4801364,,Left Foot,,"[92.8, 65.0]",,Ground Pass,,7.731753,Incomplete,,Lars Edi Stindl,8806.0,,,,,,1,From Kick Off,Raffael Caetano de Araújo,8810.0,Left Center Forward,2,Borussia Mönchengladbach,185,"['4a355ada-e9f8-43da-a56f-c5b1eaac3414', 'f82c7fbd-6a31-4a58-906e-cf81282ab9a5']",14,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:14.016,Pass,
,,,,,,,,,,,,,,,,,,,0.874618,,,,,,,,,,,,,53861205-4437-438c-ab78-45926d3f36c6,46,,"[110.5, 75.7]",3890323,0,,,,-2.2579205,,Right Foot,,"[107.3, 71.8]",,Ground Pass,,5.0447993,,,Lars Edi Stindl,8806.0,,,,,,1,From Kick Off,Raffael Caetano de Araújo,8810.0,Left Center Forward,2,Borussia Mönchengladbach,185,['5e00f026-a230-4ad9-8250-a918d2dbea0d'],19,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:19.288,Pass,
,,,,,,,,,,,,,,,,,,,0.617104,,,,,,,,,,,,,d15e0aac-a05e-4dbd-8439-2469bced574a,49,,"[107.3, 71.8]",3890323,0,,,,2.1146288,,Right Foot,,"[104.7, 76.1]",,Ground Pass,,5.0249376,,,Ibrahima Traoré,11285.0,,,,,,1,From Kick Off,Lars Edi Stindl,8806.0,Right Center Forward,2,Borussia Mönchengladbach,185,['7ee81667-0f9d-4596-92a2-d05b633452f8'],20,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:20.382,Pass,
,,,,,,,,,,,,,,,,,,,0.590267,,,,,,,,,,,,,0431f0fb-a2be-48ee-9f16-e30254bc2580,52,,"[104.7, 76.1]",3890323,0,,,,-1.3258177,,Left Foot,,"[107.3, 65.7]",,Ground Pass,,10.720075,,,Julian Korb,8545.0,,,,,,1,From Kick Off,Ibrahima Traoré,11285.0,Right Midfield,2,Borussia Mönchengladbach,185,['7f48f021-9386-4753-9781-00c7813001cf'],21,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:21.079,Pass,
,,,,,,,,,,,,,,,,,,,1.292798,,,,,,,,,,,,,f9c18ed1-7790-4c48-a613-6dae7967e650,55,,"[107.3, 65.7]",3890323,0,,,,2.6030853,,Right Foot,,"[99.6, 70.3]",,Ground Pass,,8.969393,,,Ibrahima Traoré,11285.0,,,,,,1,From Kick Off,Julian Korb,8545.0,Right Back,2,Borussia Mönchengladbach,185,['d2674e00-f5ae-4ffe-b4ad-e2c9fdfcdaa9'],21,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:21.724,Pass,
,,,,,,,,,,,,,,,,,,,1.457513,,,,,,,,,,,,,233c13e7-7775-48fd-b55f-a5151b348e81,62,,"[92.5, 66.0]",3890323,0,,,,-2.417521,,Left Foot,,"[80.4, 55.3]",,Ground Pass,,16.1524,,,Granit Xhaka,3500.0,,,,,,1,From Kick Off,Ibrahima Traoré,11285.0,Right Midfield,2,Borussia Mönchengladbach,185,['c4eecc20-b44c-45f2-8b42-ce3ab5b27e74'],24,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:24.656,Pass,
,,,,,,,,,,,,,,,,,,,2.132758,,,,,,,,,,,,,3dd5efe0-98e3-4914-a500-03fcb819d01f,66,,"[80.7, 51.0]",3890323,0,,,,-1.8377289,,Left Foot,,"[70.5, 13.7]",,Ground Pass,,38.6695,,,Álvaro Domínguez Soto,26677.0,,,,,,1,From Kick Off,Granit Xhaka,3500.0,Left Defensive Midfield,2,Borussia Mönchengladbach,185,"['672b6777-3092-4ac1-9b3a-9791346de0b7', '81eaa496-d0c5-4c2e-91f4-24031b39efe3']",27,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:27.190,Pass,True
,,,,,,,,,,,,,,,,,,,1.42025,,,,,,,,,,,,,63f4899d-3c40-401f-89f7-6381e101027e,74,,"[97.1, 4.9]",3890323,1,,,,1.1008197,,Right Foot,True,"[113.1, 36.4]",,High Pass,,35.33058,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Raffael Caetano de Araújo,8810.0,Left Center Forward,3,Borussia Mönchengladbach,185,['c0316bc9-f0f4-44d5-91a2-4fc56dd3419c'],13,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:13.441,Pass,
,,,,,,,,,,,,,,,,,,,1.497744,,,,,,,,,,,,,a64ca87c-31e6-4164-bda4-8549a142112f,78,,"[8.2, 44.6]",3890323,1,True,,,-1.4935311,,Right Foot,,"[10.6, 13.6]",,Ground Pass,,31.092764,,,Timm Klose,9461.0,,,,,Free Kick,1,From Free Kick,Diego Orlando Benaglio,4600.0,Goalkeeper,4,Wolfsburg,179,['93329be4-b49a-4555-979c-590d9728564a'],31,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:31.233,Pass,
,,,,,,,,,,,,,,,,,,,1.493617,,,,,,,,,,,,,3d8eb69c-8352-4cee-81f2-425ebb816957,80,,"[10.6, 13.6]",3890323,1,True,,,-0.4636476,,Right Foot,,"[28.0, 4.9]",,Ground Pass,,19.45379,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,1,From Free Kick,Timm Klose,9461.0,Left Center Back,4,Wolfsburg,179,['7387fee7-3f9d-421f-a39e-6c660712a8d2'],32,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:32.730,Pass,
,,,,,,,,,,,,,,,,,,,1.269743,,,,,,,,,,,,,144fd0bf-32be-4caf-8f91-fc5443b728a2,86,,"[20.8, 4.9]",3890323,1,,,,-0.025968187,,Left Foot,,"[28.5, 4.7]",,Ground Pass,,7.702597,,,Max Kruse,8386.0,,,,,Recovery,1,From Free Kick,Ricardo Iván Rodríguez Araya,5544.0,Left Back,4,Wolfsburg,179,"['57671339-2a0f-4f88-929d-3a3e09a7234f', 'b8478a87-f7df-4d72-ba6d-e150ad06f60b']",38,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:38.107,Pass,True
,,,,,,,,,,,,,,,,,,,1.702913,,,,,,,,,,,,,05ef9cbe-861a-4118-bfaf-93b463dd46fb,89,,"[28.5, 4.7]",3890323,1,,,,1.6480615,,Right Foot,,"[27.3, 20.2]",,Ground Pass,,15.546382,Incomplete,,Timm Klose,9461.0,,,,,,1,From Free Kick,Max Kruse,8386.0,Left Center Midfield,4,Wolfsburg,179,"['522b065e-3f10-48ab-bd14-e6041cce3050', '70884afd-4c84-4050-a953-e364e014c658', 'f7a20936-d36d-4b44-a5a2-27bc82e22d24']",39,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:39.377,Pass,True
,,,,,,,,,,,,,,,,,,,0.163587,,,,,,,,,,,,,70884afd-4c84-4050-a953-e364e014c658,91,,"[92.8, 59.9]",3890323,1,,,,-0.25825223,,Left Foot,,"[98.1, 58.5]",,Ground Pass,,5.481788,Incomplete,,Raffael Caetano de Araújo,8810.0,,,,,Recovery,1,From Free Kick,Lars Edi Stindl,8806.0,Right Center Forward,4,Wolfsburg,179,"['05ef9cbe-861a-4118-bfaf-93b463dd46fb', '25f701e1-40c3-4702-896c-3583b491b90a', 'd45a52b6-6d7d-4c5a-819b-1252128182fa']",41,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:41.080,Pass,
,,,,,,,,,,,,,,,,,,,1.070753,,,,,,,,,,,,,11de05ca-a277-409a-a935-3dab8e6bb24c,97,,"[45.0, 13.4]",3890323,1,,,,-0.9434881,,Right Foot,,"[50.8, 5.4]",,Ground Pass,,9.881295,,,Max Kruse,8386.0,,,,,,1,From Free Kick,André Schürrle,10281.0,Center Forward,4,Wolfsburg,179,"['6cd5227d-3e5e-45b5-8319-2524883656c3', 'f5c6b952-b809-472d-ade6-971f17e98e90']",45,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:45.039,Pass,True
,,,,,,,,,,,,,,,,,,,0.237839,,,,,,,,,,,,,3e179849-674c-4fd3-8422-51f9225609fd,101,,"[43.8, 4.0]",3890323,1,,,,2.4023156,,Right Foot,,"[40.4, 7.1]",,Ground Pass,,4.6010866,Incomplete,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,1,From Free Kick,Max Kruse,8386.0,Left Center Midfield,4,Wolfsburg,179,"['762ab07c-0630-4ce3-90d0-6e0d91531a0c', 'a817796a-4fc4-4f37-8ba3-8c15fd62dd9b']",47,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:47.823,Pass,
,,,,,,,,,,,,,,,,,,,2.144608,,,,,,,,,,,,,55917a12-dccb-48ed-84ce-aeea5f2a702a,104,,"[36.5, 0.1]",3890323,1,True,,,2.343643,,,,"[24.7, 12.2]",,Low Pass,,16.901184,,,Timm Klose,9461.0,,,,,Throw-in,1,From Throw In,Ricardo Iván Rodríguez Araya,5544.0,Left Back,5,Wolfsburg,179,['2b532011-a368-4e5c-a90f-32601c955133'],55,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:55.706,Pass,
,,,,,,,,,,,,,,,,,,,1.745413,,,,,,,,,,,,,4d859640-997c-49bf-bc2c-8ef5b5086b44,106,,"[23.0, 15.8]",3890323,1,,,,1.275092,,Right Foot,,"[36.8, 61.1]",,Ground Pass,,47.35536,,,Ronaldo Aparecido Rodrigues,8516.0,,True,,,,1,From Throw In,Timm Klose,9461.0,Left Center Back,5,Wolfsburg,179,['ecd22073-4637-49d3-b6fd-7b2a19f68ed7'],59,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:59.448,Pass,
,,,,,,,,,,,,,,,,,,,2.530062,,,,,,,,,,,,,67fd7a3d-5aee-4118-a54c-09769012fe6a,110,,"[36.8, 61.1]",3890323,2,,,,-2.4314086,,Right Foot,,"[10.4, 38.4]",,Ground Pass,,34.81738,,,Diego Orlando Benaglio,4600.0,,,,,,1,From Throw In,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,5,Wolfsburg,179,"['303873ee-4503-4182-9f35-272f0fd3df2b', '34d4cbd9-19ab-430a-b55b-d4b3f55a3312']",1,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:01.370,Pass,True
,,,,,,,,,,,,,,,,,,,2.255684,,,,,,,,,,,,,a7389689-f1d0-41cd-ad3e-d343728659c2,113,,"[11.6, 47.1]",3890323,2,,,,0.91252834,,Right Foot,,"[34.8, 77.1]",,Ground Pass,,37.924133,,,Sebastian Jung,24919.0,,,,,,1,From Throw In,Diego Orlando Benaglio,4600.0,Goalkeeper,5,Wolfsburg,179,['9a0a6343-a6c9-4057-96b3-a04ec2d47598'],5,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:05.851,Pass,
,,,,,,,,,,,,,,,,,,,1.173727,,,,,,,,,,,,,765b868e-a1d1-4fbb-aa43-78a757a0a557,116,,"[35.1, 76.6]",3890323,2,,,,-0.5880026,,Right Foot,,"[43.8, 70.8]",,Ground Pass,,10.456099,,,Josuha Guilavogui,8230.0,,,,,,1,From Throw In,Sebastian Jung,24919.0,Right Back,5,Wolfsburg,179,['5590feb6-3b4d-48af-9bbd-1fae53c18562'],8,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:08.562,Pass,
,,,,,,,,,,,,,,,,,,,1.154442,,,,,,,,,,,,,4870c718-7de7-4323-beb4-3a61161b43bb,118,,"[43.8, 70.8]",3890323,2,,,,0.58511245,,Right Foot,,"[51.8, 76.1]",,Ground Pass,,9.596354,,,Daniel Caligiuri,8521.0,,,,,,1,From Throw In,Josuha Guilavogui,8230.0,Center Defensive Midfield,5,Wolfsburg,179,['96e23be7-b560-4344-b857-0c7cb10f04f1'],9,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:09.735,Pass,
,,,,,,,,,,,,,,,,,,,0.220796,,,,,,,,,,,,,b8044197-0b47-47fa-a8b6-f09aff0f5a1b,122,,"[46.5, 79.5]",3890323,2,,,,-0.39234015,,Right Foot,,"[49.4, 78.3]",,Ground Pass,,3.138471,Incomplete,,Maximilian Arnold,8235.0,,,,,,1,From Throw In,Daniel Caligiuri,8521.0,Right Midfield,5,Wolfsburg,179,"['76dd3891-7465-4809-9230-0025bb810f16', 'd81e56ff-ee2e-4865-a113-4a15ab09aac9', 'f370627c-c304-4cb1-9e3b-5b1f4c39a132']",11,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:11.938,Pass,True
,,,,,,,,,,,,,,,,,,,2.649505,,,,,,,,,,,,,3593e975-0116-4bae-a841-666d41707102,125,,"[49.8, 80.0]",3890323,2,True,,,-0.2866984,,,,"[100.0, 65.2]",,High Pass,,52.33622,Incomplete,,André Schürrle,10281.0,,,,,Throw-in,1,From Throw In,Sebastian Jung,24919.0,Right Back,6,Wolfsburg,179,"['191d6f4c-920c-4bad-9f4d-31d8c5bd5d47', '870164d7-17b5-4ed9-b445-755c363081f5']",19,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:19.502,Pass,
,,,,,,,,,,,,,,,,,,,1.807986,,,,,,,,,,,,,fb8fec27-6aa1-4a18-b843-ad3a614aa68a,130,,"[4.9, 6.9]",3890323,2,,,,-0.19796278,,Left Foot,,"[38.8, 0.1]",,High Pass,,34.57528,Out,,Fabian Johnson,11283.0,,,,,,1,From Throw In,Andreas Christensen,3959.0,Right Center Back,6,Wolfsburg,179,"['814a5e23-7cb9-4f1d-80b3-aabf57542791', 'a24f0fd0-fd5a-41e9-9bbd-5b79af1dd93d']",24,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:02:24.943,Pass,True
,,,,,,,,,,,,,,,,,,,1.102275,,,,,,,,,,,,,00352ac8-18a8-46da-975f-0acbf3d8f99f,132,,"[84.5, 80.0]",3890323,2,,,,-1.7048196,,,,"[83.3, 71.1]",,Low Pass,,8.980535,,,Max Kruse,8386.0,,,,,Throw-in,1,From Throw In,Sebastian Jung,24919.0,Right Back,7,Wolfsburg,179,['8e3e6644-f883-49ee-93ab-5bf1e7d3f5ea'],34,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:34.714,Pass,
,,,,,,,,,,,,,,,,,,,1.087819,,,,,,,,,,,,,143ec7ca-7c23-4dea-b170-8aa8b15688f2,135,,"[83.3, 71.1]",3890323,2,,,,1.6991196,,Left Foot,,"[82.5, 77.3]",,High Pass,,6.2514,,,Sebastian Jung,24919.0,,,,,,1,From Throw In,Max Kruse,8386.0,Left Center Midfield,7,Wolfsburg,179,['569384b1-29cc-4c10-9264-16e029a3c8db'],35,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:35.837,Pass,
