50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.721672,,,,,,,,,,,,,3c21a670-0239-4965-8b56-f6f985ad6cbc,30,,"[70.9, 67.4]",3890261,0,,,,2.288812,,Right Foot,,,"[63.3, 76.1]",,Ground Pass,,11.552056,,,Tony Jantschke,12320.0,,,,,,1,From Kick Off,Granit Xhaka,3500.0,Left Defensive Midfield,2,Borussia Mönchengladbach,185,['727024d9-7469-4954-bf21-c3f3b0a12d86'],13,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:13.693,Pass,
,,,,,,,,,,,,,,,,,,0.541378,,,,,,,,,,,,,9f2a8283-25e2-468d-82bd-7728ea470cff,33,,"[63.3, 75.9]",3890261,0,,,,-0.9953717,,Right Foot,,,"[68.1, 68.5]",,Ground Pass,,8.820431,,,Raffael Caetano de Araújo,8810.0,,,,,,1,From Kick Off,Tony Jantschke,12320.0,Right Back,2,Borussia Mönchengladbach,185,['54cbaf33-3791-41df-99e8-b85d2cd7af81'],14,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:14.494,Pass,
,,,,,,,,,,,,,,,,,,0.748886,,,,,,,,,,,,,7245fe16-020c-442f-8990-54e30737b438,37,,"[64.3, 67.3]",3890261,0,,,,-2.4929502,,Right Foot,,,"[58.1, 62.6]",,Ground Pass,,7.7801027,,,Granit Xhaka,3500.0,,,,,,1,From Kick Off,Raffael Caetano de Araújo,8810.0,Right Center Forward,2,Borussia Mönchengladbach,185,['06c9f45b-7fa7-42e3-8220-6e7d3963280b'],16,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:16.135,Pass,
,,,,,,,,,,,,,,,,,,3.703372,,,,,,,,,,,,,11f2b213-a141-4bb8-9fe2-92833e42cbf1,41,,"[58.4, 63.1]",3890261,0,,,,-2.6769278,,Left Foot,,,"[19.1, 43.4]",,Ground Pass,,43.96112,,,Yann Sommer,5550.0,,,,,,1,From Kick Off,Granit Xhaka,3500.0,Left Defensive Midfield,2,Borussia Mönchengladbach,185,['0ebe48a3-1bfd-4270-ad9a-edc21cdfe70c'],17,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:17.500,Pass,
,,,,,,,,,,,,,,,,,,2.783977,,,,,,,,,,,,,1dca85c7-563e-4329-9a8a-1da111ef64da,45,,"[17.9, 40.8]",3890261,0,,,,-1.2112019,,Left Foot,,,"[32.9, 0.9]",,High Pass,,42.6264,Out,,Oscar Wendt,8809.0,,,,,,1,From Kick Off,Yann Sommer,5550.0,Goalkeeper,2,Borussia Mönchengladbach,185,['dc3b5e19-a979-4aa6-8f24-92bf8f6be1d2'],23,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:23.091,Pass,
,,,,,,,,,,,,,,,,,,0.998712,,,,,,,,,,,,,5e4e7422-11b9-486a-82b6-525cedf74ff0,47,,"[85.6, 80.0]",3890261,0,,,,-1.0605874,,,,,"[91.7, 69.1]",,Low Pass,,12.490797,,,Pierre-Emerick Aubameyang,3712.0,,,,,Throw-in,1,From Throw In,Marco Reus,5559.0,Right Wing,3,Borussia Dortmund,180,['10cd1662-357a-4fef-a03c-c019826c5a4b'],30,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:30.748,Pass,
,,,,,,,,,,,,,,,,,,1.277065,,,,,,,,,,,,,53f6053a-faf0-41c3-b3ce-bb66905b3b86,51,,"[92.4, 69.0]",3890261,0,,,,-2.119074,,Right Foot,,,"[83.3, 54.1]",,High Pass,,17.459095,,,İlkay Gündoğan,10287.0,,,,,,1,From Throw In,Pierre-Emerick Aubameyang,3712.0,Center Forward,3,Borussia Dortmund,180,"['3539a541-6d75-4ab6-b0b4-39b62d41666c', 'fb6df166-a537-4df2-9695-f4f25e62302a']",32,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:32.218,Pass,True
,,,,,,,,,,,,,,,,,,1.512308,,,,,,,,,,,,,2f224c7b-f038-4216-99d0-f63578f256fb,54,,"[84.4, 54.4]",3890261,0,,,,-2.410686,,Right Foot,,,"[75.7, 46.6]",,High Pass,,11.684606,,,Julian Weigl,8816.0,,,,,,1,From Throw In,İlkay Gündoğan,10287.0,Right Defensive Midfield,3,Borussia Dortmund,180,['89a361e6-b996-4bff-8653-7be951a5b306'],33,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:33.812,Pass,
,,,,,,,,,,,,,,,,,,1.64282,,,,,,,,,,,,,412fd413-b4e1-4258-875b-2ed35b884270,58,,"[76.1, 32.4]",3890261,0,,,,-1.7257931,,Right Foot,,,"[72.1, 6.8]",,Ground Pass,,25.910616,,,Marcel Schmelzer,11458.0,,,,,,1,From Throw In,Julian Weigl,8816.0,Left Defensive Midfield,3,Borussia Dortmund,180,['6e17bcce-a6c0-4365-a186-d39a0ce9bee0'],36,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:36.363,Pass,
,,,,,,,,,,,,,,,,,,1.243754,,,,,,,,,,,,,95676dc7-9ca8-42d9-9a82-72e9795a08ac,61,,"[81.8, 7.5]",3890261,0,,,,-0.27562943,,Left Foot,,,"[91.7, 4.7]",,Ground Pass,,10.288342,,,Henrikh Mkhitaryan,3275.0,,,,,,1,From Throw In,Marcel Schmelzer,11458.0,Left Back,3,Borussia Dortmund,180,['069e1b24-fbc0-4c14-bdf6-5077d5c3caae'],39,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:39.830,Pass,
,,,,,,,,,,,,,,,,,,1.794595,,,,,,,,,,,,,b57ccc91-5f22-4934-84af-7744d531efcb,64,,"[90.6, 3.6]",3890261,0,,,,-3.0977612,,Right Foot,,,"[79.2, 3.1]",,Ground Pass,,11.410959,,,Marcel Schmelzer,11458.0,,,,,,1,From Throw In,Henrikh Mkhitaryan,3275.0,Left Wing,3,Borussia Dortmund,180,['882b604c-4d66-4c69-9806-1504fbd2d8cd'],42,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:42.025,Pass,
,,,,,,,,,,,,,,,,,,1.387989,,,,,,,,,,,,,cea13579-56b3-4b7a-b693-22e84f83f3f3,68,,"[74.7, 5.0]",3890261,0,,,,2.4290268,,Left Foot,,,"[62.2, 15.8]",,Ground Pass,,16.519382,,,Mats Hummels,5572.0,,,,,,1,From Throw In,Marcel Schmelzer,11458.0,Left Back,3,Borussia Dortmund,180,"['44b995da-b7b4-40bb-8050-a1a13c9b3eb5', 'c1eb703f-1a94-43a7-bfbf-10cdd07e1730']",44,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:44.540,Pass,True
,,,,,,,,,,,,,,,,,,1.80998,,,,,,,,,,,,,091cdcd2-57bc-4ba4-a0ba-cc0e74defde0,71,,"[64.1, 18.9]",3890261,0,,,,0.1541349,,Right Foot,,,"[99.5, 24.4]",,High Pass,,35.82471,Pass Offside,,Pierre-Emerick Aubameyang,3712.0,,,Through Ball,True,,1,From Throw In,Mats Hummels,5572.0,Left Center Back,3,Borussia Dortmund,180,['83a39eb2-1b1b-4415-9086-898b67db060d'],47,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:47.219,Pass,
,,,,,,,,,,,,,,,,,,0.329936,,,,,,,,,,,,,236a18bb-b814-436d-879e-211677815bbf,73,,"[13.4, 46.0]",3890261,0,True,,,-1.1484689,,Right Foot,,,"[20.5, 30.2]",,Ground Pass,,17.32195,,,Andreas Christensen,3959.0,,,,,Free Kick,1,From Free Kick,Yann Sommer,5550.0,Goalkeeper,4,Borussia Mönchengladbach,185,['7abdd9c9-36ae-4f86-9a4d-34287131b891'],54,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:54.787,Pass,
,,,,,,,,,,,,,,,,,,1.072671,,,,,,,,,,,,,560b8445-c488-470e-9a15-b28077a171b7,75,,"[23.1, 31.4]",3890261,0,,,,0.84593016,,Right Foot,,,"[35.5, 45.4]",,Ground Pass,,18.701872,,,Granit Xhaka,3500.0,,,,,,1,From Free Kick,Andreas Christensen,3959.0,Left Center Back,4,Borussia Mönchengladbach,185,['c13c4e69-9e65-44c6-8893-88f01b5a6bfd'],55,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:55.368,Pass,
,,,,,,,,,,,,,,,,,,0.873973,,,,,,,,,,,,,636a1aed-e2f0-4f86-8ea7-056d4f219ef6,78,,"[34.5, 45.6]",3890261,0,,,,-1.97149,,Left Foot,,,"[28.4, 31.2]",,Ground Pass,,15.638734,,,Andreas Christensen,3959.0,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,4,Borussia Mönchengladbach,185,['cacc9c55-f0e1-493b-938a-061cb94d8515'],57,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:57.065,Pass,
,,,,,,,,,,,,,,,,,,1.166018,,,,,,,,,,,,,9dd905cc-1e70-4f44-8edc-8e919bb22b97,81,,"[34.0, 29.3]",3890261,0,,,,-0.9396045,,Right Foot,,,"[50.3, 7.0]",,Ground Pass,,27.622093,,,Oscar Wendt,8809.0,,,,,,1,From Free Kick,Andreas Christensen,3959.0,Left Center Back,4,Borussia Mönchengladbach,185,['389fb8d3-0eb3-47cd-9165-947643d4247a'],58,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:58.915,Pass,
,,,,,,,,,,,,,,,,,,0.68656,,,,,,,,,,,,,d78c6b84-fba8-4f11-bdce-d1f01b31a138,83,,"[50.1, 7.5]",3890261,1,True,,,1.5139471,,Left Foot,,,"[50.8, 19.8]",,Ground Pass,,12.319902,,,Fabian Johnson,11283.0,,,,,,1,From Free Kick,Oscar Wendt,8809.0,Left Back,4,Borussia Mönchengladbach,185,['b47705c6-f218-4991-a6c3-9d5aa9c205b0'],0,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:00.081,Pass,
,,,,,,,,,,,,,,,,,,0.438254,,,,,,,,,,,,,4ab44473-661c-42d3-9da5-4ef9a0454b3e,85,,"[55.8, 20.8]",3890261,1,True,,,-2.444202,,Right Foot,,,"[48.4, 14.6]",,Ground Pass,,9.654015,,,Oscar Wendt,8809.0,,,,,,1,From Free Kick,Fabian Johnson,11283.0,Left Midfield,4,Borussia Mönchengladbach,185,['f9a8deea-5b10-4375-8f6c-fc499eef4e6a'],1,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:01.118,Pass,
,,,,,,,,,,,,,,,,,,1.644013,,,,,,,,,,,,,2764f81d-71e3-45e5-a9f7-cbbf3a433468,88,,"[49.4, 14.3]",3890261,1,,,,2.7367008,,Left Foot,,,"[27.7, 23.6]",,Ground Pass,,23.608896,,,Andreas Christensen,3959.0,,,,,,1,From Free Kick,Oscar Wendt,8809.0,Left Back,4,Borussia Mönchengladbach,185,"['90641c9c-16ce-4c64-8aaa-0f977c904d40', 'fea5f009-2783-445a-bb71-452fa1906ec5']",2,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:02.235,Pass,True
,,,,,,,,,,,,,,,,,,1.846446,,,,,,,,,,,,,9c28c0ce-a2ed-4747-978d-dce97fb3ea5e,91,,"[27.2, 24.1]",3890261,1,,,,1.7984856,,Right Foot,,,"[19.6, 56.9]",,Ground Pass,,33.668976,,,Marvin Schulz,29245.0,,,,,,1,From Free Kick,Andreas Christensen,3959.0,Left Center Back,4,Borussia Mönchengladbach,185,['2d9b4077-fafb-48b3-9659-eac871a540a9'],5,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:05.487,Pass,
,,,,,,,,,,,,,,,,,,0.918177,,,,,,,,,,,,,c95b6247-3406-4d99-9025-1613aa2b13f4,94,,"[26.5, 61.2]",3890261,1,,,,-0.47594208,,Right Foot,,,"[36.2, 56.2]",,Ground Pass,,10.912836,,,Granit Xhaka,3500.0,,,,,,1,From Free Kick,Marvin Schulz,29245.0,Right Center Back,4,Borussia Mönchengladbach,185,['32f14a40-3238-4789-8885-9206cb973f0d'],9,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:09.855,Pass,
,,,,,,,,,,,,,,,,,,0.78863,,,,,,,,,,,,,92450979-b568-4ebb-8681-1b5c6ec08e07,97,,"[36.2, 56.2]",3890261,1,,,,1.9409672,,Left Foot,,,"[33.6, 62.9]",,Ground Pass,,7.1867933,,,Marvin Schulz,29245.0,,,,,,1,From Free Kick,Granit Xhaka,3500.0,Left Defensive Midfield,4,Borussia Mönchengladbach,185,['9857d098-a614-43b6-81f7-46cdf1d09fb5'],11,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:11.721,Pass,
,,,,,,,,,,,,,,,,,,1.492396,,,,,,,,,,,,,5e0c3264-3312-49ce-9d4a-8c917b2c7b02,99,,"[33.8, 62.9]",3890261,1,,,,0.10022175,,Right Foot,,,"[51.7, 64.7]",,Ground Pass,,17.990274,Incomplete,,Raffael Caetano de Araújo,8810.0,,,,,,1,From Free Kick,Marvin Schulz,29245.0,Right Center Back,4,Borussia Mönchengladbach,185,"['6230a495-d18f-4772-bcee-786744b9f001', 'f6962231-ec5d-4798-aff4-be03f82aa272']",12,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:12.509,Pass,
,,,,,,,,,,,,,,,,,,0.99625,,,,,,,,,,,,,608eff77-5561-4480-851c-f6b2a6a862ee,104,,"[67.6, 16.8]",3890261,1,,,,1.6207547,,Right Foot,,,"[66.5, 38.8]",,Ground Pass,,22.027483,,,İlkay Gündoğan,10287.0,,,,,,1,Regular Play,Julian Weigl,8816.0,Left Defensive Midfield,5,Borussia Dortmund,180,"['32a15c49-57f4-48b6-bebf-eaf66fb34d49', '89335b38-387f-4c0d-acb7-ec7d25c1f05b']",15,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:15.330,Pass,True
,,,,,,,,,,,,,,,,,,1.103936,,,,,,,,,,,,,b3399562-461f-410f-a4d8-641a00671e92,107,,"[76.1, 35.3]",3890261,1,,,,-0.6202495,,Right Foot,,,"[90.8, 24.8]",,Ground Pass,,18.064882,,,Shinji Kagawa,5684.0,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Right Defensive Midfield,5,Borussia Dortmund,180,['0246d8c7-0a3f-402a-847f-c489acd433b7'],17,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:17.656,Pass,
,,,,,,,,,,,,,,,,,,0.598483,,,,,,,,,,,,,072816de-f99e-40db-8065-b31aa03ba61f,115,,"[20.5, 54.6]",3890261,1,,,,-0.36933365,,Right Foot,,,"[29.8, 51.0]",,Ground Pass,,9.972462,,,Granit Xhaka,3500.0,,,,,,1,Regular Play,Marvin Schulz,29245.0,Right Center Back,6,Borussia Mönchengladbach,185,['b5d6cfe2-c8f3-49d2-bb52-47c0501c542e'],21,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:21.550,Pass,
,,,,,,,,,,,,,,,,,,2.487803,,,,,,,,,,,,,50a26e1a-ddfe-409d-8a6c-4fea95c4ad3a,118,,"[29.7, 51.0]",3890261,1,,,,-2.9003522,,Left Foot,,,"[4.5, 44.8]",,Ground Pass,,25.951492,,,Yann Sommer,5550.0,,,,,,1,Regular Play,Granit Xhaka,3500.0,Left Defensive Midfield,6,Borussia Mönchengladbach,185,"['987ecc41-1288-429a-9176-aaff35f9d03d', 'f215a122-15a2-410e-9d7f-9a9eb531a3fd']",22,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:22.149,Pass,True
,,,,,,,,,,,,,,,,,,2.963237,,,,,,,,,,,,,e0643b72-89cd-458b-a8bb-34af1c6b52c6,122,,"[4.5, 39.4]",3890261,1,,,,-0.54616654,,Left Foot,,,"[50.4, 11.5]",,High Pass,,53.714245,Incomplete,,Fabian Johnson,11283.0,,,,,,1,Regular Play,Yann Sommer,5550.0,Goalkeeper,6,Borussia Mönchengladbach,185,"['0fe70390-2c57-46cb-858c-28ffc045c674', '940d84b9-266d-4b1c-9ad8-84caef3669e7']",26,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:01:26.247,Pass,
,,,,,,,,,,,,,,,,,,0.042461,,,,,,,,,,,,,0fe70390-2c57-46cb-858c-28ffc045c674,124,,"[69.7, 68.6]",3890261,1,,,True,-2.6779451,,,,,"[68.3, 67.9]",,High Pass,,1.5652475,Incomplete,,,,,,,,Recovery,1,Regular Play,Łukasz Piszczek,5658.0,Right Back,6,Borussia Mönchengladbach,185,"['3f2350ce-bf37-4f39-a238-e229dae2b699', 'e0643b72-89cd-458b-a8bb-34af1c6b52c6', 'fa686847-0ac0-4d80-9c59-5a5fa16b6244']",29,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:29.210,Pass,True
,,,,,,,,,,,,,,,,,,1.389016,,,,,,,,,,,,,82f6f0ae-919b-4615-b68c-f8f19f15d547,127,,"[63.2, 80.0]",3890261,1,,,,-1.3286775,,,,,"[69.3, 55.3]",,Low Pass,,25.442091,,,İlkay Gündoğan,10287.0,,,,,Throw-in,1,From Throw In,Łukasz Piszczek,5658.0,Right Back,7,Borussia Dortmund,180,['6500f112-e6e9-4885-9415-e647c560a079'],36,,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:36.377,Pass,
