50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.851456,,,,,,,,,,,,,6cade1fb-7855-4f0f-bedf-3a57f4908562,19,,"[13.8, 25.8]",3890476,0,,,,,1.3762097,,Right Foot,,,,"[19.2, 53.2]",,Ground Pass,,27.927048,,,,Daniel Schwaab,8270.0,,,,,,,1,From Throw In,Georg Niedermeier,40470.0,Left Center Back,3,VfB Stuttgart,174,"['6e49e047-1a4e-458d-b564-9efd809a6fd2', 'edd2323c-67a9-4546-bf32-a0b8e715cfe9']",21,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:21.262,Pass,True
,,,,,,,,,,,,,,,1.495588,,,,,,,,,,,,,eddac45f-41d9-46ac-97c5-e11d6e7ff19e,22,,"[19.2, 55.3]",3890476,0,,,,,-2.4697392,,Right Foot,,,,"[6.5, 45.2]",,Ground Pass,,16.226522,,,,Przemysław Tytoń,9082.0,,,,,,,1,From Throw In,Daniel Schwaab,8270.0,Right Center Back,3,VfB Stuttgart,174,['f8e3526a-2893-4022-a43e-7c3f1bb09a38'],23,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:23.474,Pass,
,,,,,,,,,,,,,,,4.025136,,,,,,,,,,,,,7db2fee7-8b79-4e54-896d-3813fc789650,25,,"[6.6, 46.3]",3890476,0,,,,,0.39668816,,Right Foot,,,,"[62.7, 69.8]",,High Pass,,60.823185,,Incomplete,,Lukas Rupp,11395.0,,,,,,,1,From Throw In,Przemysław Tytoń,9082.0,Goalkeeper,3,VfB Stuttgart,174,"['7a46935a-ea53-4051-8477-473567fe7be7', 'e0b0efd0-2291-43fd-976d-14824d9122a6']",25,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:25.192,Pass,
,,,,,,,,,,,,,,,1.222942,,,,,,,,,,,,,e0b0efd0-2291-43fd-976d-14824d9122a6,27,,"[57.4, 10.3]",3890476,0,,,,,0.7531513,,Right Foot,,,,"[67.0, 19.3]",,Low Pass,,13.159027,,,,Eugen Polanski,8404.0,,,,,,Interception,1,From Throw In,Jeremy Toljan,8392.0,Left Wing Back,3,VfB Stuttgart,174,"['7db2fee7-8b79-4e54-896d-3813fc789650', 'a3d2ea0e-1c73-47a0-9730-50bce20b890c']",29,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:29.217,Pass,
,,,,,,,,,,,,,,,0.903437,,,,,,,,,,,,,0f774300-7ab1-4ca5-9581-fedc8643a6d5,31,,"[58.3, 19.0]",3890476,0,,,,,0.18638279,,Left Foot,,,,"[75.8, 22.3]",,Ground Pass,,17.808426,,Incomplete,,Kevin Volland,8215.0,,,,,,,1,From Throw In,Eugen Polanski,8404.0,Center Defensive Midfield,3,VfB Stuttgart,174,"['71967b8e-46c1-4260-8f07-c4f187cb9a3f', '792f19f4-7e5a-4f06-9ae7-7efeae29e27f', 'b53dd60e-a8d2-41c2-b22e-df6547b72444']",31,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:31.276,Pass,True
,,,,,,,,,,,,,,,0.913557,,,,,,,,,,,,,9af3c7ee-cc3a-4cfd-a80d-b4ad4e94d348,35,,"[43.6, 58.6]",3890476,0,,,,,0.51603407,,Right Foot,,,,"[54.0, 64.5]",,Ground Pass,,11.957006,,,,Lukas Rupp,11395.0,,,,,,,1,From Throw In,Daniel Schwaab,8270.0,Right Center Back,3,VfB Stuttgart,174,['09a6e4ed-1173-4ef4-a3e1-16b3ac5e7d81'],33,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:33.714,Pass,
,,,,,,,,,,,,,,,1.626737,,,,,,,,,,,,,ae2a7620-ea57-4c0b-b1ac-91f44f7e36e7,37,,"[54.0, 65.1]",3890476,0,,,,,2.6620734,,Right Foot,,,,"[39.0, 72.9]",,Ground Pass,,16.906803,,,,Kevin Großkreutz,20665.0,,,,,,,1,From Throw In,Lukas Rupp,11395.0,Right Midfield,3,VfB Stuttgart,174,['2b58a3e8-c9e6-483d-bb8e-31642705550a'],34,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:34.627,Pass,
,,,,,,,,,,,,,,,2.876697,,,,,,,,,,,,,44e2679f-1ca6-4b7b-b219-5cc9c9550b36,40,,"[39.4, 76.2]",3890476,0,,,,,-2.6068287,,Left Foot,,,,"[10.7, 59.2]",,Ground Pass,,33.35701,,,,Przemysław Tytoń,9082.0,,,,,,,1,From Throw In,Kevin Großkreutz,20665.0,Right Back,3,VfB Stuttgart,174,['dc535cfe-5e46-44c8-924f-e3d4d3ea226e'],36,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:36.749,Pass,
,,,,,,,,,,,,,,,3.609002,,,,,,,,,,,,,38763b0c-f3c8-47c5-8ad9-72ecd9902418,42,,"[10.5, 57.8]",3890476,0,,,,,0.06912048,,Right Foot,,,,"[62.5, 61.4]",,High Pass,,52.124466,,,,Artem Kravets,27639.0,,,,,,,1,From Throw In,Przemysław Tytoń,9082.0,Goalkeeper,3,VfB Stuttgart,174,['ce3c5b0a-a52c-4a8b-a00b-4ffc3659ccae'],39,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:39.625,Pass,
,,,,,,,,,,,,,,,1.257886,,,,,,,,,,,,,bdbc65c5-326a-4387-bd3a-37e7f16df8fe,45,,"[62.7, 61.8]",3890476,0,,,,True,-2.6552217,,,,,,"[54.0, 57.2]",,Low Pass,,9.84124,,,,Christian Gentner,8959.0,,,,,,,1,From Throw In,Artem Kravets,27639.0,Center Forward,3,VfB Stuttgart,174,"['a3139d8a-d96e-4786-9c2b-29f9c8e5d903', 'f480618b-7d78-4de3-857f-fd99739ddb8a']",43,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:43.234,Pass,True
,,,,,,,,,,,,,,,1.653658,,,,,,,,,,,,,2ddffa07-7fba-401b-a8ab-63e78c986a3c,48,,"[50.0, 49.4]",3890476,0,,,,,-1.5707964,,Left Foot,,,,"[50.0, 24.2]",,Ground Pass,,25.2,,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,,1,From Throw In,Christian Gentner,8959.0,Right Center Midfield,3,VfB Stuttgart,174,['afa20678-a4d9-433c-a090-f70e989e529e'],46,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:46.084,Pass,
,,,,,,,,,,,,,,,1.474135,,,,,,,,,,,,,24cf0bee-3549-408f-ab16-65e786539e91,51,,"[61.8, 20.6]",3890476,0,,,,,-0.86536664,,Left Foot,,,,"[75.0, 5.1]",,Ground Pass,,20.359028,,,,Filip Kostić,5591.0,,,,,,,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,3,VfB Stuttgart,174,['2a59f508-f37e-420c-b99d-e90ff4aa814f'],49,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:49.274,Pass,
,,,,,,,,,,,,,,,0.864174,,,,,,,,,,,,,7376e984-b26c-439c-9e63-6b290ac67cc6,54,,"[92.1, 2.1]",3890476,0,,,,,-0.05594157,,Left Foot,,,,"[104.6, 1.4]",,Ground Pass,,12.519585,,,,Daniel Didavi,8243.0,,,,,,,1,From Throw In,Filip Kostić,5591.0,Left Midfield,3,VfB Stuttgart,174,['7b4ec554-0419-4f8c-a6ce-b6c84cd22d5b'],54,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:54.978,Pass,
,,,,,,,,,,,,,,,1.678106,,,,,,,,,,,,,2df3c58b-65bd-4d68-874e-30d5619e1b9a,58,,"[108.1, 2.1]",3890476,0,,,,,1.4906574,,Left Foot,True,,,"[111.2, 40.7]",,High Pass,,38.72428,,Incomplete,,Filip Kostić,5591.0,,,,,,,1,From Throw In,Daniel Didavi,8243.0,Left Center Midfield,3,VfB Stuttgart,174,"['0d71a662-2088-4b20-ad9d-7ab765375b61', '4252a0bc-acbd-4921-bd87-625161cdc2da', '458b4ecf-2795-4815-b4c4-8f86dcd0b8d2']",57,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:57.411,Pass,True
,,,,,,,,,,,,,,,2.479521,,,,,,,,,,,,,8526956d-4a57-4ec3-957f-7146671e7625,64,,"[15.5, 39.4]",3890476,1,,,,,-1.7153506,,Right Foot,,,,"[13.2, 23.6]",,Ground Pass,,15.966528,,,,Jeremy Toljan,8392.0,,,,,,,1,Regular Play,Nadiem Amiri,8403.0,Left Center Midfield,4,Hoffenheim,175,"['42799df6-e0bd-435c-a5f8-00a0eb661509', '73ac2094-3b49-4363-a5de-12b164d03867']",2,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:02.102,Pass,True
,,,,,,,,,,,,,,,2.148339,,,,,,,,,,,,,d408e604-a113-4e91-b04c-c88a9c070eb8,67,,"[14.1, 22.3]",3890476,1,,,,,-0.55294293,,Left Foot,,,,"[44.4, 3.6]",,Ground Pass,,35.6059,,Unknown,,Kevin Volland,8215.0,,,,,,,1,Regular Play,Jeremy Toljan,8392.0,Left Wing Back,4,Hoffenheim,175,['335bb03f-e20d-4dfb-b27f-35f9a6407336'],5,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:05.033,Pass,
,,,,,,,,,,,,,,,1.485466,,,,,,,,,,,,,93689d73-31b1-4acc-ace4-2dc70efcb815,73,,"[45.6, 4.2]",3890476,1,,,,,2.2367656,,Right Foot,,,,"[34.6, 18.2]",,Ground Pass,,17.804493,,,,Ermin Bičakčić,9396.0,,,,,,Free Kick,1,From Free Kick,Jeremy Toljan,8392.0,Left Wing Back,5,Hoffenheim,175,['71399be8-06f2-4203-a976-86775a8004c7'],18,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:18.249,Pass,
,,,,,,,,,,,,,,,2.227171,,,,,,,,,,,,,0e875339-63e8-499b-8cd9-13f813faebb0,76,,"[30.4, 19.4]",3890476,1,,,,,1.2463932,,Right Foot,,,,"[41.8, 53.3]",,Ground Pass,,35.765488,,,,Fabian Lukas Schär,5537.0,,,,,,,1,From Free Kick,Ermin Bičakčić,9396.0,Left Center Back,5,Hoffenheim,175,['1a5c85e7-0045-4a1e-ab77-00f7399e55f2'],20,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:20.739,Pass,
,,,,,,,,,,,,,,,1.605718,,,,,,,,,,,,,c0a4b384-9fc6-42dd-908d-2541bfff1b97,79,,"[45.1, 54.3]",3890476,1,,,,,-2.9304993,,Right Foot,,,,"[33.9, 51.9]",,Ground Pass,,11.454257,,,,Niklas Süle,6322.0,,,,,,,1,From Free Kick,Fabian Lukas Schär,5537.0,Right Center Back,5,Hoffenheim,175,['95c0f052-457a-4fed-b1b2-e7523ee35fc1'],23,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:23.030,Pass,
,,,,,,,,,,,,,,,1.779982,,,,,,,,,,,,,81c1d6e7-46d6-4327-8a8d-b6a2e45b7cc1,82,,"[36.5, 48.4]",3890476,1,,,,,-1.2564714,,Right Foot,,,,"[44.4, 24.1]",,Ground Pass,,25.551908,,,,Ermin Bičakčić,9396.0,,,,,,,1,From Free Kick,Niklas Süle,6322.0,Center Back,5,Hoffenheim,175,['76a38888-b080-4b90-9ef7-ccf19f5d80d7'],26,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:26.295,Pass,
,,,,,,,,,,,,,,,0.823146,,,,,,,,,,,,,857862b2-d3f7-4b5e-9603-86b2f398f3e2,86,,"[64.2, 16.1]",3890476,1,,,,,0.2551824,,Left Foot,,,,"[82.6, 20.9]",,High Pass,,19.015783,,Incomplete,,Nadiem Amiri,8403.0,,,,,,,1,From Free Kick,Ermin Bičakčić,9396.0,Left Center Back,5,Hoffenheim,175,"['33506d50-18ed-4a0d-8311-0ee389bc2fef', '62358f22-499a-4b6c-81c5-390955335a91', '9044ac8c-1c3d-49ae-beeb-0c0c5bbef190']",31,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:31.397,Pass,True
,,,,,,,,,,,,,,,4.839261,,,,,,,,,,,,,33506d50-18ed-4a0d-8311-0ee389bc2fef,88,,"[37.5, 59.2]",3890476,1,,,,,0.14244711,,Head,,,,"[88.4, 66.5]",,High Pass,,51.420815,,Incomplete,,Artem Kravets,27639.0,,,,,,Recovery,1,From Free Kick,Daniel Schwaab,8270.0,Right Center Back,5,Hoffenheim,175,"['857862b2-d3f7-4b5e-9603-86b2f398f3e2', 'ba584def-4d7e-4881-8232-362b056567c8', 'ec72db19-4edb-4548-a9c5-3b63e5c84977']",32,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:32.220,Pass,
,,,,,,,,,,,,,,,1.926489,,,,,,,,,,,,,1b9367eb-f7a7-4d0a-acb2-46f1ebf9484f,92,,"[29.8, 20.9]",3890476,1,,,,,1.2160907,,Right Foot,,,,"[39.8, 47.9]",,Ground Pass,,28.79236,,,,Eugen Polanski,8404.0,,,,,,,1,From Free Kick,Niklas Süle,6322.0,Center Back,5,Hoffenheim,175,['2cdedf55-05ce-493d-bae0-52d4d1f1132d'],39,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:39.249,Pass,
,,,,,,,,,,,,,,,1.552173,,,,,,,,,,,,,2ea3d0dc-b4e8-44dc-8ce9-f10bd1b9aba7,95,,"[47.1, 52.6]",3890476,1,,,,,1.2627436,,Left Foot,,,,"[52.7, 70.2]",,Ground Pass,,18.469435,,,,Fabian Lukas Schär,5537.0,,,,,,,1,From Free Kick,Eugen Polanski,8404.0,Center Defensive Midfield,5,Hoffenheim,175,['655919e1-32d8-4be8-ba45-2131e0a21141'],43,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:43.132,Pass,
,,,,,,,,,,,,,,,1.059247,,,,,,,,,,,,,537e81dd-980b-4a2d-8997-336d555c2ec8,98,,"[55.7, 71.0]",3890476,1,,,,,-0.005235554,,Right Foot,,,,"[74.8, 70.9]",,Ground Pass,,19.100262,,,,Jiloan Hamad,30847.0,,,,,,,1,From Free Kick,Fabian Lukas Schär,5537.0,Right Center Back,5,Hoffenheim,175,['9b5c54d2-9795-4b28-a9ba-92a22a39a684'],46,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:46.162,Pass,
,,,,,,,,,,,,,,,1.496971,,,,,,,,,,,,,3c382d5a-20c1-4e85-a22a-680671b997bd,101,,"[75.1, 70.3]",3890476,1,,,,,2.968665,,Right Foot,,,,"[52.2, 74.3]",,Ground Pass,,23.24672,,,,Fabian Lukas Schär,5537.0,,,,,,,1,From Free Kick,Jiloan Hamad,30847.0,Right Center Midfield,5,Hoffenheim,175,['c4134e59-9dd5-4a16-b1e5-b56b8d27e53d'],47,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:47.296,Pass,
,,,,,,,,,,,,,,,1.682677,,,,,,,,,,,,,0e934acd-9213-4324-a125-aaa9394f249f,105,,"[53.6, 71.7]",3890476,1,,,,,-1.9085572,,Right Foot,,,,"[46.4, 51.2]",,Ground Pass,,21.727633,,,,Niklas Süle,6322.0,,,,,,,1,From Free Kick,Fabian Lukas Schär,5537.0,Right Center Back,5,Hoffenheim,175,['43c70d47-b451-409b-9821-5b2680a50df8'],51,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:51.477,Pass,
,,,,,,,,,,,,,,,1.316338,,,,,,,,,,,,,8995581a-06b3-4af3-8142-484e0f9c64bc,108,,"[50.1, 47.9]",3890476,1,,,,,0.4919625,,Right Foot,,,,"[68.2, 57.6]",,Ground Pass,,20.535336,,,,Jiloan Hamad,30847.0,,,,,,,1,From Free Kick,Niklas Süle,6322.0,Center Back,5,Hoffenheim,175,['3bbbd28c-2003-4a84-b944-a13b340a1f3a'],55,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:55.622,Pass,
,,,,,,,,,,,,,,,2.039906,,,,,,,,,,,,,42801238-67ec-418f-9e41-e5ef3d43006e,111,,"[68.9, 55.5]",3890476,1,,,,,2.1005867,,Right Foot,,,,"[58.3, 73.6]",,Ground Pass,,20.975462,,,,Fabian Lukas Schär,5537.0,,,,,,,1,From Free Kick,Jiloan Hamad,30847.0,Right Center Midfield,5,Hoffenheim,175,['989de3bf-6278-4424-b3a1-c55b64353fea'],57,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:57.129,Pass,
,,,,,,,,,,,,,,,0.895127,,,,,,,,,,,,,f0b2c167-94ae-4858-9e20-ea29278fd728,114,,"[64.9, 71.7]",3890476,2,,,,,-0.5089917,,Right Foot,,,,"[87.3, 59.2]",,Ground Pass,,25.651705,,,,Mark Uth,8387.0,,,,,,,1,From Free Kick,Fabian Lukas Schär,5537.0,Right Center Back,5,Hoffenheim,175,['da5829bb-189e-4e7f-83c4-6a737738115f'],0,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:00.978,Pass,
,,,,,,,,,,,,,,,1.784411,,,,,,,,,,,,,049c81a9-0b12-428f-ba5d-5c15983d3663,121,,"[37.5, 15.9]",3890476,2,,,,,-0.6320658,,Right Foot,,,,"[50.2, 6.6]",,Ground Pass,,15.741029,,,,Daniel Didavi,8243.0,,,,,,,1,Regular Play,Georg Niedermeier,40470.0,Left Center Back,6,VfB Stuttgart,174,"['a71f480b-c067-439f-ab5b-ca32b6b5926c', 'ca6a6fd7-d3d1-4b80-b884-c6d6459cb160']",4,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:04.771,Pass,True
