50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8d27cf60-8ead-49f1-a9b0-ebda9f96945b,1,,,3890450,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8814, 'name': 'Nico Elvedi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 5632, 'name': 'Thorgan Hazard'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Borussia Mönchengladbach,185,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f1ddeac3-ba23-44fe-98b0-bfd896aaff44,2,,,3890450,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9459, 'name': 'Paweł Olkowski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 7993, 'name': 'Filip Mladenović'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 13}, {'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 31}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,18b9847b-0b35-459b-a710-91077f64bacc,3,,,3890450,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,['42ff3718-e399-4264-ac22-58d77de4329a'],0,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,42ff3718-e399-4264-ac22-58d77de4329a,4,,,3890450,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Borussia Mönchengladbach,185,['18b9847b-0b35-459b-a710-91077f64bacc'],0,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4ecf7614-96b3-4691-8521-19638e10be38,1952,,,3890450,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,FC Köln,186,['e5f83257-0bb6-4445-a250-abe49106e76e'],0,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e5f83257-0bb6-4445-a250-abe49106e76e,1953,,,3890450,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,FC Köln,186,['4ecf7614-96b3-4691-8521-19638e10be38'],0,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.707807,,,,,,,,,,,,,248aaf14-aea0-41cc-b5c6-e06a512e26fe,5,,"[61.0, 40.1]",3890450,0,,,,,1.6313283,,Right Foot,,,,"[60.8, 43.4]",,Ground Pass,,3.306055,,,,Yannick Gerhardt,8231.0,,,,Kick Off,1,From Kick Off,Anthony Modeste,23486.0,Center Forward,2,FC Köln,186,['3267e628-db37-48ca-94d3-f6538ce74d20'],0,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.299,Pass,
,,,,,,,,,,,,,,,,,0.630505,,,,,,,,,,,,,6628dc84-ba5a-4ea4-9c3a-8c4fd8391c2c,8,,"[60.8, 44.3]",3890450,0,,,,,-3.0806925,,Left Foot,,,,"[52.6, 43.8]",,Ground Pass,,8.21523,,,,Matthias Lehmann,8827.0,,,,,1,From Kick Off,Yannick Gerhardt,8231.0,Center Attacking Midfield,2,FC Köln,186,['ca6f8725-970f-4a12-b189-e0b8cc63db8d'],1,,,,,,,,,,,,,,,,,FC Köln,186,00:00:01.822,Pass,
,,,,,,,,,,,,,,,,,1.484225,,,,,,,,,,,,,ebdd9a19-e188-4912-8464-e5f0ffc74a31,12,,"[50.5, 43.5]",3890450,0,,,,,2.5485075,,Right Foot,,,,"[32.4, 55.7]",,Ground Pass,,21.827734,,,,Dominik Maroh,11286.0,,,,,1,From Kick Off,Matthias Lehmann,8827.0,Right Defensive Midfield,2,FC Köln,186,"['1947e0c8-4fec-4b13-83fb-c85fb82dbb75', '378b9d30-3fd4-4f7f-b93e-7a3f72f4048e']",3,,,,,,,,,,,,,,,,,FC Köln,186,00:00:03.218,Pass,True
,,,,,,,,,,,,,,,,,3.324793,,,,,,,,,,,,,ed773b1d-93f9-4d84-9efa-1989695e26e1,15,,"[32.4, 55.7]",3890450,0,,,,,-2.4811013,,Right Foot,,,,"[7.3, 36.2]",,Ground Pass,,31.784588,,,,Timo Horn,8821.0,,,,,1,From Kick Off,Dominik Maroh,11286.0,Right Center Back,2,FC Köln,186,['05de4da6-e9b1-47c7-9276-3c6c74f78bbe'],5,,,,,,,,,,,,,,,,,FC Köln,186,00:00:05.548,Pass,
