50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9635d050-5f03-4653-8a8a-a2d082c46380,1,,,,3890558,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8561, 'name': 'Fabian Frei'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 11278, 'name': 'Karim Onisiwo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 8817, 'name': 'Jhon Andrés Córdoba Copete'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,97caeb6a-dc31-4595-ae22-acbe36f716c9,2,,,,3890558,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 9721, 'name': 'Valentin Stocker'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,588730e5-c962-4d87-bc37-79ee5ebe2196,3,,,,3890558,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['7e2cc3f4-886e-4f7c-b363-e7e214e89ace'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7e2cc3f4-886e-4f7c-b363-e7e214e89ace,4,,,,3890558,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['588730e5-c962-4d87-bc37-79ee5ebe2196'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,070d388f-7176-4071-a5f1-0a42c3f6ba1a,1891,,,,3890558,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Hertha Berlin,173,['32ab8f7a-62ba-4b6e-98d6-38421f5d932f'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,32ab8f7a-62ba-4b6e-98d6-38421f5d932f,1892,,,,3890558,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Hertha Berlin,173,['070d388f-7176-4071-a5f1-0a42c3f6ba1a'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.544659,,,,,,,,,,,,,848184c0-718f-41b5-bc12-12acef7ab459,5,,,"[60.0, 40.0]",3890558,0,,,,,-1.1562895,,Right Foot,,,"[61.1, 37.5]",Ground Pass,2.7313,,,,,Yunus Mallı,8679.0,,,,,Kick Off,1,From Kick Off,Jhon Andrés Córdoba Copete,8817.0,Center Forward,2,FSV Mainz 05,177,['9ebe6d17-2d0f-4cb2-8861-9c8912d19511'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.611,Pass,
,,,,,,,,,,,,,,,,,,,2.573394,,,,,,,,,,,,,e4fcfcf4-175c-4919-8204-90eac6f2d593,8,,,"[59.5, 38.3]",3890558,0,,,,,2.6940727,,Right Foot,,,"[37.0, 49.1]",Ground Pass,24.957764,,,,,Stefan Bell,8559.0,,,,,,1,From Kick Off,Yunus Mallı,8679.0,Center Attacking Midfield,2,FSV Mainz 05,177,['b8a0a7f1-40df-41d8-8c33-82299b800021'],1,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:01.866,Pass,
,,,,,,,,,,,,,,,,,,,1.681905,,,,,,,,,,,,,ec3da53e-5968-4f10-bb03-124586074e55,10,,,"[37.0, 49.1]",3890558,0,,,,,-1.6647946,,Right Foot,,,"[34.2, 19.4]",Ground Pass,29.831694,,,,,Niko Bungert,13319.0,,,,,,1,From Kick Off,Stefan Bell,8559.0,Right Center Back,2,FSV Mainz 05,177,['cadc6ad9-7454-40ee-a52c-4bea4eb0951d'],4,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:04.439,Pass,
,,,,,,,,,,,,,,,,,,,1.797171,,,,,,,,,,,,,e65c935a-6e0b-4fd7-9ebf-0e439515fca0,13,,,"[30.7, 18.7]",3890558,0,,,,,1.3994647,,Right Foot,,,"[37.5, 58.0]",Ground Pass,39.883957,,,,,Stefan Bell,8559.0,,,,,,1,From Kick Off,Niko Bungert,13319.0,Left Center Back,2,FSV Mainz 05,177,['2f31cc50-c743-407e-8c74-dee74903376d'],8,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:08.592,Pass,
