50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.666487,,,,,,,,,,,c66c94fd-6875-4041-a3c7-2b66130c1e26,2637,,"[112.7, 60.9]",3890428,60,,,,-1.3467727,4c89b5e0-0969-4e65-b150-16d476efaa97,Right Foot,True,,"[116.3, 45.1]",,Ground Pass,,16.204937,,,Robert Lewandowski,5668.0,True,,,,,2,From Goal Kick,Philipp Lahm,19295.0,Right Back,123,Bayern Munich,169,['9722132e-2d8d-4379-a39e-0529f19057ce'],24,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:15:24.809,Pass,
,,,,,,,,,,,,,,,,,2.565208,,,,,,,,,,,4fe22164-f833-4216-98f5-fbb8aa5ec1d6,2643,,"[12.0, 38.2]",3890428,60,True,,,0.5443922,,Drop Kick,,,"[63.7, 69.5]",,High Pass,,60.436577,,,Eduardo Jesús Vargas Rojas,27317.0,,,,,,2,From Keeper,Oliver Baumann,8393.0,Goalkeeper,125,Hoffenheim,175,['2c323a9e-20c7-45ed-83ff-bdd65a43b733'],45,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:15:45.258,Pass,
,,,,,,,,,,,,,,,,,1.333735,,,,,,,,,,,d06f5a79-295f-453f-8c68-1b2903c85b73,2645,,"[63.7, 69.5]",3890428,60,,,,-0.6067672,,Right Foot,,,"[72.2, 63.6]",,Ground Pass,,10.34698,,,Jonathan Schmid,8311.0,,,,,,2,From Keeper,Eduardo Jesús Vargas Rojas,27317.0,Left Wing,125,Hoffenheim,175,['bd2148c2-8f12-4694-8760-74bfc0f33e70'],48,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:15:48.014,Pass,
,,,,,,,,,,,,,,,,,1.209256,,,,,,,,,,,4f74d460-b8c6-423d-b677-a461426c16f7,2649,,"[64.3, 62.9]",3890428,60,,,,-2.9605,,Right Foot,,,"[50.1, 60.3]",,Ground Pass,,14.436066,,,Ermin Bičakčić,9396.0,,,,,,2,From Keeper,Jonathan Schmid,8311.0,Right Wing,125,Hoffenheim,175,['631bca18-c5b9-402e-b650-7b1d2f2e313b'],51,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:15:51.578,Pass,
,,,,,,,,,,,,,,,,,0.829274,,,,,,,,,,,5d93394a-4712-4fa5-aee2-6acde9acfa63,2651,,"[50.1, 59.9]",3890428,60,,,,-1.1770982,,Right Foot,,,"[55.5, 46.9]",,Ground Pass,,14.076932,,,Tobias Strobl,12321.0,,,,,,2,From Keeper,Ermin Bičakčić,9396.0,Right Center Back,125,Hoffenheim,175,['986b5ad4-8fa8-4887-8bf0-0b50897a6b17'],52,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:15:52.787,Pass,
,,,,,,,,,,,,,,,,,1.102861,,,,,,,,,,,1d2d97ff-592c-41c6-9f2f-271209969e41,2654,,"[54.3, 42.0]",3890428,60,,,,-2.318238,,Right Foot,,,"[46.7, 33.8]",,Ground Pass,,11.18034,,,Niklas Süle,6322.0,,,,,,2,From Keeper,Tobias Strobl,12321.0,Left Defensive Midfield,125,Hoffenheim,175,['219064da-4266-48de-bc98-caa65b7a1357'],55,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:15:55.040,Pass,
,,,,,,,,,,,,,,,,,2.719296,,,,,,,,,,,eaa46d5f-8568-4daf-bdd7-145e2c87662a,2658,,"[45.3, 44.1]",3890428,60,,,,-3.130482,,Right Foot,,,"[18.3, 43.8]",,Ground Pass,,27.001667,,,Oliver Baumann,8393.0,,,,,,2,From Keeper,Niklas Süle,6322.0,Left Center Back,125,Hoffenheim,175,['1e2ad46b-232d-478b-9b1a-6dc0543c763a'],57,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:15:57.541,Pass,
,,,,,,,,,,,,,,,,,4.10411,,,,,,,,,,,fff5f517-dd96-46ed-af70-a5337260b843,2661,,"[22.5, 47.4]",3890428,61,,,,0.5696476,,Right Foot,,,"[73.4, 80.0]",,High Pass,,60.444767,Out,,Eduardo Jesús Vargas Rojas,27317.0,,,,,,2,From Keeper,Oliver Baumann,8393.0,Goalkeeper,125,Hoffenheim,175,['85e94c55-a51a-412d-8267-35145b76e8fc'],2,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:16:02.077,Pass,
,,,,,,,,,,,,,,,,,1.312111,,,,,,,,,,,fdaff429-e2e8-49cb-a06d-8fed8e4812e5,2665,,"[46.7, 0.1]",3890428,61,,,,0.124354996,,,,,"[64.3, 2.3]",,Low Pass,,17.736967,,,Douglas Costa de Souza,5837.0,,,,,Throw-in,2,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,126,Bayern Munich,169,['61eb3621-0c8d-49f0-8440-9461fa05b6dd'],46,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:16:46.093,Pass,
,,,,,,,,,,,,,,,,,0.692606,,,,,,,,,,,fcbe34e8-0eec-4048-ab96-a3c723bd2a63,2669,,"[64.3, 2.3]",3890428,61,,,,3.1415927,,Right Foot,,,"[52.7, 2.3]",,Ground Pass,,11.6,,,David Olatukunbo Alaba,8220.0,,,,,,2,From Throw In,Douglas Costa de Souza,5837.0,Left Midfield,126,Bayern Munich,169,['1ef256c7-d33c-4820-b9b6-b26e521838dd'],48,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:16:48.421,Pass,
,,,,,,,,,,,,,,,,,1.84836,,,,,,,,,,,3ddfc1cc-f25f-49a0-ba34-bfc4a3a5350b,2672,,"[49.4, 1.8]",3890428,61,,,,2.9990258,,Left Foot,,,"[28.5, 4.8]",,Ground Pass,,21.114214,,,Holger Badstuber,9406.0,,,,,,2,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,126,Bayern Munich,169,['99631dfe-b230-44ea-81c0-9c87e4b1b68f'],50,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:16:50.309,Pass,
,,,,,,,,,,,,,,,,,1.830129,,,,,,,,,,,09eda468-b900-4d2b-8fb5-408d1b861aeb,2675,,"[29.4, 4.1]",3890428,61,,,,2.1215146,,Left Foot,,,"[11.1, 33.9]",,Ground Pass,,34.970417,,,Manuel Neuer,5570.0,,,,,,2,From Throw In,Holger Badstuber,9406.0,Left Center Back,126,Bayern Munich,169,['4a3a9df3-7d3f-448b-827d-be6c9b48d2cf'],52,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:16:52.996,Pass,
,,,,,,,,,,,,,,,,,2.259408,,,,,,,,,,,0aadb7e0-ff45-418b-9849-82aee72b417b,2678,,"[6.0, 44.4]",3890428,61,,,,1.1720979,,Right Foot,,,"[16.7, 69.8]",,Ground Pass,,27.561749,,,Joshua Kimmich,5579.0,,,,,,2,From Throw In,Manuel Neuer,5570.0,Goalkeeper,126,Bayern Munich,169,['3fc1b822-7052-4985-b2a5-382df5e486c9'],56,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:16:56.656,Pass,
,,,,,,,,,,,,,,,,,1.053939,,,,,,,,,,,db577a20-637f-41bf-b76e-a829d4564dbf,2681,,"[16.7, 69.8]",3890428,62,,,,0.47459608,,Right Foot,,,"[27.6, 75.4]",,Ground Pass,,12.254387,,,Philipp Lahm,19295.0,,,,,,2,From Throw In,Joshua Kimmich,5579.0,Right Center Back,126,Bayern Munich,169,['edc5c917-a4d2-43ac-9277-60907f0c60cd'],4,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:17:04.738,Pass,
,,,,,,,,,,,,,,,,,1.327618,,,,,,,,,,,6012b5f3-6df3-4482-98f6-661d2166b42c,2684,,"[38.1, 74.4]",3890428,62,,,,-1.7628443,,Right Foot,,,"[29.0, 27.6]",,Ground Pass,,47.676514,,,Holger Badstuber,9406.0,,True,,,,2,From Throw In,Philipp Lahm,19295.0,Right Back,126,Bayern Munich,169,['5e5c0db6-a637-413e-9db1-5d56ac0c4490'],7,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:17:07.296,Pass,
,,,,,,,,,,,,,,,,,0.940081,,,,,,,,,,,2cfc4951-467c-49d1-9fac-e8bcd6a0773d,2687,,"[67.9, 10.7]",3890428,62,,,,-0.646631,,Left Foot,,,"[78.1, 3.0]",,Ground Pass,,12.780063,,,David Olatukunbo Alaba,8220.0,,,,,,2,From Throw In,Holger Badstuber,9406.0,Left Center Back,126,Bayern Munich,169,['ccebdbe1-5881-4b13-80ad-c0fcc84e04ac'],16,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:17:16.233,Pass,
,,,,,,,,,,,,,,,,,0.687812,,,,,,,,,,,7229b3dc-9fb4-4544-89dc-5b37d7ed84eb,2690,,"[85.1, 2.7]",3890428,62,,,,-0.47951928,,Right Foot,,,"[87.6, 1.4]",,Ground Pass,,2.8178005,,,Douglas Costa de Souza,5837.0,,,,,,2,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,126,Bayern Munich,169,['77e986f1-998b-4666-b09f-b618fe440179'],18,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:17:18.954,Pass,
,,,,,,,,,,,,,,,,,0.71865,,,,,,,,,,,733431a3-97bc-4a48-bff9-189c689236b1,2693,,"[93.4, 2.0]",3890428,62,,,,1.3588387,,Left Foot,,,"[95.1, 9.9]",,Ground Pass,,8.080841,,,David Olatukunbo Alaba,8220.0,,,,,,2,From Throw In,Douglas Costa de Souza,5837.0,Left Midfield,126,Bayern Munich,169,['d51cf4a9-cf95-44e0-a2ef-01e4c8cc4147'],21,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:17:21.773,Pass,
,,,,,,,,,,,,,,,,,1.532343,,,,,,,,,,,b3689616-a733-4e9a-ae55-5ac91aabf30b,2696,,"[96.4, 11.4]",3890428,62,,,,-0.7667668,,Right Foot,,,"[104.6, 3.5]",,Ground Pass,,11.386395,,,Douglas Costa de Souza,5837.0,,,,,,2,From Throw In,David Olatukunbo Alaba,8220.0,Left Back,126,Bayern Munich,169,['c00bf997-4502-47dd-9f48-45bac23e344a'],22,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:17:22.929,Pass,
,,,,,,,,,,,,,,,,,1.183066,,,,,,,,,,,1ddc90dd-3328-4bcf-a6db-ecd615d99452,2699,,"[107.6, 3.2]",3890428,62,,,,1.6205636,,Left Foot,,,"[106.3, 29.3]",,High Pass,,26.132355,Incomplete,,Robert Lewandowski,5668.0,,,,,,2,From Throw In,Douglas Costa de Souza,5837.0,Left Midfield,126,Bayern Munich,169,"['06853a9d-1521-4720-9849-b61124e682f9', 'eeb659ea-f05a-4913-897e-5ecd3ac4593a']",24,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:17:24.773,Pass,
,,,,,,,,,,,,,,,,,1.186349,,,,,,,,,,,4a33722e-7061-421d-8a91-a78f0806f7e9,2710,,"[32.0, 39.0]",3890428,62,,,,-1.0796328,,Right Foot,,,"[36.6, 30.4]",,High Pass,,9.752948,Incomplete,,Jiloan Hamad,30847.0,,,,,,2,From Throw In,Eduardo Jesús Vargas Rojas,27317.0,Left Wing,126,Bayern Munich,169,"['cd8f424a-9108-41be-8182-ec6e72df087f', 'ea0ff658-d815-493b-b192-f9da29a01f9b', 'eb38af9c-d562-4938-a528-a1cc433fed85']",30,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:17:30.360,Pass,True
,,,,,,,,,,,,,,,,,1.084524,,,,,,,,,,,ea0ff658-d815-493b-b192-f9da29a01f9b,2712,,"[83.5, 49.7]",3890428,62,,,,0.8180663,,Head,,,"[90.9, 57.6]",,High Pass,,10.82451,,,Thomas Müller,5562.0,,,,,Recovery,2,From Throw In,Philipp Lahm,19295.0,Right Back,126,Bayern Munich,169,"['2f9ba2dd-43d5-437b-88d4-51d1b32fbb35', '4a33722e-7061-421d-8a91-a78f0806f7e9']",31,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:17:31.546,Pass,
,,,,,,,,,,,,,,,,,2.452111,,,,,,,,,,,39259be4-eeab-4a2f-a16a-cc5aaf428b67,2714,,"[90.9, 57.6]",3890428,62,,,,2.7284071,,Head,,,"[70.6, 66.5]",,High Pass,,22.165289,,,Joshua Kimmich,5579.0,,,,,,2,From Throw In,Thomas Müller,5562.0,Right Center Midfield,126,Bayern Munich,169,['19695323-5cb4-4f9a-94dd-2e0fa3f27589'],32,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:17:32.631,Pass,
,,,,,,,,,,,,,,,,,0.932345,,,,,,,,,,,81fe89e6-b780-4c97-8c17-8477f4d03707,2718,,"[66.4, 67.2]",3890428,62,,,,0.7547329,,Right Foot,,,"[74.8, 75.1]",,Ground Pass,,11.531261,,,Philipp Lahm,19295.0,,,,,,2,From Throw In,Joshua Kimmich,5579.0,Right Center Back,126,Bayern Munich,169,"['8e438fc2-fdeb-4603-a191-05474788c16e', '9be90364-83a1-493a-b54f-9e415592b405']",37,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:17:37.210,Pass,True
,,,,,,,,,,,,,,,,,1.204035,,,,,,,,,,,c95199f6-95f8-472d-b360-1333dab63a98,2721,,"[74.8, 75.1]",3890428,62,,,,-0.067856826,,Right Foot,,,"[85.1, 74.4]",,High Pass,,10.323759,,,Thomas Müller,5562.0,,,,,,2,From Throw In,Philipp Lahm,19295.0,Right Back,126,Bayern Munich,169,['4759133a-097c-44cc-b199-b542fa732796'],38,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:17:38.864,Pass,
,,,,,,,,,,,,,,,,,1.108612,,,,,,,,,,,951b6f9c-9749-4021-8df1-c3a95e6e5433,2724,,"[85.1, 70.9]",3890428,62,,,,-0.6237768,,Right Foot,,,"[95.8, 63.2]",,Low Pass,,13.182564,Incomplete,,Arjen Robben,8218.0,,,,,,2,From Throw In,Thomas Müller,5562.0,Right Center Midfield,126,Bayern Munich,169,"['3b1d42f9-dcf1-4aae-a354-1243684ac203', '857be381-c014-43cf-939c-73a742032ed9']",40,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:17:40.605,Pass,
,,,,,,,,,,,,,,,,,1.315715,,,,,,,,,,,666f4b9d-89cc-489a-b8da-7acd2f51748f,2729,,"[7.6, 9.0]",3890428,62,,,,-0.33806613,,Left Foot,,,"[20.4, 4.5]",,Ground Pass,,13.567977,Incomplete,,Jin-Su Kim,40538.0,,,,,,2,Regular Play,Niklas Süle,6322.0,Left Center Back,127,Hoffenheim,175,"['2912fb09-d6be-4cfc-9cc6-f70d6e252d69', 'b19822c7-c8c4-4737-ab58-26fd906a8a49']",45,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:17:45.263,Pass,
,,,,,,,,,,,,,,,,,1.945434,,,,,,,,,,,9295d863-5c7b-4b9a-967a-a942af14a751,2732,,"[32.0, 0.1]",3890428,62,,,,0.20809852,,,,,"[57.1, 5.4]",,High Pass,,25.65346,,,Andrej Kramarić,5460.0,,,,,Throw-in,2,From Throw In,Jin-Su Kim,40538.0,Left Back,128,Hoffenheim,175,['7cecf8fc-234b-4602-a370-0956e8333a92'],51,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:17:51.209,Pass,
,,,,,,,,,,,,,,,,,0.457162,,,,,,,,,,,d3ad718d-ae98-475e-917a-cd695b454dfb,2736,,"[57.1, 5.4]",3890428,62,,,,2.1201708,,Right Foot,,,"[54.1, 10.3]",,Low Pass,,5.745433,,,Jiloan Hamad,30847.0,,,,,,2,From Throw In,Andrej Kramarić,5460.0,Center Forward,128,Hoffenheim,175,"['25a45495-404b-4509-bba3-b8843eeb1c9f', 'd2df8f94-76ad-4986-b014-3828b5bf0062']",53,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:17:53.773,Pass,True
,,,,,,,,,,,,,,,,,2.052601,,,,,,,,,,,c2874cae-d564-4f93-9d2b-3f0648717a0d,2744,,"[56.4, 42.6]",3890428,62,,,,-1.2251353,,Right Foot,,,"[68.5, 9.0]",,Ground Pass,,35.712322,,,David Olatukunbo Alaba,8220.0,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,129,Bayern Munich,169,['b70ccd71-ecd8-4756-acc5-bcc338d07279'],59,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:17:59.608,Pass,
,,,,,,,,,,,,,,,,,0.705191,,,,,,,,,,,f86b4660-e072-46b7-a223-6c9e298e6a74,2747,,"[81.3, 3.2]",3890428,63,,,,2.5461829,,Left Foot,,,"[75.1, 7.4]",,Ground Pass,,7.488658,,,Douglas Costa de Souza,5837.0,,,,,,2,Regular Play,David Olatukunbo Alaba,8220.0,Left Back,129,Bayern Munich,169,['56a3b867-ba2d-4c19-8670-cf3d1c8d7649'],4,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:18:04.400,Pass,
,,,,,,,,,,,,,,,,,0.846727,,,,,,,,,,,755a4fe9-9dd0-4d44-ba80-73c41d881d6f,2750,,"[75.1, 7.4]",3890428,63,,,,-0.45765966,,Left Foot,,,"[81.8, 4.1]",,Ground Pass,,7.4686007,,,David Olatukunbo Alaba,8220.0,,,,,,2,Regular Play,Douglas Costa de Souza,5837.0,Left Midfield,129,Bayern Munich,169,['f20cfaca-1ee6-4a64-a8bb-c25e895621b1'],5,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:18:05.223,Pass,
,,,,,,,,,,,,,,,,,0.586366,,,,,,,,,,,63e5f4d2-5a30-4115-896d-cfd3297fbbc7,2753,,"[83.9, 3.5]",3890428,63,,,,-0.071307465,,Left Foot,,,"[90.9, 3.0]",,Ground Pass,,7.017834,,,Douglas Costa de Souza,5837.0,,,,,,2,Regular Play,David Olatukunbo Alaba,8220.0,Left Back,129,Bayern Munich,169,['b5961d11-0ab1-48bd-81a7-b4e3bef34677'],7,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:18:07.892,Pass,
,,,,,,,,,,,,,,,,,1.281589,,,,,,,,,,,7b8c3d65-0ef1-4a31-bba1-bf8ae644b948,2756,,"[84.6, 2.0]",3890428,63,,,,3.0584514,,Right Foot,,,"[70.2, 3.2]",,Ground Pass,,14.449913,,,Thiago Alcântara do Nascimento,5208.0,,,,,,2,Regular Play,Douglas Costa de Souza,5837.0,Left Midfield,129,Bayern Munich,169,['124a77cd-60f9-478c-94df-2b1a30d115e0'],10,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:18:10.280,Pass,
,,,,,,,,,,,,,,,,,1.187332,,,,,,,,,,,f5b1fa66-b54f-4282-beb2-dcb18c36fbbc,2759,,"[70.2, 3.2]",3890428,63,,,,1.8259788,,Right Foot,,,"[64.8, 23.9]",,Ground Pass,,21.392756,,,Xabier Alonso Olano,20133.0,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,129,Bayern Munich,169,['c89637eb-ad34-4741-8314-d736e6ce04f3'],12,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:18:12.744,Pass,
,,,,,,,,,,,,,,,,,0.560323,,,,,,,,,,,d87e5104-3153-4fbf-990c-7a7d604c4781,2762,,"[62.7, 31.4]",3890428,63,,,,0.40629432,,Right Foot,,,"[71.3, 35.1]",,Ground Pass,,9.362158,,,Philipp Lahm,19295.0,,,,,,2,Regular Play,Xabier Alonso Olano,20133.0,Center Defensive Midfield,129,Bayern Munich,169,['0b18f5b3-3943-4528-8f71-2477d00a6022'],15,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:18:15.592,Pass,
,,,,,,,,,,,,,,,,,0.945228,,,,,,,,,,,cf4df136-60c2-43f2-a427-b515dd91ef54,2765,,"[70.0, 35.3]",3890428,63,,,,2.75571,,Right Foot,,,"[57.2, 40.5]",,Ground Pass,,13.815933,,,Holger Badstuber,9406.0,,,,,,2,Regular Play,Philipp Lahm,19295.0,Right Back,129,Bayern Munich,169,['03a939bb-b654-445a-8e68-fdf01ba6a86d'],16,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:18:16.266,Pass,
,,,,,,,,,,,,,,,,,1.263214,,,,,,,,,,,e9eb8c63-220b-41b9-9217-e0928ba2429b,2767,,"[57.2, 40.5]",3890428,63,,,,1.2705343,,Left Foot,,,"[64.6, 64.4]",,Ground Pass,,25.019392,,,Joshua Kimmich,5579.0,,,,,,2,Regular Play,Holger Badstuber,9406.0,Left Center Back,129,Bayern Munich,169,['e8fd7ab5-59fc-4c66-9e97-78e9a64455f1'],17,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:18:17.211,Pass,
,,,,,,,,,,,,,,,,,1.32151,,,,,,,,,,,9a7b00e6-9814-40fb-9184-dff0650094a3,2770,,"[68.8, 66.3]",3890428,63,,,,0.5642682,,Right Foot,,,"[84.6, 76.3]",,Ground Pass,,18.698664,,,Arjen Robben,8218.0,,,,,,2,Regular Play,Joshua Kimmich,5579.0,Right Center Back,129,Bayern Munich,169,['cb529f47-1236-42ee-a151-0979381b6c53'],20,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:18:20.065,Pass,
,,,,,,,,,,,,,,,,,1.514028,,,,,,,,,,,ac817ab2-7140-49bf-9db5-54ccbecdcd9b,2774,,"[76.9, 59.8]",3890428,63,,,,-1.7490637,,Left Foot,,,"[70.9, 26.5]",,Ground Pass,,33.836224,,,David Olatukunbo Alaba,8220.0,,,,,,2,Regular Play,Arjen Robben,8218.0,Right Midfield,129,Bayern Munich,169,['ad2488c6-f69c-4d55-bf74-618144185dd6'],25,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:18:25.762,Pass,
,,,,,,,,,,,,,,,,,1.788896,,,,,,,,,,,64a3e7fb-d3e7-410b-8503-899114c6b64a,2777,,"[75.8, 16.5]",3890428,63,,,,-0.6361886,,Left Foot,,,"[93.4, 3.5]",,Ground Pass,,21.880585,,,Douglas Costa de Souza,5837.0,,,,,,2,Regular Play,David Olatukunbo Alaba,8220.0,Left Back,129,Bayern Munich,169,['489c3fc0-4972-472b-9c81-09be4590fa22'],28,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:18:28.684,Pass,
,,,,,,,,,,,,,,,,,1.54269,,,,,,,,,,,8ff9766b-fd0f-4e5c-a8d7-99e27ac49a02,2780,,"[100.0, 5.1]",3890428,63,,,,1.666124,,Left Foot,,,"[97.6, 30.2]",,Ground Pass,,25.21448,Incomplete,,Arjen Robben,8218.0,,,,,,2,Regular Play,Douglas Costa de Souza,5837.0,Left Midfield,129,Bayern Munich,169,"['034cb050-df1d-41e0-9641-d8b40f1b2c6a', '58ce187d-7c6f-4f44-a6c9-78ce5b4d4ff9']",34,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:18:34.309,Pass,
,,,,,,,,,,,,,,,,,1.602591,,,,,,,,,,,bdffd07c-d2b1-488f-ad79-3895e4a736e3,2785,,"[98.8, 40.5]",3890428,63,,,,0.3829847,622a3a8f-8103-498c-ba38-ad769d0dc48a,Right Foot,,,"[112.7, 46.1]",True,Low Pass,,14.98566,,,Robert Lewandowski,5668.0,,,,,,2,Regular Play,Philipp Lahm,19295.0,Right Back,129,Bayern Munich,169,['f22c9769-06a8-4200-a957-b8684a97c3df'],38,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:18:38.735,Pass,
,,,,,,,,,,,,,,,,,1.809946,,,,,,,,,,,72cf3707-141d-4b0d-87e8-af0b7267ab5d,2790,,"[61.0, 40.1]",3890428,64,True,,,2.9441972,,Right Foot,,,"[45.5, 43.2]",,Ground Pass,,15.80696,,,Sebastian Rudy,6039.0,,,,,Kick Off,2,From Kick Off,Andrej Kramarić,5460.0,Center Forward,130,Hoffenheim,175,['d25da474-ef63-4d22-b6b3-c9b912a12584'],38,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:19:38.555,Pass,
,,,,,,,,,,,,,,,,,2.088089,,,,,,,,,,,dc5cd3e9-2f0f-49a8-9d0e-4f89072598e2,2792,,"[45.5, 43.2]",3890428,64,True,,,2.2142975,,Right Foot,,,"[33.2, 59.6]",,Ground Pass,,20.5,,,Ermin Bičakčić,9396.0,,,,,,2,From Kick Off,Sebastian Rudy,6039.0,Right Defensive Midfield,130,Hoffenheim,175,['b29dd191-ce9c-4a7a-9911-c9ea9101cd86'],41,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:19:41.113,Pass,
,,,,,,,,,,,,,,,,,2.075696,,,,,,,,,,,37833a9b-60fa-4624-a782-d093ba113182,2795,,"[31.3, 59.6]",3890428,64,,,,-2.6624253,,Left Foot,,,"[13.4, 50.3]",,Ground Pass,,20.171762,,,Oliver Baumann,8393.0,,,,,,2,From Kick Off,Ermin Bičakčić,9396.0,Right Center Back,130,Hoffenheim,175,"['e952d31d-68fc-445d-94e9-d5b3361a67c9', 'ffa3d606-340d-45bb-9e5f-a25c1d769caa']",44,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:19:44.764,Pass,True
,,,,,,,,,,,,,,,,,3.813558,,,,,,,,,,,df4d5565-9e26-4756-99bc-78f60dfe27a3,2798,,"[13.4, 50.3]",3890428,64,,,,-0.10235424,,Right Foot,,,"[65.0, 45.0]",,High Pass,,51.871475,Incomplete,,Eduardo Jesús Vargas Rojas,27317.0,,,,,,2,From Kick Off,Oliver Baumann,8393.0,Goalkeeper,130,Hoffenheim,175,"['a60ee652-57b9-4c2a-b045-e8786e900b15', 'cecd6332-8f85-4352-8c63-72bf17a41e18']",46,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:19:46.935,Pass,
,,,,,,,,,,,,,,,,,2.1879,,,,,,,,,,,cecd6332-8f85-4352-8c63-72bf17a41e18,2801,,"[55.1, 35.1]",3890428,64,,,True,-0.07726523,,,,,"[70.6, 33.9]",,High Pass,,15.546382,,,Thiago Alcântara do Nascimento,5208.0,,,,,Recovery,2,From Kick Off,Holger Badstuber,9406.0,Left Center Back,130,Hoffenheim,175,"['6ea1b895-282e-4363-901c-af50822954bc', 'a7a16e63-b17c-409c-8811-38338594e39e', 'df4d5565-9e26-4756-99bc-78f60dfe27a3']",50,,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:19:50.748,Pass,True
