50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a77e1dc4-2747-4ef3-8428-954f5d9810f3,1,,,3890441,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 20665, 'name': 'Kevin Großkreutz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 8550, 'name': 'Alexandru Iulian Maxim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 44}, {'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,cccd3bdc-7551-4378-b640-5ca4d18d20c0,2,,,3890441,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 24}, {'player': {'id': 30439, 'name': 'Tolga Ciğerci'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 8571, 'name': 'Vedad Ibišević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,aaf795db-3932-4bcc-befd-1e5577130703,3,,,3890441,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['28373ed4-230e-42dd-956b-d492741f2d8f'],0,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,28373ed4-230e-42dd-956b-d492741f2d8f,4,,,3890441,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['aaf795db-3932-4bcc-befd-1e5577130703'],0,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,352a631f-b7e6-4422-8e0c-60410e89f141,1926,,,3890441,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,86,VfB Stuttgart,174,['31a6df2e-989b-4353-9c32-75cc529fd9a7'],0,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,31a6df2e-989b-4353-9c32-75cc529fd9a7,1927,,,3890441,45,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,86,VfB Stuttgart,174,['352a631f-b7e6-4422-8e0c-60410e89f141'],0,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.620522,,,,,,,,,,,cc26f379-c27d-478c-aa4e-abc17b92807d,5,,"[61.0, 40.1]",3890441,0,True,,,1.670465,,Right Foot,,,"[60.8, 42.1]",Ground Pass,,2.0099752,,,Vladimír Darida,8579.0,,,,,Kick Off,1,From Kick Off,Vedad Ibišević,8571.0,Center Forward,2,Hertha Berlin,173,['2b5e1775-c351-45d1-aba2-ecad860dd811'],1,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:01.102,Pass,
,,,,,,,,,,,,,,,,1.417556,,,,,,,,,,,b2cdda03-d9ed-45d8-8118-2fc0299cf7bf,7,,"[60.8, 42.7]",3890441,0,,,,-2.6866784,,Right Foot,,,"[42.4, 33.7]",Ground Pass,,20.483164,,,John Anthony Brooks,12327.0,,,,,,1,From Kick Off,Vladimír Darida,8579.0,Center Attacking Midfield,2,Hertha Berlin,173,['4854f976-0dab-421e-9a06-9a169a03c6e7'],1,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:01.722,Pass,
,,,,,,,,,,,,,,,,2.674825,,,,,,,,,,,6b1de5c7-1398-427a-8863-4ff6cfb15555,10,,"[41.6, 35.3]",3890441,0,,,,0.7734656,,Left Foot,,,"[84.0, 76.7]",High Pass,,59.259766,,,Genki Haraguchi,5697.0,,,True,,,1,From Kick Off,John Anthony Brooks,12327.0,Left Center Back,2,Hertha Berlin,173,['b1f0c82d-0e27-46da-a735-70e0b0ca0f80'],3,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:03.879,Pass,
,,,,,,,,,,,,,,,,1.597013,,,,,,,,,,,76921e38-2b56-4068-8d35-4d1b35ca4c5e,14,,"[82.6, 76.3]",3890441,0,,,,-2.7233684,,Right Foot,,,"[76.3, 73.5]",High Pass,,6.8942003,Incomplete,,Vladimír Darida,8579.0,,,,,,1,From Kick Off,Genki Haraguchi,5697.0,Right Midfield,2,Hertha Berlin,173,"['37475704-5e73-4c75-8a3c-2fed5b4d557c', 'f5667955-6788-40c4-b92c-300237a10769']",7,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:07.050,Pass,
