50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6b07cb0c-d744-41d5-9701-d9b8ea2108fb,1,,,3890486,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 8392, 'name': 'Jeremy Toljan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 9}, {'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 31}, {'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,3d130be3-9ffd-48ba-ae1a-3c2481150646,2,,,3890486,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 8240, 'name': 'Koen Casteels'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 31}, {'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 34}, {'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Wolfsburg,179,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ab106c68-fd12-48ff-9274-fa2a434b4ef7,3,,,3890486,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['9aa2d52c-e864-43f2-8423-425436b68a0d'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9aa2d52c-e864-43f2-8423-425436b68a0d,4,,,3890486,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['ab106c68-fd12-48ff-9274-fa2a434b4ef7'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,488acf2e-ded4-48fc-bb45-12acfc82bf9f,1992,,,3890486,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,101,Hoffenheim,175,['36c5eb9c-fcca-40be-93a4-a787d7e9f7eb'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,36c5eb9c-fcca-40be-93a4-a787d7e9f7eb,1993,,,3890486,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,101,Hoffenheim,175,['488acf2e-ded4-48fc-bb45-12acfc82bf9f'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.64493,,,,,,,,,,,,,,,325237e8-5306-4cf2-bfb1-4843b1dfee56,5,,"[61.0, 40.1]",3890486,0,,True,,,-2.17187,,Left Foot,,,"[58.6, 36.6]",,Ground Pass,,4.243819,,,Andrej Kramarić,5460.0,,,,,Kick Off,1,From Kick Off,Mark Uth,8387.0,Right Wing,2,Hoffenheim,175,['9cdfd601-1599-4f13-8aaf-2875c7d1fd2e'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.173,Pass,
,,,,,,,,,,,,,,,,,,,0.808489,,,,,,,,,,,,,,,2e8153ad-8b4c-4ed2-b81c-90e29a6b1f78,7,,"[58.1, 37.7]",3890486,0,,,,,2.299916,,Left Foot,,,"[51.4, 45.2]",,Ground Pass,,10.056838,,,Eduardo Jesús Vargas Rojas,27317.0,,,,,,1,From Kick Off,Andrej Kramarić,5460.0,Center Forward,2,Hoffenheim,175,['d8dc68c3-9d72-46c4-9abe-5bea78aa4f48'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.818,Pass,
,,,,,,,,,,,,,,,,,,,2.100388,,,,,,,,,,,,,,,e5a3b94f-5418-47c9-839c-c786587859d2,9,,"[51.2, 45.2]",3890486,0,,,,,-2.4236908,,Right Foot,,,"[28.3, 25.2]",,Ground Pass,,30.404112,,,Niklas Süle,6322.0,,,,,,1,From Kick Off,Eduardo Jesús Vargas Rojas,27317.0,Right Center Midfield,2,Hoffenheim,175,['900953c5-3222-4a2c-a8d6-b225646d3f93'],1,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:01.626,Pass,
,,,,,,,,,,,,,,,,,,,2.040083,,,,,,,,,,,,,,,e2b73c05-25ae-4d87-af0c-ef842d1ca2d4,12,,"[27.0, 27.3]",3890486,0,,,,,-0.76159316,,Right Foot,,,"[44.2, 10.9]",,Ground Pass,,23.765522,,,Jeremy Toljan,8392.0,,,,,,1,From Kick Off,Niklas Süle,6322.0,Left Center Back,2,Hoffenheim,175,['05afe3f5-8f28-4ab5-b0e4-254f2aaadbba'],6,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:06.523,Pass,
