50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,70216820-05a1-46bc-8b9b-10b38b361839,1,,,3890381,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 15847, 'name': 'Alexander Hack'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 42}, {'player': {'id': 20871, 'name': 'Pierre Bengtsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 32}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6925, 'name': 'Jairo Samperio Bustara'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5e2242b9-d918-43d4-af46-18e585f97a29,2,,,3890381,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8678, 'name': 'David Ángel Abraham'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 9134, 'name': 'Aleksandar Ignjovski'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 9216, 'name': 'Slobodan Medojević'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 21156, 'name': 'Stefan Aigner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 8669, 'name': 'Mijat Gaćinović'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 23268, 'name': 'Alexander Meier'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Eintracht Frankfurt,184,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,86008e85-a83a-43b8-a2e2-8ab196640246,3,,,3890381,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['2a5a4fa9-c569-469a-bb8c-2ce22399feb7'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2a5a4fa9-c569-469a-bb8c-2ce22399feb7,4,,,3890381,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['86008e85-a83a-43b8-a2e2-8ab196640246'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9c424b53-631b-4b5a-b8bb-05d638e7e768,1879,,,3890381,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,FSV Mainz 05,177,['993e0297-f4e5-42e1-bd3b-f61c450cef3f'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,993e0297-f4e5-42e1-bd3b-f61c450cef3f,1880,,,3890381,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,FSV Mainz 05,177,['9c424b53-631b-4b5a-b8bb-05d638e7e768'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.994014,,,,,,,,,,,,bb01e9ea-3c21-4372-b52e-553e2e085842,5,,"[60.0, 40.0]",3890381,0,,,,,1.4536875,,Left Foot,,,"[60.4, 43.4]",,Ground Pass,,3.4234486,,,,Alexander Meier,23268.0,,,,,Kick Off,1,From Kick Off,Haris Seferović,5543.0,Center Forward,2,Eintracht Frankfurt,184,['18977264-78cc-409a-bee7-5db337203667'],0,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.120,Pass,
,,,,,,,,,,,,,,,,1.169924,,,,,,,,,,,,aeb17190-c708-45e8-946f-984affa6dc74,7,,"[60.1, 43.1]",3890381,0,,,,,-2.5082378,,Right Foot,,,"[45.8, 32.6]",,Ground Pass,,17.740913,,,,Slobodan Medojević,9216.0,,,,,,1,From Kick Off,Alexander Meier,23268.0,Center Attacking Midfield,2,Eintracht Frankfurt,184,['9f2fc018-b708-4195-a168-702c7450a364'],1,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:01.114,Pass,
,,,,,,,,,,,,,,,,1.458567,,,,,,,,,,,,870b721a-b6c0-49e1-b20f-d988877d7b93,10,,"[45.7, 32.6]",3890381,0,,,,,2.5547993,,Right Foot,,,"[26.6, 45.3]",,Ground Pass,,22.93687,,,,Carlos Augusto Zambrano Ochandarte,36359.0,,,,,,1,From Kick Off,Slobodan Medojević,9216.0,Left Defensive Midfield,2,Eintracht Frankfurt,184,['5c2bd0dc-cceb-407f-9aaf-63af7a3dab08'],3,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:03.242,Pass,
,,,,,,,,,,,,,,,,1.122839,,,,,,,,,,,,57944c51-aa00-4329-9bcb-9e537618a47a,14,,"[27.3, 49.0]",3890381,0,,,,,1.4667776,,Right Foot,,,"[29.2, 67.2]",,Ground Pass,,18.298906,,,,Makoto Hasebe,5681.0,,,,,,1,From Kick Off,Carlos Augusto Zambrano Ochandarte,36359.0,Right Center Back,2,Eintracht Frankfurt,184,"['8be20503-4d9d-4a70-8281-5f1714cd6ba9', 'd03c54c8-d3de-4101-b359-54d9942d3bc4']",5,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:05.334,Pass,True
