50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,aa05b07e-6301-42fa-895b-e3ebc01d2d77,1,,,,3890345,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 2}, {'player': {'id': 8551, 'name': 'Felix Klaus'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1406ac41-a935-4a7e-8973-49aaa23abb98,2,,,,3890345,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 8667, 'name': 'Lukáš Hrádecký'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5681, 'name': 'Makoto Hasebe'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 36359, 'name': 'Carlos Augusto Zambrano Ochandarte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8812, 'name': 'Marco Russ'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 400621, 'name': 'Tohouri Zahoui Constant Djakpa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 10896, 'name': 'Marc Stendera'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 400619, 'name': 'Stefan Reinartz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 21156, 'name': 'Stefan Aigner'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 8504, 'name': 'Bastian Oczipka'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 6}, {'player': {'id': 23268, 'name': 'Alexander Meier'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 5543, 'name': 'Haris Seferović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Eintracht Frankfurt,184,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,81f234f6-3f1a-4a78-b9e7-4eb03f970034,3,,,,3890345,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['f100f7ef-ee75-43f9-876c-2fd27efdf2ae'],0,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f100f7ef-ee75-43f9-876c-2fd27efdf2ae,4,,,,3890345,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['81f234f6-3f1a-4a78-b9e7-4eb03f970034'],0,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5313df71-82da-4b45-999b-958f27fb5fa9,2006,,,,3890345,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Hannover 96,178,['c5588e5e-53e6-447c-ad97-999554bee290'],0,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c5588e5e-53e6-447c-ad97-999554bee290,2007,,,,3890345,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,96,Hannover 96,178,['5313df71-82da-4b45-999b-958f27fb5fa9'],0,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.507433,,,,,,,,,,,,d9a4736b-429d-43a7-8906-724754a9bb32,5,,,"[61.0, 40.1]",3890345,0,,,,,-1.2679114,,Right Foot,,,"[61.5, 38.5]",,Ground Pass,,1.6763054,,,,Hiroshi Kiyotake,38524.0,,,,,,Kick Off,1,From Kick Off,Artur Sobiech,11845.0,Right Center Forward,2,Hannover 96,178,['10dbe97b-d6f0-4018-9b8f-945614179562'],0,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.359,Pass,
,,,,,,,,,,,,,,,,1.563576,,,,,,,,,,,,7b2af8e1-45ef-4c63-9841-16dce0c801a8,8,,,"[60.2, 38.8]",3890345,0,,,,,2.8359265,,Left Foot,,,"[37.7, 45.9]",,Ground Pass,,23.593643,,,,Salif Sané,5664.0,,,,,,,1,From Kick Off,Hiroshi Kiyotake,38524.0,Left Center Forward,2,Hannover 96,178,['cda79eac-628d-47a2-ad42-dd26cc89c0d0'],0,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.900,Pass,
,,,,,,,,,,,,,,,,1.868918,,,,,,,,,,,,88e79495-b00a-43c0-bf3a-a7c67d58ff15,11,,,"[41.2, 43.7]",3890345,0,,,,,1.8828385,,Right Foot,,,"[37.2, 56.1]",,Ground Pass,,13.029198,,,,Marcelo Antônio Guedes Filho,3164.0,,,,,,,1,From Kick Off,Salif Sané,5664.0,Left Defensive Midfield,2,Hannover 96,178,['42d025dc-166b-4ebe-b4a9-a9c090285c2e'],3,,,,,,,,,,,,,,,,Hannover 96,178,00:00:03.248,Pass,
,,,,,,,,,,,,,,,,1.684181,,,,,,,,,,,,c5fab5ee-5622-4905-8117-e63d6b9b2e3f,14,,,"[37.2, 56.7]",3890345,0,,,,,-1.3654009,,Right Foot,,,"[39.2, 47.1]",,Ground Pass,,9.806121,,,,Salif Sané,5664.0,,,,,,,1,From Kick Off,Marcelo Antônio Guedes Filho,3164.0,Right Center Back,2,Hannover 96,178,['5aa6954d-42f3-41d5-8eb0-60eec53e25ff'],7,,,,,,,,,,,,,,,,Hannover 96,178,00:00:07.309,Pass,
