50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.572074,,,,,,,,,,,,61c16ad8-35be-460d-8f1a-b663773a782a,16,,"[47.5, 41.5]",3890429,0,,,,,-2.5997467,,Right Foot,,,"[37.2, 35.3]",,Ground Pass,12.022063,,,Jonas Hector,6040.0,,,,,,1,From Kick Off,Matthias Lehmann,8827.0,Left Defensive Midfield,2,FC Köln,186,['904b744b-0a05-4011-af86-a54f4a00274f'],5,,,,,,,,,,,,,,,,,FC Köln,186,00:00:05.243,Pass,
,,,,,,,,,,,,,,,,1.726599,,,,,,,,,,,,a8f5a450-14c0-4aef-af9c-d6058991b843,19,,"[37.2, 35.3]",3890429,0,,,,,1.5222907,,Left Foot,,,"[38.7, 66.2]",,Ground Pass,30.936386,,,Dominik Maroh,11286.0,,,,,,1,From Kick Off,Jonas Hector,6040.0,Right Defensive Midfield,2,FC Köln,186,['4e919605-bb28-40d4-90d8-51a26ec5b1d6'],8,,,,,,,,,,,,,,,,,FC Köln,186,00:00:08.578,Pass,
,,,,,,,,,,,,,,,,1.592405,,,,,,,,,,,,c6fadf52-9d04-4078-b4f3-8d49fd7adc47,22,,"[43.2, 68.4]",3890429,0,,,,,-2.1102786,,Right Foot,,,"[33.8, 52.7]",,Ground Pass,18.298906,,,Jonas Hector,6040.0,,,,,,1,From Kick Off,Dominik Maroh,11286.0,Right Center Back,2,FC Köln,186,['a242bb31-c820-47a7-ba2a-57c80f85928e'],11,,,,,,,,,,,,,,,,,FC Köln,186,00:00:11.246,Pass,
,,,,,,,,,,,,,,,,2.487298,,,,,,,,,,,,4084a418-6d2e-41d8-ab80-4b4e6e638e58,25,,"[36.2, 50.3]",3890429,0,,,,,-1.2728703,,Left Foot,,,"[47.5, 13.5]",,Ground Pass,38.495846,,,Mërgim Mavraj,8900.0,,,,,,1,From Kick Off,Jonas Hector,6040.0,Right Defensive Midfield,2,FC Köln,186,['b80b5c3a-1656-43f7-90ab-737cbb364121'],14,,,,,,,,,,,,,,,,,FC Köln,186,00:00:14.859,Pass,
,,,,,,,,,,,,,,,,2.469463,,,,,,,,,,,,b43717e6-c151-4c93-8639-1f63e2025ca6,28,,"[47.5, 13.5]",3890429,0,,,,,0.43050095,,Left Foot,,,"[94.1, 34.9]",,High Pass,51.278847,Incomplete,,Anthony Modeste,23486.0,,,,,,1,From Kick Off,Mërgim Mavraj,8900.0,Left Center Back,2,FC Köln,186,"['57e5d4df-fcfb-4c1d-8016-bf18431b2d56', 'b96fd9b8-9e0e-4af1-a383-9022d8dd2178']",18,,,,,,,,,,,,,,,,,FC Köln,186,00:00:18.257,Pass,
,,,,,,,,,,,,,,,,2.689855,,,,,,,,,,,,ea298e0e-3c87-46ab-be99-f5af7a991142,32,,"[28.7, 45.9]",3890429,0,,True,,,-1.66985,,Right Foot,,,"[27.1, 29.8]",,Ground Pass,16.179308,,,Dante Bonfim da Costa Santos,3197.0,,,,,Free Kick,1,From Free Kick,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,3,Wolfsburg,179,['e1ea2d19-ce17-4022-afbb-49609c30b646'],29,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:29.911,Pass,
,,,,,,,,,,,,,,,,1.698113,,,,,,,,,,,,a7aa7a9a-c095-4239-922a-6105eeb29280,34,,"[25.3, 28.5]",3890429,0,,,,,-1.0228695,,Left Foot,,,"[37.2, 9.0]",,Ground Pass,22.844255,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,1,From Free Kick,Dante Bonfim da Costa Santos,3197.0,Left Center Back,3,Wolfsburg,179,['2236356d-385b-4353-8679-2c2e71754168'],32,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:32.928,Pass,
,,,,,,,,,,,,,,,,1.147885,,,,,,,,,,,,7dd05eeb-8e77-4758-b167-e8d52c95d596,37,,"[37.2, 9.0]",3890429,0,,,,,2.0694492,,Left Foot,,,"[31.7, 19.1]",,Ground Pass,11.500435,,,Dante Bonfim da Costa Santos,3197.0,,,,,,1,From Free Kick,Ricardo Iván Rodríguez Araya,5544.0,Left Back,3,Wolfsburg,179,['c98413f3-e99e-44fc-b998-ac1b6df7c869'],35,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:35.692,Pass,
,,,,,,,,,,,,,,,,1.820522,,,,,,,,,,,,22e72985-25f7-482a-bfee-4d135793c147,40,,"[31.7, 19.1]",3890429,0,,,,,1.3548615,,Left Foot,,,"[38.5, 50.1]",,Ground Pass,31.737045,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,1,From Free Kick,Dante Bonfim da Costa Santos,3197.0,Left Center Back,3,Wolfsburg,179,['79f3ab80-4441-4a77-b5bd-25ecd6dc7380'],37,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:37.915,Pass,
,,,,,,,,,,,,,,,,1.411551,,,,,,,,,,,,c03f493a-ae75-4c47-9a9d-c66e18f72d61,43,,"[38.5, 50.1]",3890429,0,,,,,1.2462049,,Right Foot,,,"[45.6, 71.2]",,Ground Pass,22.262524,,,Sebastian Jung,24919.0,,,,,,1,From Free Kick,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,3,Wolfsburg,179,['5dae4106-c3b9-4597-bfb0-77d378cd925c'],40,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:40.700,Pass,
,,,,,,,,,,,,,,,,1.046532,,,,,,,,,,,,6ad01715-51e3-4040-ba03-f6199464cee4,46,,"[45.6, 71.2]",3890429,0,,,,,-1.9756881,,Right Foot,,,"[39.6, 57.2]",,Ground Pass,15.231546,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,1,From Free Kick,Sebastian Jung,24919.0,Right Back,3,Wolfsburg,179,['9801191a-9416-4a29-a655-35c58bf23a5e'],43,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:43.722,Pass,
,,,,,,,,,,,,,,,,1.694668,,,,,,,,,,,,efa0e325-132a-4874-b9ae-769e8c2a823f,49,,"[39.6, 57.2]",3890429,0,,,,,-1.6306498,,Right Foot,,,"[38.0, 30.5]",,Ground Pass,26.747896,,,Dante Bonfim da Costa Santos,3197.0,,,,,,1,From Free Kick,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,3,Wolfsburg,179,['d5a2f086-535a-43bc-9ed5-f9b545a3eb44'],46,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:46.180,Pass,
,,,,,,,,,,,,,,,,1.796064,,,,,,,,,,,,56ce8910-d61b-485f-99da-453b63d3d50a,53,,"[59.1, 14.2]",3890429,0,,,,,0.6224717,,Left Foot,,,"[93.1, 38.6]",,High Pass,41.849255,Incomplete,,Max Kruse,8386.0,,,,,,1,From Free Kick,Dante Bonfim da Costa Santos,3197.0,Left Center Back,3,Wolfsburg,179,"['203e819f-dffd-4242-babd-9638f2819018', '757c5985-bb94-4757-b2df-30c7b8c0a031']",54,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:54.383,Pass,
,,,,,,,,,,,,,,,,2.087951,,,,,,,,,,,,203e819f-dffd-4242-babd-9638f2819018,55,,"[27.0, 41.5]",3890429,0,,,,,-0.15660188,,Left Foot,,,"[40.3, 39.4]",,High Pass,13.464768,,,Jonas Hector,6040.0,,,,,Recovery,1,Regular Play,Mërgim Mavraj,8900.0,Left Center Back,4,FC Köln,186,"['56ce8910-d61b-485f-99da-453b63d3d50a', '919214d5-8267-4b62-9b3e-388c96d1bd2b']",56,,,,,,,,,,,,,,,,,FC Köln,186,00:00:56.179,Pass,
,,,,,,,,,,,,,,,,1.34086,,,,,,,,,,,,6485a539-426d-48e2-9aee-9c26f65efde8,57,,"[40.3, 39.4]",3890429,0,,,,,0.40763152,,Head,,,"[53.5, 45.1]",,High Pass,14.378108,,,Yannick Gerhardt,8231.0,,,,,,1,Regular Play,Jonas Hector,6040.0,Right Defensive Midfield,4,FC Köln,186,['2dbee4dd-138d-43ea-8cb5-9d692b94dcf4'],58,,,,,,,,,,,,,,,,,FC Köln,186,00:00:58.267,Pass,
,,,,,,,,,,,,,,,,0.730438,,,,,,,,,,,,a3ccd89b-a21d-4586-acab-dc604d01251c,59,,"[53.5, 45.1]",3890429,0,,,,,-2.339247,,Left Foot,,,"[44.8, 36.1]",,Low Pass,12.517588,,,Jonas Hector,6040.0,,,,,,1,Regular Play,Yannick Gerhardt,8231.0,Center Attacking Midfield,4,FC Köln,186,['6ca64982-1ab1-4933-acb3-e8cb8b292614'],59,,,,,,,,,,,,,,,,,FC Köln,186,00:00:59.608,Pass,
,,,,,,,,,,,,,,,,4.020063,,,,,,,,,,,,cfcdc4ed-8a75-4ffc-9eea-29277f2a0ced,62,,"[49.7, 38.8]",3890429,1,,,,,0.64058566,,Left Foot,,,"[93.7, 71.6]",,High Pass,54.880234,Incomplete,,Simon Zoller,8822.0,,,,,,1,Regular Play,Jonas Hector,6040.0,Right Defensive Midfield,4,FC Köln,186,"['550e117e-7615-4985-a6fb-1c40a3e1a1d3', 'd87d9230-4f8e-4084-acd8-92c2ba102a60']",1,,,,,,,,,,,,,,,,,FC Köln,186,00:01:01.842,Pass,
,,,,,,,,,,,,,,,,2.433091,,,,,,,,,,,,d87d9230-4f8e-4084-acd8-92c2ba102a60,64,,"[26.4, 8.5]",3890429,1,,,,,-0.0809041,,Left Foot,,,"[52.3, 6.4]",,High Pass,25.984995,Incomplete,,Julian Draxler,3186.0,,,,,Recovery,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,4,FC Köln,186,"['4599896b-d446-43e0-ab29-42e136dd2404', 'cb293402-bcf5-46af-ad11-cfdf21c360ba', 'cfcdc4ed-8a75-4ffc-9eea-29277f2a0ced']",5,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:05.862,Pass,
,,,,,,,,,,,,,,,,0.870937,,,,,,,,,,,,cb293402-bcf5-46af-ad11-cfdf21c360ba,66,,"[67.8, 73.7]",3890429,1,,,,,-1.666885,,Right Foot,,,"[67.0, 65.4]",,Low Pass,8.338465,,,Matthias Lehmann,8827.0,,,,,Recovery,1,Regular Play,Marcel Risse,8823.0,Right Back,4,FC Köln,186,"['4cd4d150-7063-4660-a5f5-ff25130736da', 'd87d9230-4f8e-4084-acd8-92c2ba102a60']",8,,,,,,,,,,,,,,,,,FC Köln,186,00:01:08.295,Pass,
,,,,,,,,,,,,,,,,0.968526,,,,,,,,,,,,829871be-496c-42e1-af93-29ddc8fb1421,69,,"[67.0, 65.4]",3890429,1,,,,,2.1527014,,Right Foot,,,"[59.5, 76.8]",,Ground Pass,13.645879,,,Marcel Risse,8823.0,,,,,,1,Regular Play,Matthias Lehmann,8827.0,Left Defensive Midfield,4,FC Köln,186,['efa9046e-1f96-43d1-b3dd-7971f73f2d11'],10,,,,,,,,,,,,,,,,,FC Köln,186,00:01:10.829,Pass,
,,,,,,,,,,,,,,,,1.790148,,,,,,,,,,,,3132db30-c578-40c8-9c2e-6c4c8c5c2f87,72,,"[56.4, 75.3]",3890429,1,,,,,-3.0224683,,Right Foot,,,"[30.5, 72.2]",,Ground Pass,26.084862,,,Dominik Maroh,11286.0,,,,,,1,Regular Play,Marcel Risse,8823.0,Right Back,4,FC Köln,186,['7d7c2c96-108d-4092-8ded-f36b0fa24eab'],12,,,,,,,,,,,,,,,,,FC Köln,186,00:01:12.808,Pass,
,,,,,,,,,,,,,,,,2.092449,,,,,,,,,,,,3470e36b-2aa9-41a7-b93b-81bc9ae62ee3,75,,"[30.5, 72.2]",3890429,1,,,,,-2.4610715,,Right Foot,,,"[11.6, 56.9]",,Ground Pass,24.316662,,,Timo Horn,8821.0,,,,,,1,Regular Play,Dominik Maroh,11286.0,Right Center Back,4,FC Köln,186,['6d93df13-044f-48b7-b224-08cebbb3f260'],15,,,,,,,,,,,,,,,,,FC Köln,186,00:01:15.836,Pass,
,,,,,,,,,,,,,,,,2.184676,,,,,,,,,,,,ad72cfba-3abc-4ec0-b635-76a0f30e572c,78,,"[16.5, 38.3]",3890429,1,,,,,1.3177207,,Left Foot,,,"[24.0, 67.3]",,Ground Pass,29.954132,,,Dominik Maroh,11286.0,,,,,,1,Regular Play,Timo Horn,8821.0,Goalkeeper,4,FC Köln,186,['441aaf1d-3987-4d83-ac4b-0f0b374116e9'],29,,,,,,,,,,,,,,,,,FC Köln,186,00:01:29.354,Pass,
,,,,,,,,,,,,,,,,2.377077,,,,,,,,,,,,f69e1e13-f70c-4aa0-baa1-62d05114ca88,81,,"[31.6, 76.8]",3890429,1,,,,,-0.15720032,,Right Foot,,,"[74.5, 70.0]",,High Pass,43.435585,Incomplete,,Anthony Modeste,23486.0,,,,,,1,Regular Play,Dominik Maroh,11286.0,Right Center Back,4,FC Köln,186,"['185b3e6b-26be-4db3-ae76-ca630fac8be0', '9dbaff6a-3e01-4bb6-8897-69cf28792a52']",34,,,,,,,,,,,,,,,,,FC Köln,186,00:01:34.043,Pass,
,,,,,,,,,,,,,,,,2.138313,,,,,,,,,,,,185b3e6b-26be-4db3-ae76-ca630fac8be0,84,,"[45.6, 10.1]",3890429,1,,,,True,1.6013212,,,,,"[45.2, 23.2]",,High Pass,13.106106,,,Luiz Gustavo Dias,3545.0,,,,,Recovery,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,5,Wolfsburg,179,"['6c9254fb-f2c1-4426-81b0-e15667f85fe5', 'd12f1a42-916a-4bc0-9f7a-3c7e02115174', 'f69e1e13-f70c-4aa0-baa1-62d05114ca88']",36,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:36.420,Pass,True
,,,,,,,,,,,,,,,,0.728462,,,,,,,,,,,,055b5ae7-100b-4e78-8bfc-b6292a141abd,86,,"[45.2, 23.2]",3890429,1,,,,,2.3117793,,Left Foot,,,"[36.6, 32.6]",,Ground Pass,12.740487,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,1,Regular Play,Luiz Gustavo Dias,3545.0,Left Defensive Midfield,5,Wolfsburg,179,['28071ac1-c222-4ea7-90ed-8ae5fb864e1a'],38,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:38.559,Pass,
,,,,,,,,,,,,,,,,0.862717,,,,,,,,,,,,014a73b7-3906-48d1-b5af-de120e823c76,88,,"[36.4, 30.9]",3890429,1,,,,,-0.41670227,,Right Foot,,,"[42.5, 28.2]",,Ground Pass,6.670832,,,Luiz Gustavo Dias,3545.0,,,,,,1,Regular Play,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,5,Wolfsburg,179,['08ca53bc-f840-4413-8f01-18b49586ff8b'],39,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:39.287,Pass,
,,,,,,,,,,,,,,,,1.083107,,,,,,,,,,,,c362b287-6374-4f17-affe-7092136cba92,91,,"[44.5, 27.9]",3890429,1,,,,,-1.3839762,,Left Foot,,,"[47.6, 11.5]",,Ground Pass,16.690416,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,1,Regular Play,Luiz Gustavo Dias,3545.0,Left Defensive Midfield,5,Wolfsburg,179,['9d18cf80-0b6b-4d02-9146-1b896041740e'],42,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:42.326,Pass,
,,,,,,,,,,,,,,,,1.753509,,,,,,,,,,,,01fd2b01-c853-4278-b86b-8a091769df59,95,,"[43.7, 12.8]",3890429,1,,,,,1.7510409,,Right Foot,,,"[39.6, 35.3]",,Ground Pass,22.870504,,,Josuha Guilavogui,8230.0,,,,,,1,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,5,Wolfsburg,179,"['0bb8c0f5-48e2-4f20-98f7-a5f48b89714e', '5aa69e2e-8008-45b2-913e-ec495312b995']",47,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:47.093,Pass,True
,,,,,,,,,,,,,,,,0.897534,,,,,,,,,,,,92184364-79f6-4a80-ba64-280a68cf4696,98,,"[39.6, 38.6]",3890429,1,,,,,1.4934317,,Right Foot,,,"[40.6, 51.5]",,Ground Pass,12.938702,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,1,Regular Play,Josuha Guilavogui,8230.0,Right Defensive Midfield,5,Wolfsburg,179,['221293d9-36e9-4604-8c30-e142a4cdd3a8'],50,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:50.794,Pass,
,,,,,,,,,,,,,,,,1.227002,,,,,,,,,,,,41b61fc1-e5df-4754-a230-abf317de1229,101,,"[44.1, 51.8]",3890429,1,,,,,0.77755517,,Right Foot,,,"[69.8, 77.1]",,Ground Pass,36.063557,,,Sebastian Jung,24919.0,,,,,,1,Regular Play,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,5,Wolfsburg,179,['473553af-ccd6-4b54-936a-463367a59c4c'],53,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:53.615,Pass,
,,,,,,,,,,,,,,,,1.053911,,,,,,,,,,,,be80cc16-87ff-4432-b6a6-66135838f3f1,109,,"[40.6, 9.7]",3890429,1,,,,,1.5707964,,Left Foot,,,"[40.6, 39.9]",,Ground Pass,30.2,,,Jonas Hector,6040.0,,,,,,1,Regular Play,Leonardo Bittencourt,8826.0,Left Wing,6,FC Köln,186,['c1206b4a-07d2-4693-9324-7ae8e6908e87'],59,,,,,,,,,,,,,,,,,FC Köln,186,00:01:59.364,Pass,
,,,,,,,,,,,,,,,,1.092452,,,,,,,,,,,,d60d751b-a62b-4f9d-8a47-53bb6f219db2,113,,"[41.8, 41.3]",3890429,2,,,,,-1.7196863,,Left Foot,,,"[40.3, 31.3]",,Ground Pass,10.111875,,,Matthias Lehmann,8827.0,,,,,,1,Regular Play,Jonas Hector,6040.0,Right Defensive Midfield,6,FC Köln,186,['af1513f8-52c7-49f1-8e43-b43c4518b157'],4,,,,,,,,,,,,,,,,,FC Köln,186,00:02:04.003,Pass,
