50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,2.610387,,,,,,,,,,,,3fc7b912-da7f-45c6-bdc5-3432893b81ec,2655,,,"[56.7, 61.3]",3890319,58,,,,-1.3649621,,Right Foot,,,"[68.1, 6.7]",,High Pass,55.777416,,,Miiko Martín Albornoz Inola,13126.0,,True,,,,2,Regular Play,Marcelo Antônio Guedes Filho,3164.0,Right Center Back,102,Hannover 96,178,['58124215-10a7-4d03-b3a1-06eeea4c218e'],43,,,,,,,,,,,,,,,,,,Hannover 96,178,00:13:43.889,Pass,
,,,,,,,,,,,,,2.853531,,,,,,,,,,,,58cd6f5b-ba55-4ed8-94c3-466a841a2ece,2661,,,"[56.6, 5.6]",3890319,59,True,,,2.7810266,,Left Foot,,,"[20.0, 19.4]",,Ground Pass,39.115215,,,Ron-Robert Zieler,8947.0,,,,,Free Kick,2,From Free Kick,Miiko Martín Albornoz Inola,13126.0,Left Back,103,Hannover 96,178,['85d1fa7b-f049-4a8d-8973-9b01d0760696'],19,,,,,,,,,,,,,,,,,,Hannover 96,178,00:14:19.439,Pass,
,,,,,,,,,,,,,1.326616,,,,,,,,,,,,2e827440-5050-42f5-a193-c5a14703826e,2663,,,"[23.2, 19.1]",3890319,59,,,,-0.6966638,,Right Foot,,,"[38.5, 6.3]",,Ground Pass,19.948183,,,Christian Schulz,400614.0,,,,,,2,From Free Kick,Ron-Robert Zieler,8947.0,Goalkeeper,103,Hannover 96,178,['42f3de06-273b-4a0a-9f48-1032e7530a5c'],23,,,,,,,,,,,,,,,,,,Hannover 96,178,00:14:23.725,Pass,
,,,,,,,,,,,,,2.514117,,,,,,,,,,,,6c2fd284-3a36-4281-acd3-4a24c53d4ac7,2667,,,"[43.6, 6.7]",3890319,59,,,,0.5588022,,Left Foot,,,"[87.9, 34.4]",,High Pass,52.247295,,,Hiroshi Kiyotake,38524.0,,,,,,2,From Free Kick,Christian Schulz,400614.0,Left Center Back,103,Hannover 96,178,['d9e2b3cb-2b67-4c59-9680-58d9b00866a7'],25,,,,,,,,,,,,,,,,,,Hannover 96,178,00:14:25.963,Pass,
,,,,,,,,,,,,,1.08201,,,,,,,,,,,,dd3b8d32-aaff-4e16-adf6-1252f98a301d,2669,,,"[87.9, 34.4]",3890319,59,,,,1.5707964,759df8d3-8a34-432b-befb-88bb061272f6,Right Foot,,,"[87.9, 41.8]",,Low Pass,7.4,,,Artur Sobiech,11845.0,True,,,,,2,From Free Kick,Hiroshi Kiyotake,38524.0,Center Attacking Midfield,103,Hannover 96,178,['51923086-29c9-4320-9c6c-95883d7113d0'],28,,,,,,,,,,,,,,,,,,Hannover 96,178,00:14:28.477,Pass,
,,,,,,,,,,,,,1.396909,,,,,,,,,,,,1c4f2702-8ecc-49af-8152-c2b07f64da55,2681,,,"[106.2, 54.7]",3890319,59,,,,-3.0781858,9440c194-07ee-419b-9b52-ace7f2c869a8,Right Foot,,,"[93.6, 53.9]",,Ground Pass,12.625371,,,Leon Andreasen,400613.0,True,,,,,2,From Free Kick,Artur Sobiech,11845.0,Center Forward,103,Hannover 96,178,"['01014055-9bcc-439c-8764-8a1da03eab18', '26d60720-d2cc-4ef6-9ee2-6d35e1ff7f08']",34,,,,,,,,,,,,,,,,,,Hannover 96,178,00:14:34.121,Pass,True
,,,,,,,,,,,,,1.48089,,,,,,,,,,,,998d541a-83d5-4058-8512-154c119f3981,2685,,,"[13.9, 80.0]",3890319,59,,,,-0.7719219,,,,,"[32.7, 61.7]",,High Pass,26.236044,,,Max Kruse,8386.0,,,,,Throw-in,2,From Throw In,Christian Träsch,23266.0,Right Back,104,Wolfsburg,179,['62a289d3-c82e-455a-9058-1c73c54874e8'],53,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:14:53.735,Pass,
,,,,,,,,,,,,,1.62862,,,,,,,,,,,,9cc50da7-37da-404e-bbe8-213bf7605f4e,2688,,,"[32.7, 61.7]",3890319,59,,,,-1.1143819,,Left Foot,,,"[43.6, 39.5]",,High Pass,24.731558,,,André Schürrle,10281.0,,,,,,2,From Throw In,Max Kruse,8386.0,Left Center Midfield,104,Wolfsburg,179,['225f06de-5634-4b67-8981-8f55b7ee995e'],55,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:14:55.256,Pass,
,,,,,,,,,,,,,2.725949,,,,,,,,,,,,b43365b6-fa5f-4288-a820-152ae3ece8fa,2693,,,"[56.6, 22.7]",3890319,59,,,,2.5692837,,Right Foot,,,"[25.4, 42.8]",,Ground Pass,37.114014,,,Ron-Robert Zieler,8947.0,,,,,Recovery,2,Regular Play,Marcelo Antônio Guedes Filho,3164.0,Right Center Back,105,Hannover 96,178,"['582b27ec-e2c6-437f-bfdb-529ee05b968a', 'c536277b-1c2d-418a-a498-60613aebad21']",59,,,,,,,,,,,,,,,,,,Hannover 96,178,00:14:59.312,Pass,True
,,,,,,,,,,,,,3.701664,,,,,,,,,,,,66a52276-cc38-4ffc-b032-673105f7cbfd,2696,,,"[26.2, 43.6]",3890319,60,,,,0.54802394,,Right Foot,,,"[57.0, 62.4]",,High Pass,36.084347,,,Leon Andreasen,400613.0,,,,,,2,Regular Play,Ron-Robert Zieler,8947.0,Goalkeeper,105,Hannover 96,178,['18fd03a2-0c62-4dac-9f08-e1e47a7c23cc'],2,,,,,,,,,,,,,,,,,,Hannover 96,178,00:15:02.118,Pass,
,,,,,,,,,,,,,3.575579,,,,,,,,,,,,cd06cd7d-56a2-4e5a-887a-28db20efe353,2699,,,"[57.0, 62.4]",3890319,60,,,True,2.612229,,,,,"[32.9, 76.5]",,Low Pass,27.921677,,,Oliver Sorg,12316.0,,,,,,2,Regular Play,Leon Andreasen,400613.0,Right Midfield,105,Hannover 96,178,"['17234d10-d588-4a0f-b666-963387701426', '48181deb-ff50-4605-922f-4dad469177b4']",5,,,,,,,,,,,,,,,,,,Hannover 96,178,00:15:05.820,Pass,True
,,,,,,,,,,,,,1.931766,,,,,,,,,,,,9a1cd3a5-bb16-4827-aff7-b75f9131778f,2702,,,"[29.8, 76.8]",3890319,60,,,,-2.3955002,,Left Foot,,,"[11.3, 59.7]",,Ground Pass,25.19246,,,Ron-Robert Zieler,8947.0,,,,,,2,Regular Play,Oliver Sorg,12316.0,Right Back,105,Hannover 96,178,['587af4a7-d613-4962-aa65-2d08a37d97d1'],9,,,,,,,,,,,,,,,,,,Hannover 96,178,00:15:09.576,Pass,
,,,,,,,,,,,,,2.143517,,,,,,,,,,,,c8cbfc8a-9e95-4288-94f1-95df68a1ca82,2705,,,"[11.3, 59.7]",3890319,60,,,,-0.06673245,,Right Foot,,,"[51.7, 57.0]",,High Pass,40.490124,Incomplete,,Hiroshi Kiyotake,38524.0,,,,,,2,Regular Play,Ron-Robert Zieler,8947.0,Goalkeeper,105,Hannover 96,178,"['79f8b091-aa42-43fb-b9bb-0131d81626f4', '9226cc6e-70d8-4f88-8116-e4607805011b']",12,,,,,,,,,,,,,,,,,,Hannover 96,178,00:15:12.346,Pass,
,,,,,,,,,,,,,1.07227,,,,,,,,,,,,79f8b091-aa42-43fb-b9bb-0131d81626f4,2707,,,"[68.4, 23.1]",3890319,60,,,,-0.5317241,,Left Foot,,,"[80.3, 16.1]",,Low Pass,13.806158,,,Max Kruse,8386.0,,,,,Recovery,2,Regular Play,Maximilian Arnold,8235.0,Right Center Midfield,106,Wolfsburg,179,"['5fabd265-a2d8-4e24-acf5-919b3ed1eaea', 'c8cbfc8a-9e95-4288-94f1-95df68a1ca82']",14,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:15:14.489,Pass,
,,,,,,,,,,,,,0.980845,,,,,,,,,,,,e2b6a1ff-a246-4692-ae14-d56d2c154847,2711,,,"[75.9, 9.5]",3890319,60,,,,2.4795322,,Left Foot,,,"[69.1, 14.8]",,Ground Pass,8.621485,,,Josuha Guilavogui,8230.0,,,,,,2,Regular Play,Max Kruse,8386.0,Left Center Midfield,106,Wolfsburg,179,['0f270166-1f0d-4ab3-b71a-74051d49a621'],20,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:15:20.251,Pass,
,,,,,,,,,,,,,1.217252,,,,,,,,,,,,2ad1f56c-8843-4ff1-bc6b-32340aa3158d,2713,,,"[69.1, 14.8]",3890319,60,,,,-1.476955,,Right Foot,,,"[69.9, 6.3]",,Ground Pass,8.537564,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,2,Regular Play,Josuha Guilavogui,8230.0,Center Defensive Midfield,106,Wolfsburg,179,['45ef4b0a-7802-463b-ac91-66e122539d7e'],21,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:15:21.232,Pass,
,,,,,,,,,,,,,0.689933,,,,,,,,,,,,fb781b31-1d52-4886-ae80-d7e192d096c1,2716,,,"[75.9, 5.4]",3890319,60,,,,-0.39852244,,Left Foot,,,"[81.6, 3.0]",,Ground Pass,6.1846585,,,André Schürrle,10281.0,,,,,,2,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,106,Wolfsburg,179,['cd194df8-4ef9-42a6-bfdb-2fe8a35214d7'],23,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:15:23.998,Pass,
,,,,,,,,,,,,,1.07398,,,,,,,,,,,,79c4780b-924e-4610-9337-67470f939441,2719,,,"[81.6, 3.0]",3890319,60,,,,3.0172377,,Left Foot,,,"[75.2, 3.8]",,Ground Pass,6.449806,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,2,Regular Play,André Schürrle,10281.0,Left Midfield,106,Wolfsburg,179,['cdcc1336-7b31-4d41-b592-7b74e185cf9f'],26,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:15:26.357,Pass,
,,,,,,,,,,,,,2.910525,,,,,,,,,,,,9230ed72-656e-4b42-9934-7f1a7a67bb60,2722,,,"[75.2, 3.8]",3890319,60,,,,1.490348,,Left Foot,,,"[80.9, 74.5]",,High Pass,70.929405,,,Christian Träsch,23266.0,,True,,,,2,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,106,Wolfsburg,179,['450b494f-2d84-4c8a-b092-df62d20d09ee'],29,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:15:29.100,Pass,
,,,,,,,,,,,,,0.855987,,,,,,,,,,,,b81afe60-7754-465d-8410-e335a25d5a49,2725,,,"[80.9, 74.5]",3890319,60,,,,-1.369842,,Right Foot,,,"[84.2, 58.3]",,Ground Pass,16.532696,,,Daniel Caligiuri,8521.0,,,,,,2,Regular Play,Christian Träsch,23266.0,Right Back,106,Wolfsburg,179,['f84b1323-8fd5-4f86-bb76-a248f8783c9a'],33,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:15:33.099,Pass,
,,,,,,,,,,,,,0.950595,,,,,,,,,,,,6aa59593-7daf-4f11-a266-0821a43d7d40,2736,,,"[31.9, 36.8]",3890319,60,,,,0.14661957,,Right Foot,,,"[55.6, 40.3]",,Ground Pass,23.957045,,,Hiroshi Kiyotake,38524.0,,,,,,2,Regular Play,Manuel Schmiedebach,8543.0,Right Defensive Midfield,107,Hannover 96,178,['20864acd-ec8d-4068-a22d-e303021b21d5'],41,,,,,,,,,,,,,,,,,,Hannover 96,178,00:15:41.288,Pass,
,,,,,,,,,,,,,1.243328,,,,,,,,,,,,e5483214-c9cd-4cb3-bda3-7fa86b4f5fb9,2742,,,"[47.9, 48.2]",3890319,60,,,,-0.621469,,Right Foot,,,"[63.4, 37.1]",,Ground Pass,19.064627,,,Manuel Schmiedebach,8543.0,,,,,,2,Regular Play,Hiroshi Kiyotake,38524.0,Center Attacking Midfield,107,Hannover 96,178,"['564aafa8-16ae-403b-86dd-7251cf47d53c', '7a1ec570-cd72-4dd3-b28a-3396bae45fb3']",49,,,,,,,,,,,,,,,,,,Hannover 96,178,00:15:49.392,Pass,True
,,,,,,,,,,,,,5.077506,,,,,,,,,,,,9ab983ae-8e4c-4d55-9757-b78e4baa2ffb,2745,,,"[65.0, 36.2]",3890319,60,,,,-0.4628825,,Right Foot,,,"[117.3, 10.1]",,High Pass,58.450832,,,Kenan Karaman,8541.0,,,,,,2,Regular Play,Manuel Schmiedebach,8543.0,Right Defensive Midfield,107,Hannover 96,178,['399b6e4f-24fa-4186-9d79-a316475bba7a'],51,,,,,,,,,,,,,,,,,,Hannover 96,178,00:15:51.802,Pass,
,,,,,,,,,,,,,1.82685,,,,,,,,,,,,23650512-f65c-462f-b043-6db68a43985b,2748,,,"[6.1, 80.0]",3890319,61,,,,-0.90168035,,,,,"[21.6, 60.4]",,High Pass,24.988197,,,Maximilian Arnold,8235.0,,,,,Throw-in,2,From Throw In,Christian Träsch,23266.0,Right Back,108,Wolfsburg,179,['fa836fa1-0073-431c-87ef-62e0fb861736'],2,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:16:02.573,Pass,
,,,,,,,,,,,,,1.803432,,,,,,,,,,,,c7ad65b9-b626-4a6a-a694-59f4ff602b06,2752,,,"[21.6, 60.4]",3890319,61,,,,1.2195054,,Left Foot,,,"[28.6, 79.5]",,High Pass,20.34232,Out,,Daniel Caligiuri,8521.0,,,,,,2,From Throw In,Maximilian Arnold,8235.0,Right Center Midfield,108,Wolfsburg,179,"['61d6e7df-b4ad-4e23-895d-61ecbd327492', 'ecfd7f77-9cb1-455b-addb-56826df604db']",5,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:16:05.057,Pass,True
,,,,,,,,,,,,,2.564157,,,,,,,,,,,,fb438d8d-cd77-4ae1-a040-5baa9c7898c0,2754,,,"[90.3, 0.1]",3890319,61,,,,2.9010584,,,,,"[69.1, 5.3]",,Low Pass,21.828423,,,Christian Schulz,400614.0,,,,,Throw-in,2,From Throw In,Miiko Martín Albornoz Inola,13126.0,Left Back,109,Hannover 96,178,['9c0d90ab-8f9f-42a7-baa8-c9b00cbfa33e'],23,,,,,,,,,,,,,,,,,,Hannover 96,178,00:16:23.674,Pass,
,,,,,,,,,,,,,2.008923,,,,,,,,,,,,63d5ba09-4461-4511-a88c-77c9f8d7beae,2757,,,"[54.7, 9.4]",3890319,61,,,,1.9775434,,Right Foot,,,"[46.3, 28.9]",,Ground Pass,21.232286,,,Marcelo Antônio Guedes Filho,3164.0,,,,,,2,From Throw In,Christian Schulz,400614.0,Left Center Back,109,Hannover 96,178,['a6e86db6-9236-4ae3-9120-0802f22cbf09'],27,,,,,,,,,,,,,,,,,,Hannover 96,178,00:16:27.793,Pass,
,,,,,,,,,,,,,1.428668,,,,,,,,,,,,7a215856-6e09-4e03-86a3-d6b46227966e,2761,,,"[66.4, 23.2]",3890319,61,,,,-1.3951117,,Right Foot,,,"[69.4, 6.3]",,Ground Pass,17.164207,,,Miiko Martín Albornoz Inola,13126.0,,,,,,2,From Throw In,Marcelo Antônio Guedes Filho,3164.0,Right Center Back,109,Hannover 96,178,['2187086c-8df1-4883-bce0-ae4d1ba3df08'],33,,,,,,,,,,,,,,,,,,Hannover 96,178,00:16:33.403,Pass,
,,,,,,,,,,,,,2.912578,,,,,,,,,,,,685b365c-18e3-477f-994c-771318167766,2764,,,"[69.4, 6.3]",3890319,61,,,,0.12207515,,Left Foot,,,"[112.6, 11.6]",,High Pass,43.523903,,,Artur Sobiech,11845.0,,,,,,2,From Throw In,Miiko Martín Albornoz Inola,13126.0,Left Back,109,Hannover 96,178,['0a13b1b2-834a-461c-978f-9c4a3d3fa1bd'],35,,,,,,,,,,,,,,,,,,Hannover 96,178,00:16:35.819,Pass,
,,,,,,,,,,,,,0.134192,,,,,,,,,,,,3268139b-e66c-48cb-bc58-59fa75371be7,2770,,,"[117.3, 5.6]",3890319,61,,,,1.5083776,,Left Foot,,,"[117.6, 10.4]",,Low Pass,4.8093657,Incomplete,,,,,,,,,2,From Throw In,Artur Sobiech,11845.0,Center Forward,109,Hannover 96,178,['fad413c4-e971-46f7-93d4-d6bff0d5de62'],42,,,,,,,,,,,,,,,,,,Hannover 96,178,00:16:42.990,Pass,
,,,,,,,,,,,,,0.925186,,,,,,,,,,,,435b283f-0240-4706-ade2-0bf888637529,2775,,,"[8.8, 72.7]",3890319,61,,,,-1.0460006,,Right Foot,,,"[12.1, 67.0]",,Ground Pass,6.5863495,,,Maximilian Arnold,8235.0,,,,,,2,Regular Play,Christian Träsch,23266.0,Right Back,110,Wolfsburg,179,"['66be3073-fd03-494b-a0d7-217f0fec30ef', 'fa1f8340-f978-41fe-8544-9b1f6098fda1']",44,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:16:44.639,Pass,True
,,,,,,,,,,,,,0.96432,,,,,,,,,,,,5701a916-079e-431a-b426-da4253a98b3b,2778,,,"[12.1, 67.0]",3890319,61,,,,0.633633,,Left Foot,,,"[21.9, 74.2]",,Ground Pass,12.160592,,,Christian Träsch,23266.0,,,,,,2,Regular Play,Maximilian Arnold,8235.0,Right Center Midfield,110,Wolfsburg,179,['d0ee419a-1d79-46d3-be2e-f898ab4f514c'],45,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:16:45.732,Pass,
,,,,,,,,,,,,,1.439526,,,,,,,,,,,,33e81e46-b31f-4bd6-8945-6770e6f2d844,2780,,,"[21.9, 74.2]",3890319,61,,,,-0.09065989,,Right Foot,,,"[38.4, 72.7]",,Ground Pass,16.56804,,,Daniel Caligiuri,8521.0,,,,,,2,Regular Play,Christian Träsch,23266.0,Right Back,110,Wolfsburg,179,['1d3a5057-f35c-4f14-8754-4d7f6aa7520b'],46,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:16:46.696,Pass,
,,,,,,,,,,,,,4.481862,,,,,,,,,,,,6e3f0f0f-ae4b-4ec9-a90e-c8423bc853e4,2785,,,"[68.8, 8.0]",3890319,61,,,,0.95903057,,Left Foot,,,"[105.0, 59.6]",,High Pass,63.03174,Incomplete,,Artur Sobiech,11845.0,,True,,,Recovery,2,Regular Play,Christian Schulz,400614.0,Left Center Back,110,Wolfsburg,179,"['86eec010-059b-4845-ab20-e28befee0f34', '8b45b7f2-f7d6-4a20-8ed3-aa4536943f5e', 'c2b74337-397b-49b3-b79e-cf56c8558a14']",50,,,,,,,,,,,,,,,,,,Hannover 96,178,00:16:50.172,Pass,True
,,,,,,,,,,,,,1.709001,,,,,,,,,,,,0db641a4-1306-48dd-8069-68d993b6dddf,2789,,,"[19.9, 16.4]",3890319,61,,,,-0.68681765,,Right Foot,,,"[34.9, 4.1]",,Ground Pass,19.398195,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,2,Regular Play,Diego Orlando Benaglio,4600.0,Goalkeeper,110,Wolfsburg,179,['8a403ebe-8228-4bcf-89ae-1b2d9926bb6a'],55,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:16:55.760,Pass,
,,,,,,,,,,,,,1.072505,,,,,,,,,,,,9348cc64-fbfa-49b7-ad1c-8d70757f8566,2792,,,"[55.8, 5.4]",3890319,62,,,,2.006618,,Left Foot,,,"[46.3, 25.8]",,Ground Pass,22.503555,,,Josuha Guilavogui,8230.0,,,,,,2,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,110,Wolfsburg,179,['e784686a-bcf3-43fa-99e4-7231f1f0e70e'],1,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:17:01.070,Pass,
,,,,,,,,,,,,,1.430399,,,,,,,,,,,,3ef5d82b-a380-456e-94c6-7c057c5250f4,2795,,,"[46.0, 27.8]",3890319,62,,,,0.91772616,,Right Foot,,,"[71.4, 61.0]",,Low Pass,41.801914,Incomplete,,Daniel Caligiuri,8521.0,,,,,,2,Regular Play,Josuha Guilavogui,8230.0,Center Defensive Midfield,110,Wolfsburg,179,"['71845528-d980-4349-9f85-de9bf66fe9fd', 'fc0925f0-72c9-4acc-b413-c810bde149a4']",4,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:17:04.096,Pass,
,,,,,,,,,,,,,1.417822,,,,,,,,,,,,0944728b-8990-4658-a640-249fdf14e565,2800,,,"[65.1, 20.0]",3890319,62,,,,0.75908846,,Right Foot,,,"[76.8, 31.1]",,Low Pass,16.127617,Incomplete,,Hiroshi Kiyotake,38524.0,,,,,,2,Regular Play,Kenan Karaman,8541.0,Left Midfield,110,Wolfsburg,179,"['7202c9e3-6f1e-4141-96e1-ba766d6f5924', '8d8828b9-ce30-4c38-bdaf-afe0cc6725d7', 'ecdcf82d-ae6d-47f1-9e30-9b28a22d0bd4']",9,,,,,,,,,,,,,,,,,,Hannover 96,178,00:17:09.778,Pass,True
,,,,,,,,,,,,,2.701418,,,,,,,,,,,,8d8828b9-ce30-4c38-bdaf-afe0cc6725d7,2802,,,"[43.3, 49.0]",3890319,62,,,,-2.1171563,,Right Foot,,,"[25.3, 19.4]",,High Pass,34.643326,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,Interception,2,Regular Play,Josuha Guilavogui,8230.0,Center Defensive Midfield,110,Wolfsburg,179,"['0944728b-8990-4658-a640-249fdf14e565', 'bde628b8-a3d1-4457-a60a-ff3d985c0cbe']",11,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:17:11.196,Pass,
,,,,,,,,,,,,,1.201876,,,,,,,,,,,,f0b993a1-3f9e-404a-8f8d-5b5c0ef96c85,2805,,,"[26.5, 19.4]",3890319,62,,,,1.6951513,,Left Foot,,,"[24.9, 32.2]",,Ground Pass,12.899612,,,Dante Bonfim da Costa Santos,3197.0,,,,,,2,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,110,Wolfsburg,179,['4bd240cf-5464-40c5-a9b5-0f1083bd1179'],17,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:17:17.183,Pass,
,,,,,,,,,,,,,1.595424,,,,,,,,,,,,df6a762a-016c-418a-be8f-a394bec21e30,2808,,,"[32.5, 26.5]",3890319,62,,,,-0.9238109,,Left Foot,,,"[49.8, 3.6]",,Ground Pass,28.700174,,,Max Kruse,8386.0,,,,,,2,Regular Play,Dante Bonfim da Costa Santos,3197.0,Left Center Back,110,Wolfsburg,179,['f99769b0-05d5-449a-83a0-12f049f9ede2'],21,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:17:21.253,Pass,
,,,,,,,,,,,,,1.716866,,,,,,,,,,,,fe002872-0451-49d9-a5c9-86a7f169d026,2811,,,"[67.5, 2.7]",3890319,62,,,,2.8430936,,Left Foot,,,"[55.8, 6.3]",,Ground Pass,12.241323,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,2,Regular Play,Max Kruse,8386.0,Left Center Midfield,110,Wolfsburg,179,['8e436982-9caf-4e32-8dd5-3f0a54356040'],27,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:17:27.241,Pass,
,,,,,,,,,,,,,3.026224,,,,,,,,,,,,927f1318-0ab4-4fe5-a3ba-f84a4937797d,2814,,,"[55.8, 6.3]",3890319,62,,,,1.0504676,,Left Foot,,,"[92.3, 70.0]",,High Pass,73.416214,Incomplete,,Daniel Caligiuri,8521.0,,True,,,,2,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,110,Wolfsburg,179,"['64366b98-dee7-4e93-83a0-fabc4d412e34', 'f8f30302-9c84-44ab-bc43-6a9458de36e6']",30,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:17:30.001,Pass,
,,,,,,,,,,,,,1.40821,,,,,,,,,,,,f8f30302-9c84-44ab-bc43-6a9458de36e6,2816,,,"[27.8, 10.1]",3890319,62,,,,0.22423474,,Head,,,"[39.2, 12.7]",,Low Pass,11.692733,,,Kenan Karaman,8541.0,,,,,Recovery,2,Regular Play,Miiko Martín Albornoz Inola,13126.0,Left Back,110,Wolfsburg,179,"['461d0331-17d3-4889-a6a3-2a8f8fd09736', '927f1318-0ab4-4fe5-a3ba-f84a4937797d']",33,,,,,,,,,,,,,,,,,,Hannover 96,178,00:17:33.027,Pass,
,,,,,,,,,,,,,2.403674,,,,,,,,,,,,c2c422c1-4ed6-4cdb-8646-531a4c51a6c8,2820,,,"[39.2, 12.7]",3890319,62,,,,0.8922362,,Right Foot,,,"[70.0, 50.9]",,High Pass,49.070152,Incomplete,,Hiroshi Kiyotake,38524.0,,,,,,2,Regular Play,Kenan Karaman,8541.0,Left Midfield,110,Wolfsburg,179,"['2a3bfa8a-4452-4959-9151-8509870c36f0', 'b017eb08-91ba-4f09-8552-07ea29c13808', 'da8247be-de31-4902-8646-732c9e511705']",35,,,,,,,,,,,,,,,,,,Hannover 96,178,00:17:35.017,Pass,True
,,,,,,,,,,,,,1.070567,,,,,,,,,,,,9b2aec4e-8c66-4f75-a06b-e286a1e8dfc5,2824,,,"[44.7, 14.1]",3890319,62,,,,-0.8379812,,Left Foot,,,"[53.7, 4.1]",,Ground Pass,13.453624,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,2,Regular Play,Dante Bonfim da Costa Santos,3197.0,Left Center Back,110,Wolfsburg,179,['92883f19-352a-4b53-a835-6ec9e8387168'],41,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:17:41.844,Pass,
,,,,,,,,,,,,,1.387167,,,,,,,,,,,,7c0555da-ef43-4be6-af00-e119836956c2,2827,,,"[53.7, 4.1]",3890319,62,,,,2.6379664,,Left Foot,,,"[39.0, 12.2]",,Ground Pass,16.78392,,,Dante Bonfim da Costa Santos,3197.0,,,,,,2,Regular Play,Ricardo Iván Rodríguez Araya,5544.0,Left Back,110,Wolfsburg,179,['d7234209-36de-4a35-8ee1-6f8ee1fd5cce'],43,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:17:43.966,Pass,
,,,,,,,,,,,,,2.412518,,,,,,,,,,,,b53abc96-326a-4cd6-a19c-fd10f2603e9e,2830,,,"[39.0, 12.2]",3890319,62,,,,1.4409409,,Left Foot,,,"[46.3, 68.1]",,Ground Pass,56.37464,,,Ronaldo Aparecido Rodrigues,8516.0,,True,,,,2,Regular Play,Dante Bonfim da Costa Santos,3197.0,Left Center Back,110,Wolfsburg,179,['8194b297-cac0-4a78-9d44-b82d2f954445'],46,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:17:46.572,Pass,
,,,,,,,,,,,,,0.690823,,,,,,,,,,,,cd70d752-a9aa-4527-8bfd-c0936f946929,2834,,,"[80.6, 69.4]",3890319,62,,,,-0.4096461,,Right Foot,,,"[88.2, 66.1]",,Ground Pass,8.285529,,,Bas Dost,10594.0,,,,,,2,Regular Play,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,110,Wolfsburg,179,"['012fd803-2a4d-4458-b966-408f96a75381', 'aacee724-776b-4d52-b5d8-095cc44adfbb']",52,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:17:52.800,Pass,True
