50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5adacf5a-2f1d-46f3-8186-d66d37ba9cff,1,,,3890356,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8560, 'name': 'René Adler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 15}, {'player': {'id': 8316, 'name': 'Dennis Diekmeier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 27341, 'name': 'Marcelo Alfonso Díaz Rojas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 27}, {'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 8321, 'name': 'Sven Schipplock'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Hamburger SV,171,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bebeb81b-356e-4c84-a981-b14654eef8d6,2,,,3890356,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 2}, {'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 8551, 'name': 'Felix Klaus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,85868242-543b-4d1b-b727-24d3ab3f430b,3,,,3890356,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,['d5e8662b-716a-4208-9dfe-e289afb91fcb'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d5e8662b-716a-4208-9dfe-e289afb91fcb,4,,,3890356,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,['85868242-543b-4d1b-b727-24d3ab3f430b'],0,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cafa43db-7f91-46c0-9164-e9eda766cc8d,1935,,,3890356,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,Hannover 96,178,['3b03a56d-4c48-47db-9114-d78a462be342'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3b03a56d-4c48-47db-9114-d78a462be342,1936,,,3890356,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,88,Hannover 96,178,['cafa43db-7f91-46c0-9164-e9eda766cc8d'],0,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.334506,,,,,,,,,,,,,e1df5de0-61bc-496b-9a56-06e71003d2d3,5,,"[60.0, 40.0]",3890356,0,,,,,-1.7196863,,Right Foot,,,,"[59.7, 38.0]",,Ground Pass,,2.0223749,,,,Hiroshi Kiyotake,38524.0,,,,,Kick Off,1,From Kick Off,Artur Sobiech,11845.0,Center Forward,2,Hannover 96,178,['7bf68506-0bc7-4a8a-b62b-c0b15207c0d0'],0,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.200,Pass,
,,,,,,,,,,,,,,,0.875967,,,,,,,,,,,,,3ea50455-1d82-4c98-a121-4ebfba611a6e,8,,"[60.2, 37.8]",3890356,0,,,,,-3.1198568,,Left Foot,,,,"[51.0, 37.6]",,Ground Pass,,9.202173,,,,Salif Sané,5664.0,,,,,,1,From Kick Off,Hiroshi Kiyotake,38524.0,Center Attacking Midfield,2,Hannover 96,178,['9d45f0a3-5979-4170-826d-55624f3eb793'],0,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.737,Pass,
,,,,,,,,,,,,,,,1.12147,,,,,,,,,,,,,a58569b7-6a25-4bca-b095-d490a8909b22,12,,"[48.6, 38.9]",3890356,0,,,,,3.069645,,Left Foot,,,,"[37.5, 39.7]",,Ground Pass,,11.128792,,,,Marcelo Antônio Guedes Filho,3164.0,,,,,,1,From Kick Off,Salif Sané,5664.0,Left Defensive Midfield,2,Hannover 96,178,"['09b64aba-0b2b-4221-ae2b-29cb673f4f13', 'bb631fa1-836a-4146-9fb7-b8db6b0c3330']",2,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:02.471,Pass,True
,,,,,,,,,,,,,,,1.264305,,,,,,,,,,,,,feb87154-ba96-4a07-a6df-7522e21e38b5,15,,"[34.3, 39.1]",3890356,0,,,,,-1.6347485,,Right Foot,,,,"[33.0, 18.8]",,Ground Pass,,20.341583,,,,Christian Schulz,400614.0,,,,,,1,From Kick Off,Marcelo Antônio Guedes Filho,3164.0,Right Center Back,2,Hannover 96,178,['a301ab7b-566c-4c79-95e4-80e9f062b809'],3,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:03.780,Pass,
