50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.377698,,,,,,,,,,,53b7bf1f-5ec0-43a3-b5c4-b7af12814071,15,,"[49.5, 31.5]",3890498,0,,,,,-1.5942296,,Right Foot,,,,"[48.9, 5.9]",,Ground Pass,,25.60703,,,Marcel Schäfer,40469.0,,,,,,1,From Kick Off,Luiz Gustavo Dias,3545.0,Center Defensive Midfield,2,Wolfsburg,179,['57ef93f3-302c-46a8-86a1-a526ab376b3f'],6,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:06.979,Pass,
,,,,,,,,,,,,,,,,,1.392591,,,,,,,,,,,4449945e-c5f4-47c3-ba6d-82365d025f5b,18,,"[48.9, 5.9]",3890498,0,,,,,2.032769,,Left Foot,,,,"[37.0, 29.8]",,Ground Pass,,26.698689,,,Dante Bonfim da Costa Santos,3197.0,,,,,,1,From Kick Off,Marcel Schäfer,40469.0,Left Back,2,Wolfsburg,179,['d14d3458-e704-4fa4-9563-b0268e00e869'],9,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:09.180,Pass,
,,,,,,,,,,,,,,,,,1.653792,,,,,,,,,,,3fdafcb1-d96b-4d8e-a1f4-2eceff62d83a,21,,"[37.0, 29.8]",3890498,0,,,,,1.4725224,,Left Foot,,,,"[39.8, 58.2]",,Ground Pass,,28.537695,,,Robin Knoche,8239.0,,,,,,1,From Kick Off,Dante Bonfim da Costa Santos,3197.0,Left Center Back,2,Wolfsburg,179,['edbe5063-395e-4ca6-b0f3-6732965bd1ef'],11,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:11.493,Pass,
,,,,,,,,,,,,,,,,,1.384508,,,,,,,,,,,3fccfc6e-3490-47c5-b92e-201d12854ca0,24,,"[46.1, 64.5]",3890498,0,,,,,1.1132277,,Left Foot,,,,"[52.6, 77.7]",,Ground Pass,,14.713599,,,Adelino André Vieira Freitas,10790.0,,,,,,1,From Kick Off,Robin Knoche,8239.0,Right Center Back,2,Wolfsburg,179,['9ea6d579-4eea-4e80-8fbf-6b54105a74ae'],14,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:14.077,Pass,
,,,,,,,,,,,,,,,,,2.531828,,,,,,,,,,,1b391c9e-783e-4345-b289-3c57c028c462,27,,"[52.6, 77.7]",3890498,0,,,,,-0.018132728,,Right Foot,,,,"[91.2, 77.0]",,High Pass,,38.606346,Incomplete,,Max Kruse,8386.0,,,,,,1,From Kick Off,Adelino André Vieira Freitas,10790.0,Right Back,2,Wolfsburg,179,"['af659379-1446-420f-98c1-6baedcc36fb5', 'bd5863dd-fef7-4f46-a677-ffd29b827ec6']",16,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:16.670,Pass,
,,,,,,,,,,,,,,,,,3.612709,,,,,,,,,,,ac3d49eb-42b6-4384-baad-03340be11841,30,,"[77.0, 77.0]",3890498,0,,,,,0.13255154,,Head,,,,"[99.5, 80.0]",,High Pass,,22.69912,Out,,Max Kruse,8386.0,,,,,Recovery,1,From Kick Off,Josuha Guilavogui,8230.0,Right Center Midfield,2,Wolfsburg,179,['b23ac4de-c2d4-487d-9598-81c65e4e1a35'],20,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:20.080,Pass,
,,,,,,,,,,,,,,,,,1.353915,,,,,,,,,,,49af76fc-029d-4190-9d79-36dc15c79aa7,32,,"[23.6, 0.1]",3890498,0,,,,,0.3335843,,,,,,"[33.7, 3.6]",,Low Pass,,10.689247,,,Jérôme Gondorf,8388.0,,,,,Throw-in,1,From Throw In,Luca Caldirola,9404.0,Left Back,3,Darmstadt 98,872,['af53a2dd-0489-427b-930e-d88ae8e536be'],33,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:33.561,Pass,
,,,,,,,,,,,,,,,,,1.171454,,,,,,,,,,,036318ba-1f8e-42e7-86a0-b39cf22fbf38,36,,"[33.2, 2.4]",3890498,0,,,,,0.14048263,,Left Foot,,,,"[43.1, 3.8]",,Low Pass,,9.9985,,,Sandro Wagner,9723.0,,,,,,1,From Throw In,Jérôme Gondorf,8388.0,Left Defensive Midfield,3,Darmstadt 98,872,"['0a4922b6-e687-4587-8080-5b9646b06220', '51f2ab02-7bb2-4ab4-9ef9-f31ed450fa8e']",35,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:35.877,Pass,True
,,,,,,,,,,,,,,,,,1.762924,,,,,,,,,,,40c02950-bfa1-45f8-8067-3c06d34f39fd,43,,"[73.4, 80.0]",3890498,0,,,,,-2.9996955,,,,,,"[58.7, 77.9]",,Low Pass,,14.849242,,,Robin Knoche,8239.0,,,,,Throw-in,1,From Throw In,Adelino André Vieira Freitas,10790.0,Right Back,4,Wolfsburg,179,['1586dfb9-cbe0-40c4-8fd2-6542056db46d'],45,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:45.018,Pass,
,,,,,,,,,,,,,,,,,1.531095,,,,,,,,,,,a92c5778-14d0-4559-9bfa-8ce35447ef65,46,,"[56.4, 74.0]",3890498,0,,,,,-1.8353803,,Right Foot,,,,"[50.9, 53.7]",,Ground Pass,,21.031881,,,Dante Bonfim da Costa Santos,3197.0,,,,,,1,From Throw In,Robin Knoche,8239.0,Right Center Back,4,Wolfsburg,179,['2b0c47c7-72a4-44c2-99bc-ee8e01ba1075'],48,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:48.117,Pass,
,,,,,,,,,,,,,,,,,2.050041,,,,,,,,,,,ca01e96a-87ab-41bb-b5fd-bcf65f2cba23,49,,"[50.6, 45.7]",3890498,0,,,,,-1.5856321,,Left Foot,,,,"[50.1, 12.0]",,Ground Pass,,33.70371,,,Marcel Schäfer,40469.0,,,,,,1,From Throw In,Dante Bonfim da Costa Santos,3197.0,Left Center Back,4,Wolfsburg,179,['c1e33a24-21ad-450c-b87d-ea851e6c5e8b'],50,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:50.971,Pass,
,,,,,,,,,,,,,,,,,2.748685,,,,,,,,,,,39ff798a-7063-4ccc-bb27-0abddac849a9,51,,"[50.6, 13.1]",3890498,0,,,,,2.2044697,,Left Foot,,,,"[26.5, 45.9]",,Ground Pass,,40.701965,,,Koen Casteels,8240.0,,,,,,1,From Throw In,Marcel Schäfer,40469.0,Left Back,4,Wolfsburg,179,['e485312f-c0bb-4d5f-9d7e-d8e206ec7d07'],53,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:53.021,Pass,
,,,,,,,,,,,,,,,,,1.250115,,,,,,,,,,,6627b15f-f081-4da1-a6e4-cd1c220a4fa2,53,,"[27.9, 42.3]",3890498,0,,,,,1.1562895,,Left Foot,,,,"[38.9, 67.3]",,Ground Pass,,27.313,,,Robin Knoche,8239.0,,,,,,1,From Throw In,Koen Casteels,8240.0,Goalkeeper,4,Wolfsburg,179,['7527386e-6242-4ca8-9db2-df9d2d980f18'],55,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:55.770,Pass,
,,,,,,,,,,,,,,,,,1.262973,,,,,,,,,,,4acba0ac-b0ff-4065-8410-f9c20af5b45f,56,,"[42.8, 68.1]",3890498,0,,,,,0.649315,,Right Foot,,,,"[56.5, 78.5]",,Ground Pass,,17.20029,,,Adelino André Vieira Freitas,10790.0,,,,,,1,From Throw In,Robin Knoche,8239.0,Right Center Back,4,Wolfsburg,179,['9d97a1e9-0992-4d0b-a652-ebe1846b0275'],58,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:58.340,Pass,
,,,,,,,,,,,,,,,,,1.394924,,,,,,,,,,,5fb9c8af-9e8d-4d2e-bc2e-34c48cd47f22,59,,"[56.5, 78.4]",3890498,1,,,,,-0.0104708215,,Right Foot,,,,"[75.6, 78.2]",,Ground Pass,,19.101048,,,Max Kruse,8386.0,,,,,,1,From Throw In,Adelino André Vieira Freitas,10790.0,Right Back,4,Wolfsburg,179,['aca4c60b-e5e0-4c9c-b34e-c6b3b7e12e5e'],0,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:00.622,Pass,
,,,,,,,,,,,,,,,,,1.75934,,,,,,,,,,,83230275-cf4d-468a-ad9d-55da37753fe3,65,,"[84.5, 80.0]",3890498,1,,,,,-2.9634998,,,,,,"[69.5, 77.3]",,Low Pass,,15.241063,,,Adelino André Vieira Freitas,10790.0,,,,,Throw-in,1,From Throw In,Max Kruse,8386.0,Left Center Forward,5,Wolfsburg,179,['f10679d3-59c1-4b52-a727-bec886519394'],7,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:07.460,Pass,
,,,,,,,,,,,,,,,,,1.647442,,,,,,,,,,,5fea922d-f950-456e-b78a-27cd953570c1,68,,"[69.5, 77.3]",3890498,1,,,,,-3.0717065,,Right Foot,,,,"[49.5, 75.9]",,Ground Pass,,20.04894,,,Robin Knoche,8239.0,,,,,,1,From Throw In,Adelino André Vieira Freitas,10790.0,Right Back,5,Wolfsburg,179,['e4c744c3-46f0-4290-a5a0-9b22ded3d415'],10,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:10.323,Pass,
,,,,,,,,,,,,,,,,,1.767028,,,,,,,,,,,6253e03c-b71e-48f4-9b46-b8cfd28ac6b3,71,,"[49.5, 75.9]",3890498,1,,,,,-1.7650373,,Right Foot,,,,"[42.3, 39.3]",,Ground Pass,,37.301476,,,Dante Bonfim da Costa Santos,3197.0,,,,,,1,From Throw In,Robin Knoche,8239.0,Right Center Back,5,Wolfsburg,179,['80ae93db-07dc-48d3-ba09-b3cd931e0b0b'],13,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:13.290,Pass,
,,,,,,,,,,,,,,,,,0.984844,,,,,,,,,,,d23da4ee-356c-47a7-bc63-32d292e7fcd8,74,,"[46.4, 34.0]",3890498,1,,,,,0.5770381,,Left Foot,,,,"[57.0, 40.9]",,Ground Pass,,12.647924,,,Luiz Gustavo Dias,3545.0,,,,,,1,From Throw In,Dante Bonfim da Costa Santos,3197.0,Left Center Back,5,Wolfsburg,179,['be363096-8928-4794-82d4-5da343747780'],17,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:17.404,Pass,
,,,,,,,,,,,,,,,,,1.371237,,,,,,,,,,,55bf513a-6518-486e-b110-3d1f5c27b33a,76,,"[57.0, 41.8]",3890498,1,,,,,-3.0443394,,Left Foot,,,,"[44.7, 40.6]",,Ground Pass,,12.3583975,,,Dante Bonfim da Costa Santos,3197.0,,,,,,1,From Throw In,Luiz Gustavo Dias,3545.0,Center Defensive Midfield,5,Wolfsburg,179,['f37ae095-9afa-4cba-a481-deebd9256c3a'],18,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:18.388,Pass,
,,,,,,,,,,,,,,,,,1.519688,,,,,,,,,,,56fb79b6-e27c-499e-9c16-af911e9d2152,79,,"[47.6, 39.3]",3890498,1,,,,,1.679213,,Left Foot,,,,"[44.4, 68.7]",,Ground Pass,,29.573637,,,Robin Knoche,8239.0,,,,,,1,From Throw In,Dante Bonfim da Costa Santos,3197.0,Left Center Back,5,Wolfsburg,179,['9cbb52ab-4e0e-45e3-b518-0116dc4d1609'],20,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:20.840,Pass,
,,,,,,,,,,,,,,,,,1.246509,,,,,,,,,,,9c4d5a67-b84c-48dc-bf5d-b02bab4a21da,82,,"[44.4, 68.7]",3890498,1,,,,,0.7060199,,Right Foot,,,,"[53.9, 76.8]",,Ground Pass,,12.48439,,,Josuha Guilavogui,8230.0,,,,,,1,From Throw In,Robin Knoche,8239.0,Right Center Back,5,Wolfsburg,179,['ff9e0d48-b79c-4670-9b14-6e05033c35db'],23,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:23.043,Pass,
,,,,,,,,,,,,,,,,,0.879056,,,,,,,,,,,592a57ef-1c28-461d-9d5c-ac5d70549985,85,,"[69.2, 75.9]",3890498,1,,,,,0.27829966,,Right Foot,,,,"[78.3, 78.5]",,Ground Pass,,9.464143,,,Adelino André Vieira Freitas,10790.0,,,,,,1,From Throw In,Josuha Guilavogui,8230.0,Right Center Midfield,5,Wolfsburg,179,['33cbfdf0-f839-49c3-8193-eda2ca0ee656'],27,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:27.968,Pass,
,,,,,,,,,,,,,,,,,2.665039,,,,,,,,,,,150907a5-3758-4206-ac1a-1e4d94c156fa,88,,"[78.3, 78.5]",3890498,1,,,,,-2.2442386,,Right Foot,,,,"[70.8, 69.1]",,Ground Pass,,12.02539,,,Maximilian Arnold,8235.0,,,,,,1,From Throw In,Adelino André Vieira Freitas,10790.0,Right Back,5,Wolfsburg,179,['632de8c5-7561-40fe-8bd1-90b747f1ed29'],29,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:29.710,Pass,
,,,,,,,,,,,,,,,,,2.551649,,,,,,,,,,,dd8b41c7-5c42-4b0d-bdad-3f10d4c841f1,91,,"[65.6, 54.3]",3890498,1,,,,,-1.5608957,,Left Foot,,,,"[65.9, 24.0]",,Ground Pass,,30.301485,,,Luiz Gustavo Dias,3545.0,,,,,,1,From Throw In,Maximilian Arnold,8235.0,Center Attacking Midfield,5,Wolfsburg,179,['a53dad9b-54ff-4198-b3eb-8bb1514d6c3d'],32,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:32.611,Pass,
,,,,,,,,,,,,,,,,,1.66103,,,,,,,,,,,a38f0df5-6522-4754-9a1d-cd3e6e9bb61a,93,,"[65.8, 22.7]",3890498,1,,,,,-0.84654635,,Left Foot,,,,"[81.9, 4.5]",,Ground Pass,,24.299177,,,Marcel Schäfer,40469.0,,,,,,1,From Throw In,Luiz Gustavo Dias,3545.0,Center Defensive Midfield,5,Wolfsburg,179,['ecff6547-68e6-4fe6-a371-854a25cb6756'],35,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:35.163,Pass,
,,,,,,,,,,,,,,,,,1.852617,,,,,,,,,,,ebe1d923-9d98-4e82-807c-5ab7371a0ed7,96,,"[81.9, 4.5]",3890498,1,,,,,0.34364486,,Left Foot,,,,"[102.3, 11.8]",,Ground Pass,,21.666796,,,Daniel Caligiuri,8521.0,,,,,,1,From Throw In,Marcel Schäfer,40469.0,Left Back,5,Wolfsburg,179,['b3ffd0b1-a9d3-4d70-a41a-5e1ccac89fa9'],36,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:36.885,Pass,
,,,,,,,,,,,,,,,,,1.507329,,,,,,,,,,,5ba3aebc-4990-4daa-864e-6c0cb7a3c755,101,,"[21.7, 80.0]",3890498,1,,,,,-0.24367827,,,,,,"[39.8, 75.5]",,High Pass,,18.651005,,,Sandro Wagner,9723.0,,,,,Throw-in,1,From Throw In,Florian Jungwirth,12383.0,Right Back,6,Darmstadt 98,872,['63e509b7-8ab5-43f8-bb5d-e992170e1e7e'],57,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:57.235,Pass,
,,,,,,,,,,,,,,,,,1.363701,,,,,,,,,,,3c1072a5-4082-49d7-8148-197204aaf354,104,,"[39.8, 75.5]",3890498,1,,,,True,-0.15612637,,,,,,"[50.6, 73.8]",,Low Pass,,10.932978,,,Marcel Heller,9401.0,,,,,,1,From Throw In,Sandro Wagner,9723.0,Center Forward,6,Darmstadt 98,872,"['16ac64c4-89da-40b6-977a-f95d0f0d448d', '8a27737d-09ec-4760-83e3-c7574dfc862d']",58,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:01:58.742,Pass,True
,,,,,,,,,,,,,,,,,1.179668,,,,,,,,,,,92626825-d67a-4920-a628-9ab002e3608f,110,,"[50.9, 75.8]",3890498,2,,,,,-0.5247958,,Right Foot,,,,"[62.3, 69.2]",,Low Pass,,13.172699,,,Mario Vrančić,13675.0,,,,,Recovery,1,From Throw In,Marcel Heller,9401.0,Right Midfield,6,Darmstadt 98,872,['4c83bb37-755f-4555-aa4f-5f629d6d05fb'],2,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:02.329,Pass,
,,,,,,,,,,,,,,,,,0.280506,,,,,,,,,,,335c1694-c218-4b62-9940-3369192772bb,113,,"[67.3, 71.7]",3890498,2,,,,,-0.453844,,Left Foot,,,,"[71.4, 69.7]",,Ground Pass,,4.561798,Incomplete,,Marcel Heller,9401.0,,,,,,1,From Throw In,Mario Vrančić,13675.0,Center Attacking Midfield,6,Darmstadt 98,872,"['887a9544-98de-4f56-8a59-497bf06126a2', 'acc612d5-5290-4c5a-838d-11ce1425db5a']",5,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:05.251,Pass,
,,,,,,,,,,,,,,,,,0.809459,,,,,,,,,,,6254f16b-8a9d-49cf-a34c-822795a33b1c,120,,"[46.4, 5.7]",3890498,2,,,,,0.016665123,,Left Foot,,,,"[64.4, 6.0]",,Low Pass,,18.0025,Incomplete,,André Schürrle,10281.0,,,,,,1,Regular Play,Luiz Gustavo Dias,3545.0,Center Defensive Midfield,7,Wolfsburg,179,"['0105c314-3ebc-4abd-aa7b-3c6d2f633791', '32e41cd5-b475-432e-a100-fb489c629b69', '85b78b95-e55f-49a5-b635-682d91f6148b', 'd09e7b6a-b9f4-435b-a057-4e50023a69b7']",7,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:07.754,Pass,True
,,,,,,,,,,,,,,,,,1.883554,,,,,,,,,,,0105c314-3ebc-4abd-aa7b-3c6d2f633791,122,,"[55.7, 74.1]",3890498,2,,,,,-0.97350895,,Right Foot,,,,"[72.5, 49.4]",,Ground Pass,,29.871893,Incomplete,,Konstantin Rausch,11134.0,,,,,Recovery,1,Regular Play,Florian Jungwirth,12383.0,Right Back,7,Wolfsburg,179,"['0f32bc0e-1236-4220-9b1d-fcb38755bd97', '6254f16b-8a9d-49cf-a34c-822795a33b1c', 'c98d9c1c-a3ff-496b-8a24-adc073077e9a']",8,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:02:08.563,Pass,
