ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,97e952db-586d-4468-ae1d-41176dc7fe6a,1,,,3890295,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 20871, 'name': 'Pierre Bengtsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8890, 'name': 'Christoph Moritz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 32}, {'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d541282c-969e-4153-8545-e1a823d446a2,2,,,3890295,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40538, 'name': 'Jin-Su Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 8556, 'name': 'Pirmin Schwegler'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 31}, {'player': {'id': 8311, 'name': 'Jonathan Schmid'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3ecdd0e7-0cc7-41ab-9c30-76e339013648,3,,,3890295,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['0d72c9b7-3623-410d-bc94-c7b7c2902fc3'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0d72c9b7-3623-410d-bc94-c7b7c2902fc3,4,,,3890295,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['3ecdd0e7-0cc7-41ab-9c30-76e339013648'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ee48d627-df61-4636-abbb-32a4b8dae7d9,1669,,,3890295,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Hoffenheim,175,['ea5dc06f-4aff-48e4-b940-21a7134efdf9'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ea5dc06f-4aff-48e4-b940-21a7134efdf9,1670,,,3890295,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,97,Hoffenheim,175,['ee48d627-df61-4636-abbb-32a4b8dae7d9'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,1.559059,,,,,,,,,,,,c44df524-441c-4a16-a8a8-3ba59839f187,5,,"[60.0, 40.0]",3890295,0,,,,,-2.7142928,,Right Foot,,,"[48.8, 34.9]",,Ground Pass,,12.306502,,,,,Pirmin Schwegler,8556.0,,,,,,Kick Off,1,From Kick Off,Eduardo Jesús Vargas Rojas,27317.0,Center Forward,2,Hoffenheim,175,['8649c173-e6b1-49c4-bf79-fcc722b1cd60'],1,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:01.085,Pass,
,,,,,,,,,,,,,,,2.549427,,,,,,,,,,,,dcc50d48-cf43-4118-85a0-9fc27b86b6dc,9,,"[48.2, 36.2]",3890295,0,,,,,0.7983508,,Right Foot,,,"[86.3, 75.3]",,High Pass,,54.593224,,,,,Kevin Volland,8215.0,,,,,,,1,From Kick Off,Pirmin Schwegler,8556.0,Center Defensive Midfield,2,Hoffenheim,175,"['205befd0-c7ad-4f2e-92bd-00e510b66160', '449a85f8-49ee-4283-a1f9-736a30a5e3f1']",3,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:03.514,Pass,True
,,,,,,,,,,,,,,,1.307536,,,,,,,,,,,,9aded40a-f6aa-49c4-9fc6-52e04ba31cb3,11,,"[86.3, 75.3]",3890295,0,,,,,-0.5309218,,Head,,,"[97.2, 68.9]",,High Pass,,12.640016,,,,,Eduardo Jesús Vargas Rojas,27317.0,,,,,,,1,From Kick Off,Kevin Volland,8215.0,Right Wing,2,Hoffenheim,175,['d7f940a8-2682-4f34-9eec-4df8d2a72681'],6,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:06.063,Pass,
,,,,,,,,,,,,,,,1.123596,,,,,,,,,,,,a22b63b3-25d9-4cc3-80ef-47e44051fc57,15,,"[102.3, 75.0]",3890295,0,,,,,-2.5415425,,Right Foot,,,"[96.6, 71.1]",,Ground Pass,,6.9065185,,,Incomplete,,,,,,,,,,1,From Kick Off,Eduardo Jesús Vargas Rojas,27317.0,Center Forward,2,Hoffenheim,175,"['69c2ab0a-4628-4186-920a-631d4c8df776', 'afae886e-1c40-4f2f-8d63-34030d06bd6b']",10,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:10.171,Pass,True
