50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84429b9f-d249-4788-a820-0493db395df9,355,,,"[29.5, 26.2]",3890386,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Cleber Janderson Pereira Reis,40468.0,Left Center Back,21,Hamburger SV,171,['2f82d3c0-950f-4179-9938-df6f3288a006'],2,,,,,,,,,,,,,,,,,Hamburger SV,171,00:07:02.191,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c34398d1-57e3-4f0d-90f1-b333e8609ba9,358,,,"[33.0, 66.6]",3890386,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,21,Hamburger SV,171,['7dfe9b08-9f9c-4a1f-b9f2-bfed67bba0b3'],5,,,,,,,,,,,,,,,,,Hamburger SV,171,00:07:05.392,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71158165-18ac-4159-b511-126f6f609cfe,361,,,"[79.1, 46.7]",3890386,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sven Schipplock,8321.0,Center Forward,21,Hamburger SV,171,['48b9487b-5b88-469a-a451-eab0aa445878'],8,,,,,,,,,,,,,,,,,Hamburger SV,171,00:07:08.427,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2757e9c-cc59-4c25-a03b-6a939db1ae26,364,,,"[85.1, 55.8]",3890386,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Nicolai Müller,8302.0,Right Wing,21,Hamburger SV,171,['e5c56283-60ad-4fbc-b6c3-cb43e597bc45'],8,,,,,,,,,,,,,,,,,Hamburger SV,171,00:07:08.457,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42e9e63d-14f9-403e-980f-fec9c7c2a943,372,,,"[64.5, 76.1]",3890386,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Pablo Ezequiel De Blasis,8555.0,Right Wing,22,FSV Mainz 05,177,['54b192f5-bcd9-4449-9f2c-be4fccf8ca39'],33,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:07:33.387,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8181c25-f07e-4433-a934-6fb7d989b814,376,,,"[71.7, 28.7]",3890386,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sven Schipplock,8321.0,Center Forward,23,Hamburger SV,171,['39aced94-57f2-4f19-9953-a2260d53e163'],35,,,,,,,,,,,,,,,,,Hamburger SV,171,00:07:35.455,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32ce30d3-e4fb-41d4-a3b2-f8ef28638729,379,,,"[69.4, 27.6]",3890386,7,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Michael Gregoritsch,8309.0,Center Attacking Midfield,23,Hamburger SV,171,['2cdaf882-60ac-44bb-b330-f855a48b1988'],35,,,,,,,,,,,,,,,,,Hamburger SV,171,00:07:35.879,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620d0e04-0f8b-4013-9a6d-4792ccf85e05,384,,,"[52.5, 2.8]",3890386,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pierre Bengtsson,20871.0,Left Back,24,FSV Mainz 05,177,['35a4039b-ff83-4561-839a-85f6add53326'],0,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:08:00.598,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f851e98-5355-44cf-b377-9e99e3f9e4c9,388,,,"[51.1, 13.0]",3890386,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gonzalo Alejandro Jara Reyes,30551.0,Left Defensive Midfield,24,FSV Mainz 05,177,['ec9c6429-3024-4ecf-834f-a7df5d59d757'],2,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:08:02.531,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519c22bd-2b70-49b6-9f1e-48ef3b9b7b56,392,,,"[66.6, 72.7]",3890386,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pablo Ezequiel De Blasis,8555.0,Right Wing,24,FSV Mainz 05,177,['05f7e7fa-7ad3-4f0e-89a5-ced7a2323219'],7,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:08:07.358,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100c2b66-fe9f-40d7-a337-96c76d6dfb74,397,,,"[92.5, 76.3]",3890386,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Brosinski,8548.0,Right Back,24,FSV Mainz 05,177,"['79ebf305-87c6-4970-836c-8fc612e130aa', 'e7a8a7eb-ff63-4f5b-9c20-fd544504fcf5']",10,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:08:10.950,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c4d57ad-cb5b-4fb8-ab22-6b4dcfd55506,399,,,"[87.1, 73.7]",3890386,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pablo Ezequiel De Blasis,8555.0,Right Wing,24,FSV Mainz 05,177,"['5815e450-34c7-4ad4-a82e-67c17b589959', 'e7a8a7eb-ff63-4f5b-9c20-fd544504fcf5']",11,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:08:11.096,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b5f389c-fd47-497c-a4f6-9174ec3f90d2,403,,,"[117.2, 65.9]",3890386,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Yunus Mallı,8679.0,Center Attacking Midfield,25,FSV Mainz 05,177,"['1470508e-bc0e-4495-88b8-102e3418927a', '9045ffd2-223d-4ae1-b33e-bed570dfc595']",20,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:08:20.945,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2af8c7d5-80cf-477d-a44c-2fd93ba69595,409,,,"[46.4, 11.0]",3890386,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sven Schipplock,8321.0,Center Forward,25,FSV Mainz 05,177,['14bc6244-6aba-41d6-9bf2-db8b5f0d8b33'],26,,,,,,,,,,,,,,,,,Hamburger SV,171,00:08:26.129,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a716ba6a-b5f0-47c0-a5a7-4440d2b7f64c,412,,,"[78.4, 55.0]",3890386,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gonzalo Alejandro Jara Reyes,30551.0,Left Defensive Midfield,25,FSV Mainz 05,177,['8471ceeb-1e89-49f9-a56b-8604ab345c71'],27,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:08:27.648,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1cfed342-0d57-42c5-ba30-66a759eb8f44,414,,,"[75.0, 74.9]",3890386,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Stefan Bell,8559.0,Right Center Back,25,FSV Mainz 05,177,['9c4d8995-0ee0-4817-9a9e-df889475cb0b'],29,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:08:29.792,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a88d9a56-3fb9-4e59-99db-0894b5f4aac7,418,,,"[56.7, 11.1]",3890386,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sven Schipplock,8321.0,Center Forward,25,FSV Mainz 05,177,['9a89e017-dcbb-4a38-852c-782bbf559ba4'],34,,,,,,,,,,,,,,,,,Hamburger SV,171,00:08:34.082,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865ba759-07cf-4486-87b8-c1101bc24311,421,,,"[88.9, 6.4]",3890386,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sven Schipplock,8321.0,Center Forward,26,Hamburger SV,171,['616cb6a1-d38f-4825-9c1e-8a655d1f8cdf'],39,,,,,,,,,,,,,,,,,Hamburger SV,171,00:08:39.375,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27a5a203-f68f-45a3-8028-649c4f10e824,426,,,"[105.0, 34.5]",3890386,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Michael Gregoritsch,8309.0,Center Attacking Midfield,26,Hamburger SV,171,"['1b083a83-c7c8-427f-9f03-bf8a54506062', 'ef41f6b3-18d4-4c20-9f24-e590644fed9a']",44,,,,,,,,,,,,,,,,,Hamburger SV,171,00:08:44.624,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a19d0290-bc1d-4b38-9c28-fd296bc4f956,459,,,"[50.9, 73.5]",3890386,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,26,Hamburger SV,171,['6b28e33b-0605-4993-9c24-f00a459c1133'],5,,,,,,,,,,,,,,,,,Hamburger SV,171,00:09:05.005,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f76315b-c747-4354-8212-d9d0ec0c938f,462,,,"[57.4, 62.3]",3890386,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lewis Harry Holtby,8891.0,Left Defensive Midfield,26,Hamburger SV,171,['9bc7ecfc-a486-41c6-a6a1-e513b1c951d7'],7,,,,,,,,,,,,,,,,,Hamburger SV,171,00:09:07.505,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16691911-fae3-46f7-a00a-dda1e575b7c1,465,,,"[42.7, 45.4]",3890386,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cleber Janderson Pereira Reis,40468.0,Left Center Back,26,Hamburger SV,171,['9b929eaf-02a2-4981-bb46-2a7f4fa818ff'],9,,,,,,,,,,,,,,,,,Hamburger SV,171,00:09:09.417,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d16a91fb-f6c7-4dfe-b5b5-4ea6b552cebf,468,,,"[48.7, 11.0]",3890386,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Matthias Ostrzolek,8547.0,Left Back,26,Hamburger SV,171,['31c787a1-dca1-4d23-b522-2aaccb2f6ef9'],12,,,,,,,,,,,,,,,,,Hamburger SV,171,00:09:12.197,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c94b78de-2889-4993-bd94-104865da0737,471,,,"[75.2, 23.5]",3890386,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sven Schipplock,8321.0,Center Forward,26,Hamburger SV,171,['7772d4ac-56c4-44fd-9d9b-54bf4365fc0c'],14,,,,,,,,,,,,,,,,,Hamburger SV,171,00:09:14.274,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2be1228-dff5-4156-914b-37117f795b4f,475,,,"[82.4, 32.0]",3890386,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Michael Gregoritsch,8309.0,Center Attacking Midfield,26,Hamburger SV,171,['9a85f9d7-6d0a-40eb-ab2e-7b942e627873'],15,,,,,,,,,,,,,,,,,Hamburger SV,171,00:09:15.065,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7178773c-d546-4675-99f6-46313e491880,481,,,"[46.8, 50.0]",3890386,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,26,Hamburger SV,171,['41b6f616-f771-4dc9-b9df-66596cea9ff6'],20,,,,,,,,,,,,,,,,,Hamburger SV,171,00:09:20.465,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5387725-13da-4883-93de-87243c753db1,484,,,"[53.7, 74.7]",3890386,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gotoku Sakai,6339.0,Right Back,26,Hamburger SV,171,['6e234c33-426a-4cb1-ade5-f941f670a8c0'],22,,,,,,,,,,,,,,,,,Hamburger SV,171,00:09:22.836,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00dc5323-a3dc-40f0-b4c5-4f3b5f5757e5,487,,,"[67.7, 38.2]",3890386,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Michael Gregoritsch,8309.0,Center Attacking Midfield,26,Hamburger SV,171,['b4e20380-360c-4fbb-a660-680216de7ebd'],26,,,,,,,,,,,,,,,,,Hamburger SV,171,00:09:26.896,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80a93f5b-05b2-474e-85e0-3d69d7c7b8d7,494,,,"[94.1, 12.5]",3890386,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ivo Iličević,24740.0,Left Wing,26,Hamburger SV,171,['596982f3-9da2-4e4a-a231-b1b3187d6a1c'],31,,,,,,,,,,,,,,,,,Hamburger SV,171,00:09:31.441,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0bf3356d-68d4-470c-a2cc-652357d51801,502,,,"[85.1, 47.1]",3890386,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lewis Harry Holtby,8891.0,Left Defensive Midfield,26,Hamburger SV,171,['44f2d10e-0492-45af-8a34-7472e891eb8d'],37,,,,,,,,,,,,,,,,,Hamburger SV,171,00:09:37.641,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68c41d03-3c48-4a02-8d83-5dea62cab281,507,,,"[68.8, 76.8]",3890386,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Pablo Ezequiel De Blasis,8555.0,Right Wing,27,FSV Mainz 05,177,['90b8a541-7b38-4328-a939-0b1dbed62fec'],18,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:10:18.084,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739e0eb1-6f02-4a98-b840-6a4f417db87d,509,,,"[50.6, 5.6]",3890386,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Michael Gregoritsch,8309.0,Center Attacking Midfield,28,Hamburger SV,171,['2a4930bf-1b2e-45bb-afb1-d7945476bcf1'],28,,,,,,,,,,,,,,,,,Hamburger SV,171,00:10:28.740,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81d8895e-f2cb-4f6c-ac47-750cfa32e4c0,512,,,"[45.4, 4.2]",3890386,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lewis Harry Holtby,8891.0,Left Defensive Midfield,28,Hamburger SV,171,['504434d2-b1d9-46e8-ba72-327408a845c8'],29,,,,,,,,,,,,,,,,,Hamburger SV,171,00:10:29.473,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0b3f8d7-9664-42c6-8f9e-a6eb5793234b,517,,,"[51.9, 7.7]",3890386,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Michael Gregoritsch,8309.0,Center Attacking Midfield,28,Hamburger SV,171,"['23008ac6-346e-4d6f-abfa-1d57998a5e47', 'fea9c546-e855-4593-b595-d6aba9cf9120']",30,,,,,,,,,,,,,,,,,Hamburger SV,171,00:10:30.976,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a95997dc-7012-433b-81e2-6abb3bf720a9,521,,,"[52.5, 2.2]",3890386,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lewis Harry Holtby,8891.0,Left Defensive Midfield,28,Hamburger SV,171,"['c2c32b36-7861-4ded-97e9-a1a6dc83793b', 'd0cf58ca-d19b-462d-aa12-a5d0026f0dd9']",32,,,,,,,,,,,,,,,,,Hamburger SV,171,00:10:32.709,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4f1f287-cf6e-4f9b-8081-a6dff8bd70dc,531,,,"[94.9, 4.2]",3890386,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ivo Iličević,24740.0,Left Wing,28,Hamburger SV,171,['8f084b0f-cf73-4024-8f8b-2f2a680f22c1'],40,,,,,,,,,,,,,,,,,Hamburger SV,171,00:10:40.665,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0ea7521-909d-4b85-ae9f-d403778f8d51,534,,,"[88.3, 5.2]",3890386,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Matthias Ostrzolek,8547.0,Left Back,28,Hamburger SV,171,['59b67f12-50ff-4b7a-b863-43c256ed75dd'],44,,,,,,,,,,,,,,,,,Hamburger SV,171,00:10:44.507,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3fa6b52-a728-4b87-a444-866bb9506d87,536,,,"[106.9, 58.7]",3890386,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nicolai Müller,8302.0,Right Wing,28,Hamburger SV,171,['ffbd6b8a-8faa-4a45-9552-fce023356708'],47,,,,,,,,,,,,,,,,,Hamburger SV,171,00:10:47.228,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b5bfd39-c139-4ab3-930e-06c539345356,539,,,"[98.0, 50.5]",3890386,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Michael Gregoritsch,8309.0,Center Attacking Midfield,28,Hamburger SV,171,['1b476940-21c3-48cf-9b7d-8e1a8242062e'],49,,,,,,,,,,,,,,,,,Hamburger SV,171,00:10:49.178,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80258fda-67d8-4ff6-8f61-9b56ef6e6b5c,541,,,"[98.6, 33.1]",3890386,10,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lewis Harry Holtby,8891.0,Left Defensive Midfield,28,Hamburger SV,171,['49f232f4-590d-4597-a5e8-433b692dc1a9'],50,,,,,,,,,,,,,,,,,Hamburger SV,171,00:10:50.661,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55e146ee-c42c-40d3-ad65-dc21e5f5d639,545,,,"[29.0, 72.8]",3890386,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pablo Ezequiel De Blasis,8555.0,Right Wing,29,FSV Mainz 05,177,['cf420904-5eb7-4c14-a4a9-2b0bb41fbe4c'],53,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:10:53.638,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42c49335-b88f-470c-8b42-f90121b9976d,549,,,"[97.3, 75.3]",3890386,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yoshinori Muto,6337.0,Center Forward,29,FSV Mainz 05,177,"['3c3e2ed1-52ed-47fd-b07e-b89451c16bb6', 'ba356218-42a7-44a2-93f8-82407033c0f8']",59,,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:10:59.682,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae716296-7e1d-4a74-a0ff-e0dcd39f3cf5,556,,,"[46.4, 13.9]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivo Iličević,24740.0,Left Wing,30,Hamburger SV,171,['20580a0e-4c17-41e2-ae64-77d2a3afe0d2'],8,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:08.337,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e0cd9ee-a885-4549-9aef-101274ba6bdb,560,,,"[33.1, 13.8]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lewis Harry Holtby,8891.0,Left Defensive Midfield,30,Hamburger SV,171,['349a120a-e017-40b2-9593-984338bcfaff'],10,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:10.711,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c35751b9-7f33-45ab-a0e3-4f19a68be06f,562,,,"[58.8, 11.2]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sven Schipplock,8321.0,Center Forward,30,Hamburger SV,171,['4030aeac-c220-4a30-9f1a-93435c1a5058'],11,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:11.602,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd41a6a6-ad7c-409b-871f-147db78d079a,565,,,"[49.1, 8.0]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lewis Harry Holtby,8891.0,Left Defensive Midfield,31,Hamburger SV,171,['30ecf91b-71a9-48d8-a015-30855933e06d'],17,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:17.763,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b258c03-6ae5-4d52-a334-0c71779e00cb,568,,,"[33.8, 46.5]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,31,Hamburger SV,171,['5663ad58-0831-4e84-8723-acce02fc05a3'],21,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:21.673,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f91e04c3-9455-4cdc-95ce-310922ea7525,571,,,"[56.4, 45.8]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nicolai Müller,8302.0,Right Wing,31,Hamburger SV,171,['35bcde01-4ea7-4634-8fe2-014b608f5ead'],24,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:24.833,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1f175f1a-fdbc-4de0-9a62-00c5e022d147,574,,,"[66.7, 78.4]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gotoku Sakai,6339.0,Right Back,31,Hamburger SV,171,['5d7de142-c7b8-4d75-98da-6fd9d75fb7dc'],28,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:28.950,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df3b8607-93b3-4738-8f61-c60d4e75c1b7,577,,,"[75.6, 75.7]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nicolai Müller,8302.0,Right Wing,31,Hamburger SV,171,['daac0efa-04e7-4803-91c9-2a9d07ced310'],32,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:32.609,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74e59e11-e30d-4c66-8fb7-f4e86cdddbdd,580,,,"[72.6, 61.3]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gideon Jung,8323.0,Right Defensive Midfield,31,Hamburger SV,171,['4515cc42-e06e-4f2e-9ba2-25f897af8ed6'],34,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:34.382,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a93f446d-ea18-49d5-b387-17b63f7b9dde,584,,,"[49.6, 62.7]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,31,Hamburger SV,171,['68bc3645-4173-4e54-89e8-905638c510b5'],36,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:36.467,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eca31eb-8c02-4cdc-b66d-a0cf6c3138af,587,,,"[46.8, 30.9]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cleber Janderson Pereira Reis,40468.0,Left Center Back,31,Hamburger SV,171,['aed77886-0fce-4715-bc97-3bde9c4fe394'],38,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:38.500,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7fa7b537-def6-4394-94d5-36309d83bf3c,590,,,"[53.9, 6.9]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lewis Harry Holtby,8891.0,Left Defensive Midfield,31,Hamburger SV,171,['5a6058fc-6ff5-4279-bd51-2351be5bdda4'],41,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:41.263,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a54b121e-a4fb-4072-97aa-553b0706e9ec,593,,,"[45.6, 25.5]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cleber Janderson Pereira Reis,40468.0,Left Center Back,31,Hamburger SV,171,['1e8a68d0-b54a-47ba-a16a-46a71d568f1a'],42,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:42.899,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171aec1b-0b3b-43f5-bbc1-d02f0fa66f54,596,,,"[44.4, 62.9]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,31,Hamburger SV,171,['12707136-bd73-4c63-8ce7-21ad77c77a6b'],46,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:46.784,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e1de565-cf4f-47ec-9e81-1b8055605abb,599,,,"[47.4, 77.0]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gotoku Sakai,6339.0,Right Back,31,Hamburger SV,171,['a4f54e48-e320-42ca-a328-ced581ac44ad'],50,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:50.865,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d595e04-c5f8-48d7-8328-2d459eccd13f,602,,,"[51.1, 63.2]",3890386,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gideon Jung,8323.0,Right Defensive Midfield,31,Hamburger SV,171,['b10ad57a-0120-4048-8304-d323d934c6c8'],52,,,,,,,,,,,,,,,,,Hamburger SV,171,00:11:52.206,Ball Receipt*,
