50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.135378,,,,,,,,,,,,,e7b5b2f3-47e1-4bb4-8eb4-ac29de9f7249,3247,,"[120.0, 80.0]",3890382,80,,,,,-1.7887324,,Right Foot,,,"[113.6, 51.1]",,High Pass,,29.600168,,Incomplete,True,Ömer Toprak,8573.0,,,Outswinging,,Corner,2,From Corner,Julian Brandt,5555.0,Left Wing,176,Bayer Leverkusen,904,"['d6870931-71b9-4b89-98d8-384337f69d12', 'd6cff87d-6b9e-480a-b0a1-35f1c6b44055']",24,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:35:24.758,Pass,
,,,,,,,,,,,,,,,,,2.120469,,,,,,,,,,,,,ad6f876c-abae-401a-8a03-e5ba21cb328d,3250,,"[90.9, 80.0]",3890382,80,,,,,-0.5215792,,,,,"[113.0, 67.3]",,High Pass,,25.489214,,,,Stefan Kießling,11394.0,,,,,Throw-in,2,From Throw In,Giulio Donati,8549.0,Right Back,177,Bayer Leverkusen,904,['a594fe3b-feb1-48c4-8dc0-93fee73fc12a'],40,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:35:40.193,Pass,
,,,,,,,,,,,,,,,,,2.400168,,,,,,,,,,,,,d411a1f1-9d8e-42dc-ab84-500e48c47949,3258,,"[6.7, 17.3]",3890382,80,,,,,-0.88431096,,Right Foot,,,"[18.5, 2.9]",,Low Pass,,18.617197,,,,Sead Kolašinac,3510.0,,,,,,2,Regular Play,Joël Andre Job Matip,3502.0,Left Center Back,178,Schalke 04,181,"['225f36ea-434e-4cb1-a165-7539d9f133b3', 'e3956a61-a003-48a6-a4b4-36f2d0365fd4']",45,,,,,,,,,,,,,,,,,Schalke 04,181,00:35:45.382,Pass,True
,,,,,,,,,,,,,,,,,1.926361,,,,,,,,,,,,,18642351-bd41-4f3c-91d4-b1a256280c20,3260,,"[18.5, 2.9]",3890382,80,,,,,0.51185584,,Left Foot,,,"[45.2, 17.9]",,High Pass,,30.62499,,,,Klaas-Jan Huntelaar,8060.0,,,,,,2,Regular Play,Sead Kolašinac,3510.0,Right Defensive Midfield,178,Schalke 04,181,['2d2a7164-725e-4a48-a215-1ae75c766da6'],47,,,,,,,,,,,,,,,,,Schalke 04,181,00:35:47.782,Pass,
,,,,,,,,,,,,,,,,,0.804802,,,,,,,,,,,,,43a01a18-383b-4047-93b9-2c8867155a5d,3264,,"[45.6, 17.5]",3890382,80,,,,,-1.4300661,,Right Foot,,,"[47.3, 5.5]",,Ground Pass,,12.119819,,,,Max Meyer,8508.0,,,,,,2,Regular Play,Klaas-Jan Huntelaar,8060.0,Center Forward,178,Schalke 04,181,"['d2a46957-8140-450a-b12c-9b10b1ca6272', 'd727cffe-838b-42f2-8e8e-54caae77e19f']",51,,,,,,,,,,,,,,,,,Schalke 04,181,00:35:51.421,Pass,True
,,,,,,,,,,,,,,,,,0.796845,,,,,,,,,,,,,7b7d7aba-dfe3-4209-b11a-1f2c1c14249a,3267,,"[65.9, 9.6]",3890382,80,,,,,-0.59006023,,Right Foot,,,"[77.1, 2.1]",,Ground Pass,,13.479243,,,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,,2,Regular Play,Max Meyer,8508.0,Center Attacking Midfield,178,Schalke 04,181,['4e770b41-1094-4b2e-a0d8-380d586d47d3'],55,,,,,,,,,,,,,,,,,Schalke 04,181,00:35:55.108,Pass,
,,,,,,,,,,,,,,,,,0.250037,,,,,,,,,,,,,a91cf7d5-2f49-49af-9cd0-5761002c6976,3270,,"[77.1, 2.1]",3890382,80,,,,,1.620401,,Left Foot,,,"[76.4, 16.2]",,Ground Pass,,14.117365,,Incomplete,,Klaas-Jan Huntelaar,8060.0,,,,,,2,Regular Play,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,178,Schalke 04,181,"['39793924-ed4c-4952-b6b2-ee49b6066274', 'a9993a5f-1b68-4dc2-a069-31efdc507363']",55,,,,,,,,,,,,,,,,,Schalke 04,181,00:35:55.985,Pass,
,,,,,,,,,,,,,,,,,1.189591,,,,,,,,,,,,,dea45d01-669e-46d1-b77d-c1bbde1bbc99,3284,,"[114.9, 15.8]",3890382,81,,,,,1.9818609,,Left Foot,True,,"[108.1, 31.4]",,High Pass,,17.017637,,,,Max Meyer,8508.0,,,,,,2,Regular Play,Jean-Eric Maxim Choupo-Moting,3499.0,Left Wing,178,Schalke 04,181,"['9b691944-6f37-4983-b440-e8e052bdaa8b', 'b7f1b744-a5be-48b1-96b1-7de1e7f69619']",8,,,,,,,,,,,,,,,,,Schalke 04,181,00:36:08.055,Pass,True
,,,,,,,,,,,,,,,,,1.102912,,,,,,,,,,,,,0362964e-66f0-40e1-a2cd-68ea400458be,3286,,"[108.1, 31.4]",3890382,81,,,,,0.022218565,,Head,,,"[117.1, 31.6]",,Low Pass,,9.002222,,Incomplete,,Klaas-Jan Huntelaar,8060.0,,,,,,2,Regular Play,Max Meyer,8508.0,Center Attacking Midfield,178,Schalke 04,181,"['47041fce-0d7f-4ec1-a9c5-dcd6ba884f8a', 'a8368bee-74c5-4b0f-9eed-05a9d8c0a640']",9,,,,,,,,,,,,,,,,,Schalke 04,181,00:36:09.245,Pass,
,,,,,,,,,,,,,,,,,2.453329,,,,,,,,,,,,,d3306cd3-9023-48d2-919a-0ec734bf0f9b,3290,,"[10.1, 48.5]",3890382,81,,,,,0.5267217,,Keeper Arm,,,"[28.5, 59.2]",,Ground Pass,,21.284971,,,,Giulio Donati,8549.0,,,,,,2,Regular Play,Bernd Leno,15581.0,Goalkeeper,179,Bayer Leverkusen,904,['11d6b506-aa64-475b-bd68-cdaedb8103a5'],14,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:14.058,Pass,
,,,,,,,,,,,,,,,,,1.313815,,,,,,,,,,,,,fb5fbade-33cd-451b-b6a5-f820c9443f23,3293,,"[45.0, 70.8]",3890382,81,,,,,-2.417212,,Right Foot,,,"[28.5, 56.2]",,Ground Pass,,22.032022,,,,Jonathan Tah,8221.0,,,,,,2,Regular Play,Giulio Donati,8549.0,Right Back,179,Bayer Leverkusen,904,['bfef8dfd-b402-4423-996f-a7a452e2e0df'],20,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:20.092,Pass,
,,,,,,,,,,,,,,,,,1.057017,,,,,,,,,,,,,9ec212fb-ce26-4c29-8350-6839b66db56c,3296,,"[27.0, 53.0]",3890382,81,,,,,-0.5420889,,Right Foot,,,"[35.8, 47.7]",,Ground Pass,,10.272779,,,,Ömer Toprak,8573.0,,,,,,2,Regular Play,Jonathan Tah,8221.0,Right Center Back,179,Bayer Leverkusen,904,['96f70360-3749-47b1-9f4f-e22a5a32ac6c'],21,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:21.998,Pass,
,,,,,,,,,,,,,,,,,1.553457,,,,,,,,,,,,,37d1d203-f72c-46b9-95ee-96263dedf268,3299,,"[38.3, 41.5]",3890382,81,,,,,-1.1935472,,Right Foot,,,"[46.7, 20.3]",,Ground Pass,,22.803509,,,,Wendell Nascimento Borges,8212.0,,,,,,2,Regular Play,Ömer Toprak,8573.0,Left Center Back,179,Bayer Leverkusen,904,['71b1e19c-747a-4f68-bb91-b9706f8fc82c'],24,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:24.265,Pass,
,,,,,,,,,,,,,,,,,0.708243,,,,,,,,,,,,,11707d9b-958b-40a7-8f28-95c704dcc9ba,3302,,"[77.3, 15.1]",3890382,81,,,,,-0.6847295,,Left Foot,,,"[88.2, 6.2]",,Ground Pass,,14.071958,,,,Karim Bellarabi,8213.0,,,,,,2,Regular Play,Wendell Nascimento Borges,8212.0,Left Back,179,Bayer Leverkusen,904,['4d805239-8e59-4ab3-94f5-9a59efff0122'],32,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:36:32.285,Pass,
,,,,,,,,,,,,,,,,,2.187571,,,,,,,,,,,,,7103d7a2-27af-4edd-a23d-693fc5ff84d5,3311,,"[3.7, 70.1]",3890382,81,,,,,0.062050417,,Right Foot,,,"[37.5, 72.2]",,High Pass,,33.865173,,,,Klaas-Jan Huntelaar,8060.0,,,,,,2,Regular Play,Sascha Riether,25003.0,Right Back,180,Schalke 04,181,['3800e344-6e72-4841-94ef-ab71193d87be'],41,,,,,,,,,,,,,,,,,Schalke 04,181,00:36:41.302,Pass,
,,,,,,,,,,,,,,,,,2.324571,,,,,,,,,,,,,b358c278-68b3-483e-a7d0-a98733659a7c,3315,,"[39.0, 71.8]",3890382,81,,,,,-0.62319934,,Right Foot,,,"[51.8, 62.6]",,High Pass,,15.763248,,,,Leroy Sané,3053.0,,,,,,2,Regular Play,Klaas-Jan Huntelaar,8060.0,Center Forward,180,Schalke 04,181,"['2e90b363-95c1-4a2f-b075-9ffe466ee83e', '94572e7f-186b-4ffb-8696-ada9c4fe8232']",44,,,,,,,,,,,,,,,,,Schalke 04,181,00:36:44.368,Pass,True
,,,,,,,,,,,,,,,,,1.866692,,,,,,,,,,,,,0c1fdcdc-294f-4100-afa2-a8a80b0b7904,3322,,"[36.4, 0.1]",3890382,82,,True,,,0.7690062,,,,,"[48.8, 12.1]",,Low Pass,,17.255724,,,,Christoph Kramer,8805.0,,,,,Throw-in,2,From Throw In,Wendell Nascimento Borges,8212.0,Left Back,181,Bayer Leverkusen,904,['846e17fe-2fc5-4119-a58e-2fc5e75767be'],22,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:22.982,Pass,
,,,,,,,,,,,,,,,,,2.121388,,,,,,,,,,,,,677cb7a1-428f-446d-8095-7e385e85be62,3324,,"[49.0, 10.0]",3890382,82,,,,,2.1790323,,Left Foot,,,"[39.6, 23.5]",,Ground Pass,,16.450228,,,,Ömer Toprak,8573.0,,,,,,2,From Throw In,Christoph Kramer,8805.0,Right Defensive Midfield,181,Bayer Leverkusen,904,['28e9f624-e04b-4277-a1fd-0f1dc82e587a'],24,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:24.916,Pass,
,,,,,,,,,,,,,,,,,1.071423,,,,,,,,,,,,,dc1092e4-60b0-4e4e-9aa0-35806d4d2982,3327,,"[39.6, 23.5]",3890382,82,,,,,-1.2120256,,Right Foot,,,"[44.1, 11.5]",,Ground Pass,,12.816006,,,,Wendell Nascimento Borges,8212.0,,,,,,2,From Throw In,Ömer Toprak,8573.0,Left Center Back,181,Bayer Leverkusen,904,['23a2acc9-0648-4d60-b86f-1a774d40659a'],28,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:28.233,Pass,
,,,,,,,,,,,,,,,,,1.034475,,,,,,,,,,,,,f92cc89f-8515-49ed-a02a-97d67fc25052,3331,,"[85.0, 16.6]",3890382,82,,,,,-0.5591248,,Left Foot,,,"[102.1, 5.9]",,Ground Pass,,20.171762,,,,Karim Bellarabi,8213.0,,,,,,2,From Throw In,Wendell Nascimento Borges,8212.0,Left Back,181,Bayer Leverkusen,904,['d44b741e-24e4-42bf-a2ca-2fcfad52460c'],35,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:35.589,Pass,
,,,,,,,,,,,,,,,,,1.839931,,,,,,,,,,,,,055c969e-0182-4e01-afde-da94d21d6b1f,3334,,"[102.1, 5.9]",3890382,82,,,,,0.9145455,,Right Foot,,,"[115.5, 23.3]",,Ground Pass,,21.961784,,Incomplete,,Wendell Nascimento Borges,8212.0,,,,,,2,From Throw In,Karim Bellarabi,8213.0,Right Wing,181,Bayer Leverkusen,904,"['6a82a092-0f94-45ca-b21f-094c620611eb', 'fda4bc3a-6512-45c9-a647-5dee26e628cd']",38,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:37:38.049,Pass,
,,,,,,,,,,,,,,,,,0.076204,,,,,,,,,,,,,6a82a092-0f94-45ca-b21f-094c620611eb,3336,,"[4.6, 56.8]",3890382,82,,,,,1.0552473,,Right Foot,,,"[6.3, 59.8]",,Ground Pass,,3.4481878,,Incomplete,,Sascha Riether,25003.0,,,,,Recovery,2,From Throw In,Benedikt Höwedes,7016.0,Right Center Back,181,Bayer Leverkusen,904,"['055c969e-0182-4e01-afde-da94d21d6b1f', '0a7ccc98-c974-458c-8010-501e0354d1a5', '7ca1f104-c97b-4812-b509-4faf2e7841c4']",39,,,,,,,,,,,,,,,,,Schalke 04,181,00:37:39.889,Pass,
,,,,,,,,,,,,,,,,,3.42675,,,,,,,,,,,,,50a50158-d285-423d-b74f-6f42fcfb1211,3339,,"[6.0, 44.0]",3890382,83,,,,,-0.4934172,,Right Foot,,,"[62.9, 13.4]",,High Pass,,64.60627,,Incomplete,,Jean-Eric Maxim Choupo-Moting,3499.0,,,,,Goal Kick,2,From Goal Kick,Ralf Fährmann,8517.0,Goalkeeper,182,Schalke 04,181,"['0c1adea9-0000-418d-8dd7-c2c0aaaa57ce', '3f739829-5d0b-444f-9364-31857fd741e7']",3,,,,,,,,,,,,,,,,,Schalke 04,181,00:38:03.824,Pass,
,,,,,,,,,,,,,,,,,1.45528,,,,,,,,,,,,,3f739829-5d0b-444f-9364-31857fd741e7,3342,,"[57.2, 66.7]",3890382,83,,,,True,-0.39652172,,,,,"[81.8, 56.4]",,High Pass,,26.669271,,,,Stefan Kießling,11394.0,,,,,Recovery,2,From Goal Kick,Julian Brandt,5555.0,Left Wing,182,Schalke 04,181,"['3c9aa02c-5248-4d28-826a-c88afac9b524', '50a50158-d285-423d-b74f-6f42fcfb1211', '922ace5f-0341-4e4d-b2b5-771bf665a08f']",7,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:38:07.251,Pass,True
,,,,,,,,,,,,,,,,,1.129334,,,,,,,,,,,,,f652aa8a-8d15-4f72-9466-0dd6667cb84f,3348,,"[16.1, 0.1]",3890382,83,,,,,0.986051,,,,,"[25.5, 14.3]",,High Pass,,17.029387,,,,Roman Neustädter,16534.0,,,,,Throw-in,2,From Throw In,Dennis Aogo,8958.0,Left Back,183,Schalke 04,181,['3b3970c0-323b-4e0c-8330-bad47e374995'],47,,,,,,,,,,,,,,,,,Schalke 04,181,00:38:47.320,Pass,
,,,,,,,,,,,,,,,,,1.373878,,,,,,,,,,,,,84a8692a-9ed5-423d-91ff-6bac8fb13893,3351,,"[25.5, 14.3]",3890382,83,,,,,3.0883098,,Right Foot,,,"[10.5, 15.1]",,Ground Pass,,15.021318,,,,Joël Andre Job Matip,3502.0,,,,,,2,From Throw In,Roman Neustädter,16534.0,Left Defensive Midfield,183,Schalke 04,181,['445a069f-4e8c-44e8-a8d0-d56c332f57a7'],48,,,,,,,,,,,,,,,,,Schalke 04,181,00:38:48.489,Pass,
,,,,,,,,,,,,,,,,,0.936817,,,,,,,,,,,,,b8374bc7-34bb-4662-bfd1-3989ec7f7af9,3353,,"[15.2, 14.7]",3890382,83,,,,,-1.2543648,,Right Foot,,,"[18.9, 3.4]",,Low Pass,,11.890332,,,,Dennis Aogo,8958.0,,,,,,2,From Throw In,Joël Andre Job Matip,3502.0,Left Center Back,183,Schalke 04,181,['448c1d6b-0618-4199-aa0c-f0b802a42b2b'],49,,,,,,,,,,,,,,,,,Schalke 04,181,00:38:49.863,Pass,
,,,,,,,,,,,,,,,,,3.480513,,,,,,,,,,,,,69a6d828-b080-4697-b3ae-04246d9d2803,3357,,"[20.6, 4.6]",3890382,83,,,,,0.010308913,,Left Foot,,,"[49.7, 4.9]",,High Pass,,29.101547,,,,Klaas-Jan Huntelaar,8060.0,,,,,,2,From Throw In,Dennis Aogo,8958.0,Left Back,183,Schalke 04,181,"['be56ef18-dac8-4515-9e9f-2224ae9e8d8f', 'd2bba257-a353-411c-8564-6cdb815d241c']",51,,,,,,,,,,,,,,,,,Schalke 04,181,00:38:51.541,Pass,True
,,,,,,,,,,,,,,,,,0.92754,,,,,,,,,,,,,477887c8-d079-4375-b2b6-38875e5c5346,3365,,"[71.3, 60.9]",3890382,83,,,,,-0.8512925,,Left Foot,,,"[80.5, 50.4]",,Ground Pass,,13.9603,,,,Julian Brandt,5555.0,,,,,,2,From Throw In,Jonathan Tah,8221.0,Right Center Back,183,Schalke 04,181,['6071ea10-7ef9-4f09-add2-0291b38d3893'],58,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:38:58.732,Pass,
,,,,,,,,,,,,,,,,,0.502027,,,,,,,,,,,,,07584e26-6428-4448-a1ac-b43b004cb3dc,3369,,"[83.0, 53.0]",3890382,84,,,,,-0.8575162,,Right Foot,,,"[95.2, 38.9]",,Ground Pass,,18.645374,,Incomplete,,Javier Hernández Balcázar,3058.0,,,,,,2,From Throw In,Julian Brandt,5555.0,Left Wing,183,Schalke 04,181,"['1b56f45f-939e-4b43-9c72-1ed3ae5c1f42', '2c78d36c-18d0-48cd-bcf3-fecaa5b19b0a', '913434bd-1c09-4f09-9d7b-2f23cc376dc8']",0,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:00.977,Pass,True
,,,,,,,,,,,,,,,,,0.648535,,,,,,,,,,,,,187159d5-c6ec-4254-99eb-8a50aeab2feb,3373,,"[28.7, 44.9]",3890382,84,,,,,-0.36035797,,Left Foot,,,"[35.6, 42.3]",,Ground Pass,,7.3736014,,,,Sead Kolašinac,3510.0,,,,,,2,From Throw In,Benedikt Höwedes,7016.0,Right Center Back,183,Schalke 04,181,['5a45226f-6e9f-4216-a778-3aa9acd2168b'],2,,,,,,,,,,,,,,,,,Schalke 04,181,00:39:02.375,Pass,
,,,,,,,,,,,,,,,,,0.890658,,,,,,,,,,,,,c56eb98e-1398-4e9a-b5d3-87194d2e099b,3383,,"[48.8, 23.9]",3890382,84,,,,,-0.08727771,,Left Foot,,,"[72.8, 21.8]",,Ground Pass,,24.0917,,,,Klaas-Jan Huntelaar,8060.0,,,,,,2,From Throw In,Max Meyer,8508.0,Center Attacking Midfield,183,Schalke 04,181,['db208919-2afb-482b-a933-1610767f38ba'],9,,,,,,,,,,,,,,,,,Schalke 04,181,00:39:09.152,Pass,
,,,,,,,,,,,,,,,,,1.14209,,,,,,,,,,,,,64823847-9c97-4c56-9748-3eb3fdb06d32,3392,,"[54.8, 67.8]",3890382,84,,,,,-2.221873,,Left Foot,,,"[48.4, 59.4]",,Ground Pass,,10.560303,,,,Ömer Toprak,8573.0,,,,,,2,Regular Play,Jonathan Tah,8221.0,Right Center Back,184,Bayer Leverkusen,904,"['87a944dc-630f-491f-84c3-842a8b93e49f', '8bf48a1c-543d-44ca-842a-1862b02fb9ef']",13,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:13.066,Pass,True
,,,,,,,,,,,,,,,,,1.230943,,,,,,,,,,,,,764dc295-0291-4a83-8b03-01d586ca3faf,3395,,"[50.5, 52.6]",3890382,84,,,,,-0.8960554,,Right Foot,,,"[64.9, 34.6]",,Ground Pass,,23.051247,,,,Julian Brandt,5555.0,,,,,,2,Regular Play,Ömer Toprak,8573.0,Left Center Back,184,Bayer Leverkusen,904,['88734d5f-cbd5-489b-bbb3-536144142a01'],15,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:15.547,Pass,
,,,,,,,,,,,,,,,,,1.27403,,,,,,,,,,,,,4fd34938-5e32-4769-8897-bfad6ccb364e,3402,,"[68.3, 15.1]",3890382,84,,,,,1.7582254,,Right Foot,,,"[66.1, 26.7]",,Ground Pass,,11.806778,,,,Wendell Nascimento Borges,8212.0,,,,,,2,Regular Play,Julian Brandt,5555.0,Left Wing,184,Bayer Leverkusen,904,['93dcabda-6582-4cef-aaf4-27e355f2cd15'],21,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:21.292,Pass,
,,,,,,,,,,,,,,,,,1.003005,,,,,,,,,,,,,0c21a69f-7497-4bb2-b2b8-75b0227904c0,3405,,"[66.8, 27.1]",3890382,84,,,,,-1.1263771,,Left Foot,,,"[73.8, 12.4]",,Ground Pass,,16.281584,,,,Julian Brandt,5555.0,,,,,,2,Regular Play,Wendell Nascimento Borges,8212.0,Left Back,184,Bayer Leverkusen,904,['696687fb-0e10-4f96-9432-a44598fa6914'],23,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:23.230,Pass,
,,,,,,,,,,,,,,,,,1.825239,,,,,,,,,,,,,6326c6f4-b168-4351-b35c-2a8fbd0483e1,3408,,"[73.8, 12.4]",3890382,84,,,,,2.3366847,,Left Foot,,,"[53.7, 33.3]",,Ground Pass,,28.996897,,,,Ömer Toprak,8573.0,,,,,,2,Regular Play,Julian Brandt,5555.0,Left Wing,184,Bayer Leverkusen,904,['26d18172-e79d-4728-94e8-fad27647a9c6'],25,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:25.188,Pass,
,,,,,,,,,,,,,,,,,0.905944,,,,,,,,,,,,,99113348-8e89-4d9c-bc4c-56ab3c5516f3,3411,,"[53.7, 33.3]",3890382,84,,,,,0.6073052,,Right Foot,,,"[65.5, 41.5]",,Ground Pass,,14.369412,,,,Kevin Kampl,8222.0,,,,,,2,Regular Play,Ömer Toprak,8573.0,Left Center Back,184,Bayer Leverkusen,904,['6804079c-5798-400e-8504-3e402be5f2e9'],28,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:28.680,Pass,
,,,,,,,,,,,,,,,,,1.580975,,,,,,,,,,,,,5b04e7f1-3df0-45b8-a6e7-a04aa63c70a0,3414,,"[66.8, 43.6]",3890382,84,,,,,1.9815133,,Right Foot,,,"[61.4, 56.0]",,Ground Pass,,13.524792,,,,Jonathan Tah,8221.0,,,,,,2,Regular Play,Kevin Kampl,8222.0,Left Defensive Midfield,184,Bayer Leverkusen,904,['fb079b8e-bacb-490a-bc9e-2b0301bd8996'],29,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:29.626,Pass,
,,,,,,,,,,,,,,,,,1.60123,,,,,,,,,,,,,9c011b11-8277-4d17-894d-4849e1249cbb,3418,,"[64.9, 64.8]",3890382,84,,,,,0.8550527,,Left Foot,,,"[74.9, 76.3]",,Ground Pass,,15.239751,,,,Giulio Donati,8549.0,,,,,,2,Regular Play,Jonathan Tah,8221.0,Right Center Back,184,Bayer Leverkusen,904,"['7166c441-df8e-4dd4-a68b-09e7c89b23c6', 'ef53b64b-ed55-4abc-932e-e6bbcc5dc2fb']",33,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:33.113,Pass,True
,,,,,,,,,,,,,,,,,1.166437,,,,,,,,,,,,,2c045f1d-cdc7-430e-99b2-a50575e258e4,3421,,"[74.1, 77.0]",3890382,84,,,,,0.118325785,,Left Foot,,,"[88.4, 78.7]",,Ground Pass,,14.400695,,,,Karim Bellarabi,8213.0,,,,,,2,Regular Play,Giulio Donati,8549.0,Right Back,184,Bayer Leverkusen,904,['8b15c93a-fc0d-4825-b424-77108dec2a39'],35,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:35.077,Pass,
,,,,,,,,,,,,,,,,,0.950253,,,,,,,,,,,,,f02e49a3-041e-4951-83cc-d190ac2d642e,3424,,"[93.3, 78.0]",3890382,84,,,,,-2.9123607,,Right Foot,,,"[84.3, 75.9]",,Ground Pass,,9.241753,,,,Giulio Donati,8549.0,,,,,,2,Regular Play,Karim Bellarabi,8213.0,Right Wing,184,Bayer Leverkusen,904,['acf33e26-e4d4-4bdb-bd94-ae089f3b65c3'],36,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:36.283,Pass,
,,,,,,,,,,,,,,,,,0.642838,,,,,,,,,,,,,efed7017-e1a9-41dc-a227-0c29bd61bca4,3428,,"[84.1, 74.2]",3890382,84,,,,,-1.8394994,,Right Foot,,,"[82.2, 67.3]",,Ground Pass,,7.156815,,,,Kevin Kampl,8222.0,,,,,,2,Regular Play,Giulio Donati,8549.0,Right Back,184,Bayer Leverkusen,904,['62cbbdd4-c5fc-4f89-9a6e-cfaf713ec4e8'],38,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:38.986,Pass,
,,,,,,,,,,,,,,,,,0.81903,,,,,,,,,,,,,7d827194-7fa2-4cb3-bda6-868989ac97da,3432,,"[81.8, 68.6]",3890382,84,,,,,0.029841885,,Right Foot,,,"[95.2, 69.0]",,Ground Pass,,13.405969,,,,Stefan Kießling,11394.0,,,,,,2,Regular Play,Kevin Kampl,8222.0,Left Defensive Midfield,184,Bayer Leverkusen,904,"['3cdddf39-3735-4d75-a89b-a1d4c9083986', '52f30f4a-47dc-48b5-bf15-6656e4d33cd6']",40,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:40.341,Pass,True
,,,,,,,,,,,,,,,,,0.710685,,,,,,,,,,,,,6c3449c8-fc3e-48cd-92c6-7ebb777744b2,3435,,"[98.6, 66.9]",3890382,84,,,,,-2.0827334,,Right Foot,,,"[92.7, 56.4]",,Ground Pass,,12.0440855,,,,Kevin Kampl,8222.0,,,,,,2,Regular Play,Stefan Kießling,11394.0,Center Attacking Midfield,184,Bayer Leverkusen,904,['f048cf08-623b-40f5-a322-372317be3cb8'],44,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:44.941,Pass,
,,,,,,,,,,,,,,,,,2.167881,,,,,,,,,,,,,17042c62-8a94-4dac-85c3-002a01358daf,3438,,"[92.7, 56.4]",3890382,84,,,,,-0.08515939,,Right Foot,,,"[117.3, 54.3]",,Ground Pass,,24.689472,,,,Javier Hernández Balcázar,3058.0,,,,,,2,Regular Play,Kevin Kampl,8222.0,Left Defensive Midfield,184,Bayer Leverkusen,904,['9c0a7668-eda9-4ede-89fd-ac874fd1f9b9'],46,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:46.811,Pass,
,,,,,,,,,,,,,,,,,0.298412,,,,,,,,,,,,,747f13f4-7223-4364-a822-ae2a45467b92,3441,,"[117.9, 53.4]",3890382,84,,,,,-1.7057731,,Right Foot,True,,"[116.8, 45.3]",,Ground Pass,,8.17435,,Incomplete,,Stefan Kießling,11394.0,,,,,,2,Regular Play,Javier Hernández Balcázar,3058.0,Center Forward,184,Bayer Leverkusen,904,"['ade380cb-734b-45d5-9fe3-ae301c2f12bd', 'f8d45279-bcb0-4b38-a383-71633ab871aa']",49,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:49.019,Pass,
