50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,26151831-9fb5-47d3-9bf2-2204c7acb497,1,,,3890332,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 42}, {'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 51388, 'name': 'Assani Lukimya-Mulongoti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 8390, 'name': 'Philipp Bargfrede'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 44}, {'player': {'id': 8389, 'name': 'Fin Bartels'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 8369, 'name': 'Melvyn Lorenzen'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 12624, 'name': 'Anthony Ujah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Werder Bremen,176,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8ed61f14-75d9-4784-a00c-15a3ad0eae66,2,,,3890332,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 21}, {'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 6}, {'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a8a31723-08d4-4b83-903f-44878f9238cc,3,,,3890332,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,['10702369-616a-4ce8-82bb-4ac6c39e953b'],0,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,10702369-616a-4ce8-82bb-4ac6c39e953b,4,,,3890332,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,['a8a31723-08d4-4b83-903f-44878f9238cc'],0,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f6ef0268-a2e9-422a-8e2a-607b4bfd4e2e,1913,,,3890332,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,86,Bayern Munich,169,['56514e59-3fdb-4b25-9173-18187799183e'],0,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,56514e59-3fdb-4b25-9173-18187799183e,1914,,,3890332,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,86,Bayern Munich,169,['f6ef0268-a2e9-422a-8e2a-607b4bfd4e2e'],0,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.980975,,,,,,,,,,,,,5bb7716f-5555-47ac-a52b-920c94e038d6,5,,"[60.0, 40.0]",3890332,0,,,,-3.0940096,,Right Foot,,,,"[57.9, 39.9]",,Ground Pass,,2.1023796,,,Robert Lewandowski,5668.0,,,,,Kick Off,1,From Kick Off,Thomas Müller,5562.0,Right Center Midfield,2,Bayern Munich,169,['a494ba35-efce-4a7a-a13c-b83a5662db39'],0,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.799,Pass,
,,,,,,,,,,,,,,,,1.338188,,,,,,,,,,,,,0631921b-1d38-4129-b5d1-6158f2062d69,8,,"[57.9, 39.9]",3890332,0,,,,2.3561945,,Right Foot,,,,"[39.1, 58.7]",,Ground Pass,,26.587215,,,Jérôme Boateng,5578.0,,,,,,1,From Kick Off,Robert Lewandowski,5668.0,Center Forward,2,Bayern Munich,169,['dd65c875-fea7-4410-9d7c-fdf131832152'],2,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:02.550,Pass,
,,,,,,,,,,,,,,,,1.289458,,,,,,,,,,,,,1680ecff-3c00-478a-95ab-61defe0b5edc,11,,"[39.1, 58.7]",3890332,0,,,,-1.1990342,,Right Foot,,,,"[49.9, 31.0]",,Ground Pass,,29.73096,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Kick Off,Jérôme Boateng,5578.0,Right Center Back,2,Bayern Munich,169,['fbee742c-230c-419e-b25c-4f8a61f4dcc0'],5,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:05.028,Pass,
,,,,,,,,,,,,,,,,1.273359,,,,,,,,,,,,,70225fe5-9ab7-4b0a-9faf-abd0586e2ce3,14,,"[50.9, 29.5]",3890332,0,,,,-1.2847449,,Left Foot,,,,"[56.9, 9.1]",,Ground Pass,,21.264053,,,Juan Bernat Velasco,15651.0,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,2,Bayern Munich,169,['f8c5fc9f-f9e8-40a5-8db5-f601280dc210'],7,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:07.823,Pass,
