50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,cf4a438a-23ab-431f-b640-ec7974691f41,1,,,3890338,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8557, 'name': 'Martin Harnik'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 8550, 'name': 'Alexandru Iulian Maxim'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 44}, {'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4d99afb2-6b44-49cf-b849-bc2cc9337343,2,,,3890338,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40460, 'name': 'Tobias Levels'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 34}, {'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3221, 'name': 'Markus Suttner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 12304, 'name': 'Alfredo Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 40463, 'name': 'Stefan Lex'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Ingolstadt,189,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7b5725e1-34dc-4adc-9106-312bbf9ed374,3,,,3890338,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['8f987ef2-18f9-4bb9-82f2-3260438527c1'],0,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8f987ef2-18f9-4bb9-82f2-3260438527c1,4,,,3890338,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['7b5725e1-34dc-4adc-9106-312bbf9ed374'],0,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c2120d51-810a-4353-bce5-32bea65f3968,1477,,,3890338,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,106,Ingolstadt,189,['d10a617d-58e9-4d6d-a280-cf784fd57ca3'],0,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d10a617d-58e9-4d6d-a280-cf784fd57ca3,1478,,,3890338,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,106,Ingolstadt,189,['c2120d51-810a-4353-bce5-32bea65f3968'],0,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.480222,,,,,,,,,,,,,,,d5e43b47-1eff-438b-9814-2bc50dfd4a43,5,,"[61.0, 40.1]",3890338,0,,,,,1.5220544,,Right Foot,,,,"[61.2, 44.2]",Ground Pass,,4.104875,,,,Pascal Groß,3097.0,,,,,Kick Off,1,From Kick Off,Lukas Hinterseer,9103.0,Center Forward,2,Ingolstadt,189,['eb52ca17-8f51-4a9f-961b-e8a216e2d422'],0,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.497,Pass,
,,,,,,,,,,,,,,,,,0.732072,,,,,,,,,,,,,,,442186e0-f4a5-4be6-b6df-ba58c4b2ee2e,8,,"[65.7, 44.7]",3890338,0,,,,,0.59619915,,Right Foot,,,,"[74.1, 50.4]",Ground Pass,,10.151355,,,,Stefan Lex,40463.0,,,,,,1,From Kick Off,Pascal Groß,3097.0,Center Attacking Midfield,2,Ingolstadt,189,['21846252-b021-4874-a4bf-89e093a684b2'],2,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:02.417,Pass,
,,,,,,,,,,,,,,,,,0.908032,,,,,,,,,,,,,,,a42789e8-d04b-44d4-b694-ea83bac003a7,10,,"[74.1, 50.2]",3890338,0,,,,,-0.6375488,,Right Foot,,,,"[82.2, 44.2]",Ground Pass,,10.080178,,Incomplete,,Lukas Hinterseer,9103.0,,,,,,1,From Kick Off,Stefan Lex,40463.0,Right Wing,2,Ingolstadt,189,"['c311eb3a-631a-4e62-b637-473f443ad9e7', 'daf4a65a-af6a-4777-ba66-b7b857beedc2']",3,,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:03.149,Pass,
,,,,,,,,,,True,,,,,,,0.84666,,,,,,,,,,,,,,,daf4a65a-af6a-4777-ba66-b7b857beedc2,12,,"[37.9, 35.9]",3890338,0,,,,,-0.36019313,,Right Foot,,,,"[53.3, 30.1]",Ground Pass,,16.456001,,,,Timo Werner,5557.0,,,,,Interception,1,Regular Play,Timo Baumgartl,8956.0,Left Center Back,3,VfB Stuttgart,174,"['a42789e8-d04b-44d4-b694-ea83bac003a7', 'c30c9011-147d-4e35-b204-6a1108895d91']",4,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:04.058,Pass,
