50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.262884,,,,,,,,,,,7fae36ad-e64c-468a-ae9c-563b99211a58,17,,"[29.6, 34.8]",3890289,0,,,,,-1.1011964,,Right Foot,,,,"[39.8, 14.7]",,Ground Pass,,22.539965,,,,Bastian Oczipka,8504.0,,,,,,1,From Kick Off,David Ángel Abraham,8678.0,Left Center Back,2,Eintracht Frankfurt,184,['dee60da4-18c4-47f4-b13b-3578a24eba4e'],8,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:08.799,Pass,
,,,,,,,,,,,,,,,,1.607045,,,,,,,,,,,b4303a7a-6d05-4fce-9dd7-70234ad4ab9d,20,,"[38.3, 17.3]",3890289,0,,,,,2.5050845,,Left Foot,,,,"[26.8, 25.8]",,Ground Pass,,14.300349,,,,David Ángel Abraham,8678.0,,,,,,1,From Kick Off,Bastian Oczipka,8504.0,Left Back,2,Eintracht Frankfurt,184,['5e5822af-c3d9-4bb7-8d5b-35968f2af07c'],12,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:12.351,Pass,
,,,,,,,,,,,,,,,,1.286598,,,,,,,,,,,79f6c304-2e14-4453-bea8-41bb14003d94,23,,"[25.1, 27.3]",3890289,0,,,,,2.436765,,Right Foot,,,,"[7.7, 42.1]",,Ground Pass,,22.842941,,,,Lukáš Hrádecký,8667.0,,,,,,1,From Kick Off,David Ángel Abraham,8678.0,Left Center Back,2,Eintracht Frankfurt,184,['3515092d-b370-44b5-83ec-453934c45be4'],14,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:14.606,Pass,
,,,,,,,,,,,,,,,,2.844045,,,,,,,,,,,c41720a6-aebd-44bc-945a-50efcaa128b0,27,,"[6.2, 57.9]",3890289,0,,,,,0.035298333,,Right Foot,,,,"[68.5, 60.1]",,High Pass,,62.338833,,Incomplete,,Alexander Meier,23268.0,,,,,,1,From Kick Off,Lukáš Hrádecký,8667.0,Goalkeeper,2,Eintracht Frankfurt,184,"['0266c497-37a9-4128-ad6f-01e709dc84f1', '6a6b187e-c2ec-4da5-aeb2-4ac16c297dd2', 'c6c3cb6d-c69c-43c2-9071-c1fda5803d7d']",18,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:18.061,Pass,True
,,,,,,,,,,,,,,,,2.195266,,,,,,,,,,,6a6b187e-c2ec-4da5-aeb2-4ac16c297dd2,30,,"[51.6, 20.0]",3890289,0,,,,True,0.98643667,,,,,,"[60.0, 32.7]",,High Pass,,15.226622,,,,Matthias Lehmann,8827.0,,,,,Recovery,1,From Kick Off,Kevin Vogt,8397.0,Left Defensive Midfield,2,Eintracht Frankfurt,184,"['148ff41f-1a82-40dd-834d-9972c967b550', 'c41720a6-aebd-44bc-945a-50efcaa128b0', 'e0eac40b-0f99-40e3-ba8c-4f3d5f52ecc3']",20,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:20.905,Pass,True
,,,,,,,,,,,,,,,,1.457174,,,,,,,,,,,a34f559e-dcf5-483a-ab21-e6ea3c5eff4d,33,,"[60.0, 32.7]",3890289,0,,,,True,0.4154921,,,,,,"[66.8, 35.7]",,Low Pass,,7.4323616,,Incomplete,,Marcel Risse,8823.0,,,,,,1,From Kick Off,Matthias Lehmann,8827.0,Right Defensive Midfield,2,Eintracht Frankfurt,184,"['3aec90e1-a151-4f4f-bb30-0199d51ebb4a', 'c41c957e-7f21-4ea8-b919-b4ff126e06a9', 'dbeb3da9-3183-4b33-bdc8-84f081d7dac5']",23,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:23.101,Pass,True
,,,,,,,,,,,,,,,,2.185017,,,,,,,,,,,3aec90e1-a151-4f4f-bb30-0199d51ebb4a,35,,"[53.3, 44.4]",3890289,0,,,,,-1.4621351,,Right Foot,,,,"[55.7, 22.4]",,Ground Pass,,22.130522,,,,Bastian Oczipka,8504.0,,,,,Recovery,1,From Kick Off,Stefan Reinartz,400619.0,Center Defensive Midfield,2,Eintracht Frankfurt,184,"['a34f559e-dcf5-483a-ab21-e6ea3c5eff4d', 'a62a07ee-c69d-4cb0-ab12-77b3aa9e0a6c']",24,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:24.558,Pass,
,,,,,,,,,,,,,,,,1.806191,,,,,,,,,,,3b74e50a-ce6e-4837-81a9-c2782e46d032,47,,"[49.7, 66.5]",3890289,1,,,,,-2.4752865,,Right Foot,,,,"[36.6, 56.2]",,Ground Pass,,16.664333,,,,Frederik Hillesborg Sørensen,8829.0,,,,,Free Kick,1,From Free Kick,Paweł Olkowski,9459.0,Right Back,4,FC Köln,186,['15af863a-8826-4d14-b2ee-bfe6ac874400'],6,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:06.801,Pass,
,,,,,,,,,,,,,,,,2.470888,,,,,,,,,,,04889bb2-a1f1-4c7e-bf7a-c6b0bf48c711,50,,"[33.9, 51.1]",3890289,1,,,,,-2.7744188,,Right Foot,,,,"[10.5, 42.1]",,Ground Pass,,25.071098,,,,Timo Horn,8821.0,,,,,,1,From Free Kick,Frederik Hillesborg Sørensen,8829.0,Right Center Back,4,FC Köln,186,['f40bdcab-2e7a-44e6-965e-00a55971baf0'],9,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:09.546,Pass,
,,,,,,,,,,,,,,,,5.102522,,,,,,,,,,,35ffada5-8376-4a1d-ad08-0c2a169f9d3a,54,,"[10.1, 36.7]",3890289,1,,,,,-0.30734003,,Left Foot,,,,"[85.4, 12.8]",,High Pass,,79.0019,,Incomplete,,Leonardo Bittencourt,8826.0,,,,,,1,From Free Kick,Timo Horn,8821.0,Goalkeeper,4,FC Köln,186,"['44bac2eb-4016-49c7-939e-bb066d3ca1a1', '9afc95e2-9e3d-4dd0-9648-4e0b3ba2c01b', 'f630b817-8e5b-4269-af5f-a68f8b78ff1b']",13,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:13.667,Pass,True
,,,,,,,,,,,,,,,,2.495975,,,,,,,,,,,32489b67-4f64-4704-9b02-68fb16d13c70,59,,"[24.9, 63.9]",3890289,1,,,,,-0.2987661,,Right Foot,,,,"[51.2, 55.8]",,High Pass,,27.519085,,Incomplete,,,,,,,,,1,Regular Play,Aleksandar Ignjovski,9134.0,Right Back,5,Eintracht Frankfurt,184,"['a116d5e4-e50d-4d1c-8460-b4c05486ef5e', 'ccace93f-a894-448c-ba27-fe72cbf6ce6f']",20,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:20.872,Pass,True
,,,,,,,,,,,,,,,,3.540069,,,,,,,,,,,ccace93f-a894-448c-ba27-fe72cbf6ce6f,60,,"[68.9, 24.3]",3890289,1,,,,,-0.47318247,,Right Foot,,,,"[102.3, 7.2]",,High Pass,,37.522926,,Pass Offside,,Leonardo Bittencourt,8826.0,,,,,Recovery,1,Regular Play,Matthias Lehmann,8827.0,Right Defensive Midfield,5,Eintracht Frankfurt,184,"['32489b67-4f64-4704-9b02-68fb16d13c70', 'f6b9a6c3-0d50-47b4-b6ab-7790c2828d1b']",23,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:23.368,Pass,
,,,,,,,,,,,,,,,,3.172012,,,,,,,,,,,7912befe-05f5-4ee5-a2e5-4f21e3f6acf9,62,,"[23.6, 61.3]",3890289,1,,,,,0.11029438,,Right Foot,,,,"[84.1, 68.0]",,High Pass,,60.86986,,,,Haris Seferović,5543.0,,,,,Free Kick,1,From Free Kick,Lukáš Hrádecký,8667.0,Goalkeeper,6,Eintracht Frankfurt,184,['e870ef77-5dbd-4867-bc34-fc5c5afacfc9'],44,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:44.692,Pass,
,,,,,,,,,,,,,,,,0.782802,,,,,,,,,,,572835de-01f5-4257-a0e2-c58acd8fd053,65,,"[84.1, 68.0]",3890289,1,,,,True,2.7623832,,,,,,"[70.8, 73.3]",,High Pass,,14.317122,,,,Makoto Hasebe,5681.0,,,,,,1,From Free Kick,Haris Seferović,5543.0,Right Center Forward,6,Eintracht Frankfurt,184,"['a79a7705-98f6-42e9-9d6a-482ccbb8e6a0', 'e4cdc982-7547-408e-832d-be70713dbba4']",47,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:47.864,Pass,True
,,,,,,,,,,,,,,,,1.62121,,,,,,,,,,,ac9c7762-b26f-4f22-98eb-35f0cea79645,67,,"[70.8, 73.3]",3890289,1,,,,,-0.64797205,,Head,,,,"[81.5, 65.2]",,High Pass,,13.420135,,Incomplete,,Haris Seferović,5543.0,,,,,,1,From Free Kick,Makoto Hasebe,5681.0,Right Center Midfield,6,Eintracht Frankfurt,184,"['380f32b9-991d-40cc-a25f-1bb5d61a337a', 'd75866fa-bc46-444c-8429-3342871a20ad']",48,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:48.646,Pass,
,,,,,,,,,,,,,,,,1.954062,,,,,,,,,,,380f32b9-991d-40cc-a25f-1bb5d61a337a,70,,"[38.6, 14.9]",3890289,1,,,,True,-2.659514,,,,,,"[30.0, 10.4]",,Low Pass,,9.706183,,,,Dominique Heintz,8828.0,,,,,Recovery,1,From Free Kick,Kevin Vogt,8397.0,Left Defensive Midfield,6,Eintracht Frankfurt,184,"['19923202-69b7-46cb-8f97-75556b1dbea4', 'ac9c7762-b26f-4f22-98eb-35f0cea79645', 'e0e4cdb3-9865-4960-b370-710da2e4644d']",50,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:50.268,Pass,True
,,,,,,,,,,,,,,,,3.785519,,,,,,,,,,,1deb0ee7-fb28-436c-953c-c25554550918,73,,"[28.9, 9.8]",3890289,1,,,,,0.14358339,,Left Foot,,,,"[70.4, 15.8]",,High Pass,,41.93149,,Incomplete,,Simon Zoller,8822.0,,,,,,1,From Free Kick,Dominique Heintz,8828.0,Left Center Back,6,Eintracht Frankfurt,184,"['7ca6a34a-e265-4ae0-a332-bec9346e8b38', 'b5421b3e-36f3-42be-bbe9-48defd8527f7', 'f0ded65a-e0cf-4469-88f7-cbb46141aaee']",52,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:52.222,Pass,True
,,,,,,,,,,,,,,,,0.586721,,,,,,,,,,,7ca6a34a-e265-4ae0-a332-bec9346e8b38,76,,"[49.7, 64.3]",3890289,1,,,,True,-0.4373379,,,,,,"[57.4, 60.7]",,Low Pass,,8.5,,,,Stefan Reinartz,400619.0,,,,,Recovery,1,From Free Kick,Marco Russ,8812.0,Right Center Back,6,Eintracht Frankfurt,184,"['1deb0ee7-fb28-436c-953c-c25554550918', '5aac2637-f3a6-4333-a417-02dc118e6c68', '7c164817-c0ba-4dc7-84a4-41e524758c7d']",56,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:56.007,Pass,True
,,,,,,,,,,,,,,,,0.842247,,,,,,,,,,,62dccafa-e2fe-4b54-b881-95847da45691,79,,"[55.0, 60.5]",3890289,1,,,,,2.0822163,,Right Foot,,,,"[49.5, 70.3]",,Ground Pass,,11.237883,,,,Aleksandar Ignjovski,9134.0,,,,,,1,From Free Kick,Stefan Reinartz,400619.0,Center Defensive Midfield,6,Eintracht Frankfurt,184,['1d6b0653-2d38-45ee-9e17-3df041d26239'],57,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:57.916,Pass,
,,,,,,,,,,,,,,,,1.726825,,,,,,,,,,,a8a20880-50ee-42c5-91e4-b49e266017bd,82,,"[49.5, 70.3]",3890289,1,,,,,-1.0874883,,Right Foot,,,,"[56.9, 56.2]",,Low Pass,,15.923882,,,,Marc Stendera,10896.0,,,,,,1,From Free Kick,Aleksandar Ignjovski,9134.0,Right Back,6,Eintracht Frankfurt,184,['1f137d40-d8a1-464b-8ced-fef9727bfab3'],59,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:59.152,Pass,
,,,,,,,,,,,,,,,,1.139427,,,,,,,,,,,da992672-cc88-426f-a2a2-1a03d8986622,85,,"[57.4, 57.7]",3890289,2,,,,,1.4056476,,Right Foot,,,,"[59.5, 70.3]",,Low Pass,,12.773801,,,,Makoto Hasebe,5681.0,,,,,,1,From Free Kick,Marc Stendera,10896.0,Left Center Midfield,6,Eintracht Frankfurt,184,"['5e88c433-abe3-4b72-8242-6ec224bbee88', 'e7b9e828-23c1-491b-add8-b31adc8a45c3']",0,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:00.879,Pass,True
,,,,,,,,,,,,,,,,0.795144,,,,,,,,,,,6b0f8de4-16d0-4aa4-9645-f3ad7a64ca12,89,,"[64.2, 74.0]",3890289,2,,,,,-0.27510136,,Right Foot,,,,"[76.6, 70.5]",,Ground Pass,,12.884487,,,,Haris Seferović,5543.0,,,,,,1,From Free Kick,Makoto Hasebe,5681.0,Right Center Midfield,6,Eintracht Frankfurt,184,"['1939d902-fe75-4799-adea-d4858ff7eacb', '42959ef0-a918-4791-9f05-c3fc41236884']",4,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:04.560,Pass,True
,,,,,,,,,,,,,,,,3.218069,,,,,,,,,,,8563752d-ad80-4910-88a5-a1b6d1681361,92,,"[69.8, 62.4]",3890289,2,,,,,-1.2484117,,Left Foot,,,,"[85.6, 15.1]",,High Pass,,49.86913,,,,Bastian Oczipka,8504.0,,True,,,,1,From Free Kick,Haris Seferović,5543.0,Right Center Forward,6,Eintracht Frankfurt,184,['cbd8d98f-88da-424f-8467-2210eab593e7'],8,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:08.011,Pass,
,,,,,,,,,,,,,,,,1.446025,,,,,,,,,,,32c65470-af66-42c2-9f95-2e2d5b131982,96,,"[117.0, 12.6]",3890289,2,,,,,1.7925009,,Left Foot,True,,,"[111.5, 37.0]",,High Pass,,25.012197,,Incomplete,,Haris Seferović,5543.0,,,,,,1,From Free Kick,Bastian Oczipka,8504.0,Left Back,6,Eintracht Frankfurt,184,"['42566ec6-cf7a-42d3-98c2-540929ae3ea9', '4cc4ad10-e54a-4e5d-adea-d134ef975744', '55f66c99-037b-46c1-8d8e-c611f6498f0e']",15,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:15.814,Pass,True
,,,,,,,,,,,,,,,,1.047673,,,,,,,,,,,efd907a7-429e-452e-a00d-5798862ac510,105,,"[20.6, 35.9]",3890289,2,,,,,0.36314702,,Right Foot,,,,"[35.6, 41.6]",,Ground Pass,,16.046495,,,,Simon Zoller,8822.0,,,,,,1,Regular Play,Leonardo Bittencourt,8826.0,Left Midfield,7,FC Köln,186,['803a0295-a511-456d-8811-9d8d68b661f1'],20,,,,,,,,,,,,,,,,,,FC Köln,186,00:02:20.136,Pass,
,,,,,,,,,,,,,,,,1.555225,,,,,,,,,,,b4aebd95-ce18-4b78-89df-8cdfb6410bde,110,,"[49.3, 9.6]",3890289,2,,,,,-2.8382733,,Right Foot,,,,"[36.2, 5.5]",,Ground Pass,,13.726617,,,,Jonas Hector,6040.0,,,,,,1,Regular Play,Simon Zoller,8822.0,Left Center Forward,7,FC Köln,186,"['4a423433-b374-4a65-91fb-65b861100357', 'b867b4c2-e860-473d-a6c6-b354d026ab90']",26,,,,,,,,,,,,,,,,,,FC Köln,186,00:02:26.888,Pass,True
,,,,,,,,,,,,,,,,0.15761,,,,,,,,,,,1d4bdd73-7e47-4c63-89db-fe22992ddca8,114,,"[32.6, 4.9]",3890289,2,,,,,0.23109066,,Left Foot,,,,"[36.0, 5.7]",,Low Pass,,3.4928498,,Incomplete,,,,,,,,,1,Regular Play,Jonas Hector,6040.0,Left Back,7,FC Köln,186,"['574d9714-8704-4dfa-a119-f0987a025027', '5b173b2e-da9b-42de-aee3-6ee364ee61b6']",31,,,,,,,,,,,,,,,,,,FC Köln,186,00:02:31.388,Pass,True
,,,,,,,,,,,,,,,,1.128033,,,,,,,,,,,da1ec135-7ed7-41eb-ad6d-8f881a465248,118,,"[31.5, 16.8]",3890289,2,,,,,-0.026483873,,Left Foot,,,,"[61.7, 16.0]",,Ground Pass,,30.210594,,Incomplete,,Simon Zoller,8822.0,,,,,,1,Regular Play,Dominique Heintz,8828.0,Left Center Back,7,FC Köln,186,"['19784d62-d44b-43c9-9906-d1732c446636', 'f5d239be-a2d9-45af-a838-a2e83b85c5a1']",34,,,,,,,,,,,,,,,,,,FC Köln,186,00:02:34.124,Pass,
,,,,,,,,,,,,,,,,1.044835,,,,,,,,,,,2dfd50b6-b489-4d50-b806-ec063e88ef52,123,,"[70.8, 64.6]",3890289,2,,,,,0.64502317,,Right Foot,,,,"[81.3, 72.5]",,Ground Pass,,13.140016,,,,Makoto Hasebe,5681.0,,,,,,1,Regular Play,Marco Russ,8812.0,Right Center Back,8,Eintracht Frankfurt,184,['8b9f45a2-38db-43e9-af19-e43a1b96c7d2'],37,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:37.301,Pass,
,,,,,,,,,,,,,,,,0.777663,,,,,,,,,,,78de74ee-572d-4d73-9814-2407d3915c2d,126,,"[81.5, 72.5]",3890289,2,,,,,-1.1792668,,Right Foot,,,,"[86.0, 61.6]",,Ground Pass,,11.792371,,,,Haris Seferović,5543.0,,,,,,1,Regular Play,Makoto Hasebe,5681.0,Right Center Midfield,8,Eintracht Frankfurt,184,['a9450cb2-1138-4266-b843-dbdff878f20d'],38,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:38.386,Pass,
