50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8bb2d21c-3782-45ac-97b7-61b84dd4300f,1,,,3890357,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8956, 'name': 'Timo Baumgartl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 8557, 'name': 'Martin Harnik'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,67cb3946-95d3-4aa4-ba1e-04b60bbcb02d,2,,,3890357,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8306, 'name': 'Christian Mathenia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 20522, 'name': 'György Garics'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 9217, 'name': 'Aytac Sulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 9404, 'name': 'Luca Caldirola'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 108336, 'name': 'Júnior Enrique Díaz Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 40467, 'name': 'Peter Niemeyer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 8388, 'name': 'Jérôme Gondorf'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9401, 'name': 'Marcel Heller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 11134, 'name': 'Konstantin Rausch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 34}, {'player': {'id': 40477, 'name': 'Jan Rosenthal'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 9723, 'name': 'Sandro Wagner'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Darmstadt 98,872,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6a3313f3-4024-4e32-9b26-dc3eed4dde64,3,,,3890357,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['851330fb-f8f8-4ec4-93bd-04743d8303ad'],0,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,851330fb-f8f8-4ec4-93bd-04743d8303ad,4,,,3890357,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['6a3313f3-4024-4e32-9b26-dc3eed4dde64'],0,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6001074a-2571-4cec-8edb-318ece67d787,1297,,,3890357,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,82,Darmstadt 98,872,['0bb3d43e-6d5e-4bfe-bb52-cea0eed49926'],0,,,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0bb3d43e-6d5e-4bfe-bb52-cea0eed49926,1298,,,3890357,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,82,Darmstadt 98,872,['6001074a-2571-4cec-8edb-318ece67d787'],0,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.668162,,,,,,,,,,,972e5746-c5e9-4a8d-b4c0-2bb67238659a,5,,"[61.0, 40.1]",3890357,0,,,,,1.6388727,,Right Foot,,,,"[60.7, 44.5]",,Ground Pass,,4.4102154,,,,Martin Harnik,8557.0,,,,,,Kick Off,1,From Kick Off,Timo Werner,5557.0,Left Center Forward,2,VfB Stuttgart,174,['755e7249-f0ff-4b8f-ad37-dd3654435740'],0,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.913,Pass,
,,,,,,,,,,,,,,,,,,,,1.641739,,,,,,,,,,,9d207fab-b1b1-465c-8f62-ffcc09ca539c,8,,"[63.4, 43.0]",3890357,0,,,,,1.2137302,,Right Foot,,,,"[70.6, 62.3]",,Ground Pass,,20.599272,,,,Florian Klein,9728.0,,,,,,,1,From Kick Off,Martin Harnik,8557.0,Right Center Forward,2,VfB Stuttgart,174,['2c4ea44b-af7c-4b09-8a3f-bb177f4cb60e'],2,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:02.038,Pass,
,,,,,,,,,,,,,,,,,,,,1.744269,,,,,,,,,,,b1b65c8e-f991-45cb-915e-19edd2c7c245,14,,"[72.2, 79.3]",3890357,0,,,,,-2.6507409,,Left Foot,,,,"[49.0, 66.9]",,Ground Pass,,26.305893,,,,Toni Šunjić,38172.0,,,,,,Recovery,1,From Kick Off,Florian Klein,9728.0,Right Back,2,VfB Stuttgart,174,['ef4894e2-f63d-45d6-84c8-6479e1b5ec35'],6,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:06.473,Pass,
,,,,,,,,,,,,,,,,,,,,1.040714,,,,,,,,,,,fc84d07a-28c7-486c-a116-e756d71920f3,17,,"[42.3, 69.8]",3890357,0,,,,,-0.9156903,,Right Foot,,,,"[48.6, 61.6]",,Ground Pass,,10.340696,,,,Daniel Schwaab,8270.0,,,,,,,1,From Kick Off,Toni Šunjić,38172.0,Right Center Back,2,VfB Stuttgart,174,['2999b0bd-e9e4-4e59-8417-347bbbf1981a'],11,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:11.189,Pass,
