50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,4.281254,,,,,,,,,,,,,,,05a69c72-b347-4b80-8751-6a2ba0cbe984,2056,,"[46.0, 66.3]",3890280,58,,,,0.017697267,,Right Foot,,,,"[102.5, 67.3]",,High Pass,,56.50885,,,Incomplete,,Lewis Harry Holtby,8891.0,,,,,,Recovery,2,From Free Kick,Cleber Janderson Pereira Reis,40468.0,Right Center Back,120,FC Köln,186,"['2e419af5-b6cd-40d6-9c6a-07ca25ff6124', '61f10510-8c51-4ac1-a9e8-addbb39c6df0', 'dc78e028-ddb5-43e2-8ee0-f5250cbe0408']",35,,,,,,,,,,,,,,,,Hamburger SV,171,00:13:35.990,Pass,
,,,,,,,,,,,,,,,,,1.600183,,,,,,,,,,,,,,,2f25d920-20c5-437e-9155-ade6ecd6a840,2060,,"[16.7, 11.5]",3890280,58,,,,-0.47249693,,Left Foot,,,,"[34.7, 2.3]",,Low Pass,,20.214846,,,,,Jonas Hector,6040.0,,,,,,,2,From Free Kick,Dominique Heintz,8828.0,Left Center Back,120,FC Köln,186,['0b59e7bb-585f-4c82-bc65-3247cccdebf9'],41,,,,,,,,,,,,,,,,FC Köln,186,00:13:41.498,Pass,
,,,,,,,,,,,,,,,,,1.937216,,,,,,,,,,,,,,,34fae33b-60d5-426b-8f80-21ca126c8f6a,2063,,"[29.4, 1.8]",3890280,58,,,,2.8250234,,Left Foot,,,,"[12.0, 7.5]",,Ground Pass,,18.309834,,,,,Dominique Heintz,8828.0,,,,,,,2,From Free Kick,Jonas Hector,6040.0,Left Back,120,FC Köln,186,['d2f10909-ee12-4801-8076-01d4fb6c740c'],44,,,,,,,,,,,,,,,,FC Köln,186,00:13:44.005,Pass,
,,,,,,,,,,,,,,,,,1.992473,,,,,,,,,,,,,,,fadcd713-3fea-4080-8b4e-a3d1af4aa847,2066,,"[14.3, 10.6]",3890280,58,,,,1.5143778,,Left Foot,,,,"[16.0, 40.7]",,Ground Pass,,30.147968,,,,,Frederik Hillesborg Sørensen,8829.0,,,,,,,2,From Free Kick,Dominique Heintz,8828.0,Left Center Back,120,FC Köln,186,['7b71fa96-3aa8-4359-9c1f-bf40e7025c16'],47,,,,,,,,,,,,,,,,FC Köln,186,00:13:47.401,Pass,
,,,,,,,,,,,,,,,,,1.24175,,,,,,,,,,,,,,,ab0f1bdb-8135-4d17-b8bf-7f6e321f955c,2069,,"[25.4, 55.0]",3890280,58,,,,-1.0442777,,Right Foot,,,,"[34.7, 39.0]",,Ground Pass,,18.506485,,,,,Kevin Vogt,8397.0,,,,,,,2,From Free Kick,Frederik Hillesborg Sørensen,8829.0,Right Center Back,120,FC Köln,186,['ae4bb88f-61c2-46e4-b847-1a3b20acb011'],52,,,,,,,,,,,,,,,,FC Köln,186,00:13:52.587,Pass,
,,,,,,,,,,,,,,,,,0.997727,,,,,,,,,,,,,,,78e70701-5213-4ea2-a957-e7fe6bdae5bb,2072,,"[39.1, 38.8]",3890280,58,,,,-0.33029735,,Left Foot,,,,"[49.6, 35.2]",,Ground Pass,,11.1,,,,,Leonardo Bittencourt,8826.0,,,,,,,2,From Free Kick,Kevin Vogt,8397.0,Center Defensive Midfield,120,FC Köln,186,['ff79436c-53d5-48d0-be66-34f402ef83e6'],57,,,,,,,,,,,,,,,,FC Köln,186,00:13:57.321,Pass,
,,,,,,,,,,,,,,,,,1.89998,,,,,,,,,,,,,,,99dbf44d-58b5-423f-9657-d9248b4965cf,2076,,"[49.0, 34.4]",3890280,58,,,,3.0200572,,Left Foot,,,,"[35.9, 36.0]",,Ground Pass,,13.197349,,,,,Kevin Vogt,8397.0,,,,,,,2,From Free Kick,Leonardo Bittencourt,8826.0,Left Center Midfield,120,FC Köln,186,"['2b307962-4a95-4790-baaa-ecc4fa545aa0', '7575c497-1c78-44a9-8443-5cdf50003ef4']",59,,,,,,,,,,,,,,,,FC Köln,186,00:13:59.441,Pass,True
,,,,,,,,,,,,,,,,,1.278479,,,,,,,,,,,,,,,1d21aecc-0fff-412c-8721-5ca52924122f,2079,,"[38.5, 39.7]",3890280,59,,,,1.3431517,,Right Foot,,,,"[44.5, 65.6]",,Ground Pass,,26.5859,,,,,Frederik Hillesborg Sørensen,8829.0,,,,,,,2,From Free Kick,Kevin Vogt,8397.0,Center Defensive Midfield,120,FC Köln,186,['58db2e6b-19b2-48ce-8637-0c1150921a3a'],2,,,,,,,,,,,,,,,,FC Köln,186,00:14:02.641,Pass,
,,,,,,,,,,,,,,,,,1.534864,,,,,,,,,,,,,,,05ca47b0-f123-4d47-9a10-5252b5cd9ac2,2082,,"[44.8, 65.6]",3890280,59,,,,-1.6566772,,Right Foot,,,,"[43.5, 50.5]",,Ground Pass,,15.155857,,,,,Kevin Vogt,8397.0,,,,,,,2,From Free Kick,Frederik Hillesborg Sørensen,8829.0,Right Center Back,120,FC Köln,186,['4f09eba0-f338-4b68-ab54-0c1b0b39bda6'],4,,,,,,,,,,,,,,,,FC Köln,186,00:14:04.875,Pass,
,,,,,,,,,,,,,,,,,1.092943,,,,,,,,,,,,,,,3c52488f-ac21-4a84-bfca-a840a3c12641,2085,,"[45.6, 47.4]",3890280,59,,,,-0.44640794,,Right Foot,,,,"[57.3, 41.8]",,Ground Pass,,12.971122,,,,,Leonardo Bittencourt,8826.0,,,,,,,2,From Free Kick,Kevin Vogt,8397.0,Center Defensive Midfield,120,FC Köln,186,['e8c37dbf-1a09-45dc-8651-67335edb86bc'],7,,,,,,,,,,,,,,,,FC Köln,186,00:14:07.957,Pass,
,,,,,,,,,,,,,,,,,0.742093,,,,,,,,,,,,,,,eab7f93e-9083-4c9c-977d-6f8af0ac2c83,2089,,"[69.5, 54.9]",3890280,59,,,,0.2914568,,Right Foot,,,,"[81.5, 58.5]",,Ground Pass,,12.528368,,,,,Marcel Risse,8823.0,,,,,,,2,From Free Kick,Leonardo Bittencourt,8826.0,Left Center Midfield,120,FC Köln,186,"['052b011a-6c1b-4c6f-bf4c-80d99083ec41', 'a599d854-3bae-477e-8879-6111eeb700bd']",11,,,,,,,,,,,,,,,,FC Köln,186,00:14:11.573,Pass,True
,,,,,,,,,,,,,,,,,1.53138,,,,,,,,,,,,,,,04957baf-65d1-46a3-9eca-5f5dc0cdaed7,2092,,"[86.9, 59.7]",3890280,59,,,,0.66881216,,Right Foot,,,,"[105.5, 74.4]",,Ground Pass,,23.707594,,,,,Paweł Olkowski,9459.0,,,,,,,2,From Free Kick,Marcel Risse,8823.0,Right Center Midfield,120,FC Köln,186,['85ab2122-e76e-4ec3-aa40-9ba4a77cdcb3'],13,,,,,,,,,,,,,,,,FC Köln,186,00:14:13.435,Pass,
,,,,,,,,,,,,,,,,,1.623856,,,,,,,,,,,,,,,af84fd1a-8ffb-4638-b605-a65eeb59baa7,2095,,"[107.6, 73.0]",3890280,59,,,,-1.221081,,Right Foot,,,,"[113.8, 56.0]",,Ground Pass,,18.095303,,,,,Leonardo Bittencourt,8826.0,,,,,,,2,From Free Kick,Paweł Olkowski,9459.0,Right Back,120,FC Köln,186,['02e38d9a-cd77-45b9-88fb-ee98a327dcf3'],15,,,,,,,,,,,,,,,,FC Köln,186,00:14:15.619,Pass,
,,,,,,,,,,,,,,,,,0.081495,,,,,,,,,,,,,,,178b7610-e3ce-4cda-8977-fc18035684e6,2099,,"[117.2, 55.5]",3890280,59,,,,-1.5707964,,Right Foot,,,,"[117.2, 53.7]",,Ground Pass,,1.8,,,Incomplete,,Anthony Modeste,23486.0,,,,,,,2,From Free Kick,Leonardo Bittencourt,8826.0,Left Center Midfield,120,FC Köln,186,"['4cb21496-29da-4303-a6e9-e6a45318da5b', '8de8d75d-7317-49a3-bf32-e26a195fff64', 'c82943a9-8532-4324-8c34-8fa839bc6025']",17,,,,,,,,,,,,,,,,FC Köln,186,00:14:17.904,Pass,True
,,,,,,,,,,,,,,,,,1.123431,,,,,,,,,,,,,,,ec855385-b5b5-4aca-adce-935fb5ed6c2c,2103,,"[9.8, 27.9]",3890280,59,,,,-1.8300227,,Left Foot,,,,"[5.0, 9.8]",,Ground Pass,,18.72565,,,,,Matthias Ostrzolek,8547.0,,,,,,Recovery,2,From Free Kick,Albin Ekdal,5624.0,Left Defensive Midfield,120,FC Köln,186,"['c6ac6d57-d9e3-49ce-9652-5858ae67bb62', 'ee379b0f-3ec1-4ec7-bca7-c93ddb244ecc']",19,,,,,,,,,,,,,,,,Hamburger SV,171,00:14:19.670,Pass,True
,,,,,,,,,,,,,,,,,1.002041,,,,,,,,,,,,,,,deb96a31-0add-4f90-9ca6-e9b8c0bfab84,2108,,"[109.4, 80.0]",3890280,59,,,,-1.9176313,,,,,,"[106.4, 71.7]",,Low Pass,,8.825531,,,,,Miloš Jojić,8825.0,,,,,,Throw-in,2,From Throw In,Paweł Olkowski,9459.0,Right Back,121,FC Köln,186,['bb001102-afd5-4983-b913-7659354a5519'],35,,,,,,,,,,,,,,,,FC Köln,186,00:14:35.069,Pass,
,,,,,,,,,,,,,,,,,1.580895,,,,,,,,,,,,,,,01f4ff3f-a6ef-4bac-8a7d-b1509fc97f9f,2111,,"[105.2, 71.1]",3890280,59,,,,1.4444882,,Left Foot,,,,"[106.0, 77.4]",,Ground Pass,,6.3505907,,,,,Paweł Olkowski,9459.0,,,,,,,2,From Throw In,Miloš Jojić,8825.0,Center Attacking Midfield,121,FC Köln,186,"['50c15783-f64c-4072-9f82-d1ae9528e51e', '543c8bb5-0200-4b86-a565-9a34e6f932bf']",36,,,,,,,,,,,,,,,,FC Köln,186,00:14:36.071,Pass,True
,,,,,,,,,,,,,,,,,0.238266,,,,,,,,,,,,,,,4c7862ff-8094-417e-9523-a33178a1e941,2114,,"[109.0, 77.2]",3890280,59,,,,-1.4701277,,Right Foot,,,,"[110.0, 67.3]",,Low Pass,,9.9503765,,,Incomplete,,Anthony Modeste,23486.0,,,,,,,2,From Throw In,Paweł Olkowski,9459.0,Right Back,121,FC Köln,186,"['9bad8c28-dcb1-4a71-be67-9d664f4c2424', '9ea2a2c5-ae42-4a25-a997-ad1b118ebc68', 'c8196797-96da-480b-af00-b5aa53f781ac']",37,,,,,,,,,,,,,,,,FC Köln,186,00:14:37.652,Pass,True
,,,,,,,,,,,,,,,,,2.250719,,,,,,,,,,,,,,,c8a13b85-fdf2-4a19-9649-ec8d6a00c6a6,2117,,"[28.1, 0.1]",3890280,59,,,,0.34731698,,,,,,"[50.2, 8.1]",,High Pass,,23.503405,,,,,Sven Schipplock,8321.0,,,,,,Throw-in,2,From Throw In,Matthias Ostrzolek,8547.0,Left Back,122,Hamburger SV,171,['ad6e09c0-8a47-4942-b9d7-1cf2aeae4ce6'],59,,,,,,,,,,,,,,,,Hamburger SV,171,00:14:59.680,Pass,
,,,,,,,,,,,,,,,,,1.033174,,,,,,,,,,,,,,,f66206aa-175c-4f27-8de4-7425f8c07b60,2119,,"[50.2, 8.1]",3890280,60,,,True,-0.4549142,,,,,,"[59.4, 3.6]",,High Pass,,10.241582,,,Incomplete,,Ivo Iličević,24740.0,,,,,,,2,From Throw In,Sven Schipplock,8321.0,Center Forward,122,Hamburger SV,171,"['3aa34c8b-edcd-4ee1-948f-f0ec86b4ae5e', '91600b2f-3c3f-4e8f-b546-db8085b0b1a0', 'abb74e41-7eac-40e9-9693-c1ae06c6489d']",1,,,,,,,,,,,,,,,,Hamburger SV,171,00:15:01.971,Pass,True
,,,,,,,,,,,,,,,,,2.295942,,,,,,,,,,,,,,,abb74e41-7eac-40e9-9693-c1ae06c6489d,2122,,"[60.7, 76.5]",3890280,60,,,,-0.40904605,,Head,,,,"[81.0, 67.7]",,High Pass,,22.125324,,,,,Miloš Jojić,8825.0,,,,,,Recovery,2,From Throw In,Frederik Hillesborg Sørensen,8829.0,Right Center Back,122,Hamburger SV,171,"['24db0071-1857-4c69-8e56-18ba8fa19dfa', 'f66206aa-175c-4f27-8de4-7425f8c07b60']",3,,,,,,,,,,,,,,,,FC Köln,186,00:15:03.004,Pass,
,,,,,,,,,,,,,,,,,1.045012,,,,,,,,,,,,,,,8f4120c1-4ec6-4fdd-82ed-fb82fcd15fb7,2124,,"[81.0, 67.7]",3890280,60,,,True,-0.5337082,,,,,,"[92.0, 61.2]",,High Pass,,12.776933,,,Incomplete,,Simon Zoller,8822.0,,,,,,,2,From Throw In,Miloš Jojić,8825.0,Center Attacking Midfield,122,Hamburger SV,171,"['25948947-b46f-4e12-baef-8a00e602a251', 'bfe92f2d-18da-428e-9709-69d09ac2565f', 'f2d2c567-e0d0-4af0-ad90-af1f1ef8cfd9']",5,,,,,,,,,,,,,,,,FC Köln,186,00:15:05.300,Pass,True
,,,,,,,,,,,,,,,,,1.019714,,,,,,,,,,,,,,,f2d2c567-e0d0-4af0-ad90-af1f1ef8cfd9,2127,,"[28.1, 18.9]",3890280,60,,,,-1.2722974,,Head,,,,"[32.5, 4.6]",,High Pass,,14.961617,,,,,Matthias Ostrzolek,8547.0,,,,,,Recovery,2,From Throw In,Emir Spahić,26791.0,Left Center Back,122,Hamburger SV,171,"['4d72b902-aa72-4c3b-abc3-78b82cdb73d8', '8f4120c1-4ec6-4fdd-82ed-fb82fcd15fb7']",6,,,,,,,,,,,,,,,,Hamburger SV,171,00:15:06.345,Pass,
,,,,,,,,,,,,,,,,,2.903948,,,,,,,,,,,,,,,9ce03ec0-7d8b-44ab-83cd-bb069adc543a,2133,,"[44.7, 10.5]",3890280,60,,,,0.6416595,,Right Foot,,,,"[88.2, 43.0]",,High Pass,,54.30009,,,,,Michael Gregoritsch,8309.0,,,,,,Free Kick,2,From Free Kick,Emir Spahić,26791.0,Left Center Back,123,Hamburger SV,171,['f0da0ea6-e01e-43a0-9a86-fb49c62aceb8'],30,,,,,,,,,,,,,,,,Hamburger SV,171,00:15:30.282,Pass,
,,,,,,,,,,,,,,,,,0.954086,,,,,,,,,,,,,,,d45b47e3-6649-470c-8bd9-3ef9f9163f3d,2136,,"[88.2, 43.0]",3890280,60,,,,1.5544044,874fa732-6d9e-4b24-b27c-49e1e4e41a4f,Other,,,,"[88.3, 49.1]",,Low Pass,,6.1008196,,,,,Sven Schipplock,8321.0,True,,,,,,2,From Free Kick,Michael Gregoritsch,8309.0,Right Wing,123,Hamburger SV,171,['687a5dd0-1f51-4b5d-811e-da23b5ab0a4b'],33,,,,,,,,,,,,,,,,Hamburger SV,171,00:15:33.306,Pass,
,,,,,,,,,,,,,,,,,2.152932,,,,,,,,,,,,,,,0163c6cc-3613-491d-981c-e8212e08cc42,2141,,"[6.0, 36.0]",3890280,60,True,,,-0.35563588,,Right Foot,,,,"[23.5, 29.5]",,Ground Pass,,18.668154,,,,,Dominique Heintz,8828.0,,,,,,Goal Kick,2,From Goal Kick,Timo Horn,8821.0,Goalkeeper,124,FC Köln,186,['9c921f9c-7a70-42cd-beae-728c91545f81'],46,,,,,,,,,,,,,,,,FC Köln,186,00:15:46.201,Pass,
,,,,,,,,,,,,,,,,,1.454776,,,,,,,,,,,,,,,97379cbe-c2a9-43cd-9d46-4c059c87a5db,2143,,"[27.5, 28.5]",3890280,60,True,,,-0.318877,,Right Foot,,,,"[48.4, 21.6]",,Ground Pass,,22.009542,,,,,Leonardo Bittencourt,8826.0,,,,,,,2,From Goal Kick,Dominique Heintz,8828.0,Left Center Back,124,FC Köln,186,['f473b758-1db6-4307-a4dd-fbd437a3573a'],48,,,,,,,,,,,,,,,,FC Köln,186,00:15:48.756,Pass,
,,,,,,,,,,,,,,,,,1.237264,,,,,,,,,,,,,,,f18678e0-e0ac-4814-9df2-878c49f14df0,2145,,"[50.8, 22.6]",3890280,60,,,,-0.32175055,,Right Foot,,,,"[62.2, 18.8]",,Ground Pass,,12.016655,,,,,Miloš Jojić,8825.0,,,,,,,2,From Goal Kick,Leonardo Bittencourt,8826.0,Left Center Midfield,124,FC Köln,186,['f493c84c-cd97-4f8a-a30f-c0b11b4f819d'],51,,,,,,,,,,,,,,,,FC Köln,186,00:15:51.083,Pass,
,,,,,,,,,,,,,,,,,1.45775,,,,,,,,,,,,,,,4fcdb42c-3eec-4276-b344-bbe742c14b35,2148,,"[77.5, 1.4]",3890280,60,,,,0.8453263,,Left Foot,,,,"[91.6, 17.3]",,Ground Pass,,21.251352,,,,,Jonas Hector,6040.0,,,,,,,2,From Goal Kick,Miloš Jojić,8825.0,Center Attacking Midfield,124,FC Köln,186,['e1b72492-5437-41b6-9464-4bf1d50ca74d'],55,,,,,,,,,,,,,,,,FC Köln,186,00:15:55.590,Pass,
,,,,,,,,,,,,,,,,,1.05185,,,,,,,,,,,,,,,ba36c71e-5b2a-4dd3-a45a-a654ae57040c,2153,,"[89.9, 16.7]",3890280,60,,,,1.8506135,,Right Foot,,,,"[87.4, 25.4]",,Ground Pass,,9.052072,,,Incomplete,,Leonardo Bittencourt,8826.0,,,,,,,2,From Goal Kick,Jonas Hector,6040.0,Left Back,124,FC Köln,186,"['4ab1fcf9-ecd4-4b4c-9d4b-27619159cd9c', '4f04ea94-6139-4cbe-b58d-fae2fc5b980b', 'cc538c72-1ff3-4b31-b9c5-1ddf1d8bf99a', 'd197715d-1965-45a6-b78e-c60db4318268']",57,,,,,,,,,,,,,,,,FC Köln,186,00:15:57.759,Pass,True
,,,,,,,,,,,True,,,,,,1.91155,,,,,,,,,,,,,,,4ab1fcf9-ecd4-4b4c-9d4b-27619159cd9c,2156,,"[32.7, 54.7]",3890280,60,,,,-0.70403314,,Right Foot,,,,"[45.3, 44.0]",,Ground Pass,,16.530275,,,,,Lewis Harry Holtby,8891.0,,,,,,Interception,2,Regular Play,Albin Ekdal,5624.0,Left Defensive Midfield,125,Hamburger SV,171,"['10708bf6-ee3e-4fd6-9ebc-7dd515796e69', '2c7434c7-7010-4610-9827-e14161678ea0', 'ba36c71e-5b2a-4dd3-a45a-a654ae57040c']",58,,,,,,,,,,,,,,,,Hamburger SV,171,00:15:58.811,Pass,True
,,,,,,,,,,,,,,,,,0.742206,,,,,,,,,,,,,,,76371deb-945b-43be-a763-1e8212fe38f0,2159,,"[45.3, 44.7]",3890280,61,,,,2.627673,,Left Foot,,,,"[39.1, 48.2]",,Ground Pass,,7.119691,,,,,Albin Ekdal,5624.0,,,,,,,2,Regular Play,Lewis Harry Holtby,8891.0,Center Attacking Midfield,125,Hamburger SV,171,['6514fb29-62f5-4528-a3e5-aefd52fa3d46'],0,,,,,,,,,,,,,,,,Hamburger SV,171,00:16:00.842,Pass,
,,,,,,,,,,,,,,,,,1.531961,,,,,,,,,,,,,,,42b8b91f-47e6-4dc2-84be-2fc07559c31b,2162,,"[40.1, 47.9]",3890280,61,,,,-1.2389959,,Right Foot,,,,"[48.3, 24.1]",,Ground Pass,,25.173002,,,Incomplete,,Ivo Iličević,24740.0,,,,,,,2,Regular Play,Albin Ekdal,5624.0,Left Defensive Midfield,125,Hamburger SV,171,"['98b0316c-3722-4d75-b1a5-800f8efe8df1', '99518716-6020-4354-98c8-d67ca21dbc51']",1,,,,,,,,,,,,,,,,Hamburger SV,171,00:16:01.704,Pass,
,,,,,,,,,,,,,,,,,1.475065,,,,,,,,,,,,,,,e48aab24-c6aa-4eb6-8934-dcfcebe2e768,2168,,"[69.3, 51.2]",3890280,61,,,,-2.5625184,,Right Foot,,,,"[56.3, 42.7]",,Ground Pass,,15.532225,,,,,Kevin Vogt,8397.0,,,,,,,2,Regular Play,Paweł Olkowski,9459.0,Right Back,126,FC Köln,186,['f25ad898-8ef7-44af-9823-bc43cf09a25b'],8,,,,,,,,,,,,,,,,FC Köln,186,00:16:08.870,Pass,
,,,,,,,,,,,,,,,,,1.686266,,,,,,,,,,,,,,,aa6bd9be-d6e2-4285-96fe-a64b98069064,2170,,"[56.3, 42.7]",3890280,61,,,,-1.6080462,,Right Foot,,,,"[55.7, 26.6]",,Ground Pass,,16.111176,,,,,Dominique Heintz,8828.0,,,,,,,2,Regular Play,Kevin Vogt,8397.0,Center Defensive Midfield,126,FC Köln,186,['e45cca77-0e5b-436d-9e31-c2798eef84da'],10,,,,,,,,,,,,,,,,FC Köln,186,00:16:10.345,Pass,
,,,,,,,,,,,,,,,,,2.393887,,,,,,,,,,,,,,,a368b044-48e9-4394-8e67-339628e49ca2,2174,,"[45.2, 10.6]",3890280,61,,,,2.3767676,,Right Foot,,,,"[20.4, 34.4]",,Ground Pass,,34.372665,,,,,Timo Horn,8821.0,,,,,,,2,Regular Play,Dominique Heintz,8828.0,Left Center Back,126,FC Köln,186,['b5c7b0dc-2220-4570-bbd7-59150ccaedc6'],15,,,,,,,,,,,,,,,,FC Köln,186,00:16:15.238,Pass,
,,,,,,,,,,,,,,,,,1.760468,,,,,,,,,,,,,,,e8cdd2b8-f97d-424f-b27f-02425dcb3af0,2177,,"[24.8, 34.4]",3890280,61,,,,1.1924204,,Left Foot,,,,"[40.9, 74.9]",,Low Pass,,43.582794,,,,,Frederik Hillesborg Sørensen,8829.0,,,True,,,,2,Regular Play,Timo Horn,8821.0,Goalkeeper,126,FC Köln,186,['bfdfb143-368c-4f03-8020-fd0488624a88'],19,,,,,,,,,,,,,,,,FC Köln,186,00:16:19.052,Pass,
,,,,,,,,,,,,,,,,,1.290131,,,,,,,,,,,,,,,d3e25151-5624-4109-95b9-7471c0523f61,2180,,"[51.0, 73.2]",3890280,61,,,,-1.0779599,,Right Foot,,,,"[62.6, 51.6]",,Ground Pass,,24.517748,,,,,Leonardo Bittencourt,8826.0,,,,,,,2,Regular Play,Frederik Hillesborg Sørensen,8829.0,Right Center Back,126,FC Köln,186,['f1b0ec80-4bb3-40d7-baa8-dcecae106e65'],23,,,,,,,,,,,,,,,,FC Köln,186,00:16:23.997,Pass,
,,,,,,,,,,,,,,,,,1.802745,,,,,,,,,,,,,,,4025f0df-6458-416b-b301-96fd0b33ca9f,2183,,"[56.7, 51.6]",3890280,61,,,,-3.1308978,,Left Foot,,,,"[38.0, 51.4]",,Ground Pass,,18.701069,,,,,Frederik Hillesborg Sørensen,8829.0,,,,,,,2,Regular Play,Leonardo Bittencourt,8826.0,Left Center Midfield,126,FC Köln,186,['35fee3f6-3720-4d73-8fbb-bbf57ae1c788'],26,,,,,,,,,,,,,,,,FC Köln,186,00:16:26.056,Pass,
,,,,,,,,,,,,,,,,,1.587613,,,,,,,,,,,,,,,d0faecfe-e320-4001-a42b-422e96a1fc5e,2186,,"[34.7, 50.3]",3890280,61,,,,-1.2720989,,Right Foot,,,,"[45.6, 14.9]",,Ground Pass,,37.04011,,,,,Dominique Heintz,8828.0,,,,,,,2,Regular Play,Frederik Hillesborg Sørensen,8829.0,Right Center Back,126,FC Köln,186,['2a5dcee5-a79a-4239-8b4a-125b4167cbc9'],28,,,,,,,,,,,,,,,,FC Köln,186,00:16:28.778,Pass,
,,,,,,,,,,,,,,,,,0.719914,,,,,,,,,,,,,,,2f109500-a083-4b6f-9a8a-2de9d12f58c7,2189,,"[52.3, 14.2]",3890280,61,,,,0.14085212,,Left Foot,,,,"[65.7, 16.1]",,Ground Pass,,13.534031,,,,,Miloš Jojić,8825.0,,,,,,,2,Regular Play,Dominique Heintz,8828.0,Left Center Back,126,FC Köln,186,['3f286849-eebb-4b45-a9fb-8d2e4f3851ea'],32,,,,,,,,,,,,,,,,FC Köln,186,00:16:32.589,Pass,
,,,,,,,,,,,,,,,,,1.941653,,,,,,,,,,,,,,,dc873d10-55ee-449f-8cde-a7e68c0ac2c0,2196,,"[47.5, 75.4]",3890280,61,,,,-0.11137924,,Left Foot,,,,"[62.7, 73.7]",,Ground Pass,,15.29477,,,,,Gojko Kačar,9407.0,,,,,,Recovery,2,Regular Play,Michael Gregoritsch,8309.0,Right Wing,127,Hamburger SV,171,"['09b90841-e065-41af-9f91-5d82aba05195', '39617592-a6fc-41f0-864b-96c05812ec6b', 'd7b0e0c9-ccc0-4d7a-892f-27d895866312']",35,,,,,,,,,,,,,,,,Hamburger SV,171,00:16:35.854,Pass,True
,,,,,,,,,,,,,,,,,2.642398,,,,,,,,,,,,,,,d3b36c4e-42f5-4153-b805-8329d33092e4,2199,,"[92.9, 70.7]",3890280,61,,,,-1.9552151,,Left Foot,,,,"[84.0, 48.7]",,Ground Pass,,23.732046,,,,,Albin Ekdal,5624.0,,,,,,,2,Regular Play,Gojko Kačar,9407.0,Right Defensive Midfield,127,Hamburger SV,171,['74d79254-c1d6-4bf8-b98d-84aeeffbbef3'],44,,,,,,,,,,,,,,,,Hamburger SV,171,00:16:44.521,Pass,
,,,,,,,,,,,,,,,,,1.213316,,,,,,,,,,,,,,,80a4bfdb-11ff-41ad-a6f0-be3931a94d00,2202,,"[96.5, 35.0]",3890280,61,,,,-1.4962223,abce416e-24f7-43fb-8048-8d39bac84e3e,Right Foot,,,,"[97.8, 17.6]",,Ground Pass,,17.448496,,,,,Ivo Iličević,24740.0,True,,,,,,2,Regular Play,Albin Ekdal,5624.0,Left Defensive Midfield,127,Hamburger SV,171,['ee519690-5783-489c-8228-6286a06846be'],48,,,,,,,,,,,,,,,,Hamburger SV,171,00:16:48.822,Pass,
,,,,,,,,,,,,,,,,,1.86882,,,,,,,,,,,,,,,a17ca4de-b2f0-4d72-babf-0e67bb331707,2212,,"[120.0, 80.0]",3890280,62,,,,-1.7123371,,Left Foot,,,,"[114.4, 40.7]",,High Pass,True,39.696976,,,Incomplete,,Michael Gregoritsch,8309.0,,,,Inswinging,,Corner,2,From Corner,Lewis Harry Holtby,8891.0,Center Attacking Midfield,128,Hamburger SV,171,"['677e2095-31bd-4cc0-a8c3-98c5c328b2c6', 'f6f1cdba-4257-4be5-8829-568d04064059']",30,,,,,,,,,,,,,,,,Hamburger SV,171,00:17:30.746,Pass,
,,,,,,,,,,,,,,,,,1.772999,,,,,,,,,,,,,,,ff496d71-75d4-4601-87d1-4670793b1b4e,2216,,"[16.0, 34.6]",3890280,62,,,,-0.92358464,,Keeper Arm,,,,"[29.0, 17.4]",,Ground Pass,,21.560148,,,,,Jonas Hector,6040.0,,,,,,,2,From Keeper,Timo Horn,8821.0,Goalkeeper,129,FC Köln,186,['40631833-0954-43ad-afac-214bdafbacc2'],34,,,,,,,,,,,,,,,,FC Köln,186,00:17:34.788,Pass,
