50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fae7f4f1-9daf-49cb-8f9d-75d359901346,1,,,3890359,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8313, 'name': 'Kyriakos Papadopoulos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 20415, 'name': 'Sebastian Boenisch'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8222, 'name': 'Kevin Kampl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 44}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 38}, {'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 8219, 'name': 'Admir Mehmedi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a4ae9134-02b1-4134-ba85-7fa643e1c336,2,,,3890359,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 8397, 'name': 'Kevin Vogt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 13}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 10902, 'name': 'Philipp Hosiner'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 15}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ac983e18-0d1f-42b8-9b5b-38669f11c1b1,3,,,3890359,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['c769cbb9-0b5b-431c-8e4d-684f353ce84d'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c769cbb9-0b5b-431c-8e4d-684f353ce84d,4,,,3890359,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['ac983e18-0d1f-42b8-9b5b-38669f11c1b1'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d247278d-c8c3-468f-a384-86112a4c3452,1476,,,3890359,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,FC Köln,186,['1dcf7de1-8c8d-43e4-be09-e5025ee45b6f'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1dcf7de1-8c8d-43e4-be09-e5025ee45b6f,1477,,,3890359,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,92,FC Köln,186,['d247278d-c8c3-468f-a384-86112a4c3452'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,1.024456,,,,,,,,,,,,,695caf5a-842a-4823-a803-0e550092a43f,5,,"[60.0, 40.0]",3890359,0,,,,,1.5291537,,Right Foot,,,,"[60.1, 42.4]",,Ground Pass,,2.4020824,,,,Javier Hernández Balcázar,3058.0,,,,,Kick Off,1,From Kick Off,Hakan Çalhanoğlu,7039.0,Center Attacking Midfield,2,Bayer Leverkusen,904,['da2e4734-ce63-4a8f-a2e8-d22535a2fb89'],0,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.880,Pass,
,,,,,,,,,,,,,,,,2.510382,,,,,,,,,,,,,dbce6d2c-333b-49a6-91c8-59fd2568042b,18,,"[55.9, 39.5]",3890359,0,,,,,2.164546,,Right Foot,,,,"[50.5, 47.5]",,Ground Pass,,9.651943,,Incomplete,,Philipp Hosiner,10902.0,,,,,Recovery,1,From Kick Off,Anthony Modeste,23486.0,Left Center Forward,2,Bayer Leverkusen,904,"['84d8adca-9ba4-4cd8-aada-66e68a417f77', 'a83fcaf2-d8ee-47f4-a80b-d6661d3664a2', 'dd6919c6-06d0-4873-995f-df70affbda44']",4,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:04.867,Pass,True
,,,,,,,,,,,,,,,,1.129368,,,,,,,,,,,,,dd6919c6-06d0-4873-995f-df70affbda44,20,,"[69.6, 32.6]",3890359,0,,,,,-1.5148845,,Right Foot,,,,"[71.1, 5.8]",,Ground Pass,,26.841946,,,,Sebastian Boenisch,20415.0,,,,,Recovery,1,From Kick Off,Admir Mehmedi,8219.0,Left Wing,2,Bayer Leverkusen,904,"['5734e2e3-540c-4afa-9d1a-01981c52465b', 'dbce6d2c-333b-49a6-91c8-59fd2568042b']",7,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:07.378,Pass,
,,,,,,,,,,,,,,,,2.396858,,,,,,,,,,,,,e0a125ae-786e-4df3-97b2-f4061a307aad,23,,"[79.9, 4.0]",3890359,0,,,,,0.08047101,,Left Foot,,,,"[110.9, 6.5]",,Ground Pass,,31.100643,,Incomplete,,Hakan Çalhanoğlu,7039.0,,,,,,1,From Kick Off,Sebastian Boenisch,20415.0,Left Back,2,Bayer Leverkusen,904,"['7425d808-410c-47d2-a71b-29d5e7ed6a61', 'f408b59e-9717-4fed-a96c-aaf1319a0b56']",10,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:10.647,Pass,
