50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2374cd93-b008-4fc6-9f99-7608b8ad80e5,1,,,,3890421,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 5467, 'name': 'Leon Aderemi Balogun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 18399, 'name': 'Gaëtan Bussmann'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 9098, 'name': 'Christian Clemens'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 27}, {'player': {'id': 6925, 'name': 'Jairo Samperio Bustara'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d8021ddf-33ff-4c68-870e-451a3d610884,2,,,,3890421,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8545, 'name': 'Julian Korb'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8307, 'name': 'Martin Hinteregger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 16}, {'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 13}, {'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 8804, 'name': 'Jonas Hofmann'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Borussia Mönchengladbach,185,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6c5d666a-0f58-4b6e-8d25-744d445fb1f7,3,,,,3890421,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['08f59833-197b-48ec-82d4-58251b01370d'],0,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,08f59833-197b-48ec-82d4-58251b01370d,4,,,,3890421,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['6c5d666a-0f58-4b6e-8d25-744d445fb1f7'],0,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,169e01c9-345f-456f-a7a7-9828c03b929a,2104,,,,3890421,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,FSV Mainz 05,177,['d63b6d96-95aa-4fc2-b19b-cded70a7b0e3'],0,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d63b6d96-95aa-4fc2-b19b-cded70a7b0e3,2105,,,,3890421,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,FSV Mainz 05,177,['169e01c9-345f-456f-a7a7-9828c03b929a'],0,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.294768,,,,,,,,,,,,40e7db09-0405-4a64-8f34-a607b7fcbf49,5,,,"[60.0, 40.0]",3890421,0,,True,,,1.3439975,,Right Foot,,,,"[60.3, 41.3]",,Ground Pass,,1.3341664,,,,Lars Edi Stindl,8806.0,,,,,Kick Off,1,From Kick Off,Raffael Caetano de Araújo,8810.0,Center Forward,2,Borussia Mönchengladbach,185,['5b7b44b5-887c-4bf6-a6dd-f2b68e388a81'],0,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.210,Pass,
,,,,,,,,,,,,,,,,,1.244798,,,,,,,,,,,,b0cabb5b-62c6-49ab-a41d-6ac580a2b860,7,,,"[61.1, 42.5]",3890421,0,,,,,-3.0659795,,Right Foot,,,,"[41.3, 41.0]",,Ground Pass,,19.856737,,,,Andreas Christensen,3959.0,,,,,,1,From Kick Off,Lars Edi Stindl,8806.0,Right Center Midfield,2,Borussia Mönchengladbach,185,['4c3c8898-3ca8-4024-8327-42c4f5be429f'],0,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.505,Pass,
,,,,,,,,,,,,,,,,,4.61843,,,,,,,,,,,,cf10c483-223a-46bf-8024-924b6a1f333a,10,,,"[42.1, 41.0]",3890421,0,,,,,-0.57654285,,Right Foot,,,,"[105.0, 0.1]",,High Pass,,75.02813,,Out,,Jonas Hofmann,8804.0,,True,,,,1,From Kick Off,Andreas Christensen,3959.0,Right Center Back,2,Borussia Mönchengladbach,185,['c5772f19-b5f7-4d4d-85d3-8b423000eb5f'],2,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:02.792,Pass,
,,,,,,,,,,,,,,,,,2.080034,,,,,,,,,,,,6a626132-4f6b-4609-9e92-4983fd695db4,12,,,"[26.8, 80.0]",3890421,0,,,,,-0.14285582,,,,,,"[56.0, 75.8]",,High Pass,,29.50051,,,,Yoshinori Muto,6337.0,,,,,Throw-in,1,From Throw In,Daniel Brosinski,8548.0,Right Back,3,FSV Mainz 05,177,['445e22c6-eb96-4272-9487-3716bf9140a0'],13,,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:13.654,Pass,
