ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,70b67353-9aa2-4dbe-86d6-49d89f94f8b3,1,,,3890489,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 27}, {'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 29}, {'player': {'id': 8227, 'name': 'Mario Götze'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 8223, 'name': 'Franck Bilal Ribéry'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,64a17144-6bba-42bf-9a1c-771054e83607,2,,,3890489,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 42}, {'player': {'id': 6924, 'name': 'Alejandro Gálvez Jimena'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 7}, {'player': {'id': 3774, 'name': 'Papiss Mison Djilobodji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 23}, {'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 2}, {'player': {'id': 6321, 'name': 'Milos Veljkovic'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 23660, 'name': 'Sambou Yatabaré'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 5}, {'player': {'id': 8554, 'name': 'Levin Mete Öztunali'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 12624, 'name': 'Anthony Ujah'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Werder Bremen,176,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6995165e-4093-4f69-9347-7eb264e3d527,3,,,3890489,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['271e5b37-61fe-4c01-bd16-cd2093dde74f'],0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,271e5b37-61fe-4c01-bd16-cd2093dde74f,4,,,3890489,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['6995165e-4093-4f69-9347-7eb264e3d527'],0,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7ae5f85c-2e90-47c8-a326-21fc710449f3,2146,,,3890489,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,72,Bayern Munich,169,['167034f6-9127-489c-b19d-80d161699575'],0,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,167034f6-9127-489c-b19d-80d161699575,2147,,,3890489,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,72,Bayern Munich,169,['7ae5f85c-2e90-47c8-a326-21fc710449f3'],0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,b59808d9-65a4-473f-a30e-1b9ed4852935,5,,"[61.0, 40.1]",3890489,0,,,,,-1.2252407,,Right Foot,,,,"[61.9, 37.6]",,Ground Pass,,2.657066,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,Kick Off,1,From Kick Off,Thomas Müller,5562.0,Center Forward,2,Bayern Munich,169,['1f11ed57-78b7-4553-88b2-6e5b57c0e293'],0,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.509,Pass,
,,,,,,,,,,,,,,,,0.996858,,,,,,,,,,,,,,176d9fb2-3953-4087-bf5a-eacf46ac080e,8,,"[60.8, 37.3]",3890489,0,,,,,2.896614,,Left Foot,,,,"[51.6, 39.6]",,Ground Pass,,9.483143,,,,Xabier Alonso Olano,20133.0,,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,2,Bayern Munich,169,['024c0577-9064-453e-86df-2fbbb2abfdd7'],1,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:01.192,Pass,
,,,,,,,,,,,,,,,,1.104956,,,,,,,,,,,,,,9505cb74-c81a-48f1-aefe-377df74f7cb0,11,,"[52.4, 36.8]",3890489,0,,,,,-1.860014,,Right Foot,,,,"[46.3, 16.3]",,Ground Pass,,21.388315,,,,David Olatukunbo Alaba,8220.0,,,,,,,1,From Kick Off,Xabier Alonso Olano,20133.0,Center Defensive Midfield,2,Bayern Munich,169,['94fe9baf-d8eb-490d-a784-c420987678c5'],2,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:02.982,Pass,
,,,,,,,,,,,,,,,,1.507394,,,,,,,,,,,,,,410c67fc-9b2e-4893-bc2d-1feb1ad52218,14,,"[58.4, 15.0]",3890489,0,,,,,-0.74165505,,Right Foot,,,,"[73.9, 0.8]",,Ground Pass,,21.02118,,,,Franck Bilal Ribéry,8223.0,,,,,,,1,From Kick Off,David Olatukunbo Alaba,8220.0,Left Back,2,Bayern Munich,169,['cff96fa0-40f0-474d-8e02-60a2d104ed49'],6,,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:06.768,Pass,
