50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a1f86a4f-8d1c-4633-aec5-052028c36ca1,1,,,,3890466,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3530, 'name': 'Hiroki Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 12316, 'name': 'Oliver Sorg'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 5694, 'name': 'Hotaru Yamaguchi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 12294, 'name': 'Andre Hoffmann'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 9410, 'name': 'Marius Wolf'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 13125, 'name': 'Iver Tobias Rørvik Fossum'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 18}, {'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,cc628ce8-c817-4979-ab7d-3757145036ce,2,,,,3890466,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 8240, 'name': 'Koen Casteels'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 28}, {'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 8239, 'name': 'Robin Knoche'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 31}, {'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 34}, {'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 3186, 'name': 'Julian Draxler'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Wolfsburg,179,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b2cf03b6-3ba5-4ee7-9851-d534e9581a06,3,,,,3890466,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['dee9159b-687a-4b8a-8e89-fddfb6fbbd81'],0,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,dee9159b-687a-4b8a-8e89-fddfb6fbbd81,4,,,,3890466,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hannover 96,178,['b2cf03b6-3ba5-4ee7-9851-d534e9581a06'],0,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,42b3684c-1667-4d23-8df5-e27257c2e688,2269,,,,3890466,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,76,Wolfsburg,179,['f3836056-89fc-4c9c-8fd9-79b993625c58'],0,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f3836056-89fc-4c9c-8fd9-79b993625c58,2270,,,,3890466,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,76,Wolfsburg,179,['42b3684c-1667-4d23-8df5-e27257c2e688'],0,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.246798,,,,,,,,,,,f4da084e-4090-4790-a1fc-ab70498f9cab,5,,,"[60.0, 40.0]",3890466,0,True,,,-3.063971,,Right Foot,,"[42.0, 38.6]",,Ground Pass,18.054363,,,,Luiz Gustavo Dias,3545.0,,,,,Kick Off,1,From Kick Off,André Schürrle,10281.0,Right Center Forward,2,Wolfsburg,179,['bd19f5ae-4b51-416b-bc29-f2952c6f1e3f'],0,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.680,Pass,
,,,,,,,,,,,,,,,,,0.982948,,,,,,,,,,,db3e8b02-2300-4a4f-b400-e5337459e28e,7,,,"[44.1, 35.9]",3890466,0,,,,-1.5535567,,Left Foot,,"[44.3, 24.3]",,Ground Pass,11.601724,,,,Maximilian Arnold,8235.0,,,,,,1,From Kick Off,Luiz Gustavo Dias,3545.0,Center Defensive Midfield,2,Wolfsburg,179,['ae5fa8fb-7230-48c2-9fa8-ee3f3d2aca88'],3,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:03.481,Pass,
,,,,,,,,,,,,,,,,,1.147964,,,,,,,,,,,4a538770-b2e8-4ff4-a701-53314ca282e9,10,,,"[44.3, 24.3]",3890466,0,,,,1.8682691,,Left Foot,,"[40.1, 38.0]",,Ground Pass,14.329341,,,,Luiz Gustavo Dias,3545.0,,,,,,1,From Kick Off,Maximilian Arnold,8235.0,Left Center Midfield,2,Wolfsburg,179,['18a7dcd2-f237-42b5-9d66-47121df86477'],5,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:05.396,Pass,
,,,,,,,,,,,,,,,,,1.922311,,,,,,,,,,,475fc27a-b31d-4a8f-a80d-dc9ecb9196a0,13,,,"[41.6, 38.0]",3890466,0,,,,1.6244035,,Left Foot,,"[40.5, 58.5]",,Ground Pass,20.529491,,,,Robin Knoche,8239.0,,,,,,1,From Kick Off,Luiz Gustavo Dias,3545.0,Center Defensive Midfield,2,Wolfsburg,179,['b9f350fb-86f8-405d-9bfb-3db1994fed42'],7,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:07.678,Pass,
