50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a324fc3b-4b0c-44b2-86ea-af44255ce3de,1,,,3890485,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8676, 'name': 'Danny Vieira da Costa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 34}, {'player': {'id': 8405, 'name': 'Benjamin Hübner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8394, 'name': 'Robert Bauer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 20485, 'name': 'Almog Cohen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 36}, {'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 5481, 'name': 'Mathew Leckie'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 9113, 'name': 'Dario Lezcano'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 37}]}",Ingolstadt,189,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7732ecc3-4443-4a77-9a43-dee0183a287e,2,,,3890485,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 20665, 'name': 'Kevin Großkreutz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6df00586-c3b0-4c76-ace5-e7333f45bde1,3,,,3890485,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['1caabffe-e209-418b-a8cc-3cd9bbaeb629'],0,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1caabffe-e209-418b-a8cc-3cd9bbaeb629,4,,,3890485,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['6df00586-c3b0-4c76-ace5-e7333f45bde1'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e9716209-8793-4bd9-b700-c580182ae932,1497,,,3890485,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,112,Ingolstadt,189,['9ce903cf-8721-4a04-96de-86dd1fcfea25'],0,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9ce903cf-8721-4a04-96de-86dd1fcfea25,1498,,,3890485,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,112,Ingolstadt,189,['e9716209-8793-4bd9-b700-c580182ae932'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.432737,,,,,,,,,,,,,,37080295-882b-4e01-9e51-16227dfa2d3e,5,,"[60.0, 40.0]",3890485,0,,,,,-0.14888994,,Right Foot,,,"[62.0, 39.7]",,Ground Pass,,2.0223749,,,Daniel Didavi,8243.0,,,,,Kick Off,1,From Kick Off,Timo Werner,5557.0,Center Forward,2,VfB Stuttgart,174,['8abcb768-f3a6-4e3e-be0f-554a92a7e737'],0,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.353,Pass,
,,,,,,,,,,,,,,,,,1.269798,,,,,,,,,,,,,,f96ea33e-53ce-44c9-bb76-b035d5313e97,8,,"[62.4, 41.0]",3890485,0,,,,,3.09995,,Right Foot,,,"[40.8, 41.9]",,Ground Pass,,21.618742,,,Sereso Geoffroy Gonzaroua Dié,34558.0,,,,,,1,From Kick Off,Daniel Didavi,8243.0,Right Center Midfield,2,VfB Stuttgart,174,['a06d2af1-08f9-47a4-8e16-779578459eb4'],0,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.866,Pass,
,,,,,,,,,,,,,,,,,1.571277,,,,,,,,,,,,,,95f5e58f-f3ff-4c42-adad-24bd8e7c243c,12,,"[42.1, 41.9]",3890485,0,,,,,1.896489,,Right Foot,,,"[34.4, 64.7]",,Ground Pass,,24.06512,,,Daniel Schwaab,8270.0,,,,,,1,From Kick Off,Sereso Geoffroy Gonzaroua Dié,34558.0,Center Defensive Midfield,2,VfB Stuttgart,174,"['364d4242-4ac7-4a44-8e2c-dd8410d6b40c', 'd486889d-f370-48e4-b824-6d548a23137b']",3,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:03.857,Pass,True
,,,,,,,,,,,,,,,,,0.126973,,,,,,,,,,,,,,d239f190-94fb-4d1f-8788-d1e03b7af60a,16,,"[44.5, 72.9]",3890485,0,,,,,-0.5016041,,Right Foot,,,"[47.6, 71.2]",,Ground Pass,,3.535534,Incomplete,,Kevin Großkreutz,20665.0,,,,,,1,From Kick Off,Daniel Schwaab,8270.0,Right Center Back,2,VfB Stuttgart,174,"['0ee61db2-bb1b-455c-8af7-39bdaad9798d', '18237205-a832-4eb0-abc6-b4d77b60b413', 'fcb16514-ea90-4a7a-905b-f0ae9b8f8c5b']",8,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:08.601,Pass,True
