ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.753583,,,,,,,,,,,,,98d435ed-4e75-4b6f-bd40-7a9e4c4aa765,16,,"[103.0, 55.0]",3890547,0,,,,,-2.976444,,Left Foot,,,,"[95.8, 53.8]",,Ground Pass,,7.299315,,,,Hiroshi Kiyotake,38524.0,,,,,,1,From Kick Off,Artur Sobiech,11845.0,Center Forward,2,Hannover 96,178,"['3283347a-ffe9-4a42-b580-cc13988c5af3', '581e68fe-5f61-49dd-bca0-9c7047399ba8']",10,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:10.737,Pass,True
,,,,,,,,,,,,,,,,2.640098,,,,,,,,,,,,,9c8cbf7d-b834-4050-b05a-72bf07ec69e9,23,,"[27.2, 22.3]",3890547,0,,,,,-0.6669082,,Right Foot,,,,"[55.4, 0.1]",,Ground Pass,,35.88983,,Out,,,,,,,,,1,Regular Play,Sebastian Rudy,6039.0,Right Center Midfield,3,Hoffenheim,175,,13,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:13.718,Pass,
,,,,,,,,,,,,,,,,2.678115,,,,,,,,,,,,,a27e8e40-8728-4e4f-a66a-a1741bdc856e,24,,"[55.7, 80.0]",3890547,0,,,,,-0.31355402,,,,,,"[92.4, 68.1]",,High Pass,,38.581085,,Incomplete,,Artur Sobiech,11845.0,,,,,Throw-in,1,From Throw In,Fynn Arkenberg,131141.0,Right Back,4,Hannover 96,178,"['5d7dc722-8ab3-42e0-915e-2cab833d423a', '840fa582-f21f-4d14-8d8e-8631df9941c4']",21,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:21.820,Pass,
,,,,,,,,,,,,,,,,1.51988,,,,,,,,,,,,,840fa582-f21f-4d14-8d8e-8631df9941c4,26,,"[27.7, 12.0]",3890547,0,,,,,-0.04455648,,Head,,,,"[43.4, 11.3]",,High Pass,,15.715597,,,,Nadiem Amiri,8403.0,,,,,Recovery,1,Regular Play,Jeremy Toljan,8392.0,Left Back,5,Hoffenheim,175,"['a27e8e40-8728-4e4f-a66a-a1741bdc856e', 'aa9f17d5-429f-49fb-90b2-333c842dc374']",24,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:24.498,Pass,
,,,,,,,,,,,,,,,,0.337769,,,,,,,,,,,,,c729e4eb-803f-43fc-b474-3adb846ecb7c,28,,"[43.4, 11.7]",3890547,0,,,,,-2.9340963,,Right Foot,,,,"[37.7, 10.5]",,Low Pass,,5.8249464,,Incomplete,,Eugen Polanski,8404.0,,,,,,1,Regular Play,Nadiem Amiri,8403.0,Left Center Midfield,5,Hoffenheim,175,"['26a1af7d-73a3-4d0b-b1d3-cf1dceb9a76d', '2801b666-d664-42d5-a991-bcf8a1979163']",26,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:26.018,Pass,
,,,,,,,,,,,,,,,,2.236513,,,,,,,,,,,,,c99a4165-beed-44d0-989e-43afef577726,32,,"[39.4, 19.7]",3890547,0,,,,,-0.137777,,Right Foot,,,,"[63.2, 16.4]",,High Pass,,24.027693,,Incomplete,,Andrej Kramarić,5460.0,,,,,Recovery,1,Regular Play,Sebastian Rudy,6039.0,Right Center Midfield,5,Hoffenheim,175,"['26131705-96a7-41d4-938f-05c3ce41817f', '4cfc1f91-8162-4640-817b-e383660f3acc', 'edec5524-f690-403e-85a6-b1ad3fd35e2c']",27,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:27.744,Pass,True
,,,,,,,,,,,,,,,,1.357,,,,,,,,,,,,,edec5524-f690-403e-85a6-b1ad3fd35e2c,34,,"[56.9, 63.7]",3890547,0,,,,True,0.41206297,,,,,,"[72.0, 70.3]",,High Pass,,16.479382,,Incomplete,,Hiroshi Kiyotake,38524.0,,,,,Recovery,1,Regular Play,Waldemar Anton,8538.0,Right Center Back,5,Hoffenheim,175,"['3d0ded86-b979-4999-a17f-a4e98e1dc868', '521bd9ef-cc3b-4821-9297-2dd9f3c59840', 'c99a4165-beed-44d0-989e-43afef577726', 'f1b76bf2-6d92-4933-89ec-244aa1515eba']",29,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:29.980,Pass,True
,,,,,,,,,,,,,,,,1.037598,,,,,,,,,,,,,e94937dd-7da6-40de-ac8b-48e5868b1344,42,,"[62.5, 0.1]",3890547,0,,,,,0.8139618,,,,,,"[71.0, 9.1]",,Low Pass,,12.379418,,,,Andrej Kramarić,5460.0,,,,,Throw-in,1,From Throw In,Jeremy Toljan,8392.0,Left Back,6,Hoffenheim,175,['85c88b8f-9f96-4b30-839c-89197a7cec5c'],42,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:42.831,Pass,
,,,,,,,,,,,,,,,,0.738083,,,,,,,,,,,,,66bd25f7-f5f1-43e2-bb35-e7faeb948035,45,,"[71.0, 9.1]",3890547,0,,,,,-2.2246063,,Right Foot,,,,"[65.1, 1.4]",,Low Pass,,9.700516,,,,Jeremy Toljan,8392.0,,,,,,1,From Throw In,Andrej Kramarić,5460.0,Center Forward,6,Hoffenheim,175,"['32aca7f0-475b-4724-ba0c-32471620beab', 'b6da24ba-c094-4284-9cd9-af38bd3455a7']",43,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:43.869,Pass,True
,,,,,,,,,,,,,,,,0.586618,,,,,,,,,,,,,924437fd-908c-4c9a-9c68-fc83f3513df8,47,,"[65.1, 2.8]",3890547,0,,,,,-0.5307735,,Left Foot,,,,"[69.7, 0.1]",,Ground Pass,,5.333854,,Out,,,,,,,,,1,From Throw In,Jeremy Toljan,8392.0,Left Back,6,Hoffenheim,175,,44,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:44.607,Pass,
,,,,,,,,,,,,,,,,1.523741,,,,,,,,,,,,,dfa288ce-d67f-48fe-86b5-d255a613eb45,48,,"[50.1, 80.0]",3890547,0,,,,,-0.30508542,,,,,,"[68.2, 74.3]",,Low Pass,,18.976301,,Incomplete,,Noah-Joel Sarenren-Bazee,21311.0,,,,,Throw-in,1,From Throw In,Fynn Arkenberg,131141.0,Right Back,7,Hannover 96,178,"['3ebdcd94-a94f-4fca-a1ff-31e786e8d175', '8eec58c7-9ba2-46d8-a847-517629a95237']",51,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:51.968,Pass,
,,,,,,,,,,,,,,,,1.716311,,,,,,,,,,,,,2d8061f3-9e5d-4195-ae72-2949c5234071,51,,"[64.0, 80.0]",3890547,1,,,,,-0.30970293,,,,,,"[84.0, 73.6]",,High Pass,,20.999048,,,,Noah-Joel Sarenren-Bazee,21311.0,,,,,Throw-in,1,From Throw In,Fynn Arkenberg,131141.0,Right Back,8,Hannover 96,178,['e61d45cd-2d94-42a8-aa56-7b60dad11f72'],2,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:02.224,Pass,
,,,,,,,,,,,,,,,,1.692389,,,,,,,,,,,,,bdafb8a4-03a7-40d3-b71a-c990497440e5,54,,"[32.8, 7.2]",3890547,1,,,,,1.1567973,,Head,,,,"[35.7, 13.8]",,High Pass,,7.209022,,,,Nadiem Amiri,8403.0,,,,,Recovery,1,From Throw In,Jeremy Toljan,8392.0,Left Back,8,Hannover 96,178,['9837b23f-1c24-41bc-8051-1b0bc5a3b989'],4,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:04.415,Pass,
,,,,,,,,,,,,,,,,1.142913,,,,,,,,,,,,,162a0eb7-2e79-4d0c-9d11-8fd72dd3f3ad,56,,"[35.7, 13.1]",3890547,1,,,,,0.24726176,,Head,,,,"[46.0, 15.7]",,High Pass,,10.623088,,Incomplete,,,,,,,,,1,From Throw In,Nadiem Amiri,8403.0,Left Center Midfield,8,Hannover 96,178,['0d919949-8432-4147-9a4b-49748cd6e5c2'],6,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:06.108,Pass,
,,,,,,,,,,,,,,,,0.583995,,,,,,,,,,,,,0d919949-8432-4147-9a4b-49748cd6e5c2,57,,"[74.1, 64.4]",3890547,1,,,,,-0.09184612,,Right Foot,,,,"[81.7, 63.7]",,Low Pass,,7.632169,,Unknown,,Hiroshi Kiyotake,38524.0,,,,,Recovery,1,From Throw In,Iver Tobias Rørvik Fossum,13125.0,Right Defensive Midfield,8,Hannover 96,178,"['162a0eb7-2e79-4d0c-9d11-8fd72dd3f3ad', '458b0f7d-6fe5-401c-ab4a-e959a8fbcbaa']",7,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:07.250,Pass,
,,,,,,,,,,,,,,,,2.479843,,,,,,,,,,,,,42aa617e-ef0e-426d-b784-64307e53c3c8,62,,"[82.6, 65.8]",3890547,1,,,,,-0.9103886,1b0c8a29-a258-44e6-8521-e6b03c7abe52,Left Foot,,,,"[108.0, 33.1]",,High Pass,,41.40592,,,,Salif Sané,5664.0,True,,,,Free Kick,1,From Free Kick,Miiko Martín Albornoz Inola,13126.0,Left Back,9,Hannover 96,178,['55da7c53-a281-459d-adca-46c2245ce5a1'],43,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:43.704,Pass,
,,,,,,,,,,,,,,,,3.567245,,,,,,,,,,,,,4f1cdbca-4dfc-490d-999e-980bc1fb3132,66,,"[15.1, 38.8]",3890547,1,,,,,0.45346984,,Drop Kick,,,,"[78.3, 69.6]",,High Pass,,70.30562,,,,Mark Uth,8387.0,,,,,,1,From Keeper,Oliver Baumann,8393.0,Goalkeeper,10,Hoffenheim,175,['7488bf18-028b-4e13-81e1-24ad78678a06'],51,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:01:51.791,Pass,
,,,,,,,,,,,,,,,,2.014479,,,,,,,,,,,,,246c91ea-c89f-4a2e-9583-c576d702e36a,70,,"[12.5, 12.2]",3890547,1,,,,,2.1496584,,Right Foot,,,,"[4.2, 24.9]",,Ground Pass,,15.171684,,,,Ron-Robert Zieler,8947.0,,,,,Recovery,1,From Keeper,Iver Tobias Rørvik Fossum,13125.0,Right Defensive Midfield,10,Hoffenheim,175,['3e3f81aa-edda-4dba-9c59-60f5e981af81'],59,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:01:59.145,Pass,
,,,,,,,,,,,,,,,,5.603024,,,,,,,,,,,,,b1f64965-1ec6-41fd-a1f2-82f4bc5824fb,74,,"[3.7, 26.2]",3890547,2,,,,,-0.23287638,,Right Foot,,,,"[81.7, 7.7]",,High Pass,,80.163895,,Incomplete,,Felix Klaus,8551.0,,,,,,1,From Keeper,Ron-Robert Zieler,8947.0,Goalkeeper,10,Hoffenheim,175,"['555e8422-39e3-48ac-b227-9a8e2606063f', '9cdd8a6c-2618-460e-bd66-7f6c513aab85', 'cdb9196a-4e5e-4ef4-bd63-e0f95f0ac920']",1,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:01.235,Pass,True
,,,,,,,,,,,,,,,,1.145308,,,,,,,,,,,,,f9d1a74f-2389-4f95-bc94-0193d86a1f22,78,,"[26.4, 69.6]",3890547,2,,,,,-2.6045477,,Left Foot,,,,"[13.3, 61.8]",,Ground Pass,,15.246311,,,,Oliver Baumann,8393.0,,,,,,1,From Keeper,Niklas Süle,6322.0,Right Center Back,10,Hoffenheim,175,['60e55ffb-31bd-441c-ace3-ddb05b20cb4f'],8,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:08.857,Pass,
,,,,,,,,,,,,,,,,3.778688,,,,,,,,,,,,,cd457d46-7e21-46fd-a28d-e7a41a0ded4c,81,,"[15.4, 61.9]",3890547,2,,,,,0.2672591,,Right Foot,,,,"[65.8, 75.7]",,High Pass,,52.255142,,Incomplete,,Mark Uth,8387.0,,,,,,1,From Keeper,Oliver Baumann,8393.0,Goalkeeper,10,Hoffenheim,175,"['6527f762-f4e7-4f01-aea4-633b8be43fe4', '85a10e36-eeb7-4b1b-be11-ab294834fa95']",10,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:10.119,Pass,
,,,,,,,,,,,,,,,,0.587173,,,,,,,,,,,,,85a10e36-eeb7-4b1b-be11-ab294834fa95,84,,"[54.3, 4.4]",3890547,2,,,,,0.55787987,,Head,,,,"[66.8, 12.2]",,Low Pass,,14.733974,,,,Manuel Schmiedebach,8543.0,,,,,Recovery,1,From Keeper,Miiko Martín Albornoz Inola,13126.0,Left Back,10,Hoffenheim,175,"['cd457d46-7e21-46fd-a28d-e7a41a0ded4c', 'dfc369d3-297b-4b8b-be18-002f963028dc', 'fd6c6fd5-d1e1-4165-a44e-7dc27427fbcb']",13,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:13.898,Pass,True
,,,,,,,,,,,,,,,,0.916717,,,,,,,,,,,,,60c8e92b-0873-4465-80a7-91d5dc0fbe3d,88,,"[66.8, 11.7]",3890547,2,,,,,0.16324028,,Right Foot,,,,"[75.3, 13.1]",,Low Pass,,8.614523,,Incomplete,,Hiroshi Kiyotake,38524.0,,,,,,1,From Keeper,Manuel Schmiedebach,8543.0,Left Defensive Midfield,10,Hoffenheim,175,"['55ad8ee0-a7d1-4236-a97f-a9ec305c9ef3', 'b9e08c87-c760-4463-9e12-794951173d75', 'f21419d4-be79-4a09-8c3d-01a841780faf']",15,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:15.587,Pass,True
,,,,,,,,,,,,,,,,1.043328,,,,,,,,,,,,,4f20c64e-b933-4589-8853-8d205a229fbf,92,,"[45.0, 66.5]",3890547,2,,,,True,-0.066568166,,,,,,"[54.0, 65.9]",,High Pass,,9.019978,,,,Mark Uth,8387.0,,,,,,1,From Keeper,Pavel Kadeřábek,9397.0,Right Back,10,Hoffenheim,175,"['a4f0b006-81af-4e04-a3f2-e94f3b80390f', 'c38b1aa7-c315-40ac-895c-a62d0fe9274e']",17,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:17.502,Pass,True
,,,,,,,,,,,,,,,,2.194258,,,,,,,,,,,,,41830b94-48bf-4d16-989d-6f463fcbd936,95,,"[54.0, 67.7]",3890547,2,,,,,-1.0951011,,Left Foot,,,,"[62.5, 51.2]",,Low Pass,,18.56071,,Incomplete,,Nadiem Amiri,8403.0,,,,,,1,From Keeper,Mark Uth,8387.0,Right Wing,10,Hoffenheim,175,"['3dddc967-b103-4674-9436-b038d4491fdd', 'cb5857d3-dae2-4118-9cbc-f640947f75fa', 'eba4d719-5acb-42fe-8ef1-7121ee2087e6']",18,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:18.545,Pass,True
,,,,,,,,,,,,,,,,4.039217,,,,,,,,,,,,,cb5857d3-dae2-4118-9cbc-f640947f75fa,98,,"[57.6, 28.9]",3890547,2,,,,,-0.021228233,,Right Foot,,,,"[104.7, 27.9]",,High Pass,,47.110615,,Incomplete,,Artur Sobiech,11845.0,,,,,Recovery,1,From Keeper,Waldemar Anton,8538.0,Right Center Back,10,Hoffenheim,175,"['0a01ba07-d245-4cc2-b06b-240ee3057cc8', '41830b94-48bf-4d16-989d-6f463fcbd936', 'c615c310-2da0-47b9-b8e8-6e7b71d55a9f', 'f9cde695-a8c9-454d-b2c9-f43d26b6efbf']",20,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:20.739,Pass,True
,,,,,,,,,,,,,,,,3.01674,,,,,,,,,,,,,87816776-5836-4877-997a-31d8e23dc2be,102,,"[15.4, 32.2]",3890547,2,,,,,0.7368488,,Right Foot,,,,"[61.8, 74.3]",,High Pass,,62.652775,,,,Pavel Kadeřábek,9397.0,,True,,,,1,From Keeper,Oliver Baumann,8393.0,Goalkeeper,10,Hoffenheim,175,['e818fce1-d667-4f0c-a0a8-1f1ea077a87b'],37,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:37.755,Pass,
,,,,,,,,,,,,,,,,1.612863,,,,,,,,,,,,,e19a2df2-ef8c-4fe6-8d53-84bd9d3e1425,104,,"[62.5, 73.6]",3890547,2,,,,,-0.5955553,,Head,,,,"[77.7, 63.3]",,High Pass,,18.3611,,Incomplete,,Mark Uth,8387.0,,,,,,1,From Keeper,Pavel Kadeřábek,9397.0,Right Back,10,Hoffenheim,175,"['335c217c-16ca-488b-89c9-5254cbcff012', '3d616001-095d-4f28-a428-f447b2a6a0c8']",40,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:02:40.771,Pass,
,,,,,,,,,,,,,,,,1.642557,,,,,,,,,,,,,3d616001-095d-4f28-a428-f447b2a6a0c8,107,,"[42.4, 16.8]",3890547,2,,,,True,-1.012197,,,,,,"[44.4, 13.6]",,High Pass,,3.7735925,,,,Felix Klaus,8551.0,,,,,Interception,1,From Keeper,Miiko Martín Albornoz Inola,13126.0,Left Back,10,Hoffenheim,175,"['20b71b02-6ae9-4024-8e02-aee60256c10d', '3dcf003a-5015-48d7-9f7d-233fca571114', 'e19a2df2-ef8c-4fe6-8d53-84bd9d3e1425']",42,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:42.384,Pass,True
,,,,,,,,,,,,,,,,1.756792,,,,,,,,,,,,,32da9508-b9dd-48aa-9f06-2645bce94efd,110,,"[44.4, 13.1]",3890547,2,,,,,0.7419473,,Head,,,,"[56.4, 24.1]",,Low Pass,,16.27882,,Unknown,,Iver Tobias Rørvik Fossum,13125.0,,,,,,1,From Keeper,Felix Klaus,8551.0,Left Wing,10,Hoffenheim,175,"['8e2b2a2b-8d0a-40e7-b04f-ccefc025a624', 'ad36724e-d2ca-41d5-96a0-b519374f0170']",44,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:02:44.085,Pass,True
