50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.761555,,,,,,,,,,,,,,,,97f535d7-6634-4bde-9798-dc94b9c1e44e,19,,"[19.3, 33.1]",3890436,0,,,,,1.4523064,,Left Foot,,,"[22.3, 58.3]",Ground Pass,25.377943,,,,Jeong-Ho Hong,40543.0,,,,,,,1,From Goal Kick,Ragnar Klavan,4174.0,Left Center Back,3,Augsburg,172,['ec018e72-1eff-4719-ae83-dde11ec84cfc'],27,,,,,,,,,,,,,,,,,Augsburg,172,00:00:27.370,Pass,
,,,,,,,,,,,,,,,,,,1.498176,,,,,,,,,,,,,,,,19e433f0-593c-4d60-881b-6a84d82fc34f,22,,"[22.9, 61.3]",3890436,0,,,,,0.9427579,,Right Foot,,,"[34.3, 77.0]",Ground Pass,19.402319,,,,Paul Verhaegh,8237.0,,,,,,,1,From Goal Kick,Jeong-Ho Hong,40543.0,Right Center Back,3,Augsburg,172,['054f0a09-ad46-4c32-8d98-f065f37c824a'],30,,,,,,,,,,,,,,,,,Augsburg,172,00:00:30.044,Pass,
,,,,,,,,,,,,,,,,,,1.450398,,,,,,,,,,,,,,,,95220dc1-3543-4820-b162-b49011383972,25,,"[33.2, 77.4]",3890436,0,,,,,-2.3073444,,Right Foot,,,"[22.5, 65.6]",Ground Pass,15.928905,,,,Jeong-Ho Hong,40543.0,,,,,,,1,From Goal Kick,Paul Verhaegh,8237.0,Right Back,3,Augsburg,172,['67194199-151c-453c-b422-3034c316025e'],32,,,,,,,,,,,,,,,,,Augsburg,172,00:00:32.457,Pass,
,,,,,,,,,,,,,,,,,,2.239006,,,,,,,,,,,,,,,,1627cad2-01ae-4f85-a097-26ecd87b4d6d,28,,"[23.1, 61.8]",3890436,0,,,,,-1.8539959,,Right Foot,,,"[13.7, 29.5]",Ground Pass,33.640007,,,,Ragnar Klavan,4174.0,,,,,,,1,From Goal Kick,Jeong-Ho Hong,40543.0,Right Center Back,3,Augsburg,172,['40a94292-01f6-4184-a97e-8dd97021b1ba'],34,,,,,,,,,,,,,,,,,Augsburg,172,00:00:34.734,Pass,
,,,,,,,,,,,,,,,,,,1.785823,,,,,,,,,,,,,,,,a7bea48c-0cc3-4324-ba99-14db0581e957,31,,"[17.6, 27.8]",3890436,0,,,,,1.3975507,,Left Foot,,,"[22.5, 55.8]",Ground Pass,28.425516,,,,Jeong-Ho Hong,40543.0,,,,,,,1,From Goal Kick,Ragnar Klavan,4174.0,Left Center Back,3,Augsburg,172,['328a00e0-8e24-4081-98ae-8bfed1c38d4b'],38,,,,,,,,,,,,,,,,,Augsburg,172,00:00:38.873,Pass,
,,,,,,,,,,,,,,,,,,1.226915,,,,,,,,,,,,,,,,61536687-e1df-4605-ab15-942ae5c1a465,35,,"[23.4, 59.4]",3890436,0,,,,,1.2947885,,Right Foot,,,"[28.3, 76.7]",Ground Pass,17.980545,,,,Paul Verhaegh,8237.0,,,,,,,1,From Goal Kick,Jeong-Ho Hong,40543.0,Right Center Back,3,Augsburg,172,"['0f9d84ae-9dc8-43e0-9478-4dfc7784db45', '63959e29-8a82-44a5-a5bb-26fce3502258']",41,,,,,,,,,,,,,,,,,Augsburg,172,00:00:41.902,Pass,True
,,,,,,,,,,,,,,,,,,1.831836,,,,,,,,,,,,,,,,a500f438-72a3-417e-b900-ad18a05a3f39,38,,"[28.7, 77.2]",3890436,0,,,,,-0.15264933,,Right Foot,,,"[65.1, 71.6]",High Pass,36.82825,,Incomplete,,,,,,,,,,1,From Goal Kick,Paul Verhaegh,8237.0,Right Back,3,Augsburg,172,['c34884bc-283e-4b5a-aacc-db29d4c2eb42'],44,,,,,,,,,,,,,,,,,Augsburg,172,00:00:44.433,Pass,
,,,,,,,,,,,,,,,,,,1.767795,,,,,,,,,,,,,,,,c34884bc-283e-4b5a-aacc-db29d4c2eb42,39,,"[55.0, 8.5]",3890436,0,,,,,1.2759451,,Head,,,"[59.1, 22.0]",Low Pass,14.108863,,Incomplete,,Max Christiansen,12551.0,,,,,,Recovery,1,From Goal Kick,Robert Bauer,8394.0,Left Back,3,Augsburg,172,"['45338651-dc51-4351-a814-4f6ee4c86cec', 'a500f438-72a3-417e-b900-ad18a05a3f39', 'e0676c61-3925-4656-baa8-a2b2d7edec82']",46,,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:46.265,Pass,
,,,,,,,,,,,,,,,,,,2.131915,,,,,,,,,,,,,,,,45338651-dc51-4351-a814-4f6ee4c86cec,41,,"[61.0, 58.1]",3890436,0,,,,,-1.332187,,Right Foot,,,"[66.4, 35.9]",Ground Pass,22.847319,,,,Dong-Won Ji,12302.0,,,,,,Recovery,1,From Goal Kick,Ja-Cheol Koo,5627.0,Right Defensive Midfield,3,Augsburg,172,"['b080f48e-512f-4fd3-af4c-157218344839', 'c34884bc-283e-4b5a-aacc-db29d4c2eb42']",48,,,,,,,,,,,,,,,,,Augsburg,172,00:00:48.033,Pass,
,,,,,,,,,,,,,,,,,,2.026392,,,,,,,,,,,,,,,,140ff5d5-7c7c-400f-9c25-4ed9b168ac7b,44,,"[86.7, 29.0]",3890436,0,,,,,-0.71883,,Right Foot,,,"[112.3, 6.6]",Ground Pass,34.016468,,,,Konstantinos Stafylidis,4279.0,,,,,,,1,From Goal Kick,Dong-Won Ji,12302.0,Center Attacking Midfield,3,Augsburg,172,['a7d03e6f-f153-4dcd-9dce-7fb797c096de'],53,,,,,,,,,,,,,,,,,Augsburg,172,00:00:53.000,Pass,
,,,,,,,,,,,,,,,,,,1.093516,,,,,,,,,,,,,,,,724e4e58-8647-4d08-93cc-97a4616af081,47,,"[112.8, 6.6]",3890436,0,,,,,1.5002067,,Left Foot,True,,"[114.9, 36.3]",Low Pass,29.774149,,Incomplete,,,,,,,,,,1,From Goal Kick,Konstantinos Stafylidis,4279.0,Left Back,3,Augsburg,172,['ffcc961b-b5c8-4c76-b77f-43472bcd52fa'],55,,,,,,,,,,,,,,,,,Augsburg,172,00:00:55.621,Pass,
,,,,,,,,,,,,,,,,,,1.206577,,,,,,,,,,,,,,,,f3b119da-983f-4da1-a177-7ba9cc57b0d8,49,,"[120.0, 0.1]",3890436,1,,,,,1.7766305,330951e3-1daa-4fd9-81e4-6ffbe9a1d91a,Left Foot,,,"[112.4, 36.5]",High Pass,37.184944,,,True,Jeong-Ho Hong,40543.0,True,,,Outswinging,,Corner,1,From Corner,Konstantinos Stafylidis,4279.0,Left Back,4,Augsburg,172,['c6fdd49c-5ab0-442f-8913-08f500419fcf'],19,,,,,,,,,,,,,,,,,Augsburg,172,00:01:19.878,Pass,
,,,,,,,,,,,,,,,,,,1.645629,,,,,,,,,,,,,,,,4d416d69-a3c4-42e6-9517-4099c095a921,58,,"[114.5, 22.8]",3890436,1,,,,,-1.5857205,,Right Foot,,,"[114.3, 9.4]",Ground Pass,13.401492,,,,Konstantinos Stafylidis,4279.0,,,,,,,1,From Corner,Dong-Won Ji,12302.0,Center Attacking Midfield,4,Augsburg,172,"['2f7a8b7e-b188-463b-8ba8-3ff35fee21f7', 'e5a85aa1-2a5c-4025-bda3-4e493a227348']",25,,,,,,,,,,,,,,,,,Augsburg,172,00:01:25.354,Pass,True
,,,,,,,,,,,,,,,,,,2.17845,,,,,,,,,,,,,,,,401f9813-06be-4b5d-944e-274e54af576d,60,,"[113.6, 9.2]",3890436,1,,,,,1.4021994,,Left Foot,True,,"[120.0, 46.8]",High Pass,38.140793,,Out,,,,,,,,,,1,From Corner,Konstantinos Stafylidis,4279.0,Left Back,4,Augsburg,172,,26,,,,,,,,,,,,,,,,,Augsburg,172,00:01:26.999,Pass,
,,,,,,,,,,,,,,,,,,2.6725,,,,,,,,,,,,,,,,5a2cec5d-4670-4f99-a03d-f43e6f9a8b20,61,,"[6.0, 44.0]",3890436,2,,,,,0.44699454,,Left Foot,,,"[61.7, 70.7]",High Pass,61.76876,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Ramazan Özcan,12319.0,Goalkeeper,5,Ingolstadt,189,['4a0d4d9d-04e0-4dbf-9868-b67c91a7698d'],0,,,,,,,,,,,,,,,,,Ingolstadt,189,00:02:00.451,Pass,
,,,,,,,,,,,,,,,,,,0.495087,,,,,,,,,,,,,,,,12650918-adfb-4568-a197-cbae8666486e,63,,"[74.5, 9.4]",3890436,2,,True,,,1.1158822,,Left Foot,,,"[79.0, 18.6]",Ground Pass,10.241582,,,,Dong-Won Ji,12302.0,,,,,,,1,Regular Play,Caiuby Francisco da Silva,8303.0,Left Wing,6,Augsburg,172,['abedd8b6-d7b8-4b4e-b283-675228ea3f6d'],4,,,,,,,,,,,,,,,,,Augsburg,172,00:02:04.334,Pass,
,,,,,,,,,,,,,,,,,,1.139969,,,,,,,,,,,,,,,,f74b2268-711a-46cf-80ca-99387c693a8e,68,,"[66.6, 0.1]",3890436,2,,,,,2.7367008,,,,,"[50.5, 7.0]",Low Pass,17.516277,,,,Ragnar Klavan,4174.0,,,,,,Throw-in,1,From Throw In,Konstantinos Stafylidis,4279.0,Left Back,7,Augsburg,172,['f494c9df-c49c-43ea-b102-1152633c689d'],18,,,,,,,,,,,,,,,,,Augsburg,172,00:02:18.406,Pass,
,,,,,,,,,,,,,,,,,,1.534093,,,,,,,,,,,,,,,,46f6f2bb-3195-45c8-96f2-8e8b2aad6c92,71,,"[44.5, 14.1]",3890436,2,,,,,1.8716128,,Left Foot,,,"[35.1, 44.4]",Ground Pass,31.724596,,,,Jeong-Ho Hong,40543.0,,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,7,Augsburg,172,['683fa9d0-fdd9-4da7-913d-97999d33a6a1'],23,,,,,,,,,,,,,,,,,Augsburg,172,00:02:23.315,Pass,
,,,,,,,,,,,,,,,,,,1.894878,,,,,,,,,,,,,,,,f0cd16e6-6d27-4049-9874-96dcd6d8200e,74,,"[34.5, 48.1]",3890436,2,,,,,1.1337696,,Right Foot,,,"[47.3, 75.5]",Ground Pass,30.242355,,,,Paul Verhaegh,8237.0,,,,,,,1,From Throw In,Jeong-Ho Hong,40543.0,Right Center Back,7,Augsburg,172,['99f1729c-49e7-4beb-81b0-3564646e0cf5'],25,,,,,,,,,,,,,,,,,Augsburg,172,00:02:25.650,Pass,
,,,,,,,,,,,,,,,,,,1.194683,,,,,,,,,,,,,,,,3834001a-4f38-4a28-8128-de0d67237639,77,,"[48.8, 75.9]",3890436,2,,,,,-2.7804923,,Right Foot,,,"[30.0, 68.8]",Ground Pass,20.09602,,,,Jeong-Ho Hong,40543.0,,,,,,,1,From Throw In,Paul Verhaegh,8237.0,Right Back,7,Augsburg,172,['611c0d30-5473-47e9-83fb-d32df439478c'],30,,,,,,,,,,,,,,,,,Augsburg,172,00:02:30.161,Pass,
,,,,,,,,,,,,,,,,,,3.022381,,,,,,,,,,,,,,,,84822795-75ee-421f-b3f2-6a00b0b7d3e0,81,,"[28.5, 74.2]",3890436,2,,,,,-2.3057323,,Right Foot,,,"[9.7, 53.4]",Ground Pass,28.037119,,,,Marwin Hitz,8314.0,,,,,,,1,From Throw In,Jeong-Ho Hong,40543.0,Right Center Back,7,Augsburg,172,"['19f04fcb-71d3-4773-ba84-bb36559e889f', 'c2c57f95-9c33-489a-98eb-81421425f986']",32,,,,,,,,,,,,,,,,,Augsburg,172,00:02:32.227,Pass,True
,,,,,,,,,,,,,,,,,,2.451904,,,,,,,,,,,,,,,,1f8eb1c7-10b6-4ab9-88db-3e4297604eaa,84,,"[15.7, 51.9]",3890436,2,,,,,-1.3772371,,Right Foot,,,"[21.6, 21.8]",Ground Pass,30.672789,,,,Ragnar Klavan,4174.0,,,,,,,1,From Throw In,Marwin Hitz,8314.0,Goalkeeper,7,Augsburg,172,['d984ec46-0904-4abe-8edb-ae1c0272bc32'],38,,,,,,,,,,,,,,,,,Augsburg,172,00:02:38.117,Pass,
,,,,,,,,,,,,,,,,,,2.073433,,,,,,,,,,,,,,,,03487bec-a110-43f2-945f-df0d1ae52799,88,,"[30.8, 22.4]",3890436,2,,,,,-0.9081544,,Right Foot,,,"[44.3, 5.1]",Ground Pass,21.94402,,,,Konstantinos Stafylidis,4279.0,,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,7,Augsburg,172,['928b19b0-dd41-4985-8e08-274838a2dea1'],43,,,,,,,,,,,,,,,,,Augsburg,172,00:02:43.026,Pass,
,,,,,,,,,,,,,,,,,,1.346573,,,,,,,,,,,,,,,,2da82d05-52bf-41fa-a07f-fb1cfad0d3e6,90,,"[56.7, 4.7]",3890436,2,,,,,0.44894278,,Left Foot,,,"[70.4, 11.3]",Ground Pass,15.206906,,,,Dong-Won Ji,12302.0,,,,,,,1,From Throw In,Konstantinos Stafylidis,4279.0,Left Back,7,Augsburg,172,['84fab548-476d-4496-872d-19704822811b'],45,,,,,,,,,,,,,,,,,Augsburg,172,00:02:45.099,Pass,
,,,,,,,,,,,,,,,,,,0.757943,,,,,,,,,,,,,,,,e527d925-14ca-4828-a141-70ad74368ea1,92,,"[69.6, 10.2]",3890436,2,,,,,-0.014704823,,Left Foot,,,"[83.2, 10.0]",Ground Pass,13.601471,,,,Caiuby Francisco da Silva,8303.0,,,,,,,1,From Throw In,Dong-Won Ji,12302.0,Center Attacking Midfield,7,Augsburg,172,['392d81d0-ae21-4776-87fa-1ea7a93164d9'],46,,,,,,,,,,,,,,,,,Augsburg,172,00:02:46.446,Pass,
,,,,,,,,,,,,,,,,,,1.749338,,,,,,,,,,,,,,,,170e3eb5-168d-4865-8ed6-5916de922988,102,,"[74.5, 5.9]",3890436,2,,,,,0.50416595,,Left Foot,,,"[89.0, 13.9]",Ground Pass,16.560495,,Incomplete,,Caiuby Francisco da Silva,8303.0,,,,,,Recovery,1,From Throw In,Konstantinos Stafylidis,4279.0,Left Back,7,Augsburg,172,"['6e687da0-163d-4d0f-83b2-11eed8186a9f', '778a649b-394d-4fe8-a371-ba7112036d32']",49,,,,,,,,,,,,,,,,,Augsburg,172,00:02:49.940,Pass,
,,,,,,,,,,,,,,,,,,1.210891,,,,,,,,,,,,,,,,79ae15ea-8df1-474f-897f-3a4c72659ba1,106,,"[44.1, 32.5]",3890436,2,,,,,-1.4847151,,Head,,,"[45.8, 12.8]",Low Pass,19.773214,,,,Ragnar Klavan,4174.0,,,,,,Recovery,1,From Throw In,Jeong-Ho Hong,40543.0,Right Center Back,7,Augsburg,172,['c2b7386a-b847-461c-8927-b4d42ea5e80d'],54,,,,,,,,,,,,,,,,,Augsburg,172,00:02:54.205,Pass,
,,,,,,,,,,,,,,,,,,2.446411,,,,,,,,,,,,,,,,db37d62b-baf1-4122-a84c-fcc4456a2901,109,,"[42.6, 12.1]",3890436,2,,,,,2.4329665,,Left Foot,,,"[13.9, 36.7]",Ground Pass,37.800133,,,,Marwin Hitz,8314.0,,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,7,Augsburg,172,['f186da37-5ab3-49d2-9321-5706fb573dab'],57,,,,,,,,,,,,,,,,,Augsburg,172,00:02:57.212,Pass,
,,,,,,,,,,,,,,,,,,3.558021,,,,,,,,,,,,,,,,88f8d3b2-ad22-4435-b5b1-11e172411b13,111,,"[6.7, 39.5]",3890436,2,,,,,-0.47574076,,Right Foot,,,"[59.3, 12.4]",High Pass,59.170685,,,,Caiuby Francisco da Silva,8303.0,,,,,,,1,From Throw In,Marwin Hitz,8314.0,Goalkeeper,7,Augsburg,172,['20892464-eafc-4270-b0e2-7a58389ae15c'],59,,,,,,,,,,,,,,,,,Augsburg,172,00:02:59.658,Pass,
,,,,,,,,,,,,,,,,,,1.329441,,,,,,,,,,,,,,,,286aed4d-35fc-4a82-b311-d15af3fa2171,115,,"[59.1, 11.7]",3890436,3,,,,,-3.0655491,,Right Foot,,,"[48.6, 10.9]",Low Pass,10.530432,,,,Konstantinos Stafylidis,4279.0,,,,,,,1,From Throw In,Caiuby Francisco da Silva,8303.0,Left Wing,7,Augsburg,172,"['078a75e4-f805-4009-91e9-bd110fe2f3f7', '41c69fef-5b8e-4458-8b26-59bbf03bcccf']",3,,,,,,,,,,,,,,,,,Augsburg,172,00:03:03.218,Pass,True
,,,,,,,,,,,,,,,,,,1.408433,,,,,,,,,,,,,,,,9d4276d5-911e-4fc5-b4ef-58028b2c00a7,118,,"[43.7, 9.2]",3890436,3,,,,,2.5817957,,Left Foot,,,"[28.7, 18.6]",Ground Pass,17.701977,,,,Ragnar Klavan,4174.0,,,,,,,1,From Throw In,Konstantinos Stafylidis,4279.0,Left Back,7,Augsburg,172,['9c71b664-37aa-44cf-8c2d-27d21e1ac16b'],7,,,,,,,,,,,,,,,,,Augsburg,172,00:03:07.156,Pass,
,,,,,,,,,,,,,,,,,,1.460043,,,,,,,,,,,,,,,,91e12e54-5048-4782-bce1-a7e4b32e4566,121,,"[28.7, 20.5]",3890436,3,,,,,1.5876961,,Left Foot,,,"[28.1, 56.0]",Ground Pass,35.50507,,,,Jeong-Ho Hong,40543.0,,,,,,,1,From Throw In,Ragnar Klavan,4174.0,Left Center Back,7,Augsburg,172,['10b2faa4-f812-41cb-a306-31828180c129'],9,,,,,,,,,,,,,,,,,Augsburg,172,00:03:09.580,Pass,
,,,,,,,,,,,,,,,,,,2.217098,,,,,,,,,,,,,,,,ebbb132e-891f-47b2-b06b-e24469bff88e,124,,"[26.6, 57.5]",3890436,3,,,,,0.926371,,Right Foot,,,"[39.6, 74.8]",Ground Pass,21.640009,,Incomplete,,Paul Verhaegh,8237.0,,,,,,,1,From Throw In,Jeong-Ho Hong,40543.0,Right Center Back,7,Augsburg,172,"['5476403a-12c7-4cf3-be61-a75086002705', 'fef15462-f80c-41bf-8f5a-29f042daf0f8']",12,,,,,,,,,,,,,,,,,Augsburg,172,00:03:12.429,Pass,
