50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c844e96c-54a4-4ef0-8315-4e4567750348,1,,,3890378,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 5578, 'name': 'Jérôme Boateng'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 29}, {'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,20577652-ceb6-4fb8-b86d-d568e286b045,2,,,3890378,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 28}, {'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 20950, 'name': 'Yanni Regäsel'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 39}, {'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 21}, {'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 8571, 'name': 'Vedad Ibišević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,50079d2c-373a-4a13-b6df-1e9643e78f0a,3,,,3890378,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['0462ee8b-31f7-4c34-914d-87e800fdae77'],0,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0462ee8b-31f7-4c34-914d-87e800fdae77,4,,,3890378,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['50079d2c-373a-4a13-b6df-1e9643e78f0a'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e2c2d776-e507-4211-bcf7-39d202a1af6f,1924,,,3890378,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Hertha Berlin,173,['d4a8adc6-bab2-48f5-8afe-ec2ef1a491bb'],0,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d4a8adc6-bab2-48f5-8afe-ec2ef1a491bb,1925,,,3890378,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,93,Hertha Berlin,173,['e2c2d776-e507-4211-bcf7-39d202a1af6f'],0,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.346102,,,,,,,,,,,,d2e39f8c-5266-46b5-b7d7-cf0e00e4761e,5,,"[61.0, 40.1]",3890378,0,True,,,1.7837347,,Right Foot,,"[60.2, 43.8]",,Ground Pass,,3.7854986,,,,Robert Lewandowski,5668.0,,,,,,Kick Off,1,From Kick Off,Thomas Müller,5562.0,Right Wing,2,Bayern Munich,169,['5913885f-d062-4f5c-861b-ae4ab3062c12'],1,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:01.120,Pass,
,,,,,,,,,,,,,,,1.332504,,,,,,,,,,,,13c25fe4-5e4e-487b-8f3f-fd15a98ec7b6,7,,"[61.5, 43.8]",3890378,0,,,,-3.0482318,,Right Foot,,"[34.8, 41.3]",,Ground Pass,,26.816786,,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,,1,From Kick Off,Robert Lewandowski,5668.0,Center Forward,2,Bayern Munich,169,['83f0f21e-8e22-49c5-be57-48e01f8c2ef8'],2,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:02.467,Pass,
,,,,,,,,,,,,,,,1.007326,,,,,,,,,,,,cf42c5a5-e375-4b29-bccf-8a407fb89362,10,,"[34.5, 47.6]",3890378,0,,,,0.7751944,,Right Foot,,"[44.4, 57.3]",,Ground Pass,,13.860014,,,,Xabier Alonso Olano,20133.0,,,,,,,1,From Kick Off,Medhi Amine El Mouttaqi Benatia,5244.0,Left Center Back,2,Bayern Munich,169,['5c63f505-d74c-4248-8fa3-519148a74a31'],5,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:05.364,Pass,
,,,,,,,,,,,,,,,1.030977,,,,,,,,,,,,3ae6bd7a-2c8d-4a44-8c66-4b4e5c15f422,12,,"[45.9, 61.1]",3890378,0,,,,2.5434484,,Left Foot,,"[34.6, 68.8]",,Ground Pass,,13.674063,,,,Javier Martínez Aginaga,9399.0,,,,,,,1,From Kick Off,Xabier Alonso Olano,20133.0,Center Defensive Midfield,2,Bayern Munich,169,['423da505-9e2c-4e44-b395-86a39a1f1f58'],6,,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:06.371,Pass,
