50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d6fee59f-7466-4747-80d0-638163c07cbe,1,,,,3890335,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23266, 'name': 'Christian Träsch'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 3197, 'name': 'Dante Bonfim da Costa Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 18}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 34}, {'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 8230, 'name': 'Josuha Guilavogui'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 8386, 'name': 'Max Kruse'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 3186, 'name': 'Julian Draxler'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 10594, 'name': 'Bas Dost'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Wolfsburg,179,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6e7926ef-ebfc-4371-9e63-e8c8e83eb784,2,,,,3890335,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9397, 'name': 'Pavel Kadeřábek'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 9396, 'name': 'Ermin Bičakčić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8392, 'name': 'Jeremy Toljan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6039, 'name': 'Sebastian Rudy'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 6}, {'player': {'id': 8311, 'name': 'Jonathan Schmid'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 27317, 'name': 'Eduardo Jesús Vargas Rojas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 31}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8e3226aa-28a1-4bcd-81dc-9e22c8e4c770,3,,,,3890335,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,['6aecb48c-7410-430e-b8fc-aedefe0494ac'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6aecb48c-7410-430e-b8fc-aedefe0494ac,4,,,,3890335,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,['8e3226aa-28a1-4bcd-81dc-9e22c8e4c770'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ed73970d-4ab6-42e5-a994-d0ef4705ef6b,1882,,,,3890335,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Hoffenheim,175,['7f51e55c-4594-4122-b38b-c93169ab8e2c'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7f51e55c-4594-4122-b38b-c93169ab8e2c,1883,,,,3890335,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,83,Hoffenheim,175,['ed73970d-4ab6-42e5-a994-d0ef4705ef6b'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.135793,,,,,,,,,,,,,9654c4a7-afd9-4e32-9a6f-a2dd971b9b90,5,,,"[61.0, 40.1]",3890335,0,True,,,2.3906636,,Left Foot,,,"[58.0, 42.9]",,Ground Pass,,4.103657,,,,Bas Dost,10594.0,,,,,,Kick Off,1,From Kick Off,Max Kruse,8386.0,Center Attacking Midfield,2,Wolfsburg,179,['f951e073-44ef-44ed-8182-722525b59368'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.106,Pass,
,,,,,,,,,,,,,,,,,1.910667,,,,,,,,,,,,,c56aeaba-f890-4f8d-8058-e2e3fb99842c,7,,,"[58.4, 43.2]",3890335,0,,,,-2.5146189,,Right Foot,,,"[38.8, 29.0]",,Ground Pass,,24.203306,,,,Dante Bonfim da Costa Santos,3197.0,,,,,,,1,From Kick Off,Bas Dost,10594.0,Center Forward,2,Wolfsburg,179,['5e1d6b53-887e-4022-bfbb-3d822ff39cde'],0,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.327,Pass,
,,,,,,,,,,,,,,,,,1.460982,,,,,,,,,,,,,4d5b6a10-b0d2-4519-827f-fd63afafd538,10,,,"[39.6, 31.4]",3890335,0,,,,1.7700112,,Left Foot,,,"[33.2, 63.1]",,Ground Pass,,32.339603,,,,Ronaldo Aparecido Rodrigues,8516.0,,,,,,,1,From Kick Off,Dante Bonfim da Costa Santos,3197.0,Left Center Back,2,Wolfsburg,179,['8595fa8c-34d4-428b-87bf-5fdefefc4190'],3,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:03.160,Pass,
,,,,,,,,,,,,,,,,,0.705745,,,,,,,,,,,,,6777edce-38ca-4e6d-b84a-d58e20707a9d,13,,,"[40.7, 64.8]",3890335,0,,,,0.0,,Right Foot,,,"[51.8, 64.8]",,Ground Pass,,11.1,,Incomplete,,Bas Dost,10594.0,,,,,,,1,From Kick Off,Ronaldo Aparecido Rodrigues,8516.0,Right Center Back,2,Wolfsburg,179,"['2f7ab291-fdc5-4be7-8541-5dd062c15b4c', '32ee214a-a8bb-4aa2-ab10-f4b83d452922']",7,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:07.136,Pass,
