50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.048467,,,,,,,,,,,,,,cc4080eb-12b9-4269-a75a-8c9054039791,2458,,"[7.9, 34.9]",3890437,64,,,,-0.39060703,,Keeper Arm,,,,"[23.2, 28.6]",,Ground Pass,,16.546299,,,,Nadiem Amiri,8403.0,,,,,,2,Regular Play,Oliver Baumann,8393.0,Goalkeeper,136,Hoffenheim,175,['3d109839-3694-452b-86d8-1c2cfa0551c8'],3,,,,,,,,,,,,,,,,,Hoffenheim,175,00:19:03.815,Pass,
,,,,,,,,,,,,,,,,,1.114603,,,,,,,,,,,,,,fb11cb40-c708-4ea2-956f-da513cddbf68,2461,,"[23.7, 27.4]",3890437,64,,,,-1.4562557,,Right Foot,,,,"[25.0, 16.1]",,Ground Pass,,11.374533,,,,Jeremy Toljan,8392.0,,,,,,2,Regular Play,Nadiem Amiri,8403.0,Left Center Midfield,136,Hoffenheim,175,['cbd2244e-b391-427d-98ad-29793a405a0b'],6,,,,,,,,,,,,,,,,,Hoffenheim,175,00:19:06.538,Pass,
,,,,,,,,,,,,,,,,,1.182563,,,,,,,,,,,,,,548a7a93-1604-489e-b59a-46dfacc7e77c,2464,,"[25.0, 16.1]",3890437,64,,,,1.133117,,Right Foot,,,,"[32.3, 31.7]",,Ground Pass,,17.22353,,,,Tobias Strobl,12321.0,,,,,,2,Regular Play,Jeremy Toljan,8392.0,Left Center Back,136,Hoffenheim,175,['fc8e4dc2-ea3f-4729-8e70-9015527c9821'],8,,,,,,,,,,,,,,,,,Hoffenheim,175,00:19:08.339,Pass,
,,,,,,,,,,,,,,,,,1.570046,,,,,,,,,,,,,,3cfd2c35-1ed6-4716-be40-0b6bf48fe0f6,2477,,"[120.0, 0.1]",3890437,65,,,,1.8230935,,Right Foot,,,,"[110.9, 35.4]",,High Pass,True,36.454082,,,,Sandro Wagner,9723.0,,,Inswinging,,Corner,2,From Corner,Tobias Kempe,9219.0,Left Midfield,139,Darmstadt 98,872,['1a6d5235-5fc4-48dc-a0ed-2d598fe66476'],33,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:20:33.806,Pass,
,,,,,,,,,,,,,,,,,0.977582,,,,,,,,,,,,,,03b48a46-cbf7-4564-8645-759b61d799ec,2480,,"[110.9, 35.4]",3890437,65,,,True,0.9894161,,,,,,"[117.8, 45.9]",,High Pass,,12.564235,,Pass Offside,,Slobodan Rajković,35033.0,,,,,,2,From Corner,Sandro Wagner,9723.0,Center Forward,139,Darmstadt 98,872,"['56463888-c6da-4834-a64f-8d5a61a9afd4', 'c0a10eb8-b2a6-4475-abfe-ed8689f0c7d4']",35,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:20:35.427,Pass,True
,,,,,,,,,,,,,,,,,1.661017,,,,,,,,,,,,,,9eb8a997-634a-4f87-8915-4983457eddd8,2482,,"[8.9, 35.8]",3890437,65,,,,-0.6447403,,Right Foot,,,,"[21.8, 26.1]",,Ground Pass,,16.140013,,,,Niklas Süle,6322.0,,,,,Free Kick,2,From Free Kick,Oliver Baumann,8393.0,Goalkeeper,140,Hoffenheim,175,['a4912873-68b4-4119-9408-92b0d66dde36'],52,,,,,,,,,,,,,,,,,Hoffenheim,175,00:20:52.627,Pass,
,,,,,,,,,,,,,,,,,1.749748,,,,,,,,,,,,,,ba206f92-1bc0-4ebf-9e08-7bb9030c0678,2485,,"[21.7, 26.1]",3890437,65,,,,0.98704,,Left Foot,,,,"[28.9, 37.0]",,Ground Pass,,13.063308,,,,Tobias Strobl,12321.0,,,,,,2,From Free Kick,Niklas Süle,6322.0,Center Back,140,Hoffenheim,175,['01b7155f-4e91-4fe2-a6ba-4752d14d4540'],54,,,,,,,,,,,,,,,,,Hoffenheim,175,00:20:54.449,Pass,
,,,,,,,,,,,,,,,,,2.377456,,,,,,,,,,,,,,94ac62d9-f387-45d9-bf1a-bb3815b33447,2488,,"[30.4, 40.8]",3890437,65,,,,1.0864531,,Right Foot,,,,"[46.5, 71.4]",,Ground Pass,,34.577015,,,,Pavel Kadeřábek,9397.0,,,,,,2,From Free Kick,Tobias Strobl,12321.0,Center Defensive Midfield,140,Hoffenheim,175,['323b4ed7-3942-4eac-9923-f2bf22467ce6'],57,,,,,,,,,,,,,,,,,Hoffenheim,175,00:20:57.586,Pass,
,,,,,,,,,,,,,,,,,1.279497,,,,,,,,,,,,,,bcf71785-0b12-4de2-bcc0-0cc30dd10fe8,2491,,"[63.1, 69.5]",3890437,66,,,,-1.582469,,Right Foot,,,,"[62.8, 43.8]",,Ground Pass,,25.701752,,,,Tobias Strobl,12321.0,,,,,,2,From Free Kick,Pavel Kadeřábek,9397.0,Right Center Back,140,Hoffenheim,175,['ab1ccd19-4f8e-4217-91a0-41ef2077e5aa'],2,,,,,,,,,,,,,,,,,Hoffenheim,175,00:21:02.890,Pass,
,,,,,,,,,,,,,,,,,1.012116,,,,,,,,,,,,,,e0ed886a-db15-4fb7-a579-5db3b16e0fab,2494,,"[62.8, 43.8]",3890437,66,,,,-1.2652024,,Right Foot,,,,"[68.1, 27.0]",,Ground Pass,,17.616186,,,,Nadiem Amiri,8403.0,,,,,,2,From Free Kick,Tobias Strobl,12321.0,Center Defensive Midfield,140,Hoffenheim,175,['b9183e05-6465-4de5-abac-ef3ece6d20a1'],6,,,,,,,,,,,,,,,,,Hoffenheim,175,00:21:06.875,Pass,
,,,,,,,,,,,,,,,,,1.293949,,,,,,,,,,,,,,7b910ed8-a51b-4d63-bcf5-7d474762f56a,2497,,"[68.1, 27.0]",3890437,66,,,,1.4494443,,Right Foot,,,,"[70.6, 47.5]",,Ground Pass,,20.651876,,,,Sebastian Rudy,6039.0,,,,,,2,From Free Kick,Nadiem Amiri,8403.0,Left Center Midfield,140,Hoffenheim,175,['cd742aec-4596-4212-a073-e407945fb9e2'],9,,,,,,,,,,,,,,,,,Hoffenheim,175,00:21:09.737,Pass,
,,,,,,,,,,,,,,,,,2.15927,,,,,,,,,,,,,,9646b784-fd4b-4e55-8af0-4b782257b36f,2500,,"[74.8, 52.5]",3890437,66,,,,0.9935204,,Right Foot,,,,"[87.5, 72.0]",,Ground Pass,,23.271011,,,,Pavel Kadeřábek,9397.0,,,,,,2,From Free Kick,Sebastian Rudy,6039.0,Right Center Midfield,140,Hoffenheim,175,['db2e10dd-bafd-4aca-8388-d4760d3b697d'],13,,,,,,,,,,,,,,,,,Hoffenheim,175,00:21:13.856,Pass,
,,,,,,,,,,,,,,,,,1.150576,,,,,,,,,,,,,,dfa79e9d-37b2-4454-bad0-da6068c38795,2503,,"[87.5, 72.0]",3890437,66,,,,-1.4711276,,Right Foot,,,,"[89.0, 57.0]",,Ground Pass,,15.074814,,,,Sebastian Rudy,6039.0,,,,,,2,From Free Kick,Pavel Kadeřábek,9397.0,Right Center Back,140,Hoffenheim,175,['880290bb-97f9-4d08-be6f-e6d4304e933e'],16,,,,,,,,,,,,,,,,,Hoffenheim,175,00:21:16.968,Pass,
,,,,,,,,,,,,,,,,,1.156753,,,,,,,,,,,,,,7095007c-deea-4473-b18c-2bc9b6ad4f39,2506,,"[83.7, 53.9]",3890437,66,,,,-1.9633665,,Right Foot,,,,"[78.4, 41.1]",,Ground Pass,,13.85388,,,,Tobias Strobl,12321.0,,,,,,2,From Free Kick,Sebastian Rudy,6039.0,Right Center Midfield,140,Hoffenheim,175,['c07f8a00-9011-4a50-9758-825826784605'],19,,,,,,,,,,,,,,,,,Hoffenheim,175,00:21:19.581,Pass,
,,,,,,,,,,,,,,,,,1.07909,,,,,,,,,,,,,,4b61b226-090a-4695-a50c-d3e8746d8b89,2509,,"[78.4, 40.8]",3890437,66,,,,-0.7686773,,Right Foot,,,,"[93.6, 26.1]",,Ground Pass,,21.145449,,,,Andrej Kramarić,5460.0,,,,,,2,From Free Kick,Tobias Strobl,12321.0,Center Defensive Midfield,140,Hoffenheim,175,['d97a80e7-7c88-4fbb-abeb-d389b54d273b'],21,,,,,,,,,,,,,,,,,Hoffenheim,175,00:21:21.867,Pass,
,,,,,,,,,,,,,,,,,1.438728,,,,,,,,,,,,,,4da46876-25e9-4d6e-8c11-06a9a7c3bede,2513,,"[92.2, 26.0]",3890437,66,,,,-0.4449332,,Right Foot,,,,"[107.3, 18.8]",,Ground Pass,,16.728718,,,,Steven Zuber,5548.0,,,,,,2,From Free Kick,Andrej Kramarić,5460.0,Left Center Forward,140,Hoffenheim,175,['9d129db7-0b0c-4361-8c9e-b091c9895121'],24,,,,,,,,,,,,,,,,,Hoffenheim,175,00:21:24.050,Pass,
,,,,,,,,,,,,,,,,,0.683727,,,,,,,,,,,,,,24e8d999-4d26-4c50-bb7f-4425c4753f2d,2516,,"[107.3, 18.8]",3890437,66,,,,1.4980772,,Left Foot,True,,,"[108.4, 33.9]",,Ground Pass,,15.140013,,,,Kevin Volland,8215.0,,,,,,2,From Free Kick,Steven Zuber,5548.0,Left Wing Back,140,Hoffenheim,175,['49cf6c85-99cf-4370-93da-dd4efe56dcec'],25,,,,,,,,,,,,,,,,,Hoffenheim,175,00:21:25.569,Pass,
,,,,,,,,,,,,,,,,,0.847049,,,,,,,,,,,,,,58e30195-1227-4239-9e87-a8f0b9f4c23c,2520,,"[109.0, 33.9]",3890437,66,,,,1.7023845,,Left Foot,,,,"[107.2, 47.5]",,Low Pass,,13.7186,,Incomplete,,Jonathan Schmid,8311.0,,,,,,2,From Free Kick,Kevin Volland,8215.0,Right Center Forward,140,Hoffenheim,175,"['3d4979e8-f1f3-4074-8a36-566d15fa21d9', 'b2bf3b88-6087-463b-8ce7-852b2038128d']",26,,,,,,,,,,,,,,,,,Hoffenheim,175,00:21:26.292,Pass,
,,,,,,,,,,,,,,,,,0.967448,,,,,,,,,,,,,,5fbe5f65-aec9-4406-94e6-06428a0bf01c,2524,,"[81.1, 36.9]",3890437,66,,,,-0.071307465,,Head,,,,"[89.5, 36.3]",,High Pass,,8.421401,,,,Nadiem Amiri,8403.0,,,,,Recovery,2,From Free Kick,Tobias Strobl,12321.0,Center Defensive Midfield,140,Hoffenheim,175,['ec74acac-3f0f-4324-a3c7-e32c82508b60'],31,,,,,,,,,,,,,,,,,Hoffenheim,175,00:21:31.478,Pass,
,,,,,,,,,,,,,,,,,0.609932,,,,,,,,,,,,,,18050f14-f4db-449b-b74c-475edba67390,2533,,"[85.9, 35.6]",3890437,66,,,,1.4953098,,Right Foot,,,,"[86.8, 47.5]",,Ground Pass,,11.933985,,,,Tobias Strobl,12321.0,,,,,,2,From Free Kick,Sebastian Rudy,6039.0,Right Center Midfield,140,Hoffenheim,175,"['765c9b82-a1d8-43ee-bb6a-aa08255d6d96', 'eedd8b46-79bc-43e6-9ec9-7675472aa0ee']",33,,,,,,,,,,,,,,,,,Hoffenheim,175,00:21:33.406,Pass,True
,,,,,,,,,,,,,,,,,0.604424,,,,,,,,,,,,,,8f89979b-442d-4070-8135-aef5396399ba,2536,,"[86.8, 47.5]",3890437,66,,,,0.60965985,,Right Foot,,,,"[93.1, 51.9]",,Ground Pass,,7.6843996,,,,Jonathan Schmid,8311.0,,,,,,2,From Free Kick,Tobias Strobl,12321.0,Center Defensive Midfield,140,Hoffenheim,175,['8f8abb90-ac85-478f-a078-38294952de8f'],34,,,,,,,,,,,,,,,,,Hoffenheim,175,00:21:34.176,Pass,
,,,,,,,,,,,,,,,,,0.937057,,,,,,,,,,,,,,cb53ad46-2981-4e8f-96b5-a0efe6ad23a4,2539,,"[93.1, 52.2]",3890437,66,,,,-1.7048196,,Right Foot,,,,"[90.7, 34.4]",,Ground Pass,,17.96107,,Incomplete,,Sebastian Rudy,6039.0,,,,,,2,From Free Kick,Jonathan Schmid,8311.0,Right Wing Back,140,Hoffenheim,175,"['1740e4bd-27c5-4eee-925e-46f284dae8be', '90296bf7-c475-4c76-9d50-c7fdfb945d2c']",34,,,,,,,,,,,,,,,,,Hoffenheim,175,00:21:34.901,Pass,
,,,,,,,,,,,,,,,,,0.765938,,,,,,,,,,,,,,c192aadf-97e9-4b9c-9c56-b29d565f6697,2544,,"[31.5, 48.1]",3890437,66,,,,0.7665325,,Right Foot,,,,"[34.2, 50.7]",,Ground Pass,,3.748333,,Incomplete,,Marcel Heller,9401.0,,,,,,2,Regular Play,Jan Rosenthal,40477.0,Center Attacking Midfield,141,Darmstadt 98,872,"['51d04a97-e238-4f1b-87dd-d9416f475767', '7c6eed1f-ac22-45ab-b0e6-4e750e60baeb', 'f587724e-b0f6-4374-8d4a-07ff6ccbe530']",37,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:21:37.041,Pass,True
,,,,,,,,,,,,,,,,,0.978193,,,,,,,,,,,,,,1927f58e-ea9b-4d72-86f2-982de95c0b67,2549,,"[43.7, 76.8]",3890437,66,,,,0.18187574,,Right Foot,,,,"[61.1, 80.0]",,High Pass,,17.691807,,Out,,,,,,,,,2,Regular Play,Marcel Heller,9401.0,Right Midfield,141,Darmstadt 98,872,,42,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:21:42.471,Pass,
,,,,,,,,,,,,,,,,,1.597534,,,,,,,,,,,,,,7f68029d-e244-49a1-8582-1af5c00f4bfe,2550,,"[60.7, 0.1]",3890437,66,,,,0.5122103,,,,,,"[87.2, 15.0]",,High Pass,,30.401644,,Incomplete,,Kevin Volland,8215.0,,,,,Throw-in,2,From Throw In,Steven Zuber,5548.0,Left Wing Back,142,Hoffenheim,175,"['a0131429-5a6d-4f39-8cde-ae3127162fc0', 'cc903288-3923-4754-8939-6a535bce6097']",46,,,,,,,,,,,,,,,,,Hoffenheim,175,00:21:46.397,Pass,
,,,,,,,,,,,,,,,,,1.354132,,,,,,,,,,,,,,538ed9cd-faa9-4b10-b452-c936afef8abc,2554,,"[46.1, 71.2]",3890437,66,,,,2.75931,,Right Foot,,,,"[36.4, 75.1]",,Ground Pass,,10.454664,,,,Florian Jungwirth,12383.0,,,,,Recovery,2,Regular Play,Peter Niemeyer,40467.0,Right Defensive Midfield,143,Darmstadt 98,872,"['1315e174-467d-43a3-91fc-8c1e41a41234', 'a189a0d2-2e5e-42c7-afd4-f9a6e5d039c1']",49,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:21:49.450,Pass,True
,,,,,,,,,,,,,,,,,2.347594,,,,,,,,,,,,,,1be09a45-b37c-4e93-b1bd-e75e1ef0963e,2558,,"[37.2, 76.8]",3890437,66,,,,-0.2547583,,Right Foot,,,,"[75.6, 66.8]",,High Pass,,39.680725,,,,Sandro Wagner,9723.0,,,,,,2,Regular Play,Florian Jungwirth,12383.0,Right Back,143,Darmstadt 98,872,"['39781cd5-8a90-437c-b5d6-a550bab2b797', '58006e8e-c3f1-4d14-9260-ebbb69038b18']",51,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:21:51.749,Pass,True
,,,,,,,,,,,,,,,,,2.102833,,,,,,,,,,,,,,c1f6a1c1-596d-4290-8456-3e15bf83b1c9,2562,,"[44.8, 14.4]",3890437,67,True,,,1.0876707,,Right Foot,,,,"[51.2, 26.6]",,Ground Pass,,13.776793,,,,Tobias Strobl,12321.0,,,,,Free Kick,2,From Free Kick,Niklas Süle,6322.0,Center Back,144,Hoffenheim,175,['f5a9cc92-67a3-4e76-be50-1c50676c971f'],0,,,,,,,,,,,,,,,,,Hoffenheim,175,00:22:00.921,Pass,
,,,,,,,,,,,,,,,,,2.320867,,,,,,,,,,,,,,ef64366a-6842-4dbf-80cb-29676bf75def,2564,,"[55.6, 25.8]",3890437,67,,,,1.5787326,,Right Foot,,,,"[55.4, 51.0]",,Ground Pass,,25.200794,,,,Pavel Kadeřábek,9397.0,,,,,,2,From Free Kick,Tobias Strobl,12321.0,Center Defensive Midfield,144,Hoffenheim,175,['24b36963-d293-4ae9-8159-6f779f2f683f'],7,,,,,,,,,,,,,,,,,Hoffenheim,175,00:22:07.096,Pass,
,,,,,,,,,,,,,,,,,1.204889,,,,,,,,,,,,,,81621ca1-0df7-41c8-bb92-6e1ed21c0217,2567,,"[62.0, 57.5]",3890437,67,,,,0.83535653,,Right Foot,,,,"[75.3, 72.2]",,Ground Pass,,19.823723,,,,Jonathan Schmid,8311.0,,,,,,2,From Free Kick,Pavel Kadeřábek,9397.0,Right Center Back,144,Hoffenheim,175,['145c2d5d-6ec7-4fe9-a80f-3db8f7068901'],10,,,,,,,,,,,,,,,,,Hoffenheim,175,00:22:10.533,Pass,
,,,,,,,,,,,,,,,,,1.82743,,,,,,,,,,,,,,a319ac2b-a9a4-474e-b0b2-87935d342c55,2570,,"[75.3, 72.2]",3890437,67,,,,-1.9130044,,Right Foot,,,,"[67.0, 48.9]",,Ground Pass,,24.734186,,,,Tobias Strobl,12321.0,,,,,,2,From Free Kick,Jonathan Schmid,8311.0,Right Wing Back,144,Hoffenheim,175,['7bb9ac89-a40b-4e05-b006-1bb5b5a979ed'],12,,,,,,,,,,,,,,,,,Hoffenheim,175,00:22:12.883,Pass,
,,,,,,,,,,,,,,,,,0.793805,,,,,,,,,,,,,,4636654b-acf3-457f-834c-b54df35de9a7,2573,,"[72.2, 55.8]",3890437,67,,,,0.61355615,,Right Foot,,,,"[86.4, 65.8]",,Ground Pass,,17.367786,,,,Sebastian Rudy,6039.0,,,,,,2,From Free Kick,Tobias Strobl,12321.0,Center Defensive Midfield,144,Hoffenheim,175,['0a6a818c-f35f-4655-aecb-cecd4cd8491b'],17,,,,,,,,,,,,,,,,,Hoffenheim,175,00:22:17.538,Pass,
,,,,,,,,,,,,,,,,,1.040454,,,,,,,,,,,,,,4b180ea3-f4b9-4f44-95f4-a7afdcd4ca58,2576,,"[86.5, 67.5]",3890437,67,,,,-2.4210386,,Right Foot,,,,"[74.2, 56.7]",,Ground Pass,,16.368567,,,,Tobias Strobl,12321.0,,,,,,2,From Free Kick,Sebastian Rudy,6039.0,Right Center Midfield,144,Hoffenheim,175,['06ebe367-e4c9-438a-9db4-dcd80d3babdf'],21,,,,,,,,,,,,,,,,,Hoffenheim,175,00:22:21.401,Pass,
,,,,,,,,,,,,,,,,,0.764266,,,,,,,,,,,,,,3af073fd-724e-4f05-a9b3-72b7d71aa2bc,2579,,"[74.5, 58.0]",3890437,67,,,,1.3487145,,Right Foot,,,,"[75.9, 64.2]",,Ground Pass,,6.3560996,,,,Sebastian Rudy,6039.0,,,,,,2,From Free Kick,Tobias Strobl,12321.0,Center Defensive Midfield,144,Hoffenheim,175,['77a8aadb-8004-472a-a462-ee476cd910bf'],24,,,,,,,,,,,,,,,,,Hoffenheim,175,00:22:24.612,Pass,
,,,,,,,,,,,,,,,,,0.276231,,,,,,,,,,,,,,d2221e1b-e3a5-4912-a7fd-0581eae5021f,2583,,"[75.3, 67.5]",3890437,67,,,,-0.28605145,,Right Foot,,,,"[80.4, 66.0]",,Ground Pass,,5.3160133,,Incomplete,,,,,,,,,2,From Free Kick,Sebastian Rudy,6039.0,Right Center Midfield,144,Hoffenheim,175,['c358fe69-9830-40e5-843c-c5e5195a523c'],26,,,,,,,,,,,,,,,,,Hoffenheim,175,00:22:26.434,Pass,
,,,,,,,,,,,,,,,,,1.184393,,,,,,,,,,,,,,57ae7858-5bdd-4423-8ed5-0f50c67fab96,2592,,"[67.9, 80.0]",3890437,67,,,,-1.6552106,,,,,,"[66.8, 67.0]",,Low Pass,,13.046455,,,,Tobias Strobl,12321.0,,,,,Throw-in,2,From Throw In,Pavel Kadeřábek,9397.0,Right Center Back,145,Hoffenheim,175,['65273541-f743-4fcc-9850-7f71fb4180aa'],33,,,,,,,,,,,,,,,,,Hoffenheim,175,00:22:33.931,Pass,
,,,,,,,,,,,,,,,,,3.010482,,,,,,,,,,,,,,a57b5608-4a39-41eb-8d4d-72eb4fbd8a36,2595,,"[68.2, 68.1]",3890437,67,,,,-0.51984364,,Right Foot,,,,"[114.5, 41.6]",,High Pass,,53.34735,,Incomplete,,Andrej Kramarić,5460.0,,,,,,2,From Throw In,Tobias Strobl,12321.0,Center Defensive Midfield,145,Hoffenheim,175,"['550fc55a-254f-4726-9fa8-4e6cea37a359', '8dc02ca3-63dc-440a-8aa3-aadc9d418b2a']",37,,,,,,,,,,,,,,,,,Hoffenheim,175,00:22:37.274,Pass,
,,,,,,,,,,,,,,,,,3.492672,,,,,,,,,,,,,,fbbac5a5-a204-4b63-ba13-01797dada95c,2600,,"[14.7, 29.9]",3890437,67,,,,0.022148276,,Right Foot,,,,"[77.9, 31.3]",,High Pass,,63.215504,,,,Sandro Wagner,9723.0,,,,,,2,From Throw In,Christian Mathenia,8306.0,Goalkeeper,145,Hoffenheim,175,['0f6a3015-2032-4517-b0cc-46c43d5c9c07'],53,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:22:53.988,Pass,
,,,,,,,,,,,,,,,,,3.723303,,,,,,,,,,,,,,0ace781c-ded5-4443-b680-1391859e4977,2602,,"[78.7, 31.3]",3890437,67,,,True,-0.78777343,,,,,,"[99.7, 10.2]",,High Pass,,29.76928,,Incomplete,,Peter Niemeyer,40467.0,,,,,,2,From Throw In,Sandro Wagner,9723.0,Center Forward,145,Hoffenheim,175,"['18a4938e-e9c4-48e6-ac3e-171a0266a6d2', '9579d9c1-8b94-446a-be6f-834e73d46c0a', 'abcbad8e-a7ba-467d-9ea8-c8928a3efd03']",57,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:22:57.480,Pass,True
,,,,,,,,,,,,,,,,,2.622396,,,,,,,,,,,,,,9579d9c1-8b94-446a-be6f-834e73d46c0a,2605,,"[20.4, 69.9]",3890437,68,,,,-0.010389237,,Right Foot,,,,"[58.9, 69.5]",,High Pass,,38.50208,,Unknown,,Kevin Volland,8215.0,,,,,Recovery,2,From Throw In,Pavel Kadeřábek,9397.0,Right Center Back,145,Hoffenheim,175,"['0ace781c-ded5-4443-b680-1391859e4977', '3033e3eb-fd47-4570-9047-87af32e3d3b9']",1,,,,,,,,,,,,,,,,,Hoffenheim,175,00:23:01.204,Pass,
,,,,,,,,,,,,,,,,,3.373434,,,,,,,,,,,,,,124820b0-46a0-47d6-9574-c03e10144d07,2609,,"[62.0, 10.4]",3890437,68,,,,0.81026864,,Left Foot,,,,"[101.2, 51.6]",,High Pass,,56.868973,,Incomplete,,Marcel Heller,9401.0,,True,,,Free Kick,2,From Free Kick,Slobodan Rajković,35033.0,Left Center Back,146,Darmstadt 98,872,"['2f579d9f-2be2-411c-884e-7bf81808e006', 'd7862c26-b95e-4c49-b8ff-9df268cd3e72']",25,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:23:25.693,Pass,
,,,,,,,,,,,,,,,,,0.931041,,,,,,,,,,,,,,ae6835f0-bc28-43e2-8f28-23ba16df26ae,2614,,"[13.9, 30.3]",3890437,68,,,,2.3396213,,Right Foot,,,,"[5.0, 39.5]",,Ground Pass,,12.80039,,,,Oliver Baumann,8393.0,,,,,,2,Regular Play,Jeremy Toljan,8392.0,Left Center Back,147,Hoffenheim,175,"['b00e5624-faed-4f5d-88b9-f1a476ce14f4', 'bd21bf76-f3cc-404a-bf61-88b59be045db']",29,,,,,,,,,,,,,,,,,Hoffenheim,175,00:23:29.627,Pass,True
,,,,,,,,,,,,,,,,,2.264105,,,,,,,,,,,,,,8cca4f02-6635-44fc-9040-287dd750fde7,2617,,"[8.6, 38.5]",3890437,68,,,,-0.3373849,,Right Foot,,,,"[52.5, 23.1]",,High Pass,,46.52279,,,,Andrej Kramarić,5460.0,,,,,,2,Regular Play,Oliver Baumann,8393.0,Goalkeeper,147,Hoffenheim,175,['59fdb6c8-268f-45cf-a816-c23407203c6a'],30,,,,,,,,,,,,,,,,,Hoffenheim,175,00:23:30.558,Pass,
,,,,,,,,,,,,,,,,,1.508966,,,,,,,,,,,,,,a1ccc947-60a1-4d6f-a6bf-adde5e1c7e39,2620,,"[53.7, 23.5]",3890437,68,,,,-2.8073945,,Other,,,,"[46.5, 21.0]",,Low Pass,,7.62168,,Incomplete,,Steven Zuber,5548.0,,,,,,2,Regular Play,Andrej Kramarić,5460.0,Left Center Forward,147,Hoffenheim,175,"['44f07b8c-7369-4fca-a34d-4b879f214a24', 'd92c71dc-868e-436a-ba27-ccb325602c17']",32,,,,,,,,,,,,,,,,,Hoffenheim,175,00:23:32.865,Pass,
,,,,,,,,,,,,,,,,,0.940754,,,,,,,,,,,,,,d92c71dc-868e-436a-ba27-ccb325602c17,2622,,"[73.6, 59.1]",3890437,68,,,,-1.5059524,,Right Foot,,,,"[74.1, 51.4]",,Ground Pass,,7.7162166,,Incomplete,,Jérôme Gondorf,8388.0,,,,,Recovery,2,Regular Play,Florian Jungwirth,12383.0,Right Back,147,Hoffenheim,175,"['a1ccc947-60a1-4d6f-a6bf-adde5e1c7e39', 'ce861da1-e06e-4c47-aa3d-f4bf9283d962', 'ed541811-5fc9-4708-ba1f-0466e0517c3c']",34,,,,,,,,,,,,,,,,,Darmstadt 98,872,00:23:34.374,Pass,
,,,,,,,,,,,,,,,,,1.088679,,,,,,,,,,,,,,a7d62079-3200-4fa2-b5b8-39f1d2951a60,2626,,"[40.6, 23.2]",3890437,68,,,,-1.8181503,,Left Foot,,,,"[38.1, 13.3]",,Ground Pass,,10.210778,,,,Jeremy Toljan,8392.0,,,,,,2,Regular Play,Andrej Kramarić,5460.0,Left Center Forward,147,Hoffenheim,175,['04834b55-b9f9-496b-9a17-bd86f29106bd'],36,,,,,,,,,,,,,,,,,Hoffenheim,175,00:23:36.472,Pass,
,,,,,,,,,,,,,,,,,1.112574,,,,,,,,,,,,,,20a60299-761c-415c-ace4-ee12f67cd8a3,2629,,"[59.2, 7.9]",3890437,68,,,,1.5811052,,Left Foot,,,,"[59.1, 17.6]",,Ground Pass,,9.700516,,,,Nadiem Amiri,8403.0,,,,,,2,Regular Play,Jeremy Toljan,8392.0,Left Center Back,147,Hoffenheim,175,['06ea1d0e-8139-4134-9473-98fd9a3bfc9f'],40,,,,,,,,,,,,,,,,,Hoffenheim,175,00:23:40.710,Pass,
,,,,,,,,,,,,,,,,,0.71744,,,,,,,,,,,,,,fbc479be-7f37-4cf4-a15d-40c1780cb827,2639,,"[62.5, 18.0]",3890437,68,,,,-1.1518474,,Right Foot,,,,"[68.2, 5.2]",,Ground Pass,,14.011781,,,,Jeremy Toljan,8392.0,,,,,,2,Regular Play,Nadiem Amiri,8403.0,Left Center Midfield,147,Hoffenheim,175,['6a307949-4119-42a1-a390-9643bf9d4166'],43,,,,,,,,,,,,,,,,,Hoffenheim,175,00:23:43.245,Pass,
