50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.992422,,,,,,,,,,,55a9b910-4711-42d8-adb9-2fceff1560ba,16,,"[56.0, 34.4]",3890384,0,,,,-1.1817319,,Right Foot,,,,"[66.7, 8.3]",,Ground Pass,,28.208155,,,,Marcel Schmelzer,11458.0,,,,,,1,From Kick Off,İlkay Gündoğan,10287.0,Center Defensive Midfield,2,Borussia Dortmund,180,['693c26f2-2eeb-4219-b7a4-6b98bdab7239'],10,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:10.974,Pass,
,,,,,,,,,,,,,,,,,,,1.303575,,,,,,,,,,,57ef8586-2d6f-4880-90a0-7638e8f3d0a0,19,,"[66.9, 8.3]",3890384,0,,,,2.705249,,Left Foot,,,,"[47.6, 17.3]",,Ground Pass,,21.295305,,,,Sven Bender,8216.0,,,,,,1,From Kick Off,Marcel Schmelzer,11458.0,Left Back,2,Borussia Dortmund,180,['5a39b3e0-d560-4f5f-ba08-9ae253078e62'],13,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:13.006,Pass,
,,,,,,,,,,,,,,,,,,,1.901385,,,,,,,,,,,261d77d2-de8d-40b4-9b92-26e17c1ee1d8,22,,"[45.4, 18.3]",3890384,0,,,,1.607144,,Right Foot,,,,"[44.2, 51.3]",,Ground Pass,,33.021812,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,From Kick Off,Sven Bender,8216.0,Left Center Back,2,Borussia Dortmund,180,['0caaa6b4-b3c8-49e2-b5ff-9067b9cb6186'],15,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:15.322,Pass,
,,,,,,,,,,,,,,,,,,,1.849141,,,,,,,,,,,b4e3dba5-3892-4405-98c1-4e5b1ab2105c,25,,"[46.8, 52.7]",3890384,0,,,,0.9167953,,Right Foot,,,,"[66.5, 78.4]",,Ground Pass,,32.381786,,,,Łukasz Piszczek,5658.0,,,,,,1,From Kick Off,Sokratis Papastathopoulos,8244.0,Right Center Back,2,Borussia Dortmund,180,['3f4929df-bf18-48a4-8704-fe5e1cf9e3c1'],18,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:18.196,Pass,
,,,,,,,,,,,,,,,,,,,0.902618,,,,,,,,,,,8565dc74-b9d9-43f2-9db3-4d00acc92edf,28,,"[66.7, 77.8]",3890384,0,,,,-0.033320997,,Right Foot,,,,"[78.7, 77.4]",,Ground Pass,,12.006665,,,,Henrikh Mkhitaryan,3275.0,,,,,,1,From Kick Off,Łukasz Piszczek,5658.0,Right Back,2,Borussia Dortmund,180,['ac13479f-df31-4145-86d7-60e5b08b2d20'],20,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:20.180,Pass,
,,,,,,,,,,,,,,,,,,,1.164938,,,,,,,,,,,fe9b3e50-464d-49a4-b6f4-adcae88d816e,34,,"[80.1, 72.1]",3890384,0,,,,-1.929567,,Right Foot,,,,"[72.3, 51.3]",,Ground Pass,,22.214409,,,,İlkay Gündoğan,10287.0,,,,,Free Kick,1,From Free Kick,Łukasz Piszczek,5658.0,Right Back,3,Borussia Dortmund,180,['3f07afcf-90e4-4bec-bc1b-deb2943a941c'],31,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:31.148,Pass,
,,,,,,,,,,,,,,,,,,,1.386248,,,,,,,,,,,01ccbee9-9912-4b66-b12d-04ff6a9a707c,37,,"[71.9, 51.3]",3890384,0,,,,-1.7671292,,Right Foot,,,,"[68.3, 33.2]",,Ground Pass,,18.454538,,,,Sven Bender,8216.0,,,,,,1,From Free Kick,İlkay Gündoğan,10287.0,Center Defensive Midfield,3,Borussia Dortmund,180,['94577e1b-31b8-44b9-b9c1-ad56fc56dec2'],34,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:34.011,Pass,
,,,,,,,,,,,,,,,,,,,2.040464,,,,,,,,,,,2f12bc07-4556-43b4-a3a1-1b0bf2a47c87,40,,"[69.5, 33.8]",3890384,0,,,,1.78294,,Right Foot,,,,"[65.3, 53.3]",,Ground Pass,,19.94718,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,From Free Kick,Sven Bender,8216.0,Left Center Back,3,Borussia Dortmund,180,['1119af43-f85a-4b82-8d2d-4d1964b9492b'],36,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:36.630,Pass,
,,,,,,,,,,,,,,,,,,,1.557278,,,,,,,,,,,18187b86-9b8f-4fb6-b031-7f5616d9978f,44,,"[66.3, 54.9]",3890384,0,,,,1.2039527,,Right Foot,,,,"[74.1, 75.2]",,Ground Pass,,21.746954,,,,Łukasz Piszczek,5658.0,,,,,,1,From Free Kick,Sokratis Papastathopoulos,8244.0,Right Center Back,3,Borussia Dortmund,180,"['2f0ca252-d8f7-490b-820c-c12bc83f62bf', 'd4a10002-e452-44bc-8425-15330d8913ba']",39,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:39.219,Pass,True
,,,,,,,,,,,,,,,,,,,0.971858,,,,,,,,,,,14e70ad1-7870-4029-93cf-8ff77e4e3791,47,,"[74.1, 75.2]",3890384,0,,,,0.10579817,,Right Foot,,,,"[85.4, 76.4]",,Ground Pass,,11.363538,,,,Henrikh Mkhitaryan,3275.0,,,,,,1,From Free Kick,Łukasz Piszczek,5658.0,Right Back,3,Borussia Dortmund,180,['1f7eb257-2008-4e7b-9360-a54272050b3c'],41,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:41.130,Pass,
,,,,,,,,,,,,,,,,,,,1.089238,,,,,,,,,,,27aa4c81-a54d-4177-a89e-29f8c0d75afe,50,,"[85.0, 76.4]",3890384,0,,,,-2.029613,,Left Foot,,,,"[80.9, 68.1]",,Ground Pass,,9.257429,,,,Łukasz Piszczek,5658.0,,,,,,1,From Free Kick,Henrikh Mkhitaryan,3275.0,Right Wing,3,Borussia Dortmund,180,['0391ff3e-d5d0-4d25-a06b-0083dd65978f'],42,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:42.151,Pass,
,,,,,,,,,,,,,,,,,,,0.579517,,,,,,,,,,,22a01dc9-264c-4819-a21f-e4e18f2772b8,53,,"[83.6, 67.5]",3890384,0,,,,0.5585993,,Right Foot,,,,"[91.6, 72.5]",,Ground Pass,,9.433981,,,,Gonzalo Castro Randon,8233.0,,,,,,1,From Free Kick,Łukasz Piszczek,5658.0,Right Back,3,Borussia Dortmund,180,"['2cdf0dce-8305-40b7-99ef-ec9b9affa332', 'd40e9cf5-c989-43d3-abdc-dc636cf013ac']",43,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:43.240,Pass,True
,,,,,,,,,,,,,,,,,,,0.660191,,,,,,,,,,,08e0d4c0-cf89-47c2-ab68-c4a244bf7172,58,,"[89.8, 72.8]",3890384,0,,,,2.863293,,Left Foot,,,,"[79.3, 75.8]",,Ground Pass,,10.920165,,,,Henrikh Mkhitaryan,3275.0,,,,,,1,From Free Kick,Gonzalo Castro Randon,8233.0,Right Center Midfield,3,Borussia Dortmund,180,"['686cb491-7e4c-450d-bf27-5f89544115b4', 'bb0f1fde-5745-407a-856e-9033998d6b12']",44,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:44.093,Pass,True
,,,,,,,,,,,,,,,,,,,1.396958,,,,,,,,,,,abb520e1-5316-42c9-a2ad-13753634276f,64,,"[92.6, 71.7]",3890384,1,,,,-1.0963964,,Right Foot,True,,,"[109.7, 38.4]",,High Pass,,37.43394,,Incomplete,,İlkay Gündoğan,10287.0,,,,,Free Kick,1,From Free Kick,Marco Reus,5559.0,Left Wing,4,Borussia Dortmund,180,"['a3dbc98b-bfb4-4118-857b-05802bfa4aff', 'e091a677-5ffb-4416-a526-3da5e59e57e7']",25,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:25.435,Pass,
,,,,,,,,,,,,,,,,,,,0.724775,,,,,,,,,,,af02c3d2-24f6-47fe-9388-d48831fe65cc,67,,"[83.0, 49.0]",3890384,1,,,,-1.8026046,,Right Foot,,,,"[77.5, 25.7]",,Ground Pass,,23.940342,,,,Shinji Kagawa,5684.0,,,,,Recovery,1,From Free Kick,Łukasz Piszczek,5658.0,Right Back,4,Borussia Dortmund,180,['3997b1b8-5be6-4398-bab1-25fdc5324cf4'],29,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:29.110,Pass,
,,,,,,,,,,,,,,,,,,,2.10615,,,,,,,,,,,7cea260a-9a63-4d07-b459-015a33fd89f0,70,,"[77.9, 25.7]",3890384,1,,,,0.6978179,,Left Foot,,,,"[100.2, 44.4]",,High Pass,,29.10292,,Incomplete,,,,,,,,,1,From Free Kick,Shinji Kagawa,5684.0,Left Center Midfield,4,Borussia Dortmund,180,['4d13552c-91ba-42dd-8570-46a5070aabb0'],32,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:32.028,Pass,
,,,,,,,,,,,,,,,,,,,1.621612,,,,,,,,,,,379286b5-e52b-4908-bc7b-10c7caadde6c,73,,"[90.2, 53.7]",3890384,1,,,,-0.24351667,,Right Foot,,,,"[106.3, 49.7]",,Ground Pass,,16.589455,,Incomplete,,Henrikh Mkhitaryan,3275.0,,,,,Recovery,1,From Free Kick,Łukasz Piszczek,5658.0,Right Back,4,Borussia Dortmund,180,"['a14eddf0-2446-45a7-881f-f3aa33de6981', 'a21000c6-2c3f-410c-b00a-50c8e0413fbb', 'ebdc3deb-3a1c-473c-834d-6880d511f0e4']",35,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:35.895,Pass,True
,,,,,,,,,,,,,,,,,,,1.390052,,,,,,,,,,,bad337a7-a20c-4ee9-b0d6-acdf4915d220,77,,"[95.2, 80.0]",3890384,1,,,,-0.5131122,,,,,,"[114.9, 68.9]",,High Pass,,22.611944,,,,Marco Reus,5559.0,,,,,Throw-in,1,From Throw In,Łukasz Piszczek,5658.0,Right Back,5,Borussia Dortmund,180,['bda1d875-47ec-4b6a-a06e-d4cb1e8b4d86'],53,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:53.932,Pass,
,,,,,,,,,,,,,,,,,,,0.973102,,,,,,,,,,,f0627f68-1cb9-4fcd-9df9-953756debe09,79,,"[115.1, 68.7]",3890384,1,,,,2.1843524,,Left Foot,,,,"[110.1, 75.8]",,Low Pass,,8.683893,,Incomplete,,Henrikh Mkhitaryan,3275.0,,,,,,1,From Throw In,Marco Reus,5559.0,Left Wing,5,Borussia Dortmund,180,"['b9ddbb1b-38d4-41e0-abff-b442a1df8c32', 'ba835e2d-da94-415c-9981-5dabd2560505']",55,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:55.322,Pass,
,,,,,,,,,,,,,,,,,,,1.579499,,,,,,,,,,,b9ddbb1b-38d4-41e0-abff-b442a1df8c32,81,,"[10.0, 4.3]",3890384,1,,,,2.158799,,Right Foot,,,,"[7.0, 8.8]",,Ground Pass,,5.408327,,,,Georg Niedermeier,40470.0,,,,,Recovery,1,Regular Play,Filip Kostić,5591.0,Left Wing,6,VfB Stuttgart,174,"['6e47b314-d65a-4fbc-a3a8-885267d906df', 'f0627f68-1cb9-4fcd-9df9-953756debe09']",56,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:56.295,Pass,
,,,,,,,,,,,,,,,,,,,0.125798,,,,,,,,,,,d8842ef4-25ce-481d-8a0a-0441c8e90cd8,85,,"[6.2, 10.4]",3890384,1,,,,-0.41450688,,Right Foot,,,,"[11.2, 8.2]",,Low Pass,,5.4626,,Incomplete,,,,,,,,,1,Regular Play,Georg Niedermeier,40470.0,Left Center Back,6,VfB Stuttgart,174,['dc692c39-02d0-4c92-bd17-6c0b1076a31f'],57,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:57.914,Pass,
,,,,,,,,,,,,,,,,,,,1.02362,,,,,,,,,,,57eb55b7-fdbd-4962-8c64-16417c1eea3f,89,,"[14.8, 32.5]",3890384,2,,,,2.5702553,,Right Foot,,,,"[9.2, 36.1]",,Ground Pass,,6.6573267,,,,Timo Baumgartl,8956.0,,,,,,1,Regular Play,Alexandru Iulian Maxim,8550.0,Right Wing,6,VfB Stuttgart,174,['70c7f89b-9f7f-45bd-9293-bce7c12c1344'],0,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:00.856,Pass,
,,,,,,,,,,,,,,,,,,,3.043354,,,,,,,,,,,89c861d3-d9df-4134-88f2-2c25b879fe47,92,,"[8.8, 36.5]",3890384,2,,,,-0.033045817,,Right Foot,,,,"[57.2, 34.9]",,High Pass,,48.426437,,Incomplete,,Timo Werner,5557.0,,,,,,1,Regular Play,Timo Baumgartl,8956.0,Right Center Back,6,VfB Stuttgart,174,"['6e13c899-42d7-4288-a9ab-4de8d1ab1295', '913cf8be-f019-444a-a137-4e8301e0d6bb', 'c5c7e9f8-da71-4999-bac1-e47452590875']",1,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:01.880,Pass,True
,,,,,,,,,,,,,,,,,,,3.614376,,,,,,,,,,,913cf8be-f019-444a-a137-4e8301e0d6bb,94,,"[62.9, 45.2]",3890384,2,,,,-2.5382907,,Head,,,,"[42.0, 30.8]",,Low Pass,,25.380505,,,,Marcel Schmelzer,11458.0,,,,,Recovery,1,Regular Play,Sven Bender,8216.0,Left Center Back,7,Borussia Dortmund,180,"['3dfd52bc-e078-496f-a0ee-cadc5236d475', '89c861d3-d9df-4134-88f2-2c25b879fe47']",4,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:04.923,Pass,
,,,,,,,,,,,,,,,,,,,2.545698,,,,,,,,,,,2c99aef4-a63d-41bc-aeff-cff3d77e95c0,97,,"[34.5, 27.4]",3890384,2,,,,2.4724195,,Right Foot,,,,"[12.5, 44.8]",,Ground Pass,,28.049242,,,,Roman Bürki,8225.0,,,,,,1,Regular Play,Marcel Schmelzer,11458.0,Left Back,7,Borussia Dortmund,180,"['b6564c4f-c573-489c-a16c-1fee25e8f2ab', 'bc9183d2-caf2-4081-a07a-58a5d9215df0']",8,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:08.537,Pass,True
,,,,,,,,,,,,,,,,,,,2.013854,,,,,,,,,,,6540221e-9d67-47b5-9064-7d9f57fda71e,99,,"[12.7, 45.8]",3890384,2,,,,0.92387056,,Right Foot,,,,"[30.3, 69.1]",,Ground Pass,,29.20017,,,,Sokratis Papastathopoulos,8244.0,,,,,,1,Regular Play,Roman Bürki,8225.0,Goalkeeper,7,Borussia Dortmund,180,['7d5b7eed-7094-42e8-b533-ee04e9c23149'],11,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:11.083,Pass,
,,,,,,,,,,,,,,,,,,,0.82625,,,,,,,,,,,78db4323-a32e-4023-b4df-4b0210b1909d,102,,"[24.9, 74.6]",3890384,2,,,,-0.8481727,,Right Foot,,,,"[33.1, 65.3]",,Ground Pass,,12.39879,,,,İlkay Gündoğan,10287.0,,,,,,1,Regular Play,Sokratis Papastathopoulos,8244.0,Right Center Back,7,Borussia Dortmund,180,['cff45b99-5edf-4286-9c88-27a53fba96d6'],14,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:14.175,Pass,
,,,,,,,,,,,,,,,,,,,1.757091,,,,,,,,,,,649e8748-0533-4610-ac11-4f475c8716c3,104,,"[33.3, 65.7]",3890384,2,,,,0.71937853,,Right Foot,,,,"[46.2, 77.0]",,Ground Pass,,17.149343,,,,Łukasz Piszczek,5658.0,,,,,,1,Regular Play,İlkay Gündoğan,10287.0,Center Defensive Midfield,7,Borussia Dortmund,180,['c3e6097a-6d2a-47ae-a8ca-dc22e9a65347'],15,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:15.001,Pass,
,,,,,,,,,,,,,,,,,,,1.568546,,,,,,,,,,,4194189a-0eca-4667-bc18-2f7e9a7be67c,107,,"[62.1, 77.8]",3890384,2,,,,0.0,,Right Foot,,,,"[89.8, 77.8]",,Ground Pass,,27.7,,,,Marco Reus,5559.0,,,,,,1,Regular Play,Łukasz Piszczek,5658.0,Right Back,7,Borussia Dortmund,180,['05ce5d63-2c0b-427b-8d38-5dbc1977455f'],18,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:18.698,Pass,
,,,,,,,,,,,,,,,,,,,2.11173,,,,,,,,,,,95176e5b-636e-46fc-90b4-147bddb7ef7e,110,,"[103.6, 78.2]",3890384,2,,,,-1.6503547,ac621226-782f-4971-8363-d85ae354906b,Right Foot,,,,"[100.1, 34.3]",,Ground Pass,,44.0393,,,,Henrikh Mkhitaryan,3275.0,True,True,,,,1,Regular Play,Marco Reus,5559.0,Left Wing,7,Borussia Dortmund,180,['3121d019-25b3-43a9-88c9-d1269472a4a2'],21,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:02:21.880,Pass,
,,,,,,,,,,,,,,,,,,,2.098381,,,,,,,,,,,9e2b3173-e4ce-4702-a4e8-405e3f827895,118,,"[60.0, 40.0]",3890384,3,True,,,2.6543505,,Right Foot,,,,"[46.6, 47.1]",,Ground Pass,,15.164762,,,,Daniel Schwaab,8270.0,,,,,Kick Off,1,From Kick Off,Daniel Didavi,8243.0,Center Attacking Midfield,8,VfB Stuttgart,174,['f3988606-05d7-4bd9-a70e-ad5cfaf01061'],21,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:21.102,Pass,
,,,,,,,,,,,,,,,,,,,0.996825,,,,,,,,,,,158493cc-b1d2-48c9-88dc-863aaa9337d1,120,,"[46.6, 47.1]",3890384,3,True,,,-2.279,,Right Foot,,,,"[29.9, 27.6]",,Ground Pass,,25.673721,,,,Georg Niedermeier,40470.0,,,,,,1,From Kick Off,Daniel Schwaab,8270.0,Right Back,8,VfB Stuttgart,174,['a733b24c-2f61-4821-99f0-7b211b824611'],27,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:27.644,Pass,
