50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7952bf90-7633-49f5-89a9-f9cd59b24d04,1,,,3890350,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4600, 'name': 'Diego Orlando Benaglio'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 24919, 'name': 'Sebastian Jung'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 8516, 'name': 'Ronaldo Aparecido Rodrigues'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 9461, 'name': 'Timm Klose'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5544, 'name': 'Ricardo Iván Rodríguez Araya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 34}, {'player': {'id': 8235, 'name': 'Maximilian Arnold'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3545, 'name': 'Luiz Gustavo Dias'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 10790, 'name': 'Adelino André Vieira Freitas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 10281, 'name': 'André Schürrle'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 8521, 'name': 'Daniel Caligiuri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 20200, 'name': 'Nicklas Bendtner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 3}]}",Wolfsburg,179,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,13a4cadb-1abe-4410-a73c-3e22cde1bfbb,2,,,3890350,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8549, 'name': 'Giulio Donati'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8313, 'name': 'Kyriakos Papadopoulos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8222, 'name': 'Kevin Kampl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 44}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 38}, {'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 8219, 'name': 'Admir Mehmedi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,92133967-46f2-4a79-9461-1a41e4a479ba,3,,,3890350,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,['f2431e61-0ea4-45a3-9a32-e53c60b81f6a'],0,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f2431e61-0ea4-45a3-9a32-e53c60b81f6a,4,,,3890350,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Wolfsburg,179,['92133967-46f2-4a79-9461-1a41e4a479ba'],0,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,42721d14-a162-4c37-9574-c1f401f7c51b,1920,,,3890350,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,113,Bayer Leverkusen,904,['3169fe2b-1f3e-4d69-9985-6ff393b5991e'],0,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3169fe2b-1f3e-4d69-9985-6ff393b5991e,1921,,,3890350,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,113,Bayer Leverkusen,904,['42721d14-a162-4c37-9574-c1f401f7c51b'],0,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.331382,,,,,,,,,,,,c9ddd51f-fed6-43cb-b934-159a3c5bc557,5,,"[61.0, 40.1]",3890350,0,,,,1.5385494,,Right Foot,,,"[61.1, 43.2]",,Ground Pass,,3.1016126,,,,Nicklas Bendtner,20200.0,,,,,Kick Off,1,From Kick Off,André Schürrle,10281.0,Center Attacking Midfield,2,Wolfsburg,179,['3893cc54-6676-4106-816a-0e7c6b998103'],0,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.449,Pass,
,,,,,,,,,,,,,,,,1.906335,,,,,,,,,,,,53ceb889-f14a-4dbc-b731-0866c1b3f9c1,8,,"[60.7, 43.2]",3890350,0,,,,-2.0417342,,Right Foot,,,"[44.0, 10.4]",,Ground Pass,,36.806656,,,,Ricardo Iván Rodríguez Araya,5544.0,,,,,,1,From Kick Off,Nicklas Bendtner,20200.0,Center Forward,2,Wolfsburg,179,['b34c9ef8-9b96-4801-b7ba-ef53878b7e0a'],0,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:00.976,Pass,
,,,,,,,,,,,,,,,,1.255923,,,,,,,,,,,,60949a54-45d6-44b0-b02d-2a87cbd08753,11,,"[44.0, 10.6]",3890350,0,,,,2.3623295,,Left Foot,,,"[27.6, 26.8]",,Ground Pass,,23.052114,,,,Timm Klose,9461.0,,,,,,1,From Kick Off,Ricardo Iván Rodríguez Araya,5544.0,Left Back,2,Wolfsburg,179,['e2ae81dc-a990-4557-a185-e8ba4ade8371'],3,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:03.606,Pass,
,,,,,,,,,,,,,,,,2.426948,,,,,,,,,,,,f7a38781-513a-48fe-a8a0-200229ee2ba2,14,,"[24.5, 23.5]",3890350,0,,,,0.14342844,,Left Foot,,,"[70.2, 30.1]",,High Pass,,46.174126,,,,Nicklas Bendtner,20200.0,,,,,,1,From Kick Off,Timm Klose,9461.0,Left Center Back,2,Wolfsburg,179,['ed3d08f8-ced5-4026-9ece-12301e0309ed'],6,,,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:06.505,Pass,
