50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6e34dab1-407e-47d2-89ec-6e376f897264,1,,,3890394,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3630, 'name': 'Loris Karius'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8548, 'name': 'Daniel Brosinski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 13319, 'name': 'Niko Bungert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 8559, 'name': 'Stefan Bell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 20871, 'name': 'Pierre Bengtsson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 20037, 'name': 'Julian Baumgartlinger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8539, 'name': 'Danny Latza'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8555, 'name': 'Pablo Ezequiel De Blasis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 32}, {'player': {'id': 8679, 'name': 'Yunus Mallı'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6925, 'name': 'Jairo Samperio Bustara'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 6337, 'name': 'Yoshinori Muto'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",FSV Mainz 05,177,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2d2dcb69-e53d-4c0c-a9aa-3d1ddc97d3ea,2,,,3890394,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 38172, 'name': 'Toni Šunjić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 8550, 'name': 'Alexandru Iulian Maxim'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 44}, {'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e72828f2-9b29-4ce0-a272-ba80cdab64b0,3,,,3890394,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['b023e7c8-819b-44a9-9e83-49e0fa348f1e'],0,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b023e7c8-819b-44a9-9e83-49e0fa348f1e,4,,,3890394,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FSV Mainz 05,177,['e72828f2-9b29-4ce0-a272-ba80cdab64b0'],0,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,98ca106f-203b-4840-9553-f1fd87820aa2,1967,,,3890394,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,VfB Stuttgart,174,['34997cd8-f101-49ee-a66f-8b08b18699b8'],0,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,34997cd8-f101-49ee-a66f-8b08b18699b8,1968,,,3890394,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,VfB Stuttgart,174,['98ca106f-203b-4840-9553-f1fd87820aa2'],0,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.582422,,,,,,,,,,,3e01e2dd-0394-4db7-ac23-efc4fc796e15,5,,"[61.0, 40.1]",3890394,0,,,,0.75092906,,Right Foot,,,,"[62.5, 41.5]",Ground Pass,,2.0518284,,,,Yunus Mallı,8679.0,,,,,Kick Off,1,From Kick Off,Yoshinori Muto,6337.0,Center Forward,2,FSV Mainz 05,177,['09003e26-4c31-4c1f-97a1-246a04b72e71'],0,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:00.553,Pass,
,,,,,,,,,,,,,,,,,,,,2.092895,,,,,,,,,,,154d2e92-7fec-4453-88ec-da34fa18ebbc,8,,"[62.7, 44.9]",3890394,0,,,,2.7924857,,Left Foot,,,,"[38.8, 53.6]",Ground Pass,,25.434229,,,,Niko Bungert,13319.0,,,,,,1,From Kick Off,Yunus Mallı,8679.0,Center Attacking Midfield,2,FSV Mainz 05,177,['7b6ed832-2611-4cea-9db1-98c5431e46d4'],2,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:02.157,Pass,
,,,,,,,,,,,,,,,,,,,,2.213197,,,,,,,,,,,11b35775-1423-414f-a37b-d7160ff6818b,10,,"[39.0, 53.9]",3890394,0,,,,-1.827313,,Right Foot,,,,"[32.6, 29.5]",Ground Pass,,25.225384,,,,Stefan Bell,8559.0,,,,,,1,From Kick Off,Niko Bungert,13319.0,Right Center Back,2,FSV Mainz 05,177,['64510d05-bd03-4593-a040-22a6a575528f'],4,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:04.250,Pass,
,,,,,,,,,,,,,,,,,,,,1.045739,,,,,,,,,,,68c005d3-b6dd-4ed6-88f5-e1bded009dad,13,,"[30.0, 28.4]",3890394,0,,,,-0.37915868,,Right Foot,,,,"[42.8, 23.3]",Ground Pass,,13.778606,,,,Danny Latza,8539.0,,,,,,1,From Kick Off,Stefan Bell,8559.0,Left Center Back,2,FSV Mainz 05,177,['b05da8d8-f95d-44cf-9345-ed2c223a50a3'],8,,,,,,,,,,,,,,,FSV Mainz 05,177,00:00:08.978,Pass,
