50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b38d6fcc-0901-4089-8953-1991d9a3f8e9,1,,,3890402,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 35}, {'player': {'id': 40480, 'name': 'Markus Feulner'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 4174, 'name': 'Ragnar Klavan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 8574, 'name': 'Alexander Esswein'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 30}, {'player': {'id': 8807, 'name': 'Raúl Marcelo Bobadilla'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Augsburg,172,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,61df984a-9dab-4663-a6bf-f46fe05382e3,2,,,3890402,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25003, 'name': 'Sascha Riether'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 7016, 'name': 'Benedikt Höwedes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 3510, 'name': 'Sead Kolašinac'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Schalke 04,181,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f6f891e8-f459-4c71-a88b-6a32fb4eadd0,3,,,3890402,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['74d1a395-40e5-4ab2-aee3-2098d09273d7'],0,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,74d1a395-40e5-4ab2-aee3-2098d09273d7,4,,,3890402,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['f6f891e8-f459-4c71-a88b-6a32fb4eadd0'],0,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4f736355-d53e-4a4c-bc0f-8e9547998f1e,1620,,,3890402,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Augsburg,172,['30b7216a-d80f-4cac-9538-c323b7643693'],0,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,30b7216a-d80f-4cac-9538-c323b7643693,1621,,,3890402,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,94,Augsburg,172,['4f736355-d53e-4a4c-bc0f-8e9547998f1e'],0,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.465732,,,,,,,,,,,,,14e1b28f-8e8e-45a9-a9ee-a13fb321e6aa,5,,"[60.0, 40.0]",3890402,0,,,,1.442473,,Right Foot,,"[60.4, 43.1]",,Ground Pass,,3.1257,,,Ja-Cheol Koo,5627.0,,,,,,Kick Off,1,From Kick Off,Raúl Marcelo Bobadilla,8807.0,Center Forward,2,Augsburg,172,['abbe2448-6e6b-4256-9393-b1f74e8ad1a3'],0,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.598,Pass,
,,,,,,,,,,,,,,,,,1.248177,,,,,,,,,,,,,0fe37cd3-1661-41c6-8a1c-694821f09a67,8,,"[60.0, 43.1]",3890402,0,,,,-2.7004132,,Right Foot,,"[42.0, 34.6]",,Ground Pass,,19.906029,,,Daniel Baier,8317.0,,,,,,,1,From Kick Off,Ja-Cheol Koo,5627.0,Center Attacking Midfield,2,Augsburg,172,['f1f2e60c-d055-4474-bf97-421f9bb70522'],1,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:01.275,Pass,
,,,,,,,,,,,,,,,,,1.539404,,,,,,,,,,,,,8e4d6670-d6f1-437b-b7cc-57f85dc2b522,11,,"[42.6, 33.9]",3890402,0,,,,-1.9938934,,Right Foot,,"[34.9, 16.8]",,Ground Pass,,18.753666,,,Ragnar Klavan,4174.0,,,,,,,1,From Kick Off,Daniel Baier,8317.0,Left Defensive Midfield,2,Augsburg,172,['b38e0bf7-1bd6-4d1e-b8f8-6f26a266dd40'],3,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:03.477,Pass,
,,,,,,,,,,,,,,,,,1.874718,,,,,,,,,,,,,98d14420-cd73-40b0-9d5c-3f401ce60364,14,,"[33.9, 16.8]",3890402,0,,,,2.3483515,,Left Foot,,"[8.6, 42.5]",,Ground Pass,,36.063557,,,Marwin Hitz,8314.0,,,,,,,1,From Kick Off,Ragnar Klavan,4174.0,Left Center Back,2,Augsburg,172,['b51c5d90-8b16-485a-b220-4c444ef57132'],6,,,,,,,,,,,,,,,,,,Augsburg,172,00:00:06.167,Pass,
