bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.456826,,,,,,,,,,,,,b3432913-8466-4429-a55f-beb41b9eba9a,16,,"[39.1, 19.5]",3890440,0,,,,-1.2343948,,Right Foot,,"[44.8, 3.2]",,Ground Pass,17.267889,,,,Bastian Oczipka,8504.0,,,,,,1,From Kick Off,Makoto Hasebe,5681.0,Center Defensive Midfield,2,Eintracht Frankfurt,184,['4abe8207-07ce-4b7f-8efc-9d59ddcc6958'],10,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:10.926,Pass,
,,,,,,,,,,,,,,,,,1.897903,,,,,,,,,,,,,5338147f-7e18-4c76-9b6b-e93f8d3c1b04,20,,"[42.8, 2.9]",3890440,0,,,,2.66833,,Left Foot,,"[22.1, 13.5]",,Ground Pass,23.256182,,,,David Ángel Abraham,8678.0,,,,,,1,From Kick Off,Bastian Oczipka,8504.0,Left Back,2,Eintracht Frankfurt,184,"['333fd7c6-1bc2-4782-a32f-81bf0bd6c244', '48e59826-fc85-45bd-afeb-cd08787e4d20']",14,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:14.303,Pass,True
,,,,,,,,,,,,,,,,,1.75668,,,,,,,,,,,,,de951070-bd0d-455f-888f-f26acb7c3b34,23,,"[22.3, 15.3]",3890440,0,,,,1.2932973,,Right Foot,,"[27.0, 31.8]",,Ground Pass,17.15634,,,,Makoto Hasebe,5681.0,,,,,,1,From Kick Off,David Ángel Abraham,8678.0,Left Center Back,2,Eintracht Frankfurt,184,['6ed6d61f-5e3b-42f6-b33f-611964be24fc'],17,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:17.497,Pass,
,,,,,,,,,,,,,,,,,1.771573,,,,,,,,,,,,,8b5e799e-c8b9-465b-968f-2d159cb9d7dc,26,,"[27.0, 31.8]",3890440,0,,,,-1.6137147,,Right Foot,,"[26.3, 15.5]",,Ground Pass,16.315023,,,,David Ángel Abraham,8678.0,,,,,,1,From Kick Off,Makoto Hasebe,5681.0,Center Defensive Midfield,2,Eintracht Frankfurt,184,['653bbf7a-e5d3-4794-bbd4-5c95c6606e24'],21,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:21.322,Pass,
,,,,,,,,,,,,,,,,,1.322221,,,,,,,,,,,,,caf4665d-6501-4f66-b2f2-38a5a7badb1a,29,,"[38.6, 16.8]",3890440,0,,,,-0.32526547,,Right Foot,,"[72.7, 5.3]",,High Pass,35.986942,,Incomplete,,Bastian Oczipka,8504.0,,,,,,1,From Kick Off,David Ángel Abraham,8678.0,Left Center Back,2,Eintracht Frankfurt,184,"['0ca2692f-9abe-4485-84db-1ceea2459eca', '28e21429-2047-4e10-b4bf-b158b3b3a29f']",25,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:25.389,Pass,
,,,,,,,,,,,,,,,,,1.888169,,,,,,,,,,,,,0ca2692f-9abe-4485-84db-1ceea2459eca,31,,"[47.4, 74.8]",3890440,0,,,,-0.73459446,,Head,,"[56.7, 66.4]",,High Pass,12.53196,,Incomplete,,Jonas Hector,6040.0,,,,,Interception,1,From Kick Off,Marcel Risse,8823.0,Right Wing Back,2,Eintracht Frankfurt,184,"['0d8df019-e202-4c92-855f-f9f019a43538', '0e2ca616-ae93-4580-b2f2-6095ae6076ee', 'caf4665d-6501-4f66-b2f2-38a5a7badb1a']",26,,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:26.711,Pass,
,,,,,,,,,,,,,,,,,1.309676,,,,,,,,,,,,,0d8df019-e202-4c92-855f-f9f019a43538,33,,"[63.4, 13.7]",3890440,0,,,,1.6563016,,Head,,"[62.5, 24.2]",,Low Pass,10.538501,,,,Szabolcs Huszti,18888.0,,,,,Recovery,1,From Kick Off,Marco Jhonfai Fabián De La Mora,6317.0,Left Center Midfield,2,Eintracht Frankfurt,184,"['0ca2692f-9abe-4485-84db-1ceea2459eca', 'bde71fd6-81c5-4e31-99a5-89ac2d53b67d']",28,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:28.599,Pass,
,,,,,,,,,,,,,,,,,1.862064,,,,,,,,,,,,,850048b5-1847-46d9-8584-6e73655d10d8,36,,"[62.5, 24.2]",3890440,0,,,,2.1313388,,Left Foot,,"[48.0, 47.3]",,Ground Pass,27.273796,,,,Marco Russ,8812.0,,,,,,1,From Kick Off,Szabolcs Huszti,18888.0,Left Midfield,2,Eintracht Frankfurt,184,['a8338bc3-2b36-4e6d-9aa1-d558e71b3004'],30,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:30.290,Pass,
,,,,,,,,,,,,,,,,,2.606882,,,,,,,,,,,,,762452bf-c814-4452-a22c-936836ca2885,39,,"[49.0, 47.6]",3890440,0,,,,1.240285,,Right Foot,,"[57.2, 71.5]",,Ground Pass,25.267569,,,,Yanni Regäsel,20950.0,,,,,,1,From Kick Off,Marco Russ,8812.0,Right Center Back,2,Eintracht Frankfurt,184,['bf2bc6cf-d303-4648-9234-c875992eb5e4'],32,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:32.329,Pass,
,,,,,,,,,,,,,,,,,1.709685,,,,,,,,,,,,,29f7ce7c-4790-45f9-8272-e7145db4a6bb,42,,"[57.2, 71.5]",3890440,0,,,,-2.5468335,,Right Foot,,"[43.6, 62.3]",,Ground Pass,16.4195,,,,Marco Russ,8812.0,,,,,,1,From Kick Off,Yanni Regäsel,20950.0,Right Back,2,Eintracht Frankfurt,184,['9e87f613-a98c-4ded-94d6-04525cb2c6ef'],36,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:36.063,Pass,
,,,,,,,,,,,,,,,,,1.826069,,,,,,,,,,,,,822e43e2-3e3b-4b32-b7ba-747cb578c1c0,45,,"[39.9, 60.2]",3890440,0,,,,-1.7688243,,Right Foot,,"[33.8, 29.8]",,Ground Pass,31.005968,,,,David Ángel Abraham,8678.0,,,,,,1,From Kick Off,Marco Russ,8812.0,Right Center Back,2,Eintracht Frankfurt,184,['0ffbb260-2669-4e06-adaa-826b2ba8cd70'],39,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:39.297,Pass,
,,,,,,,,,,,,,,,,,1.742491,,,,,,,,,,,,,88de349b-4a9e-4614-abc8-7a3e275cba83,48,,"[33.8, 29.8]",3890440,0,,,,2.463377,,Left Foot,,"[16.3, 43.9]",,Ground Pass,22.47354,,,,Lukáš Hrádecký,8667.0,,,,,,1,From Kick Off,David Ángel Abraham,8678.0,Left Center Back,2,Eintracht Frankfurt,184,['e3d0238f-5c8d-457b-b892-a2bbbd1fb3b8'],41,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:41.824,Pass,
,,,,,,,,,,,,,,,,,1.346087,,,,,,,,,,,,,239abf8f-18f2-4732-89bc-122cd5de060b,51,,"[21.3, 48.9]",3890440,0,,,,-0.4671198,,Right Foot,,"[32.8, 43.1]",,Ground Pass,12.879829,,,,Marco Jhonfai Fabián De La Mora,6317.0,,,,,,1,From Kick Off,Lukáš Hrádecký,8667.0,Goalkeeper,2,Eintracht Frankfurt,184,['e850c17c-8e62-4ff9-91b7-d9008b6991e6'],48,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:48.077,Pass,
,,,,,,,,,,,,,,,,,2.699782,,,,,,,,,,,,,16ca25e4-796c-4ce9-b701-9e2f009aad9e,55,,"[31.2, 43.6]",3890440,0,,,,1.5598876,,Right Foot,,"[31.5, 71.1]",,Ground Pass,27.501637,True,Incomplete,,Marco Russ,8812.0,,,,,,1,From Kick Off,Marco Jhonfai Fabián De La Mora,6317.0,Left Center Midfield,2,Eintracht Frankfurt,184,"['2b6617d7-f424-4661-90f6-f2b61b48d2c0', '435e6731-b75a-4fee-a991-bb766fc38a07', 'cfe26a22-c51b-4d53-9889-dc0acd28001b']",50,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:50.225,Pass,True
,,,,,,,,,,,,,,,,,0.793233,,,,,,,,,,,,,d98becf7-4b84-4e84-90f2-424b4b677923,60,,"[108.5, 6.3]",3890440,0,,,,1.4414414,,Right Foot,,"[110.1, 18.6]",,Ground Pass,12.403628,,Incomplete,,Filip Mladenović,7993.0,,,,,,1,From Kick Off,Leonardo Bittencourt,8826.0,Left Attacking Midfield,2,Eintracht Frankfurt,184,"['475fac04-96af-40e6-a877-5d41067b9366', 'db478cf7-efeb-44ae-aa49-f2f2adbf2f59']",55,,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:55.461,Pass,
,,,,,,,,,,,,,,,,,2.615476,,,,,,,,,,,,,d807c8c3-480c-49cf-b3de-6faaf225b54a,65,,"[10.0, 62.3]",3890440,0,,,,-0.08330576,,Right Foot,,"[60.3, 58.1]",,High Pass,50.475044,,Incomplete,,Alexander Meier,23268.0,,,,,,1,From Kick Off,Marco Russ,8812.0,Right Center Back,2,Eintracht Frankfurt,184,"['2b4a88de-7ea6-4f9f-8b82-11ef8741a6c9', '52a5d544-9744-455b-b7ce-6df1e1bb0450', 'da96a142-5211-43e2-9af9-801e5400a34f']",57,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:00:57.439,Pass,True
,,,,,,,,,,,,,,,,,2.308764,,,,,,,,,,,,,2b4a88de-7ea6-4f9f-8b82-11ef8741a6c9,67,,"[59.8, 22.0]",3890440,1,,,,-0.19026302,,Head,,"[86.8, 16.8]",,High Pass,27.496181,,,,Yannick Gerhardt,8231.0,,,,,Recovery,1,From Kick Off,Mërgim Mavraj,8900.0,Center Back,2,Eintracht Frankfurt,184,"['6ad5b1d7-1147-4802-8416-28372b66bd4c', 'd807c8c3-480c-49cf-b3de-6faaf225b54a']",0,,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:00.055,Pass,
,,,,,,,,,,,,,,,,,0.799976,,,,,,,,,,,,,5b4451a1-2590-486f-bda0-4398fcc41146,70,,"[86.8, 16.6]",3890440,1,,,True,-0.5847453,,,,"[93.9, 11.9]",,Low Pass,8.514693,,Incomplete,,Leonardo Bittencourt,8826.0,,,,,,1,From Kick Off,Yannick Gerhardt,8231.0,Left Defensive Midfield,2,Eintracht Frankfurt,184,"['6de18c6c-d1a6-4e0c-b91b-6306cb6463d7', '6eb0f9b7-18ac-4e5a-a07a-42d32af26617', '9bd64e8e-fa91-4a08-a7e5-df42b29ab87b']",2,,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:02.363,Pass,True
,,,,,,,,,,,,,,,,,1.200717,,,,,,,,,,,,,b2ea46d1-3cde-44ca-b50b-c934934f7fef,74,,"[75.0, 24.4]",3890440,1,,,True,0.0,,,,"[81.8, 24.4]",,Low Pass,6.8,,Incomplete,,Yannick Gerhardt,8231.0,,,,,Recovery,1,From Kick Off,Jonas Hector,6040.0,Right Defensive Midfield,2,Eintracht Frankfurt,184,"['138ecb78-5fc6-4271-bf99-889fe57d3e35', 'ba5e51b7-80b1-4318-9269-4471a902844a', 'f7d0b714-5944-4b4b-a930-451f864c7e1d']",5,,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:05.152,Pass,True
,,,,,,,,,,,,,,,,,1.491214,,,,,,,,,,,,,c16b03cb-b287-4c77-b561-62267830f4e5,82,,"[42.7, 62.0]",3890440,1,,,,-0.69044644,,Right Foot,,"[63.4, 44.9]",,Ground Pass,26.84958,,Incomplete,,Alexander Meier,23268.0,,,,,,1,From Kick Off,Makoto Hasebe,5681.0,Center Defensive Midfield,2,Eintracht Frankfurt,184,"['50dc810e-5288-4931-98e3-1a7eabbe2c78', '55221882-e15e-41da-bd1d-ce877eb2601e', 'f65ea511-b67a-4d34-946f-fdd798a5cc8f']",8,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:08.894,Pass,True
,,,,,,,,,,,,,,,,,0.607783,,,,,,,,,,,,,50dc810e-5288-4931-98e3-1a7eabbe2c78,85,,"[56.7, 35.2]",3890440,1,,,,-0.104876935,,Right Foot,,"[62.4, 34.6]",,Ground Pass,5.731492,,,,Yannick Gerhardt,8231.0,,,,,Recovery,1,Regular Play,Dominik Maroh,11286.0,Right Center Back,3,FC Köln,186,"['8e11cee1-dac5-460d-ae40-a01a80c8cd99', 'b63915f0-a5d5-456f-8b99-c52dec74fc5d', 'c16b03cb-b287-4c77-b561-62267830f4e5']",10,,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:10.385,Pass,True
,,,,,,,,,,,,,,,,,2.353063,,,,,,,,,,,,,89795c18-e97e-4ece-b731-b2b3b8ce75c3,89,,"[63.1, 34.6]",3890440,1,,,,1.815775,,Left Foot,,"[57.6, 56.6]",,Ground Pass,22.67708,,,,Marcel Risse,8823.0,,,,,,1,Regular Play,Yannick Gerhardt,8231.0,Left Defensive Midfield,3,FC Köln,186,"['cc4f32cb-b5ae-43bb-ac71-6af928e00f80', 'f3e2454a-24a9-4472-b3ef-c690d0bc9573']",11,,,,,,,,,,,,,,,,,,,FC Köln,186,00:01:11.581,Pass,True
,,,,,,,,,,,,,,,,,2.146286,,,,,,,,,,,,,003dfc97-f197-4de6-8eec-efda27e8507b,94,,"[11.5, 0.1]",3890440,1,,,,0.08686792,,,,"[44.8, 3.0]",,High Pass,33.426037,,,,Marco Jhonfai Fabián De La Mora,6317.0,,,,,Throw-in,1,From Throw In,Bastian Oczipka,8504.0,Left Back,4,Eintracht Frankfurt,184,['bd014a4f-cf14-427c-a443-d9d020222c4c'],47,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:47.449,Pass,
,,,,,,,,,,,,,,,,,2.657938,,,,,,,,,,,,,2c774c1f-2b08-47f1-859f-ff4f0c33316b,98,,"[43.8, 9.8]",3890440,1,,,,1.6710749,,Right Foot,,"[38.9, 58.5]",,High Pass,48.94589,,,,Yanni Regäsel,20950.0,,True,,,,1,From Throw In,Marco Jhonfai Fabián De La Mora,6317.0,Left Center Midfield,4,Eintracht Frankfurt,184,"['1149dff5-d931-401a-a303-0d34b43e6cf6', 'dc309fa7-5fd7-45af-a680-bfef5629a8ce']",52,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:01:52.065,Pass,True
,,,,,,,,,,,,,,,,,3.788037,,,,,,,,,,,,,4dac197f-b90f-47ee-be83-5686f54d0400,101,,"[69.3, 70.9]",3890440,2,,,,-0.1699425,,Right Foot,,"[120.0, 62.2]",,High Pass,51.441032,,Out,,Stefan Aigner,21156.0,,,,,,1,From Throw In,Yanni Regäsel,20950.0,Right Back,4,Eintracht Frankfurt,184,['832bfc31-092e-43ee-8373-8f66499bbc86'],0,,,,,,,,,,,,,,,,,,,Eintracht Frankfurt,184,00:02:00.483,Pass,
,,,,,,,,,,,,,,,,,2.561847,,,,,,,,,,,,,fa618f6d-371b-401f-baf8-0a46c1e58ce6,103,,"[7.0, 36.1]",3890440,2,,,,1.2806697,,Left Foot,,"[17.3, 70.6]",,Ground Pass,36.004723,,,,Dominik Maroh,11286.0,,,,,Goal Kick,1,From Goal Kick,Timo Horn,8821.0,Goalkeeper,5,FC Köln,186,['ab5bf7d4-1958-4ea7-8f03-77f2a04bc5ce'],15,,,,,,,,,,,,,,,,,,,FC Köln,186,00:02:15.170,Pass,
,,,,,,,,,,,,,,,,,1.759049,,,,,,,,,,,,,a1d25bd9-5e34-470d-bdd3-ea9dabf46b40,106,,"[25.7, 69.2]",3890440,2,,,,-1.674938,,Right Foot,,"[22.0, 33.8]",,Ground Pass,35.592834,,,,Mërgim Mavraj,8900.0,,,,,,1,From Goal Kick,Dominik Maroh,11286.0,Right Center Back,5,FC Köln,186,['a116ff71-8728-4e14-8c5a-dd28efe9f19a'],19,,,,,,,,,,,,,,,,,,,FC Köln,186,00:02:19.627,Pass,
,,,,,,,,,,,,,,,,,2.169017,,,,,,,,,,,,,d83e0f46-bb1b-48c2-96d4-30d782ff718a,109,,"[27.5, 30.2]",3890440,2,,,,-1.0003539,,Right Foot,,"[42.0, 7.6]",,Ground Pass,26.85163,,,,Dominique Heintz,8828.0,,,,,,1,From Goal Kick,Mërgim Mavraj,8900.0,Center Back,5,FC Köln,186,['eb273d78-9e41-4f8e-8c06-6ce94adc61ec'],22,,,,,,,,,,,,,,,,,,,FC Köln,186,00:02:22.917,Pass,
,,,,,,,,,,,,,,,,,1.468895,,,,,,,,,,,,,df06ad83-9bd6-49a0-8468-26aafabb523f,112,,"[45.0, 7.4]",3890440,2,,,,1.8221241,,Left Foot,,"[39.3, 29.6]",,Ground Pass,22.920078,,,,Mërgim Mavraj,8900.0,,,,,,1,From Goal Kick,Dominique Heintz,8828.0,Left Center Back,5,FC Köln,186,['1f127ec1-a773-402c-a0ee-5162a07ee38b'],26,,,,,,,,,,,,,,,,,,,FC Köln,186,00:02:26.183,Pass,
,,,,,,,,,,,,,,,,,2.948436,,,,,,,,,,,,,1c38336c-8b3c-4ae2-a9ec-09e5d2566c75,115,,"[39.3, 29.6]",3890440,2,,,,2.433816,,Left Foot,,"[19.9, 46.2]",,Ground Pass,25.532724,,,,Timo Horn,8821.0,,,,,,1,From Goal Kick,Mërgim Mavraj,8900.0,Center Back,5,FC Köln,186,['0ea24853-6e19-485c-aded-c72b474ead00'],27,,,,,,,,,,,,,,,,,,,FC Köln,186,00:02:27.953,Pass,
,,,,,,,,,,,,,,,,,1.934555,,,,,,,,,,,,,84c9aa10-a85e-4dbf-a902-cf8e56a69a49,117,,"[19.9, 46.2]",3890440,2,,,,0.93704003,,Left Foot,,"[35.7, 67.7]",,Ground Pass,26.681267,,,,Dominik Maroh,11286.0,,,,,,1,From Goal Kick,Timo Horn,8821.0,Goalkeeper,5,FC Köln,186,['e25dfeb6-0a80-4a23-91f9-493d71691b38'],30,,,,,,,,,,,,,,,,,,,FC Köln,186,00:02:30.902,Pass,
