50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a8c4eeb8-224f-4bba-8105-31736fa2a63b,1,,,,3890564,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8314, 'name': 'Marwin Hitz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 35}, {'player': {'id': 9400, 'name': 'Daniel Tawiah Opare'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 40543, 'name': 'Jeong-Ho Hong'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 24117, 'name': 'Christoph Janker'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 8319, 'name': 'Philipp Max'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 31}, {'player': {'id': 8207, 'name': 'Dominik Kohr'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8317, 'name': 'Daniel Baier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 9408, 'name': 'Jan Morávek'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 40462, 'name': 'Halil Altıntop'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 8303, 'name': 'Caiuby Francisco da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 30}, {'player': {'id': 5514, 'name': 'Alfreð Finnbogason'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Augsburg,172,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,941c0de2-ded4-4fba-a5a2-1a751bc4c48b,2,,,,3890564,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 23702, 'name': 'Tom Mickel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 36}, {'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40468, 'name': 'Cleber Janderson Pereira Reis'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 40}, {'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 8309, 'name': 'Michael Gregoritsch'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 24205, 'name': 'Nabil Bahoui'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Hamburger SV,171,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,92fb9875-1a83-4d62-a3c7-e2a97b4fbc4e,3,,,,3890564,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['7c5137a9-8fb1-45f2-ae8b-75bd0b4ed2f6'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7c5137a9-8fb1-45f2-ae8b-75bd0b4ed2f6,4,,,,3890564,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Augsburg,172,['92fb9875-1a83-4d62-a3c7-e2a97b4fbc4e'],0,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5d40c957-227b-4c11-a288-9f019a74f2ad,1718,,,,3890564,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,102,Augsburg,172,['458d8d37-6efb-486b-a98e-bf9e3f114beb'],0,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,458d8d37-6efb-486b-a98e-bf9e3f114beb,1719,,,,3890564,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,102,Augsburg,172,['5d40c957-227b-4c11-a288-9f019a74f2ad'],0,,,,,,,,,,,,,,,,,Augsburg,172,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.579293,,,,,,,,,,,,,aebe70e6-6c42-47ca-805b-2ad761d0ca99,5,,,"[61.0, 40.1]",3890564,0,,,,,-2.4629302,,Right Foot,,,"[57.9, 37.6]",Ground Pass,,3.9824615,,,,Pierre-Michel Lasogga,8895.0,,,,,Kick Off,1,From Kick Off,Michael Gregoritsch,8309.0,Center Attacking Midfield,2,Hamburger SV,171,['986906b5-1ec4-47c0-b676-2443c0b37505'],1,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:01.460,Pass,
,,,,,,,,,,,,,,,,,1.005773,,,,,,,,,,,,,3fb1e711-3f19-40a9-902e-93b68b00631b,8,,,"[57.6, 37.0]",3890564,0,,,,,2.9727607,,Right Foot,,,"[48.8, 38.5]",Ground Pass,,8.926926,,,,Lewis Harry Holtby,8891.0,,,,,,1,From Kick Off,Pierre-Michel Lasogga,8895.0,Center Forward,2,Hamburger SV,171,['42c66d32-64ad-4ef3-a557-10523abd0145'],2,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:02.666,Pass,
,,,,,,,,,,,,,,,,,2.038252,,,,,,,,,,,,,278e3e2a-efd5-4f7f-9729-d85ed65c8354,12,,,"[42.9, 35.9]",3890564,0,,,,,-1.5238223,,Left Foot,,,"[44.0, 12.5]",Ground Pass,,23.42584,,,,Matthias Ostrzolek,8547.0,,,,,,1,From Kick Off,Lewis Harry Holtby,8891.0,Left Defensive Midfield,2,Hamburger SV,171,"['2838004c-be38-432c-85f8-c2a0059a94de', '91628c3e-c83f-401d-a20f-93e16323cfe8']",5,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:05.030,Pass,True
,,,,,,,,,,,,,,,,,1.159358,,,,,,,,,,,,,dbd9c52f-f549-4bc9-8c84-82757a6e95b2,15,,,"[42.3, 7.5]",3890564,0,,,,,0.96887815,,Left Foot,,,"[50.2, 19.0]",Ground Pass,,13.952061,,,,Lewis Harry Holtby,8891.0,,,,,,1,From Kick Off,Matthias Ostrzolek,8547.0,Left Back,2,Hamburger SV,171,['0ab515dd-0d2d-4f9a-b15a-35447b021e52'],8,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:08.071,Pass,
,,,,,,,,,,,,,,,,,0.754842,,,,,,,,,,,,,1c38ac1d-6c6b-4586-ba73-dd0d6f680935,19,,,"[49.7, 18.6]",3890564,0,,,,,-0.4608067,,Left Foot,,,"[63.8, 11.6]",Ground Pass,,15.741982,,,,Michael Gregoritsch,8309.0,,,,,,1,From Kick Off,Lewis Harry Holtby,8891.0,Left Defensive Midfield,2,Hamburger SV,171,"['0d6254b7-ca95-4afa-83ad-954b2340abf9', '82ac87d2-4c2f-44c1-8d32-e3f6be53b415']",9,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:09.632,Pass,True
,,,,,,,,,,,,,,,,,1.05608,,,,,,,,,,,,,5d56f22f-6786-4ced-83f3-5a187ac2f77f,22,,,"[64.0, 11.5]",3890564,0,,,,,-0.7665325,,Left Foot,,,"[69.4, 6.3]",Ground Pass,,7.496666,,,,Nabil Bahoui,24205.0,,,,,,1,From Kick Off,Michael Gregoritsch,8309.0,Center Attacking Midfield,2,Hamburger SV,171,['798b59b5-eee7-414a-a1f1-c5dc3212dc09'],10,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:10.805,Pass,
,,,,,,,,,,,,,,,,,1.447038,,,,,,,,,,,,,af898640-096f-4177-8b35-7a70781a6f06,25,,,"[67.0, 6.1]",3890564,0,,,,,-2.9643672,,Right Foot,,,"[53.6, 3.7]",Ground Pass,,13.613229,,,,Matthias Ostrzolek,8547.0,,,,,,1,From Kick Off,Nabil Bahoui,24205.0,Left Wing,2,Hamburger SV,171,['6d7879f6-b19f-4544-b904-f34dddca5381'],12,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:12.141,Pass,
,,,,,,,,,,,,,,,,,2.309026,,,,,,,,,,,,,9bd95773-e20f-4d1b-80b4-e7bb21aee220,29,,,"[52.7, 6.6]",3890564,0,,,,,2.0171857,,Left Foot,,,"[34.8, 44.0]",Ground Pass,,41.462875,,,,Johan Danon Djourou-Gbadjere,6359.0,,,,,,1,From Kick Off,Matthias Ostrzolek,8547.0,Left Back,2,Hamburger SV,171,['363d1cc6-5e9f-4d4d-8e25-4c241e8e1d1a'],15,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:15.059,Pass,
