50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.625488,,,,,,,,,,,,,a130af71-485d-45fb-98c9-7e041fc291cd,32,,,"[36.8, 44.7]",3890564,0,,,,,0.9029098,,Right Foot,,,"[62.2, 76.9]",Ground Pass,,41.01219,,,,Gotoku Sakai,6339.0,,,,,,1,From Kick Off,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,2,Hamburger SV,171,['22ab13f1-b5b1-4871-961b-5893aa6bc93d'],18,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:18.560,Pass,
,,,,,,,,,,,,,,,,,0.417938,,,,,,,,,,,,,14ab44b1-1e12-4d87-9090-8add4c6a45b0,35,,,"[65.7, 75.0]",3890564,0,,,,,-1.7126933,,Right Foot,,,"[64.5, 66.6]",Ground Pass,,8.485281,,,,Nicolai Müller,8302.0,,,,,,1,From Kick Off,Gotoku Sakai,6339.0,Right Back,2,Hamburger SV,171,['d5c1af85-25ed-490e-87b4-edceae69088c'],22,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:22.969,Pass,
,,,,,,,,,,,,,,,,,1.624095,,,,,,,,,,,,,963b1422-bbd9-4e88-a812-8d3570116db0,39,,,"[69.3, 59.5]",3890564,0,,,,,-0.5955307,,Left Foot,,,"[87.6, 47.1]",High Pass,,22.105429,,Incomplete,,,,,,,,,1,From Kick Off,Nicolai Müller,8302.0,Right Wing,2,Hamburger SV,171,"['21dd5f88-1f07-4c9f-9b0d-b61317b29620', '2e6b72a7-b4ba-4372-8d84-45de7fc7439b']",24,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:24.721,Pass,True
,,,,,,,,,,,,,,,,,0.657134,,,,,,,,,,,,,600b3fb9-cd44-4c36-b0db-75969400ab9b,43,,,"[38.4, 32.7]",3890564,0,,,,,0.18049575,,Right Foot,,,"[52.1, 35.2]",Ground Pass,,13.926234,,,,Halil Altıntop,40462.0,,,,,,1,Regular Play,Jeong-Ho Hong,40543.0,Right Center Back,3,Augsburg,172,"['36f8dfa0-ebc4-4d5e-9ca8-7bfcf9bbe169', '64da19b1-cf59-4216-aca8-a43752b9cba7']",27,,,,,,,,,,,,,,,,,Augsburg,172,00:00:27.801,Pass,True
,,,,,,,,,,,,,,,,,0.705893,,,,,,,,,,,,,a60ebb2a-13f6-4065-a4aa-ed2ee71ffbb9,46,,,"[50.5, 35.6]",3890564,0,,,,,2.7744188,,Left Foot,,,"[47.9, 36.6]",Ground Pass,,2.7856777,,,,Jan Morávek,9408.0,,,,,,1,Regular Play,Halil Altıntop,40462.0,Center Attacking Midfield,3,Augsburg,172,"['ac77dfcc-c1ee-4553-a38e-051662fd386d', 'f402c535-7434-4049-b9cc-b9310576082d']",28,,,,,,,,,,,,,,,,,Augsburg,172,00:00:28.458,Pass,True
,,,,,,,,,,,,,,,,,1.250491,,,,,,,,,,,,,39776fa7-8a7e-4d45-9493-d1b60cab60ce,49,,,"[49.5, 36.0]",3890564,0,,,,,-0.38460472,,Left Foot,,,"[53.7, 34.3]",Ground Pass,,4.5310044,,,,Halil Altıntop,40462.0,,,,,,1,Regular Play,Jan Morávek,9408.0,Right Wing,3,Augsburg,172,"['6e1f4971-8417-464f-97c8-f2739fdb980e', 'a5959939-1c3d-4dce-81fe-1920e8ac0142']",29,,,,,,,,,,,,,,,,,Augsburg,172,00:00:29.164,Pass,True
,,,,,,,,,,,,,,,,,1.506345,,,,,,,,,,,,,133c920f-f929-4327-adb8-0b47058fa221,55,,,"[57.6, 35.7]",3890564,0,,,,,-2.5097382,,Left Foot,,,"[47.9, 28.6]",Ground Pass,,12.020815,,,,Christoph Janker,24117.0,,,,,Free Kick,1,From Free Kick,Halil Altıntop,40462.0,Center Attacking Midfield,4,Augsburg,172,['311d2bc6-79d6-4fd4-959e-9239a5732fc4'],35,,,,,,,,,,,,,,,,,Augsburg,172,00:00:35.155,Pass,
,,,,,,,,,,,,,,,,,1.094655,,,,,,,,,,,,,aef34ae5-6deb-409b-bc06-6487863e22fa,57,,,"[49.0, 28.6]",3890564,0,,,,,-1.1111972,,Right Foot,,,"[53.9, 18.7]",Ground Pass,,11.046267,,,,Daniel Baier,8317.0,,,,,,1,From Free Kick,Christoph Janker,24117.0,Left Center Back,4,Augsburg,172,['56334016-0227-4e9b-9273-ef633b3d1496'],36,,,,,,,,,,,,,,,,,Augsburg,172,00:00:36.661,Pass,
,,,,,,,,,,,,,,,,,2.546579,,,,,,,,,,,,,edddc82b-06e3-4ba6-ab10-dd8120131825,60,,,"[55.7, 19.2]",3890564,0,,,,,-0.2252048,,Right Foot,,,"[110.7, 6.6]",High Pass,,56.424816,,,,Philipp Max,8319.0,,,,,,1,From Free Kick,Daniel Baier,8317.0,Left Defensive Midfield,4,Augsburg,172,['5036e1ba-ad6e-4f91-a609-a44d0d463d1a'],39,,,,,,,,,,,,,,,,,Augsburg,172,00:00:39.788,Pass,
,,,,,,,,,,,,,,,,,1.640426,,,,,,,,,,,,,14586faf-820c-4d46-93ed-422a70d02288,62,,,"[109.5, 6.6]",3890564,0,,,,,3.0299892,,Left Foot,,,"[97.9, 7.9]",Low Pass,,11.672618,,,,Caiuby Francisco da Silva,8303.0,,,,,,1,From Free Kick,Philipp Max,8319.0,Left Back,4,Augsburg,172,['7d5b3b6b-d1b7-4a65-a461-87b327b555e1'],42,,,,,,,,,,,,,,,,,Augsburg,172,00:00:42.335,Pass,
,,,,,,,,,,,,,,,,,0.96998,,,,,,,,,,,,,cf0145bc-e1b5-4e1a-9af2-92d7a442eb46,68,,,"[11.0, 80.0]",3890564,0,,,,,-1.7782925,,,,,"[9.4, 72.4]",Low Pass,,7.7665954,,,,Gojko Kačar,9407.0,,,,,Throw-in,1,From Throw In,Gotoku Sakai,6339.0,Right Back,5,Hamburger SV,171,['c70fa175-2283-4250-aa9b-d79856afc51f'],55,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:55.601,Pass,
,,,,,,,,,,,,,,,,,1.12918,,,,,,,,,,,,,1ee5abc2-f0ee-41e2-af69-95503dbf0756,71,,,"[10.1, 71.2]",3890564,0,,,,,2.1956825,,Right Foot,,,"[5.7, 77.3]",Ground Pass,,7.521303,,,,Gotoku Sakai,6339.0,,,,,,1,From Throw In,Gojko Kačar,9407.0,Right Defensive Midfield,5,Hamburger SV,171,['6cff1e5b-74d6-416a-8471-2b4821081748'],56,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:56.905,Pass,
,,,,,,,,,,,,,,,,,3.596284,,,,,,,,,,,,,1a055609-d5e7-4337-a103-5404a785c182,74,,,"[5.7, 77.3]",3890564,0,,,,,-0.019997334,,Left Foot,,,"[65.7, 76.1]",High Pass,,60.011997,,Incomplete,,,,,,,,,1,From Throw In,Gotoku Sakai,6339.0,Right Back,5,Hamburger SV,171,['52e30158-7f57-4bea-b76a-5b8461ad8f7d'],59,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:59.615,Pass,
,,,,,,,,,,,,,,,,,6.424755,,,,,,,,,,,,,c5c02a20-9211-4f74-98a4-2f5b8e03eabd,81,,,"[81.8, 73.7]",3890564,1,,,,,-0.21142645,,Right Foot,,,"[102.3, 69.3]",Low Pass,,20.966879,,Incomplete,,,,,,,,Recovery,1,Regular Play,Pierre-Michel Lasogga,8895.0,Center Forward,6,Augsburg,172,"['0136dc53-1ba3-4814-a95f-b131a64a0c68', '0adaf730-8059-4a82-be9c-5faf093fac94']",6,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:06.549,Pass,True
,,,,,,,,,,,,,,,,,1.822083,,,,,,,,,,,,,79c9bfd6-b0fc-4029-946b-a714f0085d84,84,,,"[8.4, 25.2]",3890564,1,,,,,-0.37580606,,Right Foot,,,"[23.1, 19.4]",Ground Pass,,15.802848,,,,Christoph Janker,24117.0,,,,,,1,Regular Play,Marwin Hitz,8314.0,Goalkeeper,6,Augsburg,172,['0e8c971a-e347-4147-b1a3-c015c0cc26ea'],15,,,,,,,,,,,,,,,,,Augsburg,172,00:01:15.794,Pass,
,,,,,,,,,,,,,,,,,1.391958,,,,,,,,,,,,,7c072917-ff2a-42ef-89a6-a3c410ca81a7,87,,,"[20.1, 21.1]",3890564,1,,,,,1.4504654,,Right Foot,,,"[23.8, 51.7]",Ground Pass,,30.822882,,,,Jeong-Ho Hong,40543.0,,,,,,1,Regular Play,Christoph Janker,24117.0,Left Center Back,6,Augsburg,172,['0a0858ed-2ca7-4822-8a32-ecfd33053edc'],19,,,,,,,,,,,,,,,,,Augsburg,172,00:01:19.628,Pass,
,,,,,,,,,,,,,,,,,1.261429,,,,,,,,,,,,,7778c4f6-63e2-46a4-a653-c31b4f3a5eff,90,,,"[32.1, 57.2]",3890564,1,,,,,0.70646644,,Right Foot,,,"[51.2, 73.5]",Ground Pass,,25.109758,,,,Daniel Tawiah Opare,9400.0,,,,,,1,Regular Play,Jeong-Ho Hong,40543.0,Right Center Back,6,Augsburg,172,['801bae77-4781-4848-85df-197892170678'],27,,,,,,,,,,,,,,,,,Augsburg,172,00:01:27.979,Pass,
,,,,,,,,,,,,,,,,,1.666724,,,,,,,,,,,,,f4353a0c-dd15-4894-88f6-414d555dfa74,93,,,"[53.9, 74.3]",3890564,1,,,,,-2.8257072,,Right Foot,,,"[33.4, 67.6]",Ground Pass,,21.567104,,,,Jeong-Ho Hong,40543.0,,,,,,1,Regular Play,Daniel Tawiah Opare,9400.0,Right Back,6,Augsburg,172,['8fb4987c-151e-4d50-a895-a2dda857f3fe'],32,,,,,,,,,,,,,,,,,Augsburg,172,00:01:32.601,Pass,
,,,,,,,,,,,,,,,,,3.089724,,,,,,,,,,,,,4d6db5d5-0355-4415-bcfb-22faba659341,96,,,"[42.4, 65.3]",3890564,1,,,,,-1.2533998,,Right Foot,,,"[62.8, 3.2]",High Pass,,65.3649,,,,Philipp Max,8319.0,,True,,,,1,Regular Play,Jeong-Ho Hong,40543.0,Right Center Back,6,Augsburg,172,['4d948881-9194-40d3-82f1-f5a3dd597ebf'],36,,,,,,,,,,,,,,,,,Augsburg,172,00:01:36.057,Pass,
,,,,,,,,,,,,,,,,,1.879458,,,,,,,,,,,,,72a050e0-0a2d-45da-b020-d750422e2541,100,,,"[57.6, 80.0]",3890564,1,,,,,-2.0732176,,,,,"[47.6, 61.8]",Low Pass,,20.76632,,,,Lewis Harry Holtby,8891.0,,,,,Throw-in,1,From Throw In,Nicolai Müller,8302.0,Right Wing,7,Hamburger SV,171,['a15cfcd3-7623-444d-ac3f-b44a23a08175'],50,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:50.451,Pass,
,,,,,,,,,,,,,,,,,1.186045,,,,,,,,,,,,,93c23244-f8d5-484b-8277-74d2d75fccdc,104,,,"[39.7, 76.1]",3890564,1,,,,,-3.0284417,,Left Foot,,,"[22.1, 74.1]",Ground Pass,,17.713272,,,,Johan Danon Djourou-Gbadjere,6359.0,,,,,,1,From Throw In,Lewis Harry Holtby,8891.0,Left Defensive Midfield,7,Hamburger SV,171,"['8d2600fd-6bb1-48da-8513-d8605ed93d7d', 'eefb71ec-5270-4a07-be25-3e155ffc29e2']",56,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:56.415,Pass,True
,,,,,,,,,,,,,,,,,2.053404,,,,,,,,,,,,,5621d5ee-d312-4382-a7cd-bf0df33886c9,107,,,"[21.5, 69.9]",3890564,1,,,,,-1.5468202,,Right Foot,,,"[22.5, 28.2]",Ground Pass,,41.71199,,,,Cleber Janderson Pereira Reis,40468.0,,True,,,,1,From Throw In,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,7,Hamburger SV,171,['a45baab7-27c2-4cf7-bf6f-5c0676549523'],58,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:58.731,Pass,
,,,,,,,,,,,,,,,,,1.630097,,,,,,,,,,,,,95e1a32c-8e80-4e4b-906f-f77f60df4217,110,,,"[28.6, 20.3]",3890564,2,,,,,-0.5404195,,Right Foot,,,"[53.1, 5.6]",Ground Pass,,28.571665,,,,Matthias Ostrzolek,8547.0,,,,,,1,From Throw In,Cleber Janderson Pereira Reis,40468.0,Left Center Back,7,Hamburger SV,171,['ee49bad3-05ea-4c48-9925-feca0b104604'],2,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:02.930,Pass,
,,,,,,,,,,,,,,,,,1.668135,,,,,,,,,,,,,4db2d972-f6ce-4dae-82ad-5aa183f55f08,113,,,"[60.6, 14.8]",3890564,2,,,,,3.1235766,,Left Foot,,,"[49.5, 15.0]",Ground Pass,,11.101802,,,,Cleber Janderson Pereira Reis,40468.0,,,,,,1,From Throw In,Matthias Ostrzolek,8547.0,Left Back,7,Hamburger SV,171,['3e330e6b-b051-49f3-848e-c68bf4093619'],8,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:08.339,Pass,
,,,,,,,,,,,,,,,,,0.138872,,,,,,,,,,,,,2951f408-2454-4a30-bab0-b40640afbacc,116,,,"[50.4, 14.2]",3890564,2,,,,,0.14189705,,Right Foot,,,"[52.5, 14.5]",Low Pass,,2.1213202,,Incomplete,,,,,,,,,1,From Throw In,Cleber Janderson Pereira Reis,40468.0,Left Center Back,7,Hamburger SV,171,['57b31013-10dd-48ea-8d09-3fad6fbe52a3'],10,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:10.007,Pass,
,,,,,,,,,,,,,,,,,1.289203,,,,,,,,,,,,,cb9241ed-e1ee-4e3f-b381-41ff245d1447,118,,,"[51.1, 0.1]",3890564,2,,True,,,2.5504355,,,,,"[36.5, 9.9]",Low Pass,,17.584084,,,,Cleber Janderson Pereira Reis,40468.0,,,,,Throw-in,1,From Throw In,Matthias Ostrzolek,8547.0,Left Back,8,Hamburger SV,171,['1e61496d-9ed4-4a52-87a6-7e05cf15cd92'],15,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:15.698,Pass,
,,,,,,,,,,,,,,,,,1.56017,,,,,,,,,,,,,031d1383-6f7b-4c1f-a66d-11f5be9e4cd1,120,,,"[35.0, 9.0]",3890564,2,,,,,1.5887156,,Right Foot,,,"[34.5, 36.9]",Ground Pass,,27.90448,,,,Johan Danon Djourou-Gbadjere,6359.0,,,,,,1,From Throw In,Cleber Janderson Pereira Reis,40468.0,Left Center Back,8,Hamburger SV,171,['9dcfcfbb-7fec-4636-8c2e-133f08a5d276'],18,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:18.207,Pass,
,,,,,,,,,,,,,,,,,2.687228,,,,,,,,,,,,,c34630e5-0d4d-48f7-ae75-e1b0389c7a4e,124,,,"[42.9, 46.0]",3890564,2,,,,,-1.002033,,Left Foot,,,"[69.3, 4.7]",High Pass,,49.016834,,,,Matthias Ostrzolek,8547.0,,True,,,,1,From Throw In,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,8,Hamburger SV,171,"['9a652fa7-1fdf-4bd0-ac80-3a975affec86', 'b5aa4974-6524-467f-8907-7b7569cfe523']",24,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:24.449,Pass,True
,,,,,,,,,,,,,,,,,3.356887,,,,,,,,,,,,,e42f4d2e-02f4-4375-a765-587c464c6482,128,,,"[86.7, 4.3]",3890564,2,,,,,0.40561643,,Left Foot,,,"[120.0, 18.6]",Ground Pass,,36.240585,,Out,,Nabil Bahoui,24205.0,,,,,,1,From Throw In,Matthias Ostrzolek,8547.0,Left Back,8,Hamburger SV,171,"['1b6c324f-adda-4f1b-ae0a-80bc4f32b800', '8dab2715-e9cd-45f5-9305-6fa681097403']",28,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:28.531,Pass,True
