50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.789994,,,,,,,,,,,,,e7e1e2c6-d375-4f4e-8212-7b25d1e90db8,16,,"[53.1, 0.1]",3890269,0,,,,0.1298951,,,,,"[75.3, 3.0]",,High Pass,22.388613,Incomplete,,Daniel Ginczek,9409.0,,,,,Throw-in,1,From Throw In,Emiliano Adrián Insúa Zapata,12626.0,Left Back,3,VfB Stuttgart,174,"['26bcb9e2-3615-40a9-98b6-d4a28ec6d79a', '8a2affdf-9113-4e39-a285-7c03dd01c73e']",24,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:24.856,Pass,
,,,,,,,,,,,,,,,,0.558799,,,,,,,,,,,,,26bcb9e2-3615-40a9-98b6-d4a28ec6d79a,19,,"[44.8, 77.1]",3890269,0,,,True,-0.24053425,,,,,"[50.1, 75.8]",,Low Pass,5.4571056,,,Albin Ekdal,5624.0,,,,,Recovery,1,Regular Play,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,4,Hamburger SV,171,"['124739c3-d16e-486a-9985-579a23c6e386', 'e7e1e2c6-d375-4f4e-8212-7b25d1e90db8', 'fed20a00-a765-4442-bffa-c6d3a30425b6']",26,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:26.646,Pass,True
,,,,,,,,,,,,,,,,0.9317,,,,,,,,,,,,,df8a1cc7-21f6-4093-8380-4914e64abb64,21,,"[50.1, 75.9]",3890269,0,,,,-0.25962964,,Head,,,"[56.5, 74.2]",,Low Pass,6.6219335,,,Lewis Harry Holtby,8891.0,,,,,,1,Regular Play,Albin Ekdal,5624.0,Right Defensive Midfield,4,Hamburger SV,171,['e99b4cd6-33d8-44c9-a9b7-381bcd00920d'],27,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:27.240,Pass,
,,,,,,,,,,,,,,,,3.119798,,,,,,,,,,,,,46d784a0-2627-4341-9167-0bf80397dc71,24,,"[56.5, 74.2]",3890269,0,,,,-0.18736725,,Right Foot,,,"[83.4, 69.1]",,High Pass,27.379189,Incomplete,,Sven Schipplock,8321.0,,,,,,1,Regular Play,Lewis Harry Holtby,8891.0,Center Attacking Midfield,4,Hamburger SV,171,"['4c3b5597-4c19-4f3a-b252-7a5c0f129360', '853d223a-d1ed-4ee0-9435-139c62aa802c']",28,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:28.226,Pass,
,,,,,,,,,,,,,,,,1.434099,,,,,,,,,,,,,5db21e6e-c2ed-4953-91b2-87940f545629,27,,"[93.7, 80.0]",3890269,0,,,,-0.2914568,,,,,"[106.7, 76.1]",,High Pass,13.572398,,,Lewis Harry Holtby,8891.0,,,,,Throw-in,1,From Throw In,Dennis Diekmeier,8316.0,Right Back,5,Hamburger SV,171,['37571cd2-9a64-4b8f-8475-cf545956c09b'],50,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:50.914,Pass,
,,,,,,,,,,,,,,,,0.6539,,,,,,,,,,,,,1b8bc9c0-1871-4b59-aa29-99036b92a5fc,32,,"[105.2, 76.1]",3890269,0,,,,0.26356387,,Left Foot,,,"[111.5, 77.8]",,Ground Pass,6.5253353,,,Dennis Diekmeier,8316.0,,,,,,1,From Throw In,Lewis Harry Holtby,8891.0,Center Attacking Midfield,5,Hamburger SV,171,"['1d603a8f-d7a7-4c64-b926-4acf5d1824b0', '69ebf758-cb34-4e46-a336-58489b1a09ff', 'ccc25d70-5490-4745-9e99-6efa9b8f5f77']",53,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:53.529,Pass,True
,,,,,,,,,,,,,,,,2.3015,,,,,,,,,,,,,2fcb6bd8-2670-4a8f-a01d-49b290ce4850,35,,"[113.9, 76.5]",3890269,0,,,,-1.6558783,d8a1c1e9-b0e9-449d-b89c-40a801ad2bc9,Right Foot,True,,"[109.9, 29.6]",,High Pass,47.070267,,,Ivo Iličević,24740.0,True,True,,,,1,From Throw In,Dennis Diekmeier,8316.0,Right Back,5,Hamburger SV,171,['ae1299f0-89ff-469e-b54c-e9459419112c'],55,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:55.095,Pass,
,,,,,,,,,,,,,,,,2.962093,,,,,,,,,,,,,18734922-4ec9-44c2-ae7c-1a0a59f11186,40,,"[6.0, 44.0]",3890269,1,,,,0.24817014,,Right Foot,,,"[72.3, 60.8]",,High Pass,68.39539,Incomplete,,Filip Kostić,5591.0,,,,,Goal Kick,1,From Goal Kick,Przemysław Tytoń,9082.0,Goalkeeper,6,VfB Stuttgart,174,"['1d76ac0a-5199-4d68-8561-adbeca0e05d3', 'f972ecdc-c870-4d44-b633-da8a84e88f78']",26,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:26.476,Pass,
,,,,,,,,,,,,,,,,1.34013,,,,,,,,,,,,,0f1a6ffd-9546-4f8a-99da-efb1fb052e65,44,,"[99.9, 80.0]",3890269,1,True,,,-0.9605398,,,,,"[109.9, 65.7]",,High Pass,17.449642,Incomplete,,Daniel Ginczek,9409.0,,,,,Throw-in,1,From Throw In,Florian Klein,9728.0,Right Back,7,VfB Stuttgart,174,"['2cfe3d5e-86e8-4801-994c-895cb30b7e57', '8d596770-de08-4d13-adee-b95f94533056']",49,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:01:49.828,Pass,
,,,,,,,,,,,,,,,,3.847713,,,,,,,,,,,,,2cfe3d5e-86e8-4801-994c-895cb30b7e57,46,,"[10.2, 14.4]",3890269,1,,,,-0.2811824,,Left Foot,,,"[51.4, 2.5]",,High Pass,42.884148,Incomplete,,Sven Schipplock,8321.0,,,,,Recovery,1,From Throw In,Emir Spahić,26791.0,Left Center Back,7,VfB Stuttgart,174,"['0f1a6ffd-9546-4f8a-99da-efb1fb052e65', '497f54ea-0c47-4a4f-96c4-8b79eba71d1b', 'fcd8b9ad-504b-4af1-a3ee-adfe8de7e3e2']",51,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:01:51.168,Pass,
,,,,,,,,,,,,,,,,2.2178,,,,,,,,,,,,,9bc0aa64-9252-4fc0-ba03-108706484ecb,49,,"[50.7, 0.1]",3890269,2,True,,,2.5737486,,,,,"[33.3, 11.2]",,Low Pass,20.63904,,,Emir Spahić,26791.0,,,,,Throw-in,1,From Throw In,Matthias Ostrzolek,8547.0,Left Back,8,Hamburger SV,171,['46fc7f93-211c-42ba-b7e2-e3a32e603fc3'],5,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:05.129,Pass,
,,,,,,,,,,,,,,,,2.376099,,,,,,,,,,,,,552f4180-ad9d-4f39-91b3-e8f50704ae1c,51,,"[32.7, 17.4]",3890269,2,,,,2.2757235,,Right Foot,,,"[15.6, 37.5]",,Ground Pass,26.38977,,,René Adler,8560.0,,,,,,1,From Throw In,Emir Spahić,26791.0,Left Center Back,8,Hamburger SV,171,['d213c160-7408-403b-b8fd-ff52dc7ec5ad'],9,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:09.531,Pass,
,,,,,,,,,,,,,,,,1.5306,,,,,,,,,,,,,fd9bcca9-848b-4cd0-8642-69562b7f676c,55,,"[14.5, 41.5]",3890269,2,,,,1.3035793,,Right Foot,,,"[21.7, 67.8]",,Ground Pass,27.267746,,,Johan Danon Djourou-Gbadjere,6359.0,,,,,,1,From Throw In,René Adler,8560.0,Goalkeeper,8,Hamburger SV,171,"['58835ffe-a9fc-44d5-831e-03f7f4614c0e', 'f0927ff6-5793-4b75-9bf0-e77e0cd37952']",12,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:12.841,Pass,True
,,,,,,,,,,,,,,,,2.787916,,,,,,,,,,,,,faaff97e-a604-449d-bd02-8165faf07c33,59,,"[23.0, 70.1]",3890269,2,,,,0.105554186,,Right Foot,,,"[76.8, 75.8]",,High Pass,54.10111,Incomplete,,Michael Gregoritsch,8309.0,,,,,,1,From Throw In,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,8,Hamburger SV,171,"['7ba9da35-b024-4c9e-a3e6-393fd9483250', '9567c42e-4b28-432f-8ebc-101585431cf3', 'a024e57c-1727-4534-8103-221fe044c40f']",15,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:15.688,Pass,True
,,,,,,,,,,,,,,,,1.081616,,,,,,,,,,,,,7ba9da35-b024-4c9e-a3e6-393fd9483250,62,,"[43.3, 4.3]",3890269,2,,,True,0.33532438,,,,,"[49.9, 6.6]",,Low Pass,6.9892774,,,Christian Gentner,8959.0,,,,,Recovery,1,Regular Play,Emiliano Adrián Insúa Zapata,12626.0,Left Back,9,VfB Stuttgart,174,"['27197d3c-e2d9-4b7d-8ab9-dda68a93780a', 'b1f55953-871a-49f5-a0f1-9bf039b7ffdd', 'faaff97e-a604-449d-bd02-8165faf07c33']",18,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:18.476,Pass,True
,,,,,,,,,,,,,,,,2.084866,,,,,,,,,,,,,b7868434-c6d3-4095-bd3b-0276fa833670,64,,"[49.9, 6.6]",3890269,2,,,,0.03407771,,Right Foot,,,"[67.5, 7.2]",,High Pass,17.610224,Incomplete,,,,,,,,,1,Regular Play,Christian Gentner,8959.0,Left Defensive Midfield,9,VfB Stuttgart,174,['5361b139-91e3-466b-8f37-1c74559aa4e0'],19,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:19.558,Pass,
,,,,,,,,,,,,,,,,1.311035,,,,,,,,,,,,,5361b139-91e3-466b-8f37-1c74559aa4e0,65,,"[52.6, 72.9]",3890269,2,,,,-0.23744382,,Head,,,"[74.5, 67.6]",,High Pass,22.5322,Incomplete,,Sven Schipplock,8321.0,,,,,Recovery,1,Regular Play,Johan Danon Djourou-Gbadjere,6359.0,Right Center Back,9,VfB Stuttgart,174,"['0d6e7e43-14c0-4ba8-abb7-ede5f2b82b8c', 'a1e51c3a-7642-4d5a-b0c1-c50ceb694c0e', 'b7868434-c6d3-4095-bd3b-0276fa833670']",21,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:02:21.642,Pass,
,,,,,,,,,,,,,,,,4.069077,,,,,,,,,,,,,0d6e7e43-14c0-4ba8-abb7-ede5f2b82b8c,67,,"[45.6, 12.5]",3890269,2,,,,-0.06984505,,Right Foot,,,"[94.2, 9.1]",,High Pass,48.718784,,,Daniel Ginczek,9409.0,,,,,Interception,1,Regular Play,Adam Hloušek,4683.0,Left Center Back,9,VfB Stuttgart,174,"['404335f1-4346-4141-9641-7daef70bc7c4', '5361b139-91e3-466b-8f37-1c74559aa4e0']",22,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:22.953,Pass,
,,,,,,,,,,,,,,,,1.807086,,,,,,,,,,,,,12e802ec-f456-4f90-b5db-7a9467635f54,69,,"[94.2, 9.1]",3890269,2,,,,1.2442149,,Left Foot,True,,"[102.6, 33.9]",,Ground Pass,26.183964,Incomplete,,Martin Harnik,8557.0,,,,,,1,Regular Play,Daniel Ginczek,9409.0,Left Center Forward,9,VfB Stuttgart,174,"['5ead54b8-4334-46aa-a20b-f01112d22b73', 'c7da94e4-6a9a-4e36-84b1-1b066da5ea24']",27,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:27.023,Pass,
,,,,,,,,,,,,,,,,1.01908,,,,,,,,,,,,,3f861831-5976-4b54-9d58-c3159cf69e36,72,,"[120.0, 0.1]",3890269,2,,,,1.7478695,981e68d5-e202-4c41-843e-1616f27aa0e9,Left Foot,,,"[114.9, 28.6]",,High Pass,28.95272,,True,Christian Gentner,8959.0,True,,Outswinging,,Corner,1,From Corner,Daniel Didavi,8243.0,Left Midfield,10,VfB Stuttgart,174,['ff410fd4-ba57-4a72-ba28-eabc39174928'],57,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:02:57.990,Pass,
,,,,,,,,,,,,,,,,3.178665,,,,,,,,,,,,,4f2d3f47-39d7-4cec-b6cb-6ee5249c5f20,76,,"[7.0, 44.1]",3890269,3,,,,0.5170025,,Right Foot,,,"[57.3, 72.7]",,High Pass,57.862335,Incomplete,,Michael Gregoritsch,8309.0,,,,,Goal Kick,1,From Goal Kick,René Adler,8560.0,Goalkeeper,11,Hamburger SV,171,"['80ac115e-a450-4b1b-ae84-e791df35d898', 'e59bbe94-4b8b-4752-9b1a-4e8c2a823ace']",26,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:03:26.118,Pass,
,,,,,,,,,,,,,,,,0.9113,,,,,,,,,,,,,96c4d12b-2138-4009-a222-99b63f7d02f1,80,,"[62.6, 80.0]",3890269,3,True,,,-0.49295518,,,,,"[86.8, 67.0]",,High Pass,27.47071,,,Sven Schipplock,8321.0,,,,,Throw-in,1,From Throw In,Dennis Diekmeier,8316.0,Right Back,12,Hamburger SV,171,['328d4f6c-a4d3-42fb-addf-5d4d3146d3f2'],40,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:03:40.479,Pass,
,,,,,,,,,,,,,,,,1.865173,,,,,,,,,,,,,9c2ed957-7f7f-4e29-ac93-cf290f875465,84,,"[19.4, 39.0]",3890269,3,,,,-1.126236,,Right Foot,,,"[32.5, 11.5]",,Ground Pass,30.460794,,,Adam Hloušek,4683.0,,,,,,1,From Throw In,Przemysław Tytoń,9082.0,Goalkeeper,12,Hamburger SV,171,['e99273dd-6eac-4ff8-9905-2189006322f3'],49,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:49.657,Pass,
,,,,,,,,,,,,,,,,1.949009,,,,,,,,,,,,,c37e775f-5aef-4b62-9346-e3daa64fce46,87,,"[40.3, 8.5]",3890269,3,,,,0.23543566,,Left Foot,,,"[74.9, 16.8]",,High Pass,35.581596,Incomplete,,Daniel Ginczek,9409.0,,,,,,1,From Throw In,Adam Hloušek,4683.0,Left Center Back,12,Hamburger SV,171,"['62686cf2-8fcd-4189-ae1e-ec71af07da0c', 'd230a9f6-bc09-4d16-b469-90652ca594e9']",53,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:53.556,Pass,
,,,,,,,,,,,,,,,,1.6337,,,,,,,,,,,,,d230a9f6-bc09-4d16-b469-90652ca594e9,89,,"[45.2, 63.3]",3890269,3,,,,-1.9784279,,Head,,,"[43.3, 58.9]",,High Pass,4.7927027,,,Gideon Jung,8323.0,,,,,Recovery,1,From Throw In,Albin Ekdal,5624.0,Right Defensive Midfield,12,Hamburger SV,171,"['c37e775f-5aef-4b62-9346-e3daa64fce46', 'f904b5a3-1178-4e8b-a858-ec95621e1cab']",55,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:03:55.505,Pass,
,,,,,,,,,,,,,,,,2.160336,,,,,,,,,,,,,00cfe63f-a711-4a34-b326-01443c36e45e,91,,"[43.3, 58.9]",3890269,3,,,,-0.14556004,,Head,,,"[62.4, 56.1]",,High Pass,19.304144,Incomplete,,Michael Gregoritsch,8309.0,,,,,,1,From Throw In,Gideon Jung,8323.0,Left Defensive Midfield,12,Hamburger SV,171,"['a4bf1fff-d3c6-4e39-849f-768d64f308a5', 'c5c04494-ab9b-4424-8590-4218f62f4a18']",57,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:03:57.139,Pass,
,,,,,,,,,,,,,,,,0.908664,,,,,,,,,,,,,a4bf1fff-d3c6-4e39-849f-768d64f308a5,93,,"[57.7, 24.0]",3890269,3,,,,0.44170755,,Head,,,"[70.6, 30.1]",,Low Pass,14.269548,Incomplete,,,,,,,,Recovery,1,From Throw In,Adam Hloušek,4683.0,Left Center Back,12,Hamburger SV,171,"['00cfe63f-a711-4a34-b326-01443c36e45e', '1f42603f-65f9-4cb0-8fb4-23c1f18489e6']",59,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:03:59.299,Pass,
,,,,,,,,,,,,,,,,1.1713,,,,,,,,,,,,,1f42603f-65f9-4cb0-8fb4-23c1f18489e6,94,,"[49.5, 50.0]",3890269,4,,,,-1.1659045,,Right Foot,,,"[53.7, 40.2]",,Low Pass,10.662083,,,Ivo Iličević,24740.0,,,,,Recovery,1,From Throw In,Gideon Jung,8323.0,Left Defensive Midfield,12,Hamburger SV,171,"['9ea31cff-08d0-4c0d-896e-0d6fecca7d86', 'a4bf1fff-d3c6-4e39-849f-768d64f308a5']",0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:04:00.208,Pass,
,,,,,,,,,,,,,,,,0.4004,,,,,,,,,,,,,4a2cfbf2-51f7-493a-9d8f-f1b8ce6d46dc,98,,"[52.4, 40.5]",3890269,4,,,,1.5707964,,Right Foot,,,"[52.4, 44.5]",,Ground Pass,4.0,,,Gideon Jung,8323.0,,,,,,1,From Throw In,Ivo Iličević,24740.0,Left Wing,12,Hamburger SV,171,"['4c90b244-da18-49ca-8ec5-d42c7c68b6bc', 'bd10a5b4-b2bf-4a9e-8da8-abb184a40127']",2,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:04:02.343,Pass,True
,,,,,,,,,,,,,,,,0.7852,,,,,,,,,,,,,7eea3ed5-bbb4-4481-9725-7f0fb80161c9,101,,"[52.6, 44.1]",3890269,4,,,,3.0309355,,Left Foot,,,"[49.0, 44.5]",,Ground Pass,3.622154,,,Ivo Iličević,24740.0,,,,,,1,From Throw In,Gideon Jung,8323.0,Left Defensive Midfield,12,Hamburger SV,171,['87ec2db4-2dd2-47d9-95db-3c01bc3f26b3'],2,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:04:02.757,Pass,
,,,,,,,,,,,,,,,,2.052284,,,,,,,,,,,,,781287c9-a5e2-4747-9319-4d568663add4,105,,"[49.0, 44.5]",3890269,4,,,,-0.06731387,,Right Foot,,,"[57.9, 43.9]",,Ground Pass,8.920202,Incomplete,,Michael Gregoritsch,8309.0,,,,,,1,From Throw In,Ivo Iličević,24740.0,Left Wing,12,Hamburger SV,171,"['00165089-8adc-416f-947f-207dfcca527a', '0816fb38-063a-47aa-b758-2ab1d630f0f8', '08e9e148-ce32-4a67-b3c7-4a0447901650']",3,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:04:03.599,Pass,True
