50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,3fb3afe8-c3fa-499f-b611-69a3e100597d,1,,,,3890524,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 8393, 'name': 'Oliver Baumann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5537, 'name': 'Fabian Lukas Schär'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 25}, {'player': {'id': 12321, 'name': 'Tobias Strobl'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 8392, 'name': 'Jeremy Toljan'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 15}, {'player': {'id': 8215, 'name': 'Kevin Volland'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 31}, {'player': {'id': 8404, 'name': 'Eugen Polanski'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8403, 'name': 'Nadiem Amiri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 9720, 'name': 'Philipp Ochs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 30}, {'player': {'id': 8387, 'name': 'Mark Uth'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",Hoffenheim,175,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e2f72833-a8a0-4963-8782-ad01b98c0cad,2,,,,3890524,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 8571, 'name': 'Vedad Ibišević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,85c0790a-8a23-47da-af8b-e5c3283d7db5,3,,,,3890524,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['49d68c92-5773-482f-a8cd-39f4786e1904'],0,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,49d68c92-5773-482f-a8cd-39f4786e1904,4,,,,3890524,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hoffenheim,175,['85c0790a-8a23-47da-af8b-e5c3283d7db5'],0,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,70641edc-31fe-4a1f-b5d3-7c5129343016,1881,,,,3890524,45,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,79,Hoffenheim,175,['75aa26d6-5bfd-454c-9796-a2c5b59d9cd7'],0,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,75aa26d6-5bfd-454c-9796-a2c5b59d9cd7,1882,,,,3890524,45,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,79,Hoffenheim,175,['70641edc-31fe-4a1f-b5d3-7c5129343016'],0,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.936233,,,,,,,,,,,f8c9fcf5-ccd9-438f-afc3-aed710212e16,5,,,"[60.0, 40.0]",3890524,0,,,,-1.5951817,,Left Foot,,,"[59.9, 35.9]",,Ground Pass,4.101219,,,Nadiem Amiri,8403.0,,,,,Kick Off,1,From Kick Off,Mark Uth,8387.0,Right Center Forward,2,Hoffenheim,175,['8f723670-9258-410a-b0e8-71771b1a2caa'],0,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:00.442,Pass,
,,,,,,,,,,,,,,,1.652739,,,,,,,,,,,a3261699-664b-46d9-b2ae-151cfbcbeb6b,8,,,"[58.8, 35.9]",3890524,0,,,,2.6261895,,Right Foot,,,"[41.5, 45.7]",,Ground Pass,19.882908,,,Eugen Polanski,8404.0,,,,,,1,From Kick Off,Nadiem Amiri,8403.0,Right Center Midfield,2,Hoffenheim,175,['0a5cbe52-2624-4284-9b99-e126f8a7f6c8'],1,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:01.458,Pass,
,,,,,,,,,,,,,,,1.371859,,,,,,,,,,,0346c1f3-4c40-44f2-bd24-274923ae95bf,11,,,"[41.5, 45.7]",3890524,0,,,,-1.7844653,,Right Foot,,,"[34.6, 13.9]",,Ground Pass,32.539974,,,Tobias Strobl,12321.0,,,,,,1,From Kick Off,Eugen Polanski,8404.0,Center Defensive Midfield,2,Hoffenheim,175,['494e5fe2-f692-47be-9732-cab0209edb19'],3,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:03.645,Pass,
,,,,,,,,,,,,,,,1.235837,,,,,,,,,,,fb7240b2-0b04-4ecd-be0c-112e3f1714ca,14,,,"[36.3, 14.3]",3890524,0,,,,0.29635185,,Right Foot,,,"[49.4, 18.3]",,Ground Pass,13.69708,,,Philipp Ochs,9720.0,,,,,,1,From Kick Off,Tobias Strobl,12321.0,Left Center Back,2,Hoffenheim,175,['93fa9ccb-10ba-4262-98ed-fbd14e73b826'],6,,,,,,,,,,,,,,,,,,,Hoffenheim,175,00:00:06.318,Pass,
