50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9c893968-f952-4c4f-898b-fb481b6d7613,1,,,3890508,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12319, 'name': 'Ramazan Özcan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8676, 'name': 'Danny Vieira da Costa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 13332, 'name': 'Romain Brégerie'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 9106, 'name': 'Marvin Matip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 34}, {'player': {'id': 8394, 'name': 'Robert Bauer'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 40459, 'name': 'Roger de Oliveira Bernardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3097, 'name': 'Pascal Groß'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 12551, 'name': 'Max Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 9103, 'name': 'Lukas Hinterseer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 40464, 'name': 'Moritz Hartmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 9113, 'name': 'Dario Lezcano'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 37}]}",Ingolstadt,189,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c1e81175-758b-441e-9319-b965a1de1708,2,,,3890508,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 33}, {'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 8508, 'name': 'Max Meyer'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 8512, 'name': 'Franco Matías Di Santo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 13}]}",Schalke 04,181,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fb6f15d1-55c2-44fa-bcd7-ae0f96bcbac0,3,,,3890508,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['b532638a-0d15-46bb-846d-adc7575daf3a'],0,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b532638a-0d15-46bb-846d-adc7575daf3a,4,,,3890508,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Ingolstadt,189,['fb6f15d1-55c2-44fa-bcd7-ae0f96bcbac0'],0,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2521d419-70ff-4deb-b40a-fde9cb2b2e37,1506,,,3890508,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,102,Ingolstadt,189,['7e2bf721-8ffb-435d-949e-c890210c9049'],0,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7e2bf721-8ffb-435d-949e-c890210c9049,1507,,,3890508,45,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,102,Ingolstadt,189,['2521d419-70ff-4deb-b40a-fde9cb2b2e37'],0,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.523662,,,,,,,,,,,,,,cbc6610d-2bd8-44f2-8bdc-eb9aa8c21fad,5,,"[61.0, 40.1]",3890508,0,,,,,1.6183795,,Right Foot,,,"[60.9, 42.2]",,Ground Pass,,2.1023796,,,Pascal Groß,3097.0,,,,Kick Off,1,From Kick Off,Dario Lezcano,9113.0,Center Forward,2,Ingolstadt,189,['a0b4c2bd-de59-4f71-8726-7a9d406891e8'],0,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:00.808,Pass,
,,,,,,,,,,,,,,,,1.036085,,,,,,,,,,,,,,fc5d6015-f976-42d5-b670-154a561a5ccf,8,,"[60.9, 42.2]",3890508,0,,,,,-2.536048,,Right Foot,,,"[49.2, 34.1]",,Ground Pass,,14.230249,,,Max Christiansen,12551.0,,,,,1,From Kick Off,Pascal Groß,3097.0,Right Center Midfield,2,Ingolstadt,189,['b73baea8-f612-444e-94bd-0e89f49a5452'],2,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:02.234,Pass,
,,,,,,,,,,,,,,,,1.234223,,,,,,,,,,,,,,d20a39c6-9ce0-4b24-80a6-dcaa9ecc524d,12,,"[50.3, 31.1]",3890508,0,,,,,-1.5840114,,Right Foot,,,"[50.0, 8.4]",,Ground Pass,,22.701982,,,Robert Bauer,8394.0,,,,,1,From Kick Off,Max Christiansen,12551.0,Left Center Midfield,2,Ingolstadt,189,['d73f30b2-037c-4df1-92d3-f202f6039dcf'],4,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:04.307,Pass,
,,,,,,,,,,,,,,,,2.739613,,,,,,,,,,,,,,0a27fb10-89c5-4ebb-ba14-e891319a92a9,14,,"[50.0, 8.4]",3890508,0,,,,,0.38432133,,Right Foot,,,"[86.1, 23.0]",,High Pass,,38.940598,Incomplete,,Dario Lezcano,9113.0,,,,,1,From Kick Off,Robert Bauer,8394.0,Left Back,2,Ingolstadt,189,"['b1e99195-26fa-488c-964e-57b21c5a9d38', 'bdc066d3-5684-45c8-8f5c-95607e8e048e']",5,,,,,,,,,,,,,,,,Ingolstadt,189,00:00:05.541,Pass,
