50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.372536,,,,,,,,,,,,,d8c865c2-6315-4ab5-b6ae-bc647cf75abb,18,,"[28.5, 13.9]",3890542,0,,,,,0.4437356,,Left Foot,,,,"[56.9, 27.4]",,High Pass,31.445349,,,,Maximilian Arnold,8235.0,,,,,,,1,From Kick Off,Robin Knoche,8239.0,Left Center Back,2,Wolfsburg,179,"['54f61439-c3b1-4629-942f-b9d348e310ea', 'c947e609-cf7c-4873-ac43-9eca6024d602']",8,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:08.042,Pass,True
,,,,,,,,,,,,,,,,,2.554882,,,,,,,,,,,,,9e5a02af-46b0-45c1-ac43-956c2b262b27,21,,"[56.6, 26.3]",3890542,0,,,,,-2.4194014,,Other,,,,"[48.2, 18.9]",,Low Pass,11.194641,,Incomplete,,Luiz Gustavo Dias,3545.0,,,,,,,1,From Kick Off,Maximilian Arnold,8235.0,Center Attacking Midfield,2,Wolfsburg,179,"['1341ec2b-908c-466d-bbbf-74228831e3ca', '142028e2-8c46-4029-a990-ef44444b9410']",9,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:09.445,Pass,
,,,,,,,,,,,,,,,,,0.947127,,,,,,,,,,,,,7e873ad6-bcb7-4e27-b68c-4feeb85562db,26,,"[76.0, 54.0]",3890542,0,,,,,-0.61072594,,Right Foot,,,,"[90.0, 44.2]",,Ground Pass,17.089178,,Incomplete,,Marco Reus,5559.0,,,,Through Ball,True,,1,From Kick Off,Gonzalo Castro Randon,8233.0,Left Defensive Midfield,2,Wolfsburg,179,"['3ba4c8e0-7dd5-4728-99da-825b8649c796', 'f031bf4c-820d-4f29-8f96-fdd627e4b271']",12,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:12.721,Pass,
,,,,,,,,,,,,,,,,,1.690389,,,,,,,,,,,,,75ca7724-5a61-4d2c-9d3e-fb721c1cdd97,29,,"[22.6, 29.2]",3890542,0,,,,,2.5441918,,Right Foot,,,,"[10.4, 37.5]",,Ground Pass,14.755677,,,,Diego Orlando Benaglio,4600.0,,,,,,Recovery,1,From Kick Off,Robin Knoche,8239.0,Left Center Back,2,Wolfsburg,179,['e8cd0a10-82bb-4a12-859a-da70d7edf5e7'],14,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:14.701,Pass,
,,,,,,,,,,,,,,,,,6.092279,,,,,,,,,,,,,c6416992-8034-4843-9437-e38730245a34,32,,"[10.7, 38.4]",3890542,0,,,,,-0.1486105,,Right Foot,,,,"[98.2, 25.3]",,High Pass,88.4752,,Incomplete,,Bas Dost,10594.0,,,,,,,1,From Kick Off,Diego Orlando Benaglio,4600.0,Goalkeeper,2,Wolfsburg,179,"['461840d3-0d98-4f1c-bf66-84ff1914eba4', 'da5ea3fd-7362-4395-ab34-0a1f0f319b2b', 'eb37f52f-ca92-4611-a58f-3b975f8b8b3f']",16,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:16.391,Pass,True
,,,,,,,,,,,,,,,,,1.069762,,,,,,,,,,,,,476530ed-05e9-4a56-a5e4-57b51b82a260,41,,"[52.5, 4.1]",3890542,0,,,,,-0.037415687,,Left Foot,,,,"[71.2, 3.4]",,Ground Pass,18.713097,,,,André Schürrle,10281.0,,,,,,,1,From Kick Off,Marcel Schäfer,40469.0,Left Back,2,Wolfsburg,179,"['28e54f67-5908-4c78-9281-246a56ae6003', '7a102b47-1fef-45ec-9a27-96f6d139b36a']",29,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:29.203,Pass,True
,,,,,,,,,,,,,,,,,1.085543,,,,,,,,,,,,,e0600e8a-abe2-41e0-a1e1-d92cfa94c813,47,,"[72.9, 0.1]",3890542,0,,,,,0.6190119,,,,,,"[88.2, 11.0]",,High Pass,18.785633,,,,Bas Dost,10594.0,,,,,,Throw-in,1,From Throw In,Marcel Schäfer,40469.0,Left Back,3,Wolfsburg,179,['04642303-acc3-4a37-9301-da2a5097b770'],41,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:41.127,Pass,
,,,,,,,,,,,,,,,,,1.027823,,,,,,,,,,,,,8fe74c16-0dae-42f3-ba38-533b95254180,51,,"[88.2, 11.0]",3890542,0,,,,,2.5782764,,Right Foot,,,,"[82.5, 14.6]",,Low Pass,6.7416615,,,,André Schürrle,10281.0,,,,,,,1,From Throw In,Bas Dost,10594.0,Center Forward,3,Wolfsburg,179,['0431e407-16c8-41a5-9627-bb545de0dbbc'],42,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:42.252,Pass,
,,,,,,,,,,,,,,,,,1.520581,,,,,,,,,,,,,faa26ea7-5048-4859-b257-36365dc33975,54,,"[82.5, 14.6]",3890542,0,,,,,2.3768811,,Right Foot,,,,"[75.1, 21.7]",,Low Pass,10.255242,,Incomplete,,Josuha Guilavogui,8230.0,,,,,,,1,From Throw In,André Schürrle,10281.0,Left Wing,3,Wolfsburg,179,"['00ff9a3c-bebc-4a11-a2b4-5b3c062fb700', 'a05b9b01-2db0-4f7c-b34a-f2b869b1d4c2']",43,,,,,,,,,,,,,,,,,Wolfsburg,179,00:00:43.320,Pass,
,,,,,,,,,,,,,,,,,0.854158,,,,,,,,,,,,,f2010e6f-184d-44e3-b4ff-6d0c3f69a3c7,59,,"[55.5, 55.0]",3890542,0,,,,,0.3754623,,Right Foot,,,,"[69.2, 60.4]",,Ground Pass,14.725827,,,,Gustavo Adrián Ramos Vásquez,24324.0,,,,,,,1,Regular Play,Gonzalo Castro Randon,8233.0,Left Defensive Midfield,4,Borussia Dortmund,180,"['ae38d020-949f-43e9-a01b-8aaf29ab026c', 'cbecd742-eca6-4a8a-b300-348f08a71160']",46,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:46.978,Pass,True
,,,,,,,,,,,,,,,,,1.675392,,,,,,,,,,,,,7ae3a26b-e80d-4aa9-bc3c-3d0ce9ce7e8d,63,,"[72.8, 57.2]",3890542,0,,,,,-1.000457,,Right Foot,,,,"[92.3, 26.8]",,High Pass,36.116615,,,,Marco Reus,5559.0,,,,,,,1,Regular Play,Gustavo Adrián Ramos Vásquez,24324.0,Center Forward,4,Borussia Dortmund,180,"['bd221dee-a133-40cc-96c4-80cbc6369c57', 'f2cc7153-5f58-47bf-832d-5ad924a2a548']",49,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:49.407,Pass,True
,,,,,,,,,,,,,,,,,4.569021,,,,,,,,,,,,,2e8fb459-ad4a-4f3b-8973-7ba003513422,70,,"[97.6, 17.2]",3890542,0,,,,,1.406488,,Left Foot,True,,,"[107.2, 75.1]",,High Pass,58.69046,,,,Henrikh Mkhitaryan,3275.0,,,True,,,,1,Regular Play,Marcel Schmelzer,11458.0,Left Back,4,Borussia Dortmund,180,"['0111a42c-8f76-451a-865a-8e4cceb6aeb0', 'e78ff2ae-db11-4f07-bef0-326c84e00562']",54,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:00:54.363,Pass,True
,,,,,,,,,,,,,,,,,2.09505,,,,,,,,,,,,,31fdd451-2d85-4736-b96b-67510a1745d8,78,,"[86.1, 61.8]",3890542,1,,,,,0.59488004,,Right Foot,,,,"[102.8, 73.1]",,Ground Pass,20.16383,,,,Łukasz Piszczek,5658.0,,,,,,,1,Regular Play,Julian Weigl,8816.0,Right Defensive Midfield,4,Borussia Dortmund,180,['bc2b16e2-05b9-4053-b7b8-e113f9dca2fd'],5,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:05.919,Pass,
,,,,,,,,,,,,,,,,,0.952133,,,,,,,,,,,,,51e0de0e-b426-4de7-996e-b046f4b0557f,81,,"[100.7, 71.2]",3890542,1,,,,,-1.3182421,98c9aeb8-80bf-4589-a9c9-acf3f60f5430,Left Foot,True,,,"[107.1, 46.4]",,High Pass,25.612497,,,,Marco Reus,5559.0,True,,,,,,1,Regular Play,Łukasz Piszczek,5658.0,Right Back,4,Borussia Dortmund,180,['e398948f-341a-4dfb-a79a-ba8895b8fb40'],10,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:10.078,Pass,
,,,,,,,,,,,,,,,,,2.29987,,,,,,,,,,,,,765602d5-c78a-4956-9700-08b3fb3093ff,85,,"[7.0, 36.1]",3890542,1,,True,,,-1.3139699,,Right Foot,,,,"[14.8, 6.4]",,Ground Pass,30.707165,,,,Robin Knoche,8239.0,,,,,,Goal Kick,1,From Goal Kick,Diego Orlando Benaglio,4600.0,Goalkeeper,5,Wolfsburg,179,['1bc2905d-c384-41ef-ad7a-ed1e80c033f8'],26,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:26.900,Pass,
,,,,,,,,,,,,,,,,,2.640589,,,,,,,,,,,,,b2ac92ee-97d1-4ba3-92b8-2b7bc8a70834,88,,"[24.1, 5.5]",3890542,1,,True,,,0.14250569,,Left Foot,,,,"[70.1, 12.1]",,High Pass,46.471066,,Incomplete,,André Schürrle,10281.0,,,,,,,1,From Goal Kick,Robin Knoche,8239.0,Left Center Back,5,Wolfsburg,179,"['40659b0e-fffb-4d27-9349-6c92e7a385d8', 'bbfdb039-79d1-41f1-9089-1f9d99fba452', 'ee49946d-3151-4751-88c4-d3cc691bd821']",30,,,,,,,,,,,,,,,,,Wolfsburg,179,00:01:30.385,Pass,True
,,,,,,,,,,,,,,,,,1.488086,,,,,,,,,,,,,40659b0e-fffb-4d27-9349-6c92e7a385d8,90,,"[50.0, 68.0]",3890542,1,,,,,0.24497867,,Head,,,,"[64.0, 71.5]",,Low Pass,14.43087,,,,Henrikh Mkhitaryan,3275.0,,,,,,Recovery,1,Regular Play,Łukasz Piszczek,5658.0,Right Back,6,Borussia Dortmund,180,"['4c29a505-7b05-44ae-bee0-69cf6c57bd10', 'b2ac92ee-97d1-4ba3-92b8-2b7bc8a70834']",33,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:33.026,Pass,
,,,,,,,,,,,,,,,,,1.376964,,,,,,,,,,,,,923c8435-2e4f-419f-969f-cc30b2854729,92,,"[64.0, 71.5]",3890542,1,,,,,-2.7178013,,Right Foot,,,,"[50.7, 65.5]",,Low Pass,14.590751,,,,Sven Bender,8216.0,,,,,,,1,Regular Play,Henrikh Mkhitaryan,3275.0,Right Wing,6,Borussia Dortmund,180,['593ec9ed-37e6-41bf-804e-bb1850156981'],34,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:34.514,Pass,
,,,,,,,,,,,,,,,,,1.358199,,,,,,,,,,,,,462f0c00-87b2-449e-8eac-ec1687e4ca16,95,,"[50.7, 65.5]",3890542,1,,,,,0.111535184,,Left Foot,,,,"[63.2, 66.9]",,High Pass,12.5781555,,Incomplete,,Julian Weigl,8816.0,,,,,,,1,Regular Play,Sven Bender,8216.0,Right Center Back,6,Borussia Dortmund,180,"['56f7879f-314e-4be3-a566-cffaf5b98bff', 'b2421782-5a95-49b3-b722-6fac71e98cd5', 'e7f7be00-3d22-4f2a-b342-6dd85669b641']",35,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:35.891,Pass,True
,,,,,,,,,,,,,,,,,0.591681,,,,,,,,,,,,,bb9e7b96-edd7-49fe-9214-5bb240d08db3,100,,"[58.7, 72.8]",3890542,1,,,,,-1.6170596,,Right Foot,,,,"[58.2, 62.0]",,Ground Pass,10.811568,,,,Julian Weigl,8816.0,,,,,,Recovery,1,Regular Play,Henrikh Mkhitaryan,3275.0,Right Wing,6,Borussia Dortmund,180,"['09fb7c88-5448-492c-9651-288c72c765b3', '51817a92-9378-43a9-b943-e1349a50c52e']",38,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:38.598,Pass,True
,,,,,,,,,,,,,,,,,1.00869,,,,,,,,,,,,,e0811002-355e-40c3-9722-6a499da112d4,103,,"[58.2, 62.0]",3890542,1,,,,,-1.7700403,,Right Foot,,,,"[56.1, 51.6]",,Ground Pass,10.609901,,,,Gonzalo Castro Randon,8233.0,,,,,,,1,Regular Play,Julian Weigl,8816.0,Right Defensive Midfield,6,Borussia Dortmund,180,['91e6911c-6da9-4e54-965b-5cb5cbef4e82'],39,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:39.986,Pass,
,,,,,,,,,,,,,,,,,1.292829,,,,,,,,,,,,,94f96d68-a6b9-4e85-8332-e5d688d411c8,106,,"[63.7, 43.8]",3890542,1,,,,,-1.5167948,,Right Foot,,,,"[65.1, 17.9]",,Ground Pass,25.93781,,Incomplete,,Marcel Schmelzer,11458.0,,,,,,,1,Regular Play,Gonzalo Castro Randon,8233.0,Left Defensive Midfield,6,Borussia Dortmund,180,"['29f22ba2-1ab8-4506-b347-a68fcfa2265f', 'd1f645a5-a000-4cd9-9c91-9b20a5363899']",42,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:01:42.675,Pass,
,,,,,,,,,,,,,,,,,1.715681,,,,,,,,,,,,,de1edb2f-7762-4b6e-9979-a16f8605f331,121,,"[82.0, 71.1]",3890542,2,,,,,-0.81299204,,Left Foot,,,,"[104.9, 46.9]",,High Pass,33.317413,,,,Josuha Guilavogui,8230.0,,,,,,Free Kick,1,From Free Kick,Marcel Schäfer,40469.0,Left Back,8,Wolfsburg,179,['9e260150-3274-4e91-81f6-49f6b50bebed'],39,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:39.907,Pass,
,,,,,,,,,,,,,,,,,1.653693,,,,,,,,,,,,,e85e710d-57ea-4224-8be6-88255678c58d,124,,"[104.9, 46.9]",3890542,2,,,,True,-2.1099017,,,,,,"[98.2, 35.7]",,High Pass,13.051054,,Incomplete,,,,,,,,,,1,From Free Kick,Josuha Guilavogui,8230.0,Right Defensive Midfield,8,Wolfsburg,179,"['4aa0915b-353e-4f3d-bd23-7435a4e4740d', 'd4776389-e9db-41a3-9d95-06f4e2f819cf']",41,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:41.663,Pass,True
,,,,,,,,,,,,,,,,,2.349526,,,,,,,,,,,,,4b4afd06-8da4-4b75-a543-c2b7eb313943,126,,"[79.5, 21.5]",3890542,2,,,,,2.8156228,,Right Foot,,,,"[51.1, 31.1]",,Ground Pass,29.978659,,,,Christian Träsch,23266.0,,,,,,Recovery,1,From Free Kick,André Schürrle,10281.0,Left Wing,8,Wolfsburg,179,['56afca3c-b738-4cee-9263-b60aa228cce3'],46,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:46.448,Pass,
,,,,,,,,,,,,,,,,,3.983527,,,,,,,,,,,,,797253bb-cc09-4952-8ecd-b70f1e8ee94a,129,,"[51.8, 33.4]",3890542,2,,,,,0.8689243,,Right Foot,,,,"[91.2, 80.0]",,High Pass,61.02393,,Out,,Daniel Caligiuri,8521.0,,,True,,,,1,From Free Kick,Christian Träsch,23266.0,Right Back,8,Wolfsburg,179,['dabf405d-d159-4c77-acd3-6af2be481cd2'],51,,,,,,,,,,,,,,,,,Wolfsburg,179,00:02:51.047,Pass,
,,,,,,,,,,,,,,,,,1.560074,,,,,,,,,,,,,d497c345-fc79-4ee6-b1d4-f36eef5e34e8,131,,"[33.5, 0.1]",3890542,3,,,,,0.30186167,,,,,,"[50.2, 5.3]",,High Pass,17.490854,,,,Gustavo Adrián Ramos Vásquez,24324.0,,,,,,Throw-in,1,From Throw In,Marcel Schmelzer,11458.0,Left Back,9,Borussia Dortmund,180,['73b28125-43f6-437f-9557-f6765cc4877e'],10,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:03:10.700,Pass,
,,,,,,,,,,,,,,,,,1.056325,,,,,,,,,,,,,1dc3c8e2-2afe-4e26-8388-89f32885b79e,134,,"[50.2, 5.3]",3890542,3,,,,True,0.51669514,,,,,,"[54.6, 7.8]",,High Pass,5.060632,,,,Marco Reus,5559.0,,,,,,,1,From Throw In,Gustavo Adrián Ramos Vásquez,24324.0,Center Forward,9,Borussia Dortmund,180,"['70a1cea0-0e55-4497-9c8f-c1611440c041', 'a8e95077-e244-4a1a-b27d-e3213b5fd3ca']",12,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:03:12.260,Pass,True
,,,,,,,,,,,,,,,,,4.253073,,,,,,,,,,,,,3bd56cca-de69-468e-8cb6-23bd2b11090a,138,,"[48.4, 9.7]",3890542,3,,,,,1.5229096,,Right Foot,,,,"[51.4, 72.3]",,High Pass,62.671844,,,,Henrikh Mkhitaryan,3275.0,,,True,,,,1,From Throw In,Marco Reus,5559.0,Left Wing,9,Borussia Dortmund,180,"['aeea7916-fe24-4cc0-92ae-c33795c033ee', 'b1e8f214-59e2-4ec8-9268-b94f2a99d15f']",14,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:03:14.334,Pass,True
,,,,,,,,,,,,,,,,,1.237482,,,,,,,,,,,,,046654d0-5c62-42ce-be23-3018312efa94,141,,"[51.4, 72.3]",3890542,3,,,,,-2.6426656,,Right Foot,,,,"[34.7, 63.2]",,Ground Pass,19.018412,,,,Łukasz Piszczek,5658.0,,,,,,,1,From Throw In,Henrikh Mkhitaryan,3275.0,Right Wing,9,Borussia Dortmund,180,['0b975a2d-491f-4829-9542-c541ca8965de'],18,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:03:18.667,Pass,
,,,,,,,,,,,,,,,,,1.288761,,,,,,,,,,,,,b8ff5d70-b980-42bc-9e29-ef11f17459c0,144,,"[34.9, 62.3]",3890542,3,,,,,-1.5533309,,Right Foot,,,,"[35.3, 39.4]",,Ground Pass,22.903494,,,,Sven Bender,8216.0,,,,,,,1,From Throw In,Łukasz Piszczek,5658.0,Right Back,9,Borussia Dortmund,180,['41f650ac-7a4f-47d3-a057-0e264fab9000'],20,,,,,,,,,,,,,,,,,Borussia Dortmund,180,00:03:20.993,Pass,
