50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,a555fac1-8ae5-4327-9ba9-2b7557262612,1,,,3890425,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,,0,,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 23269, 'name': 'Felix Wiedwald'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 42}, {'player': {'id': 8396, 'name': 'Theodor Gebre Selassie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 8815, 'name': 'Jannik Vestergaard'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 7}, {'player': {'id': 3774, 'name': 'Papiss Mison Djilobodji'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 26359, 'name': 'Santiago García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 20010, 'name': 'Clemens Fritz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8762, 'name': 'Zlatko Junuzović'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 8554, 'name': 'Levin Mete Öztunali'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 11396, 'name': 'Florian Grillitsch'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 27}, {'player': {'id': 12624, 'name': 'Anthony Ujah'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 11132, 'name': 'Claudio Miguel Pizarro Bossio'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",Werder Bremen,176,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,00719087-9aa7-4966-b9a5-49c7b2ccd2ef,2,,,3890425,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 6}, {'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 8571, 'name': 'Vedad Ibišević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,803dec20-bbe9-4049-986d-bc184ab745cc,3,,,3890425,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,['65660c1a-d8c5-4fb7-bfea-f3c3ee0c6720'],0,,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,65660c1a-d8c5-4fb7-bfea-f3c3ee0c6720,4,,,3890425,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Werder Bremen,176,['803dec20-bbe9-4049-986d-bc184ab745cc'],0,,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2f425d22-3788-4a47-b00c-a88cf6e02396,1740,,,3890425,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,87,Werder Bremen,176,['5e6d9841-7bf3-4841-b9ef-db5d9641e577'],0,,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,5e6d9841-7bf3-4841-b9ef-db5d9641e577,1741,,,3890425,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,87,Werder Bremen,176,['2f425d22-3788-4a47-b00c-a88cf6e02396'],0,,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.512749,,,,,,,,,,,,,,,,93b04050-d315-4934-bc3e-8bd5e182b9d6,5,,"[60.0, 40.0]",3890425,0,,True,,,1.5707964,,Right Foot,,,"[60.0, 42.8]",,Ground Pass,,2.8,,,Vladimír Darida,8579.0,,,,,Kick Off,1,From Kick Off,Vedad Ibišević,8571.0,Center Forward,2,Hertha Berlin,173,['2a99a0f0-89d4-49a9-996a-f31fbd236550'],0,,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.952,Pass,
,,,,,,,,,,,,,,,,,,1.092429,,,,,,,,,,,,,,,,52ad5b14-e006-431e-9c43-d2a9c740cf98,7,,"[59.4, 42.8]",3890425,0,,,,,-2.5959375,,Right Foot,,,"[45.4, 34.3]",,Ground Pass,,16.37834,,,Fabian Lustenberger,8965.0,,,,,,1,From Kick Off,Vladimír Darida,8579.0,Center Attacking Midfield,2,Hertha Berlin,173,['cd98cee0-fa37-4ea8-9c3a-55b991fd64e3'],1,,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:01.551,Pass,
,,,,,,,,,,,,,,,,,,8.112143,,,,,,,,,,,,,,,,12fe0820-2cdb-4e32-9e0d-afd055c2b214,11,,"[44.4, 32.6]",3890425,0,,,,,0.5886635,,Right Foot,,,"[114.2, 79.2]",,High Pass,,83.926155,Out,,Genki Haraguchi,5697.0,,True,,,,1,From Kick Off,Fabian Lustenberger,8965.0,Right Defensive Midfield,2,Hertha Berlin,173,"['5214b88c-20ff-42b1-8c5b-2fef08f882c3', '6c669412-22de-4dc7-84a6-8bf55618f039']",3,,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:03.569,Pass,True
,,,,,,,,,,,,,,,,,,1.734954,,,,,,,,,,,,,,,,4db4efcd-d79f-44f9-8346-b0e74e5f90ca,13,,"[9.7, 0.1]",3890425,0,,,,,0.30984634,,,,,"[35.0, 8.2]",,High Pass,,26.565014,Incomplete,,Anthony Ujah,12624.0,,,,,Throw-in,1,From Throw In,Santiago García,26359.0,Left Back,3,Werder Bremen,176,"['662389c6-7185-4084-a463-b1b2cda5e4b4', 'ef8d3ff4-9d25-450d-84d4-be6ce1c381ea']",25,,,,,,,,,,,,,,,,,,,,Werder Bremen,176,00:00:25.540,Pass,
,,,,,,,,,,,,,,,,,,1.393408,,,,,,,,,,,,,,,,662389c6-7185-4084-a463-b1b2cda5e4b4,15,,"[85.1, 71.9]",3890425,0,,,,,-0.895005,,Head,,,"[94.4, 60.3]",,Low Pass,,14.86775,,,Vedad Ibišević,8571.0,,,,,Recovery,1,Regular Play,Mitchell Weiser,8576.0,Right Back,4,Hertha Berlin,173,"['4db4efcd-d79f-44f9-8346-b0e74e5f90ca', 'edab9ad3-5d0c-4b09-8005-8455c18986c1']",27,,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:27.275,Pass,
,,,,,,,,,,,,,,,,,,0.772274,,,,,,,,,,,,,,,,d91dc6b3-ccf9-4fca-9c08-e611473371ae,19,,"[92.7, 62.4]",3890425,0,,,,,2.8049178,,Right Foot,,,"[88.7, 63.8]",,Ground Pass,,4.237924,,,Vladimír Darida,8579.0,,,,,,1,Regular Play,Vedad Ibišević,8571.0,Center Forward,4,Hertha Berlin,173,"['489f658a-46b0-40ad-8041-82ca519fb9f8', '97baf67b-bde0-40a7-8ffb-2d8544fb62ef']",28,,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:28.871,Pass,True
,,,,,,,,,,,,,,,,,,0.500628,,,,,,,,,,,,,,,,231aae81-f02d-4be6-aded-f39d36062315,23,,"[89.4, 64.5]",3890425,0,,,,,0.8641821,,Right Foot,,,"[92.9, 68.6]",,Ground Pass,,5.390733,,,Genki Haraguchi,5697.0,,,,,,1,Regular Play,Vladimír Darida,8579.0,Center Attacking Midfield,4,Hertha Berlin,173,['222f5e62-7ed1-4d11-8e64-44796cab1bfb'],29,,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:29.910,Pass,
,,,,,,,,,,,,,,,,,,1.240142,,,,,,,,,,,,,,,,3004d2be-2f58-46e9-bfce-73655104e77a,26,,"[93.2, 69.0]",3890425,0,,,,,0.5312734,,Right Foot,,,"[102.9, 74.7]",,Ground Pass,,11.250778,,,Mitchell Weiser,8576.0,,,,,,1,Regular Play,Genki Haraguchi,5697.0,Right Wing,4,Hertha Berlin,173,['9ae576f6-42d1-4128-acd1-1ca5c51177c3'],31,,,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:31.112,Pass,
