50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,a0b389cb-d199-44e6-b09c-9a456031da1b,1,,,3890339,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9459, 'name': 'Paweł Olkowski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 8829, 'name': 'Frederik Hillesborg Sørensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 5679, 'name': 'Yūya Ōsako'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9b7e4292-0247-4c44-b348-206f85ae5b15,2,,,3890339,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8947, 'name': 'Ron-Robert Zieler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 12316, 'name': 'Oliver Sorg'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3164, 'name': 'Marcelo Antônio Guedes Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 25}, {'player': {'id': 400614, 'name': 'Christian Schulz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 19}, {'player': {'id': 13126, 'name': 'Miiko Martín Albornoz Inola'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5664, 'name': 'Salif Sané'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 8543, 'name': 'Manuel Schmiedebach'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 400613, 'name': 'Leon Andreasen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 2}, {'player': {'id': 38524, 'name': 'Hiroshi Kiyotake'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 8541, 'name': 'Kenan Karaman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 26}, {'player': {'id': 11845, 'name': 'Artur Sobiech'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Hannover 96,178,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6c40ed87-81b8-49d2-ba7b-ecd112dc3c19,3,,,3890339,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['e6cb46e3-2a98-4395-9430-7a193cbee760'],0,,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e6cb46e3-2a98-4395-9430-7a193cbee760,4,,,3890339,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['6c40ed87-81b8-49d2-ba7b-ecd112dc3c19'],0,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e02a1913-4dfe-4c89-9c82-187124abdb27,1659,,,3890339,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,91,Hannover 96,178,['b9b33395-98da-4c36-b12e-4f7222f84f90'],0,,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b9b33395-98da-4c36-b12e-4f7222f84f90,1660,,,3890339,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,91,Hannover 96,178,['e02a1913-4dfe-4c89-9c82-187124abdb27'],0,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.329567,,,,,,,,,,,6b1f6fa7-7730-40d3-8270-1ca0de68c285,5,,"[60.0, 40.0]",3890339,0,,True,,,2.284887,,Right Foot,,,,"[58.7, 41.5]",Ground Pass,,1.9849433,,,Hiroshi Kiyotake,38524.0,,,,,Kick Off,1,From Kick Off,Artur Sobiech,11845.0,Center Forward,2,Hannover 96,178,['0f0b0a30-42b5-40eb-af5a-f90f6929823c'],0,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.425,Pass,
,,,,,,,,,,,,,,,,1.365157,,,,,,,,,,,8433956d-cc06-4dc7-8b9b-ba96d028e06a,7,,"[58.7, 41.2]",3890339,0,,True,,,-3.0221636,,Right Foot,,,,"[46.2, 39.7]",Ground Pass,,12.589679,,,Salif Sané,5664.0,,,,,,1,From Kick Off,Hiroshi Kiyotake,38524.0,Center Attacking Midfield,2,Hannover 96,178,['dd850702-538f-48de-a3f6-7ca24d96c281'],0,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:00.792,Pass,
,,,,,,,,,,,,,,,,1.72908,,,,,,,,,,,aa57d685-cea1-4381-bbf1-40c59b776fe4,11,,"[44.7, 41.2]",3890339,0,,,,,1.595614,,Right Foot,,,,"[44.0, 69.4]",Ground Pass,,28.208687,,,Oliver Sorg,12316.0,,,,,,1,From Kick Off,Salif Sané,5664.0,Right Defensive Midfield,2,Hannover 96,178,"['5498bbc4-6c0d-4fa6-8b6f-dd6483ce45f3', '85c71ccf-2934-4f00-a135-1f0750e6fe76']",3,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:03.261,Pass,True
,,,,,,,,,,,,,,,,0.182593,,,,,,,,,,,2dcba5d5-6804-4105-b5e8-b3514877cff5,14,,"[43.5, 69.7]",3890339,0,,,,,-0.07878396,,Right Foot,,,,"[47.3, 69.4]",Low Pass,,3.8118236,Incomplete,,Artur Sobiech,11845.0,,,,,,1,From Kick Off,Oliver Sorg,12316.0,Right Back,2,Hannover 96,178,"['5e0f8e4d-4b1d-4ccd-93bb-3c73995990ad', 'bb79c9e9-134d-434e-848d-9c62059fe66d']",6,,,,,,,,,,,,,,,,,,,Hannover 96,178,00:00:06.618,Pass,
