50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7247e80b-92bb-452d-a7de-c1512d9acdaf,1,,,3890526,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8209, 'name': 'Márcio Rafael Ferreira de Souza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 5244, 'name': 'Medhi Amine El Mouttaqi Benatia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 15651, 'name': 'Juan Bernat Velasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 29}, {'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 8227, 'name': 'Mario Götze'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ee2a2793-f57a-4ed4-95eb-2e4406db7dda,2,,,3890526,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,,0,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 8517, 'name': 'Ralf Fährmann'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25003, 'name': 'Sascha Riether'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 16534, 'name': 'Roman Neustädter'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 33}, {'player': {'id': 3502, 'name': 'Joël Andre Job Matip'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 30312, 'name': 'Uilson de Souza Paula Júnior'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 3}, {'player': {'id': 8958, 'name': 'Dennis Aogo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 15}, {'player': {'id': 3570, 'name': 'Pierre-Emile Højbjerg'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 6717, 'name': 'Johannes Geis'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 3053, 'name': 'Leroy Sané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 3499, 'name': 'Jean-Eric Maxim Choupo-Moting'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 8060, 'name': 'Klaas-Jan Huntelaar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]}",Schalke 04,181,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5603b8c0-5746-42f1-8444-8f2a72b6bdeb,3,,,3890526,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['5ff38411-df77-48fa-bab0-493302b10a36'],0,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5ff38411-df77-48fa-bab0-493302b10a36,4,,,3890526,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayern Munich,169,['5603b8c0-5746-42f1-8444-8f2a72b6bdeb'],0,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,db08b7ef-da88-44d8-8d2e-ad4d6ce241f7,2191,,,3890526,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Bayern Munich,169,['80c9294e-5190-47ab-ad00-c3511d0226e2'],0,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,80c9294e-5190-47ab-ad00-c3511d0226e2,2192,,,3890526,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,87,Bayern Munich,169,['db08b7ef-da88-44d8-8d2e-ad4d6ce241f7'],0,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.414583,,,,,,,,,,,,cd339c7c-e2ca-4cd5-bc99-63c3056d5408,5,,"[60.0, 40.0]",3890526,0,,,,,1.4219064,,Right Foot,,,"[60.3, 42.0]",,Ground Pass,,2.0223749,,,Klaas-Jan Huntelaar,8060.0,,,,,,Kick Off,1,From Kick Off,Johannes Geis,6717.0,Left Defensive Midfield,2,Schalke 04,181,['6769baad-c6d2-45c6-a9c3-60b950fea1e7'],0,,,,,,,,,,,,,,,,Schalke 04,181,00:00:00.747,Pass,
,,,,,,,,,,,,,,,1.37655,,,,,,,,,,,,2ed6b4b8-d8d1-4030-9a61-9c2aef3f09d6,8,,"[59.7, 42.3]",3890526,0,,,,,-3.0587785,,Right Foot,,,"[34.4, 40.2]",,Ground Pass,,25.387005,,,Roman Neustädter,16534.0,,,,,,,1,From Kick Off,Klaas-Jan Huntelaar,8060.0,Center Forward,2,Schalke 04,181,['91054d80-ccc6-4221-b77d-0a6fdfd1c06e'],1,,,,,,,,,,,,,,,,Schalke 04,181,00:00:01.202,Pass,
,,,,,,,,,,,,,,,1.389213,,,,,,,,,,,,06f1d579-4b1f-49df-ab06-522d6d6d8257,11,,"[34.4, 40.2]",3890526,0,,,,,-1.3625395,,Right Foot,,,"[40.0, 13.7]",,Ground Pass,,27.085236,,,Joël Andre Job Matip,3502.0,,,,,,,1,From Kick Off,Roman Neustädter,16534.0,Center Back,2,Schalke 04,181,['c55f91c3-cf5f-4584-b5fc-4b64476ad5d3'],3,,,,,,,,,,,,,,,,Schalke 04,181,00:00:03.558,Pass,
,,,,,,,,,,,,,,,1.013702,,,,,,,,,,,,2d0f98a8-b5ac-4803-9a30-62728715b7a3,14,,"[46.4, 18.0]",3890526,0,,,,,-1.1008197,,Right Foot,,,"[52.8, 5.4]",,Ground Pass,,14.132233,,,Dennis Aogo,8958.0,,,,,,,1,From Kick Off,Joël Andre Job Matip,3502.0,Left Center Back,2,Schalke 04,181,['41a41543-b887-482f-aba9-6ebda2df21f3'],6,,,,,,,,,,,,,,,,Schalke 04,181,00:00:06.745,Pass,
,,,,,,,,,,,,,,,2.122107,,,,,,,,,,,,c624b1e6-105d-496a-ac31-ca221c181247,17,,"[57.1, 4.8]",3890526,0,,,,,1.012197,,Left Foot,,,"[75.6, 34.4]",,High Pass,,34.90573,,,Pierre-Emile Højbjerg,3570.0,,,,,,,1,From Kick Off,Dennis Aogo,8958.0,Left Wing Back,2,Schalke 04,181,['bf02e212-9d45-4793-a5ed-42a376f552ad'],9,,,,,,,,,,,,,,,,Schalke 04,181,00:00:09.636,Pass,
