50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,9f28a147-708c-4fd1-b9c1-159e6d7d95da,1,,,3890500,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 9082, 'name': 'Przemysław Tytoń'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 9728, 'name': 'Florian Klein'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 8270, 'name': 'Daniel Schwaab'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 40470, 'name': 'Georg Niedermeier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 12626, 'name': 'Emiliano Adrián Insúa Zapata'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 34558, 'name': 'Sereso Geoffroy Gonzaroua Dié'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 26}, {'player': {'id': 11395, 'name': 'Lukas Rupp'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 8959, 'name': 'Christian Gentner'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 8243, 'name': 'Daniel Didavi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 5591, 'name': 'Filip Kostić'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",VfB Stuttgart,174,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5f206244-a253-4ce9-a646-aa419b50832f,2,,,3890500,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8211, 'name': 'Benjamin Henrichs'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 39}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 9363, 'name': 'André Ramalho Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 24428, 'name': 'Vladlen Yurchenko'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 35}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 38}, {'player': {'id': 5555, 'name': 'Julian Brandt'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c75e367e-b127-4a35-9f96-d0e23aa2e303,3,,,3890500,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['0e9a362d-f52f-4f77-be00-94f467517968'],0,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0e9a362d-f52f-4f77-be00-94f467517968,4,,,3890500,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,VfB Stuttgart,174,['c75e367e-b127-4a35-9f96-d0e23aa2e303'],0,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,63f27e19-a932-4837-a7fe-518ebd6d10db,1618,,,3890500,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,VfB Stuttgart,174,['44e5145f-fca8-42e6-93f2-7f38f956adc1'],0,,,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,44e5145f-fca8-42e6-93f2-7f38f956adc1,1619,,,3890500,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,96,VfB Stuttgart,174,['63f27e19-a932-4837-a7fe-518ebd6d10db'],0,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.735642,,,,,,,,,,,,,,,0747a348-08f8-4bc2-a87d-5ff228d0657b,5,,"[60.0, 40.0]",3890500,0,,,,0.99945885,,Right Foot,,,"[60.9, 41.4]",,Ground Pass,,1.6643317,,,,Daniel Didavi,8243.0,,,,,Kick Off,1,From Kick Off,Timo Werner,5557.0,Center Forward,2,VfB Stuttgart,174,['f38f0d73-7a83-4b7c-875d-4df56e80d19c'],0,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:00.741,Pass,
,,,,,,,,,,,,,,,,,1.638844,,,,,,,,,,,,,,,f7e937d6-44a0-478f-a608-ed198483dbfa,7,,"[60.9, 41.4]",3890500,0,,,,2.9363458,,Left Foot,,,"[34.0, 47.0]",,Ground Pass,,27.476717,,,,Sereso Geoffroy Gonzaroua Dié,34558.0,,,,,,1,From Kick Off,Daniel Didavi,8243.0,Left Center Midfield,2,VfB Stuttgart,174,['ec5ff1e8-4f29-436f-9202-0243ad5393bb'],1,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:01.477,Pass,
,,,,,,,,,,,,,,,,,2.649825,,,,,,,,,,,,,,,c5e5984e-02e6-48f8-bf82-50fbdf6759b5,10,,"[34.3, 44.7]",3890500,0,,,,-3.12214,,Right Foot,,,"[8.6, 44.2]",,Ground Pass,,25.704863,,,,Przemysław Tytoń,9082.0,,,,,,1,From Kick Off,Sereso Geoffroy Gonzaroua Dié,34558.0,Center Defensive Midfield,2,VfB Stuttgart,174,['d96aca8c-8991-4457-8f04-70ac109d161c'],3,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:03.729,Pass,
,,,,,,,,,,,,,,,,,1.950712,,,,,,,,,,,,,,,78bbf0ff-932c-4474-a04a-4c438f11f2ce,13,,"[9.8, 45.3]",3890500,0,,,,-1.1982421,,Right Foot,,,"[20.0, 19.2]",,Ground Pass,,28.022312,,,,Georg Niedermeier,40470.0,,,,,,1,From Kick Off,Przemysław Tytoń,9082.0,Goalkeeper,2,VfB Stuttgart,174,['b0a9bd38-9289-4751-8536-ccc48113b360'],10,,,,,,,,,,,,,,,,,,,VfB Stuttgart,174,00:00:10.482,Pass,
