50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.338001,,,,,,,,,,,,,,,9433a1d4-d5a1-4630-a9b1-8feaf8134b72,16,,"[72.0, 18.4]",3890480,0,,,,,1.6528038,,Head,,,"[71.4, 25.7]",,High Pass,,7.324616,,,,Pierre-Emile Højbjerg,3570.0,,,,,Recovery,1,Regular Play,Dennis Aogo,8958.0,Left Back,3,Schalke 04,181,"['463126d4-6ca6-441a-95b3-1221a0acff7a', 'ae0001c7-b25a-4812-b777-6aa78cc51580']",9,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:09.262,Pass,
,,,,,,,,,,,,,,,,,,2.169386,,,,,,,,,,,,,,,00fde8e3-b020-46ab-adc0-17152feb1b9e,19,,"[71.4, 25.7]",3890480,0,,,,,0.66170853,,Right Foot,,,"[81.8, 33.8]",,High Pass,,13.182185,,,,Alessandro Schöpf,11281.0,,,,,,1,Regular Play,Pierre-Emile Højbjerg,3570.0,Left Defensive Midfield,3,Schalke 04,181,['94505b81-ca25-4ab4-80b8-ed70fb26f9a3'],10,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:10.720,Pass,
,,,,,,,,,,,,,,,,,,0.51168,,,,,,,,,,,,,,,87cd8727-478a-41e9-967a-916d8b0fbd54,21,,"[81.8, 33.8]",3890480,0,,,,,2.285888,,Head,,,"[78.5, 37.6]",,Low Pass,,5.0328918,,Incomplete,,,,,,,,,1,Regular Play,Alessandro Schöpf,11281.0,Right Wing,3,Schalke 04,181,['f11e6024-bf81-4672-8ec9-b53c0b2f6e87'],13,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:13.140,Pass,
,,,,,,,,,,,,,,,,,,1.771954,,,,,,,,,,,,,,,f11e6024-bf81-4672-8ec9-b53c0b2f6e87,22,,"[41.6, 42.5]",3890480,0,,,,,-2.2367656,,Head,,,"[35.0, 34.1]",,Low Pass,,10.682696,,,,Dominique Heintz,8828.0,,,,,Recovery,1,Regular Play,Yannick Gerhardt,8231.0,Right Defensive Midfield,4,FC Köln,186,"['0112022b-b6ba-4310-bc53-16fcc99a26c6', '87cd8727-478a-41e9-967a-916d8b0fbd54']",13,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:13.652,Pass,
,,,,,,,,,,,,,,,,,,1.669549,,,,,,,,,,,,,,,c486b1de-7975-4555-ab7b-3f45b6e04839,25,,"[35.0, 34.1]",3890480,0,,,,,-1.2385827,,Left Foot,,,"[41.9, 14.1]",,Ground Pass,,21.156796,,,,Jonas Hector,6040.0,,,,,,1,Regular Play,Dominique Heintz,8828.0,Left Center Back,4,FC Köln,186,['3a41aab9-3d0c-4a75-a8c7-b672dd73644b'],15,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:15.730,Pass,
,,,,,,,,,,,,,,,,,,1.481432,,,,,,,,,,,,,,,4ea98216-d6a2-440f-9003-bad554911f5d,29,,"[39.3, 11.4]",3890480,0,,,,,0.13209344,,Left Foot,,,"[67.9, 15.2]",,Ground Pass,,28.851343,,Incomplete,,Filip Mladenović,7993.0,,,,,,1,Regular Play,Jonas Hector,6040.0,Left Back,4,FC Köln,186,"['54c2d0cc-d34f-4a02-965e-77840671dbe8', '54f98382-9031-41a2-96b0-b3faf92c49a3']",18,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:18.100,Pass,
,,,,,,,,,,,,,,,,,,0.597204,,,,,,,,,,,,,,,b03a44b2-fbc1-44d9-b366-78f15b6eddc4,33,,"[63.0, 65.3]",3890480,0,,,,,1.4040425,,Right Foot,,,"[64.7, 75.4]",,Ground Pass,,10.24207,,,,Alessandro Schöpf,11281.0,,,,,,1,Regular Play,Uilson de Souza Paula Júnior,30312.0,Right Back,5,Schalke 04,181,['938dcccd-c23e-48b1-9601-f969a4e07533'],21,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:21.953,Pass,
,,,,,,,,,,,,,,,,,,0.572988,,,,,,,,,,,,,,,5055a23b-2c45-4f51-b174-525837eaf6e1,36,,"[63.8, 72.7]",3890480,0,,,,,-1.6324465,,Left Foot,,,"[63.3, 64.6]",,Ground Pass,,8.1154175,,,,Johannes Geis,6717.0,,,,,,1,Regular Play,Alessandro Schöpf,11281.0,Right Wing,5,Schalke 04,181,['1e1c7cfe-c417-4ecd-8645-e13b9b3cc6ee'],24,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:24.555,Pass,
,,,,,,,,,,,,,,,,,,2.994115,,,,,,,,,,,,,,,e2b146f0-3dfd-4e68-a7b7-abaee737ccb0,39,,"[63.3, 64.6]",3890480,0,,,,,-1.1558728,,Right Foot,,,"[88.1, 8.3]",,High Pass,,61.52016,,,,Younès Belhanda,5242.0,,True,,,,1,Regular Play,Johannes Geis,6717.0,Right Defensive Midfield,5,Schalke 04,181,['83252cee-0dbc-4f11-99aa-ac4cbdd84e91'],26,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:26.820,Pass,
,,,,,,,,,,,,,,,,,,0.947743,,,,,,,,,,,,,,,fe158bbb-a8c1-4e2f-ae4a-d4b57a763d7a,42,,"[82.1, 12.4]",3890480,0,,,,,1.0724806,,Right Foot,,,"[93.2, 32.8]",,Ground Pass,,23.22434,,,,Max Meyer,8508.0,,,,,,1,Regular Play,Younès Belhanda,5242.0,Left Wing,5,Schalke 04,181,['96ce2e7e-4a0d-467e-b4ec-2ac99ef5c31f'],33,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:33.073,Pass,
,,,,,,,,,,,,,,,,,,1.599998,,,,,,,,,,,,,,,b05f790d-db69-42eb-a815-441295ff5961,45,,"[95.2, 20.0]",3890480,0,,,,,-0.63502675,,Right Foot,,,"[106.6, 11.6]",,Ground Pass,,14.160508,,,,Dennis Aogo,8958.0,,,,,,1,Regular Play,Max Meyer,8508.0,Center Attacking Midfield,5,Schalke 04,181,['543833f2-9c92-458d-ae98-26c03485341a'],35,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:35.860,Pass,
,,,,,,,,,,,,,,,,,,1.519505,,,,,,,,,,,,,,,5cc10dbc-d866-4667-a839-d8e433db06fd,51,,"[111.4, 0.1]",3890480,0,,,,,1.6839473,,,,,"[108.4, 26.5]",,Low Pass,,26.569908,,,,Pierre-Emile Højbjerg,3570.0,,,,,Throw-in,1,From Throw In,Dennis Aogo,8958.0,Left Back,6,Schalke 04,181,['21b908b9-5ced-49a2-8f27-7ce60dac14c9'],45,,,,,,,,,,,,,,,,,,Schalke 04,181,00:00:45.819,Pass,
,,,,,,,,,,,,,,,,,,1.101944,,,,,,,,,,,,,,,b9e43244-d6f5-459a-9f7f-0cfc5d054b13,59,,"[60.0, 40.0]",3890480,2,,True,,,2.7758453,,Right Foot,,,"[50.6, 43.6]",,Ground Pass,,10.0657835,,,,Dominique Heintz,8828.0,,,,,Kick Off,1,From Kick Off,Leonardo Bittencourt,8826.0,Center Attacking Midfield,8,FC Köln,186,['49e08318-9611-43aa-8f42-59cbc1dc0103'],30,,,,,,,,,,,,,,,,,,FC Köln,186,00:02:30.587,Pass,
,,,,,,,,,,,,,,,,,,1.172738,,,,,,,,,,,,,,,8cc459cc-9593-4775-ace2-ad3b775f5364,62,,"[40.0, 14.1]",3890480,2,,,,,0.089110464,,Left Foot,,,"[69.1, 16.7]",,Ground Pass,,29.21592,,,,Filip Mladenović,7993.0,,,,,,1,From Kick Off,Dominique Heintz,8828.0,Left Center Back,8,FC Köln,186,['8fd627e6-28ed-4c94-b240-8a0bf9611725'],32,,,,,,,,,,,,,,,,,,FC Köln,186,00:02:32.362,Pass,
,,,,,,,,,,,,,,,,,,1.298973,,,,,,,,,,,,,,,52667093-f2f8-468b-b1b3-a6b7298c03b8,73,,"[55.7, 61.0]",3890480,3,,,,,1.3293326,,Left Foot,,,"[59.0, 74.4]",,Ground Pass,,13.800363,,,,Uilson de Souza Paula Júnior,30312.0,,,,,Free Kick,1,From Free Kick,Johannes Geis,6717.0,Right Defensive Midfield,10,Schalke 04,181,['194a4f25-3129-4262-809a-2748f11b5798'],9,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:09.471,Pass,
,,,,,,,,,,,,,,,,,,1.158361,,,,,,,,,,,,,,,a7850b79-91bf-422c-83a3-a8a7da36ff1a,76,,"[58.7, 74.4]",3890480,3,,,,,0.16789593,,Right Foot,,,"[76.4, 77.4]",,Ground Pass,,17.952436,,,,Alessandro Schöpf,11281.0,,,,,,1,From Free Kick,Uilson de Souza Paula Júnior,30312.0,Right Back,10,Schalke 04,181,['bca030ac-9f98-4a35-9481-20fa8a79f48c'],11,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:11.850,Pass,
,,,,,,,,,,,,,,,,,,0.739087,,,,,,,,,,,,,,,6e89937f-d9d4-4aaa-82d6-85b957766590,83,,"[82.4, 73.6]",3890480,3,,,,,0.26324907,,Right Foot,,,"[96.5, 77.4]",,Ground Pass,,14.603082,,,,Uilson de Souza Paula Júnior,30312.0,,,,,,1,From Free Kick,Alessandro Schöpf,11281.0,Right Wing,10,Schalke 04,181,['9c11b483-8eed-4bf1-91f5-cb12c30afd6e'],20,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:20.540,Pass,
,,,,,,,,,,,,,,,,,,1.444954,,,,,,,,,,,,,,,66878985-44f8-4e44-944b-f1d309a7c81a,86,,"[104.9, 78.1]",3890480,3,,,,,-1.240499,,Right Foot,,,"[107.3, 71.1]",,High Pass,,7.4,,,,Klaas-Jan Huntelaar,8060.0,,,,,,1,From Free Kick,Uilson de Souza Paula Júnior,30312.0,Right Back,10,Schalke 04,181,['2353784f-6797-467e-afb0-6598ab808bac'],22,,,,,,,,,,,,,,,,,,Schalke 04,181,00:03:22.747,Pass,
,,,,,,,,,,,,,,,,,,3.191227,,,,,,,,,,,,,,,c367365c-2ab6-4655-9320-f8c885b2e174,97,,"[6.0, 36.0]",3890480,3,,,,,0.44635826,,Left Foot,,,"[62.0, 62.8]",,High Pass,,62.082527,,,,Anthony Modeste,23486.0,,,,,Goal Kick,1,From Goal Kick,Timo Horn,8821.0,Goalkeeper,11,FC Köln,186,['a73cda1e-5339-4b15-91cf-e7ebea8cfd44'],48,,,,,,,,,,,,,,,,,,FC Köln,186,00:03:48.157,Pass,
,,,,,,,,,,,,,,,,,,1.240312,,,,,,,,,,,,,,,e05bfb9f-adff-43d6-8571-a86e9ebaf331,101,,"[47.6, 0.1]",3890480,4,,,,,0.56644535,,,,,"[70.4, 14.6]",,High Pass,,27.020178,,,,Klaas-Jan Huntelaar,8060.0,,,,,Throw-in,1,From Throw In,Dennis Aogo,8958.0,Left Back,12,Schalke 04,181,['d1952efc-7210-4257-872d-6906ec6a925f'],0,,,,,,,,,,,,,,,,,,Schalke 04,181,00:04:00.757,Pass,
,,,,,,,,,,,,,,,,,,0.870285,,,,,,,,,,,,,,,fe0a840b-dc29-49a2-8aa3-94faaecfe588,106,,"[67.1, 0.1]",3890480,4,,,,,1.6394383,,,,,"[66.0, 16.1]",,Low Pass,,16.037767,,,,Pierre-Emile Højbjerg,3570.0,,,,,Throw-in,1,From Throw In,Dennis Aogo,8958.0,Left Back,13,Schalke 04,181,['47932eaa-c2bf-415f-9637-ec0b7c8c42b4'],8,,,,,,,,,,,,,,,,,,Schalke 04,181,00:04:08.517,Pass,
,,,,,,,,,,,,,,,,,,1.406091,,,,,,,,,,,,,,,bdc38b9f-b2ea-482b-8998-6c9109859157,109,,"[66.0, 16.1]",3890480,4,,,,,0.5747759,,Left Foot,,,"[74.8, 21.8]",,High Pass,,10.484751,,,,Max Meyer,8508.0,,,,,,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Left Defensive Midfield,13,Schalke 04,181,['1309423b-1cfe-477e-a6e7-369ba802c433'],9,,,,,,,,,,,,,,,,,,Schalke 04,181,00:04:09.590,Pass,
,,,,,,,,,,,,,,,,,,1.50512,,,,,,,,,,,,,,,36cbf8b3-678f-4a32-9a01-e7975c796402,116,,"[74.4, 22.1]",3890480,4,,,,,2.3115814,,Left Foot,,,"[53.0, 45.5]",,Ground Pass,,31.709936,,,,Joël Andre Job Matip,3502.0,,,,,Free Kick,1,From Free Kick,Dennis Aogo,8958.0,Left Back,14,Schalke 04,181,['a69bd72a-3be5-4d45-ae4b-5b986c51b5b3'],17,,,,,,,,,,,,,,,,,,Schalke 04,181,00:04:17.616,Pass,
,,,,,,,,,,,,,,,,,,1.283367,,,,,,,,,,,,,,,d7a41bc8-01f6-4f0c-af0b-b14bf25decbc,119,,"[53.0, 44.2]",3890480,4,,,,,1.0627335,,Right Foot,,,"[67.7, 70.6]",,Ground Pass,,30.216717,,,,Uilson de Souza Paula Júnior,30312.0,,,,,,1,From Free Kick,Joël Andre Job Matip,3502.0,Right Center Back,14,Schalke 04,181,['1da8e46d-0df4-4ace-a911-bd33b60c8773'],20,,,,,,,,,,,,,,,,,,Schalke 04,181,00:04:20.322,Pass,
,,,,,,,,,,,,,,,,,,1.244666,,,,,,,,,,,,,,,fa342129-1002-401a-aa11-c2eca16713f7,122,,"[67.7, 70.6]",3890480,4,,,,,-1.1263771,,Right Foot,,,"[76.7, 51.7]",,Ground Pass,,20.933466,,,,Johannes Geis,6717.0,,,,,,1,From Free Kick,Uilson de Souza Paula Júnior,30312.0,Right Back,14,Schalke 04,181,['1969e267-3470-4263-8ec6-3e1b2e971560'],24,,,,,,,,,,,,,,,,,,Schalke 04,181,00:04:24.794,Pass,
,,,,,,,,,,,,,,,,,,1.584336,,,,,,,,,,,,,,,5bcf9af2-ea17-4a3a-893c-f12e47948837,127,,"[70.4, 50.5]",3890480,4,,,,,-2.275624,,Left Foot,,,"[63.0, 41.8]",,Ground Pass,,11.421471,,,,Roman Neustädter,16534.0,,,,,,1,From Free Kick,Johannes Geis,6717.0,Right Defensive Midfield,14,Schalke 04,181,"['0866dd1c-99f8-4f6f-8f21-e4a99b2a502a', '2d5f7d87-3475-4a01-8962-3e837448585c', 'ddc5ee8a-dbe7-400b-9f0c-78b3f03d7d2c']",26,,,,,,,,,,,,,,,,,,Schalke 04,181,00:04:26.970,Pass,True
,,,,,,,,,,,,,,,,,,1.785093,,,,,,,,,,,,,,,9501f9d6-2187-4a48-977b-3510f5ea577b,130,,"[65.3, 39.5]",3890480,4,,,,,-0.9913605,,Right Foot,,,"[84.8, 9.7]",,Ground Pass,,35.61306,,,,Younès Belhanda,5242.0,,,,,,1,From Free Kick,Roman Neustädter,16534.0,Left Center Back,14,Schalke 04,181,['2f693b6f-97d9-460c-8c55-532932981459'],29,,,,,,,,,,,,,,,,,,Schalke 04,181,00:04:29.594,Pass,
,,,,,,,,,,,,,,,,,,2.385038,,,,,,,,,,,,,,,bc63c6cc-524b-48b5-bde1-895d08b5dbce,133,,"[85.4, 22.1]",3890480,4,,,,,0.83264846,,Right Foot,,,"[112.6, 52.0]",,High Pass,,40.42091,,Unknown,,,,,,,,,1,From Free Kick,Younès Belhanda,5242.0,Left Wing,14,Schalke 04,181,,33,,,,,,,,,,,,,,,,,,Schalke 04,181,00:04:33.988,Pass,
,,,,,,,,,,,,,,,,,,1.530236,,,,,,,,,,,,,,,7cc0c711-0172-4518-924e-139b06a25c32,136,,"[7.8, 35.9]",3890480,4,,True,,,1.2619841,,Right Foot,,,"[18.2, 68.5]",,Ground Pass,,34.218708,,,,Frederik Hillesborg Sørensen,8829.0,,,,,Free Kick,1,From Free Kick,Timo Horn,8821.0,Goalkeeper,15,FC Köln,186,['9b65bcf5-c0da-45dd-9991-fa1208b4b272'],47,,,,,,,,,,,,,,,,,,FC Köln,186,00:04:47.702,Pass,
,,,,,,,,,,,,,,,,,,2.108759,,,,,,,,,,,,,,,30e2d636-e497-4d65-888b-0339bd595f63,138,,"[26.3, 64.7]",3890480,4,,,,,0.029324925,,Right Foot,,,"[63.8, 65.8]",,High Pass,,37.51613,,,,Anthony Modeste,23486.0,,,,,,1,From Free Kick,Frederik Hillesborg Sørensen,8829.0,Right Back,15,FC Köln,186,['bd570d6a-8f70-41b4-b1e5-896915aa543a'],50,,,,,,,,,,,,,,,,,,FC Köln,186,00:04:50.866,Pass,
,,,,,,,,,,,,,,,,,,1.17071,,,,,,,,,,,,,,,a18e592b-87b2-4c6a-8d16-68db86f5b28e,143,,"[53.3, 0.1]",3890480,5,,,,,1.2306992,,,,,"[57.9, 13.1]",,Low Pass,,13.789851,,,,Pierre-Emile Højbjerg,3570.0,,,,,Throw-in,1,From Throw In,Dennis Aogo,8958.0,Left Back,16,Schalke 04,181,['e96258c3-61ef-487a-aee9-d0414609806a'],1,,,,,,,,,,,,,,,,,,Schalke 04,181,00:05:01.237,Pass,
,,,,,,,,,,,,,,,,,,0.504326,,,,,,,,,,,,,,,d1fe5dbe-9a31-4279-8067-d9b957f6376a,147,,"[58.1, 15.8]",3890480,5,,,,,-1.8703283,,Right Foot,,,"[56.0, 9.0]",,Ground Pass,,7.1168814,,,,Dennis Aogo,8958.0,,,,,,1,From Throw In,Pierre-Emile Højbjerg,3570.0,Left Defensive Midfield,16,Schalke 04,181,"['cb3b64e2-a07b-4a45-83f5-9fb68f1ce6d1', 'd3318f71-bbda-4b18-b2d8-3e1df56b72a3']",3,,,,,,,,,,,,,,,,,,Schalke 04,181,00:05:03.338,Pass,True
