50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1bb99ea2-931a-486f-aa8c-5f527934bb1e,1,,,3890431,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 15581, 'name': 'Bernd Leno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6309, 'name': 'Tin Jedvaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 8221, 'name': 'Jonathan Tah'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 8573, 'name': 'Ömer Toprak'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 8212, 'name': 'Wendell Nascimento Borges'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 8805, 'name': 'Christoph Kramer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8222, 'name': 'Kevin Kampl'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 44}, {'player': {'id': 8213, 'name': 'Karim Bellarabi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 38}, {'player': {'id': 7039, 'name': 'Hakan Çalhanoğlu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 11394, 'name': 'Stefan Kießling'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Bayer Leverkusen,904,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,81c41a85-55dc-4673-b1a6-a6dc1206f375,2,,,3890431,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 19295, 'name': 'Philipp Lahm'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 32}, {'player': {'id': 9406, 'name': 'Holger Badstuber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 8220, 'name': 'David Olatukunbo Alaba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 27}, {'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 8218, 'name': 'Arjen Robben'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5837, 'name': 'Douglas Costa de Souza'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 8217, 'name': 'Kingsley Coman'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 29}, {'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bayern Munich,169,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7f4cf47c-1138-46de-9e3a-5e2e66d406f8,3,,,3890431,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['1b537fa3-7c89-4991-a10e-244a01fa3d79'],0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1b537fa3-7c89-4991-a10e-244a01fa3d79,4,,,3890431,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bayer Leverkusen,904,['7f4cf47c-1138-46de-9e3a-5e2e66d406f8'],0,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,33c0bf53-3cc0-40d0-b84e-f413615fa3c1,1514,,,3890431,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Bayer Leverkusen,904,['83b7e855-e3e2-4a20-9960-c2ee739ed4cc'],0,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,83b7e855-e3e2-4a20-9960-c2ee739ed4cc,1515,,,3890431,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Bayer Leverkusen,904,['33c0bf53-3cc0-40d0-b84e-f413615fa3c1'],0,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.811404,,,,,,,,,,,,20f6235e-4d31-4d8f-901f-7bdee61bfbae,5,,"[61.0, 40.1]",3890431,0,,,,,1.9333405,,Right Foot,,,,"[59.9, 43.0]",Ground Pass,,3.1016126,,,,Robert Lewandowski,5668.0,,,,,Kick Off,1,From Kick Off,Douglas Costa de Souza,5837.0,Center Attacking Midfield,2,Bayern Munich,169,['4b21a477-e3a9-4e23-b155-9d352b35e9fa'],1,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:01.332,Pass,
,,,,,,,,,,,,,,,,,1.383907,,,,,,,,,,,,f38f371a-c808-49b8-ae8d-cad19722830e,8,,"[58.5, 42.2]",3890431,0,,,,,-2.8184474,,Right Foot,,,,"[37.0, 35.0]",Ground Pass,,22.673553,,,,Holger Badstuber,9406.0,,,,,,1,From Kick Off,Robert Lewandowski,5668.0,Center Forward,2,Bayern Munich,169,['b84a7141-4b3d-4fc6-b427-9b5c0974b0c3'],2,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:02.630,Pass,
,,,,,,,,,,,,,,,,,1.346292,,,,,,,,,,,,59164fa0-2c47-44dc-aaa8-b411831d3565,12,,"[40.0, 34.8]",3890431,0,,,,,1.3766624,,Left Foot,,,,"[45.8, 64.3]",Ground Pass,,30.064764,,,,Philipp Lahm,19295.0,,,,,,1,From Kick Off,Holger Badstuber,9406.0,Left Center Back,2,Bayern Munich,169,"['9e336ae4-d4e6-4314-bcb3-4fd4b4c0a2be', 'cf7bed71-4a3b-4efc-b606-2508489e5941']",4,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:04.834,Pass,True
,,,,,,,,,,,,,,,,,1.606487,,,,,,,,,,,,5db3a987-7296-46bd-b11b-d81e8192ea62,15,,"[47.4, 65.3]",3890431,0,,,,,-2.868584,,Right Foot,,,,"[37.4, 62.5]",Low Pass,,10.384604,,,,Joshua Kimmich,5579.0,,,,,,1,From Kick Off,Philipp Lahm,19295.0,Right Back,2,Bayern Munich,169,['c4e318ad-9827-458c-8ae6-049b305998eb'],6,,,,,,,,,,,,,,,,Bayern Munich,169,00:00:06.324,Pass,
