bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d33479ba-7ffb-46da-9bbc-28a57aefb1f3,1,,,3890457,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 7993, 'name': 'Filip Mladenović'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 25}, {'player': {'id': 8827, 'name': 'Matthias Lehmann'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 31}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,61d411bd-0d45-4a3f-8b3a-9a0f62ce7ef9,2,,,3890457,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 9722, 'name': 'Peter Pekarík'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8570, 'name': 'Niklas Stark'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 12327, 'name': 'John Anthony Brooks'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 24}, {'player': {'id': 8571, 'name': 'Vedad Ibišević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 8}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b0de3138-ead4-496e-bc3c-2e5d536242b1,3,,,3890457,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['53e741d4-69a9-4dd4-a361-b575a3646cd9'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,53e741d4-69a9-4dd4-a361-b575a3646cd9,4,,,3890457,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,FC Köln,186,['b0de3138-ead4-496e-bc3c-2e5d536242b1'],0,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f288c324-708b-44d8-95c9-807a73736910,1751,,,3890457,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,71,Hertha Berlin,173,['692fc9d3-0d78-470f-b4dc-99f04c90e17f'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,692fc9d3-0d78-470f-b4dc-99f04c90e17f,1752,,,3890457,45,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,71,Hertha Berlin,173,['f288c324-708b-44d8-95c9-807a73736910'],0,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.385186,,,,,,,,,,,,f6c6619f-dc0d-4a3d-a418-68c57dd4684f,5,,"[61.0, 40.1]",3890457,0,,,,0.41241044,,Left Foot,,"[62.6, 40.8]",,Ground Pass,,1.7464249,,,,Leonardo Bittencourt,8826.0,,,,,Kick Off,1,From Kick Off,Jonas Hector,6040.0,Left Defensive Midfield,2,FC Köln,186,['4c4d5bbe-c0fb-478a-a052-d48da87165d2'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.740,Pass,
,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,2b4de299-92f6-4e05-822c-e0ff58d5520a,8,,"[60.6, 42.8]",3890457,0,,,,2.63342,,Right Foot,,"[36.9, 56.0]",,Ground Pass,,27.128029,,,,Dominik Maroh,11286.0,,,,,,1,From Kick Off,Leonardo Bittencourt,8826.0,Right Attacking Midfield,2,FC Köln,186,['c2530fbb-c225-43cd-9f7a-098903480ae3'],1,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:01.236,Pass,
,,,,,,,,,,,,,,,,2.996448,,,,,,,,,,,,90744b25-c4a8-4339-8fa6-04a92e413d11,11,,"[36.1, 56.2]",3890457,0,,,,-0.19242048,,Right Foot,,"[86.4, 46.4]",,High Pass,,51.24578,,Incomplete,,,,,,,,,1,From Kick Off,Dominik Maroh,11286.0,Right Center Back,2,FC Köln,186,['0c13430f-d684-46fb-bd39-cd9bbb6cae7b'],3,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:03.134,Pass,
,,,,,,,,,,,,,,,,2.873417,,,,,,,,,,,,0c13430f-d684-46fb-bd39-cd9bbb6cae7b,12,,"[33.7, 33.7]",3890457,0,,,,0.5040297,,Head,,"[53.1, 44.4]",,High Pass,,22.155134,,Incomplete,,Vedad Ibišević,8571.0,,,,,Recovery,1,From Kick Off,John Anthony Brooks,12327.0,Left Center Back,2,FC Köln,186,"['234438ed-e4a5-49f7-9b26-836301cfef75', '90744b25-c4a8-4339-8fa6-04a92e413d11', 'a0d7764a-4597-4315-93f5-fb7241b94904']",6,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:06.130,Pass,
