50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,afd96045-7e3b-4c33-bb2a-0bb9e333f601,1,,,,3890438,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8560, 'name': 'René Adler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 15}, {'player': {'id': 6339, 'name': 'Gotoku Sakai'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 6359, 'name': 'Johan Danon Djourou-Gbadjere'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 26791, 'name': 'Emir Spahić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 8547, 'name': 'Matthias Ostrzolek'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 9407, 'name': 'Gojko Kačar'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 40}, {'player': {'id': 8891, 'name': 'Lewis Harry Holtby'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8302, 'name': 'Nicolai Müller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 8308, 'name': 'Aaron Hunt'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 5835, 'name': 'Josip Drmic'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 8895, 'name': 'Pierre-Michel Lasogga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Hamburger SV,171,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fc15e6f1-095d-436a-af39-7e23bec50d39,2,,,,3890438,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,,0,,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 8821, 'name': 'Timo Horn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 11286, 'name': 'Dominik Maroh'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 8900, 'name': 'Mërgim Mavraj'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 19}, {'player': {'id': 8828, 'name': 'Dominique Heintz'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 8823, 'name': 'Marcel Risse'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 7}, {'player': {'id': 7993, 'name': 'Filip Mladenović'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 25}, {'player': {'id': 8231, 'name': 'Yannick Gerhardt'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 8822, 'name': 'Simon Zoller'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 8826, 'name': 'Leonardo Bittencourt'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 21}, {'player': {'id': 23486, 'name': 'Anthony Modeste'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",FC Köln,186,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0b71b865-f5de-4c06-b9ba-d6b97449eecc,3,,,,3890438,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,['4549edfa-9337-4e34-9e9a-d0bfc6b89e34'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4549edfa-9337-4e34-9e9a-d0bfc6b89e34,4,,,,3890438,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hamburger SV,171,['0b71b865-f5de-4c06-b9ba-d6b97449eecc'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,861c4294-e197-424b-8949-6d38c24b1fbb,1692,,,,3890438,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,98,FC Köln,186,['3f310299-001f-47f3-bd57-9808815cf04a'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3f310299-001f-47f3-bd57-9808815cf04a,1693,,,,3890438,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,98,FC Köln,186,['861c4294-e197-424b-8949-6d38c24b1fbb'],0,,,,,,,,,,,,,,,,,,FC Köln,186,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.616223,,,,,,,,,,,,0e6ddd7f-1af2-415d-8b76-11651d09092f,5,,,"[61.0, 40.1]",3890438,0,,,,,-0.551655,,Right Foot,,,,"[62.3, 39.3]",,Ground Pass,1.5264337,,,,Aaron Hunt,8308.0,,,,,,Kick Off,1,From Kick Off,Pierre-Michel Lasogga,8895.0,Center Forward,2,Hamburger SV,171,['4cb11242-1285-4a75-b127-147f263e784b'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.040,Pass,
,,,,,,,,,,,,,,,,,,1.095395,,,,,,,,,,,,cbccb66a-dad6-47d0-8274-579d6f9033c8,8,,,"[60.1, 38.7]",3890438,0,,,,,2.9952114,,Left Foot,,,,"[44.5, 41.0]",,Ground Pass,15.76864,,,,Lewis Harry Holtby,8891.0,,,,,,,1,From Kick Off,Aaron Hunt,8308.0,Center Attacking Midfield,2,Hamburger SV,171,['a76acb85-957e-48c6-89dd-15e975b79539'],0,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:00.856,Pass,
,,,,,,,,,,,,,,,,,,0.854689,,,,,,,,,,,,2836af56-9ddc-49da-afa1-f616262f3300,10,,,"[45.0, 42.1]",3890438,0,,,,,1.0481455,,Left Foot,,,,"[50.3, 51.3]",,Ground Pass,10.617438,,,,Gojko Kačar,9407.0,,,,,,,1,From Kick Off,Lewis Harry Holtby,8891.0,Left Defensive Midfield,2,Hamburger SV,171,['68d2cf53-2bed-44da-80b4-a2b73c5fef0a'],1,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:01.951,Pass,
,,,,,,,,,,,,,,,,,,1.269807,,,,,,,,,,,,5ffad3f3-29ea-4540-a7d2-8c9f339c38df,12,,,"[50.1, 49.3]",3890438,0,,,,,-3.0503435,,Right Foot,,,,"[34.8, 47.9]",,Ground Pass,15.363918,,,,Johan Danon Djourou-Gbadjere,6359.0,,,,,,,1,From Kick Off,Gojko Kačar,9407.0,Right Defensive Midfield,2,Hamburger SV,171,['24db107b-d2e0-429a-91e3-ab98da4187c4'],2,,,,,,,,,,,,,,,,,,Hamburger SV,171,00:00:02.806,Pass,
