50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,15c31cc0-f557-4184-b176-48bebabacf88,1,,,,3890351,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 8577, 'name': 'Rune Almenning Jarstein'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 8576, 'name': 'Mitchell Weiser'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 8580, 'name': 'Sebastian Langkamp'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 8965, 'name': 'Fabian Lustenberger'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 5569, 'name': 'Marvin Plattenhardt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 8578, 'name': 'Per Ciljan Skjelbred'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 8579, 'name': 'Vladimír Darida'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 5697, 'name': 'Genki Haraguchi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 30439, 'name': 'Tolga Ciğerci'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 9721, 'name': 'Valentin Stocker'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 8575, 'name': 'Salomon Armand Magloire Kalou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Hertha Berlin,173,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e25714c1-941f-4d94-8e79-3f59f470b889,2,,,,3890351,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 5550, 'name': 'Yann Sommer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8395, 'name': 'Håvard Nordtveit'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 26677, 'name': 'Álvaro Domínguez Soto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 8809, 'name': 'Oscar Wendt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 3500, 'name': 'Granit Xhaka'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 34}, {'player': {'id': 11285, 'name': 'Ibrahima Traoré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 11283, 'name': 'Fabian Johnson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 8238, 'name': 'Mahmoud Dahoud'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 8806, 'name': 'Lars Edi Stindl'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 8810, 'name': 'Raffael Caetano de Araújo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Borussia Mönchengladbach,185,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9a1323b4-6f49-4ed7-a0e6-d615368389fd,3,,,,3890351,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,['b0630bc1-b066-41c2-bf72-f38f0059a567'],0,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b0630bc1-b066-41c2-bf72-f38f0059a567,4,,,,3890351,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Hertha Berlin,173,['9a1323b4-6f49-4ed7-a0e6-d615368389fd'],0,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ddc91a7e-9bc2-4231-84c0-526a345781e8,2321,,,,3890351,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Borussia Mönchengladbach,185,['be569aa2-6e30-42a5-8d48-b7040845bb1e'],0,,,,,,,,,,,,,,,,,,Borussia Mönchengladbach,185,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,be569aa2-6e30-42a5-8d48-b7040845bb1e,2322,,,,3890351,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Borussia Mönchengladbach,185,['ddc91a7e-9bc2-4231-84c0-526a345781e8'],0,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.499533,,,,,,,,,,,,,8535fcf9-a236-4a35-8909-6b0232e0f8c7,5,,,"[60.0, 40.0]",3890351,0,,,,1.5120405,,Right Foot,,"[60.1, 41.7]",,Ground Pass,,1.7029387,,,,,Tolga Ciğerci,30439.0,,,,,,Kick Off,1,From Kick Off,Salomon Armand Magloire Kalou,8575.0,Center Forward,2,Hertha Berlin,173,['cbdc2af8-6865-4257-bfa2-ac7329411066'],0,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:00.649,Pass,
,,,,,,,,,,,,,,,1.343827,,,,,,,,,,,,,8348bcf6-3c5d-4942-9bf3-a37dd3b25147,8,,,"[57.9, 42.4]",3890351,0,,,,2.6102254,,Right Foot,,"[33.4, 56.8]",,Ground Pass,,28.41848,,,,,Sebastian Langkamp,8580.0,,,,,,,1,From Kick Off,Tolga Ciğerci,30439.0,Center Attacking Midfield,2,Hertha Berlin,173,['f7b209bc-2921-474e-acaf-f8a77d63140f'],1,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:01.640,Pass,
,,,,,,,,,,,,,,,2.545344,,,,,,,,,,,,,724ff5e7-80c7-4642-b2f0-e2643342b6be,12,,,"[33.1, 53.2]",3890351,0,,,,-1.8639833,,Right Foot,,"[23.5, 21.4]",,Ground Pass,,33.217464,,,,,Fabian Lustenberger,8965.0,,,,,,,1,From Kick Off,Sebastian Langkamp,8580.0,Right Center Back,2,Hertha Berlin,173,['b6b4c99d-15a9-4de2-b44b-4205d56662f0'],5,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:05.012,Pass,
,,,,,,,,,,,,,,,1.900868,,,,,,,,,,,,,1b34835d-41fd-4a1e-9b0b-e87f6b3e37bc,15,,,"[21.4, 18.7]",3890351,0,,,,2.5584133,,Right Foot,,"[7.0, 28.2]",,Ground Pass,,17.251377,,,,,Rune Almenning Jarstein,8577.0,,,,,,,1,From Kick Off,Fabian Lustenberger,8965.0,Left Center Back,2,Hertha Berlin,173,['9f21740b-cb85-4299-bd31-85d32996cf1b'],7,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:07.628,Pass,
,,,,,,,,,,,,,,,3.422665,,,,,,,,,,,,,6483a29c-fd9c-4d3a-b2a3-1370fdb62d0b,18,,,"[7.0, 28.2]",3890351,0,,,,-0.40656683,,Left Foot,,"[57.4, 6.5]",,High Pass,,54.873035,,,,,Valentin Stocker,9721.0,,,,,,,1,From Kick Off,Rune Almenning Jarstein,8577.0,Goalkeeper,2,Hertha Berlin,173,['2f50e7a2-a39e-4d83-9134-b0e56486c4dd'],9,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:09.609,Pass,
,,,,,,,,,,,,,,,2.019259,,,,,,,,,,,,,2c60ad7a-a3fa-4b37-9c56-78bd5f1a1742,21,,,"[57.4, 6.5]",3890351,0,,,True,2.2524672,,,,"[43.2, 24.0]",,High Pass,,22.536415,,,,,Per Ciljan Skjelbred,8578.0,,,,,,,1,From Kick Off,Valentin Stocker,9721.0,Left Wing,2,Hertha Berlin,173,"['990a1feb-70ca-4490-b9fd-0e131a403a1b', 'c0f2968a-fb4f-4e93-a694-1cc12af25eee']",13,,,,,,,,,,,,,,,,,,Hertha Berlin,173,00:00:13.032,Pass,True
